"plh0037","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","2016","Urban Area","Female","2907","0.336831498233763","0.32686518235619","0.346797814111337"
"Big worries","2016","Urban Area","Male","2064","0.289162470758965","0.27869099664751","0.29963394487042"
"No worries","2016","Rural Area","Female","670","0.139241458272569","0.129094820757622","0.149388095787515"
"No worries","2016","Rural Area","Male","865","0.23196387166796","0.218655328077333","0.245272415258588"
"No worries","2016","Urban Area","Female","1156","0.139902543047546","0.132587734053033","0.147217352042059"
"No worries","2016","Urban Area","Male","1437","0.202512129831946","0.193230179306401","0.211794080357491"
"Some worries","2016","Rural Area","Female","2430","0.546513090448718","0.531922265214179","0.561103915683257"
"Some worries","2016","Rural Area","Male","2030","0.509527891969598","0.493765552700873","0.525290231238322"
"Some worries","2016","Urban Area","Female","4576","0.523265958718691","0.51273384166498","0.533798075772401"
"Some worries","2016","Urban Area","Male","3700","0.508325399409089","0.496778603819248","0.51987219499893"
"Big worries","2017","Rural Area","Female","1784","0.370336951284842","0.356954709423846","0.383719193145838"
"Big worries","2017","Rural Area","Male","1326","0.298630289964106","0.285062843429694","0.312197736498519"
"Big worries","2017","Urban Area","Female","3670","0.390319099549154","0.380396662927081","0.400241536171228"
"Big worries","2017","Urban Area","Male","2608","0.328997414722707","0.318627431732901","0.339367397712513"
"No worries","2017","Rural Area","Female","622","0.11400881688212","0.105201164478155","0.122816469286085"
"No worries","2017","Rural Area","Male","837","0.191271438342734","0.179611825222283","0.202931051463184"
"No worries","2017","Urban Area","Female","1027","0.119837573205436","0.11323162670202","0.126443519708852"
"No worries","2017","Urban Area","Male","1337","0.17056699226126","0.162265467694185","0.178868516828334"
"Some worries","2017","Rural Area","Female","2596","0.515654231833038","0.50180475732537","0.529503706340706"
"Some worries","2017","Rural Area","Male","2208","0.51009827169316","0.495278582359012","0.524917961027307"
"Some worries","2017","Urban Area","Female","4588","0.48984332724541","0.479675280809068","0.500011373681751"
"Some worries","2017","Urban Area","Male","3941","0.500435593016033","0.489400155802317","0.511471030229749"
"Big worries","2018","Rural Area","Female","1548","0.325597846766857","0.312360672564475","0.338835020969239"
"Big worries","2018","Rural Area","Male","1161","0.279329035865895","0.265745406783642","0.292912664948149"
"Big worries","2018","Urban Area","Female","3369","0.375294381093489","0.365310860523051","0.385277901663927"
"Big worries","2018","Urban Area","Male","2414","0.322694390244161","0.312211982826688","0.333176797661633"
"No worries","2018","Rural Area","Female","693","0.128806867634692","0.119344021486187","0.138269713783197"
"No worries","2018","Rural Area","Male","866","0.201856236951825","0.189704148859525","0.214008325044125"
"No worries","2018","Urban Area","Female","1064","0.117027776481457","0.110399845496564","0.123655707466349"
"No worries","2018","Urban Area","Male","1338","0.169469738369181","0.161057786070256","0.177881690668106"
"Some worries","2018","Rural Area","Female","2573","0.545595285598451","0.531529895981764","0.559660675215138"
"Some worries","2018","Rural Area","Male","2164","0.51881472718228","0.503687770202195","0.533941684162364"
"Some worries","2018","Urban Area","Female","4603","0.507677842425054","0.49736973880598","0.517985946044129"
"Some worries","2018","Urban Area","Male","3889","0.507835871386659","0.496626283228779","0.519045459544539"
"Big worries","2019","Rural Area","Female","2207","0.497814481064564","0.48335141732645","0.512277544802677"
"Big worries","2019","Rural Area","Male","1718","0.41072964477667","0.395911017125061","0.425548272428278"
"Big worries","2019","Urban Area","Female","4361","0.517628892952043","0.506767738024487","0.528490047879598"
"Big worries","2019","Urban Area","Male","3343","0.443693378554912","0.4322738123396","0.455112944770223"
"No worries","2019","Rural Area","Female","366","0.0704480009961633","0.063045718992225","0.0778502830001017"
"No worries","2019","Rural Area","Male","583","0.140344144679249","0.129881725262183","0.150806564096315"
"No worries","2019","Urban Area","Female","538","0.0738360165378315","0.0681520150387692","0.0795200180368938"
"No worries","2019","Urban Area","Male","807","0.112992802162734","0.105716009843916","0.120269594481551"
"Some worries","2019","Rural Area","Female","2018","0.431737517939273","0.417409740333801","0.446065295544745"
"Some worries","2019","Rural Area","Male","1933","0.448926210544082","0.433944375084941","0.463908046003223"
"Some worries","2019","Urban Area","Female","3232","0.408535090510126","0.397850563896089","0.419219617124163"
"Some worries","2019","Urban Area","Male","3121","0.443313819282355","0.431895245204133","0.454732393360577"
