"plh0037","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","Schleswig-Holstein","lower secondary degree","45","0.28482115742643","0.21907017351366","0.3505721413392"
"Big worries","2009","Schleswig-Holstein","secondary school degree","36","0.281127310394582","0.208944719228145","0.353309901561019"
"Big worries","2009","Schleswig-Holstein","college entrance qualification","36","0.208630012514007","0.138511706443819","0.278748318584194"
"Big worries","2009","Schleswig-Holstein","Other degree","","","",""
"Big worries","2009","Schleswig-Holstein","no degree/no degree yet","","","",""
"Big worries","2009","Hamburg","lower secondary degree","","","",""
"Big worries","2009","Hamburg","secondary school degree","","","",""
"Big worries","2009","Hamburg","college entrance qualification","34","0.226931044852518","0.150044253306908","0.303817836398128"
"Big worries","2009","Hamburg","Other degree","","","",""
"Big worries","2009","Hamburg","no degree/no degree yet","","","",""
"Big worries","2009","Lower Saxony","lower secondary degree","175","0.319553514847376","0.281239228139087","0.357867801555665"
"Big worries","2009","Lower Saxony","secondary school degree","124","0.228885271924207","0.192530800756649","0.265239743091764"
"Big worries","2009","Lower Saxony","college entrance qualification","127","0.322588300974494","0.277667025528801","0.367509576420187"
"Big worries","2009","Lower Saxony","Other degree","","","",""
"Big worries","2009","Lower Saxony","no degree/no degree yet","","","",""
"Big worries","2009","Bremen","lower secondary degree","","","",""
"Big worries","2009","Bremen","secondary school degree","","","",""
"Big worries","2009","Bremen","college entrance qualification","","","",""
"Big worries","2009","Bremen","Other degree","","","",""
"Big worries","2009","Bremen","no degree/no degree yet","","","",""
"Big worries","2009","North Rhine-Westphalia","lower secondary degree","375","0.287273589660343","0.262318697792529","0.312228481528158"
"Big worries","2009","North Rhine-Westphalia","secondary school degree","221","0.275033336408679","0.244032699443811","0.306033973373547"
"Big worries","2009","North Rhine-Westphalia","college entrance qualification","348","0.326584805034581","0.299033641036514","0.354135969032648"
"Big worries","2009","North Rhine-Westphalia","Other degree","69","0.283530230294886","0.224898355250536","0.342162105339237"
"Big worries","2009","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Big worries","2009","Hesse","lower secondary degree","91","0.299694538778652","0.251561681837358","0.347827395719946"
"Big worries","2009","Hesse","secondary school degree","107","0.317244529103195","0.266568187965032","0.367920870241359"
"Big worries","2009","Hesse","college entrance qualification","120","0.30980042441357","0.265257752114114","0.354343096713026"
"Big worries","2009","Hesse","Other degree","","","",""
"Big worries","2009","Hesse","no degree/no degree yet","","","",""
"Big worries","2009","Rhineland-Palatinate,Saarland","lower secondary degree","141","0.272519999167981","0.232093619401169","0.312946378934793"
"Big worries","2009","Rhineland-Palatinate,Saarland","secondary school degree","60","0.316070222455475","0.253777293450799","0.378363151460151"
"Big worries","2009","Rhineland-Palatinate,Saarland","college entrance qualification","69","0.318139516787508","0.256454085846493","0.379824947728523"
"Big worries","2009","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Big worries","2009","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Big worries","2009","Baden-Württemberg","lower secondary degree","178","0.237902943990657","0.206269351084906","0.269536536896408"
"Big worries","2009","Baden-Württemberg","secondary school degree","164","0.335644342301787","0.295630414477689","0.375658270125884"
"Big worries","2009","Baden-Württemberg","college entrance qualification","195","0.333523740982345","0.294716543545891","0.372330938418799"
"Big worries","2009","Baden-Württemberg","Other degree","44","0.243156692614721","0.176685388264815","0.309627996964626"
"Big worries","2009","Baden-Württemberg","no degree/no degree yet","","","",""
"Big worries","2009","Bavaria","lower secondary degree","253","0.236740983000367","0.211054010768796","0.262427955231939"
"Big worries","2009","Bavaria","secondary school degree","182","0.256578904426707","0.223233706681597","0.289924102171817"
"Big worries","2009","Bavaria","college entrance qualification","187","0.287007663624651","0.252124086781946","0.321891240467355"
"Big worries","2009","Bavaria","Other degree","35","0.358676569124263","0.272864667723987","0.444488470524538"
"Big worries","2009","Bavaria","no degree/no degree yet","","","",""
"Big worries","2009","Berlin","lower secondary degree","48","0.362128923375484","0.274287931181748","0.449969915569221"
"Big worries","2009","Berlin","secondary school degree","78","0.294002480137847","0.234994950313328","0.353010009962366"
"Big worries","2009","Berlin","college entrance qualification","108","0.461509224400084","0.40193597652392","0.521082472276247"
"Big worries","2009","Berlin","Other degree","","","",""
"Big worries","2009","Berlin","no degree/no degree yet","","","",""
"Big worries","2009","Brandenburg","lower secondary degree","55","0.245163349872883","0.187255902215099","0.303070797530668"
"Big worries","2009","Brandenburg","secondary school degree","84","0.218567152122467","0.17463859781897","0.262495706425964"
"Big worries","2009","Brandenburg","college entrance qualification","49","0.203855227130191","0.1474554996772","0.260254954583183"
"Big worries","2009","Brandenburg","Other degree","","","",""
"Big worries","2009","Brandenburg","no degree/no degree yet","","","",""
"Big worries","2009","Mecklenburg-Western Pomerania","lower secondary degree","32","0.23709213051595","0.160997837749494","0.313186423282406"
"Big worries","2009","Mecklenburg-Western Pomerania","secondary school degree","60","0.254837427843335","0.197514452167547","0.312160403519122"
"Big worries","2009","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Big worries","2009","Mecklenburg-Western Pomerania","Other degree","","","",""
"Big worries","2009","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Big worries","2009","Saxony","lower secondary degree","75","0.284719208894628","0.236176309289113","0.333262108500143"
"Big worries","2009","Saxony","secondary school degree","133","0.236899600596875","0.204112362331771","0.269686838861978"
"Big worries","2009","Saxony","college entrance qualification","75","0.249071236327875","0.202690673358597","0.295451799297152"
