"plh0037","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","general elemantary","Female","325","0.262716584980577","0.238190726463123","0.287242443498032"
"Big worries","2009","general elemantary","Male","142","0.260554357694768","0.224036617297732","0.297072098091805"
"Big worries","2009","higher education","Female","580","0.320961522084807","0.299676662709814","0.3422463814598"
"Big worries","2009","higher education","Male","608","0.273944515163673","0.255248923141026","0.29264010718632"
"Big worries","2009","higher vocational","Female","184","0.367238182822388","0.32691489219595","0.407561473448825"
"Big worries","2009","higher vocational","Male","214","0.283804464768812","0.252185474971371","0.315423454566252"
"Big worries","2009","in school","Female","44","0.290451420812386","0.216045432048631","0.364857409576141"
"Big worries","2009","in school","Male","41","0.272167872534965","0.204461727489075","0.339874017580855"
"Big worries","2009","inadequately","Female","25","","",""
"Big worries","2009","inadequately","Male","18","","",""
"Big worries","2009","middle vocational","Female","1398","0.299843353495782","0.286865112293502","0.312821594698062"
"Big worries","2009","middle vocational","Male","1070","0.255832564933473","0.242769795816345","0.2688953340506"
"Big worries","2009","vocational + Abi","Female","199","0.348749521120264","0.31093017539221","0.386568866848318"
"Big worries","2009","vocational + Abi","Male","113","0.284150577415266","0.239560633430502","0.32874052140003"
"No worries","2009","general elemantary","Female","205","0.168224152338478","0.147378736252698","0.189069568424257"
"No worries","2009","general elemantary","Male","145","0.237860094538304","0.202437550905315","0.273282638171294"
"No worries","2009","higher education","Female","229","0.132240940588426","0.116796234413128","0.147685646763724"
"No worries","2009","higher education","Male","405","0.189172701104491","0.172754845726096","0.205590556482886"
"No worries","2009","higher vocational","Female","57","0.0821931896622453","0.0592181921009405","0.10516818722355"
"No worries","2009","higher vocational","Male","133","0.160737797944673","0.134978714062649","0.186496881826698"
"No worries","2009","in school","Female","25","","",""
"No worries","2009","in school","Male","50","0.255540038248888","0.189189538612411","0.321890537885365"
"No worries","2009","inadequately","Female","25","","",""
"No worries","2009","inadequately","Male","18","","",""
"No worries","2009","middle vocational","Female","612","0.127359100387714","0.117916235112225","0.136801965663204"
"No worries","2009","middle vocational","Male","847","0.197959060441385","0.186029952505469","0.2098881683773"
"No worries","2009","vocational + Abi","Female","84","0.117005027454335","0.0914977239132729","0.142512330995397"
"No worries","2009","vocational + Abi","Male","61","0.175439860599261","0.137836460045549","0.213043261152973"
"Some worries","2009","general elemantary","Female","707","0.569059262680945","0.541462968572393","0.596655556789497"
"Some worries","2009","general elemantary","Male","268","0.501585547766927","0.459987838026327","0.543183257507528"
"Some worries","2009","higher education","Female","1039","0.546797537326767","0.524101161561691","0.569493913091844"
"Some worries","2009","higher education","Male","1173","0.536882783731836","0.515979803296552","0.557785764167121"
"Some worries","2009","higher vocational","Female","308","0.550568627515367","0.508958471736223","0.592178783294512"
"Some worries","2009","higher vocational","Male","434","0.555457737286515","0.520607590449688","0.590307884123341"
"Some worries","2009","in school","Female","74","0.514704828387286","0.43279006546778","0.596619591306792"
"Some worries","2009","in school","Male","75","0.472292089216147","0.396347614078741","0.548236564353553"
"Some worries","2009","inadequately","Female","46","0.502630809157977","0.402613200404433","0.602648417911521"
"Some worries","2009","inadequately","Male","33","0.52925652235209","0.411482689036223","0.647030355667956"
"Some worries","2009","middle vocational","Female","2778","0.572797546116504","0.558785922461922","0.586809169771086"
"Some worries","2009","middle vocational","Male","2369","0.546208374625143","0.531303462381305","0.561113286868981"
"Some worries","2009","vocational + Abi","Female","327","0.534245451425401","0.494660315311239","0.573830587539563"
"Some worries","2009","vocational + Abi","Male","219","0.540409561985473","0.49113771748805","0.589681406482896"
"Big worries","2010","general elemantary","Female","494","0.313932214856918","0.291539457482685","0.33632497223115"
"Big worries","2010","general elemantary","Male","212","0.299644437642111","0.267939762462966","0.331349112821256"
"Big worries","2010","higher education","Female","823","0.287437279875237","0.270051502959088","0.304823056791385"
"Big worries","2010","higher education","Male","711","0.235666949692622","0.219850366753137","0.251483532632107"
"Big worries","2010","higher vocational","Female","195","0.320148254409603","0.284338035923608","0.355958472895599"
"Big worries","2010","higher vocational","Male","267","0.284628902340457","0.256143997826121","0.313113806854792"
"Big worries","2010","in school","Female","78","0.396613024075474","0.32649837908971","0.466727669061239"
"Big worries","2010","in school","Male","63","0.293707825837249","0.234458267307191","0.352957384367307"
"Big worries","2010","inadequately","Female","52","0.329258320856089","0.26492778234493","0.393588859367248"
"Big worries","2010","inadequately","Male","38","0.244207248691271","0.170917748161334","0.317496749221208"
"Big worries","2010","middle vocational","Female","1984","0.320360442794671","0.308998492950435","0.331722392638907"
"Big worries","2010","middle vocational","Male","1337","0.281102275412678","0.268964202924033","0.293240347901322"
"Big worries","2010","vocational + Abi","Female","361","0.336566685396426","0.30875569092012","0.364377679872733"
"Big worries","2010","vocational + Abi","Male","179","0.301412906541124","0.264665568783288","0.338160244298961"
"No worries","2010","general elemantary","Female","307","0.17958880244763","0.161067925948473","0.198109678946787"
"No worries","2010","general elemantary","Male","212","0.223660741934642","0.194821651322095","0.252499832547189"
"No worries","2010","higher education","Female","353","0.152306917321927","0.138503388046794","0.166110446597061"
"No worries","2010","higher education","Male","552","0.230901307079122","0.215196730360954","0.246605883797289"
"No worries","2010","higher vocational","Female","77","0.114071709601231","0.0896704326869698","0.138472986515491"
"No worries","2010","higher vocational","Male","208","0.219129967059295","0.193017383722572","0.245242550396018"
"No worries","2010","in school","Female","24","","",""
"No worries","2010","in school","Male","55","0.211477687961385","0.158355686114344","0.264599689808425"
"No worries","2010","inadequately","Female","52","0.226075386944533","0.168815942332531","0.283334831556534"
"No worries","2010","inadequately","Male","29","","",""
"No worries","2010","middle vocational","Female","951","0.139964374441335","0.131516234960711","0.148412513921959"
"No worries","2010","middle vocational","Male","1158","0.207450523637564","0.196502027963339","0.218399019311789"
"No worries","2010","vocational + Abi","Female","145","0.117108713843827","0.0981839469463464","0.136033480741307"
"No worries","2010","vocational + Abi","Male","112","0.194253460178318","0.162571044611303","0.225935875745332"
"Some worries","2010","general elemantary","Female","849","0.506478982695453","0.482355519309955","0.530602446080951"
"Some worries","2010","general elemantary","Male","378","0.476694820423247","0.442128063147147","0.511261577699347"
"Some worries","2010","higher education","Female","1427","0.560255802802836","0.541187842140133","0.579323763465539"
"Some worries","2010","higher education","Male","1503","0.533431743228256","0.514840046558385","0.552023439898128"
"Some worries","2010","higher vocational","Female","380","0.565780035989166","0.527734562261462","0.60382550971687"
"Some worries","2010","higher vocational","Male","489","0.496241130600248","0.464678927825329","0.527803333375167"
