"plh0037","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2009","Baden-Württemberg","Full Time","246","0.293215321230891","0.263034624056917","0.323396018404865","1"
"Big worries","2009","Baden-Württemberg","Not Working","211","0.280743788705077","0.248213119874125","0.313274457536029","1"
"Big worries","2009","Baden-Württemberg","Part Time","171","0.292342598953526","0.252554443068761","0.332130754838292","1"
"Big worries","2009","Bavaria","Full Time","253","0.230717716796881","0.205088652406891","0.256346781186872","1"
"Big worries","2009","Bavaria","Not Working","248","0.290113530430849","0.26057948838461","0.319647572477088","1"
"Big worries","2009","Bavaria","Part Time","188","0.25444939164814","0.22139535936229","0.287503423933989","1"
"Big worries","2009","Berlin","Full Time","84","0.321279133893261","0.265579406501309","0.376978861285213","1"
"Big worries","2009","Berlin","Not Working","99","0.389505281395086","0.328692166991789","0.450318395798383","1"
"Big worries","2009","Berlin","Part Time","71","0.444315513504246","0.369401232884204","0.519229794124289","1"
"Big worries","2009","Brandenburg","Full Time","67","0.214721284955237","0.167460758640042","0.261981811270432","1"
"Big worries","2009","Brandenburg","Not Working","97","0.244240204051687","0.199421302546252","0.289059105557122","1"
"Big worries","2009","Brandenburg","Part Time","31","0.170977758213963","0.110927826509913","0.231027689918013","1"
"Big worries","2009","Bremen","Full Time","12","","","","1"
"Big worries","2009","Bremen","Not Working","15","","","","1"
"Big worries","2009","Bremen","Part Time","19","","","","1"
"Big worries","2009","Hamburg","Full Time","39","0.251448256844032","0.170373253346455","0.332523260341609","1"
"Big worries","2009","Hamburg","Not Working","32","0.329911046653524","0.239978249878894","0.419843843428155","1"
"Big worries","2009","Hamburg","Part Time","18","","","","1"
"Big worries","2009","Hesse","Full Time","128","0.262518615039597","0.223599502515127","0.301437727564066","1"
"Big worries","2009","Hesse","Not Working","139","0.388879437994125","0.342033454168041","0.435725421820209","1"
"Big worries","2009","Hesse","Part Time","98","0.331209145209178","0.278901614422733","0.383516675995623","1"
"Big worries","2009","Lower Saxony","Full Time","146","0.280749973669666","0.244273435132986","0.317226512206347","1"
"Big worries","2009","Lower Saxony","Not Working","175","0.273147175847213","0.238436119194399","0.307858232500026","1"
"Big worries","2009","Lower Saxony","Part Time","136","0.307674946151103","0.263535738123586","0.35181415417862","1"
"Big worries","2009","Mecklenburg-Western Pomerania","Full Time","42","0.215741196693821","0.157558516991951","0.273923876395691","1"
