"plh0037","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2009","Baden-Württemberg","Employed","417","0.292894824684215","0.268849163078933","0.316940486289496","1"
"Big worries","2009","Baden-Württemberg","Not Employed","211","0.280743788705077","0.248213119874125","0.313274457536029","1"
"Big worries","2009","Bavaria","Employed","441","0.239663502331364","0.21940115436929","0.259925850293439","1"
"Big worries","2009","Bavaria","Not Employed","248","0.290113530430849","0.26057948838461","0.319647572477088","1"
"Big worries","2009","Berlin","Employed","155","0.373860160566855","0.328601041786564","0.419119279347147","1"
"Big worries","2009","Berlin","Not Employed","99","0.389505281395086","0.328692166991789","0.450318395798383","1"
"Big worries","2009","Brandenburg","Employed","98","0.200840345249313","0.163449003364295","0.238231687134332","1"
"Big worries","2009","Brandenburg","Not Employed","97","0.244240204051687","0.199421302546252","0.289059105557122","1"
"Big worries","2009","Bremen","Employed","31","0.383730293700005","0.266409612437895","0.501050974962115","1"
"Big worries","2009","Bremen","Not Employed","15","","","","1"
"Big worries","2009","Hamburg","Employed","57","0.23752018778711","0.172388758944517","0.302651616629703","1"
"Big worries","2009","Hamburg","Not Employed","32","0.329911046653524","0.239978249878894","0.419843843428155","1"
"Big worries","2009","Hesse","Employed","226","0.289379616335784","0.257995225354441","0.320764007317128","1"
"Big worries","2009","Hesse","Not Employed","139","0.388879437994125","0.342033454168041","0.435725421820209","1"
"Big worries","2009","Lower Saxony","Employed","282","0.291621360257975","0.263493284780474","0.319749435735475","1"
"Big worries","2009","Lower Saxony","Not Employed","175","0.273147175847213","0.238436119194399","0.307858232500026","1"
"Big worries","2009","Mecklenburg-Western Pomerania","Employed","65","0.231955927455505","0.182605520366469","0.281306334544541","1"
"Big worries","2009","Mecklenburg-Western Pomerania","Not Employed","57","0.286186687910976","0.222748930610113","0.349624445211838","1"
"Big worries","2009","North Rhine-Westphalia","Employed","646","0.283800986560648","0.265114140797222","0.302487832324074","1"
"Big worries","2009","North Rhine-Westphalia","Not Employed","424","0.309854561929575","0.285491643897755","0.334217479961394","1"
"Big worries","2009","Rhineland-Palatinate,Saarland","Employed","165","0.267642587491595","0.232988579490113","0.302296595493078","1"
"Big worries","2009","Rhineland-Palatinate,Saarland","Not Employed","145","0.325983984735139","0.27981676322869","0.372151206241588","1"
"Big worries","2009","Saxony-Anhalt","Employed","105","0.237667786720649","0.199144887328129","0.276190686113169","1"
"Big worries","2009","Saxony-Anhalt","Not Employed","79","0.285405631407501","0.234302380625213","0.336508882189789","1"
"Big worries","2009","Saxony","Employed","165","0.221793973490249","0.193782116392419","0.24980583058808","1"
"Big worries","2009","Saxony","Not Employed","130","0.287639314820436","0.248955498436686","0.326323131204185","1"
