"plh0037","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","(Married) couple without C. ","Female","998","0.308256220013424","0.292633175484203","0.323879264542644"
"Big worries","2009","(Married) couple without C. ","Male","912","0.28055297722837","0.265217564521715","0.295888389935025"
"Big worries","2009","1-pers.-HH","Female","528","0.33573502758831","0.313085515106182","0.358384540070438"
"Big worries","2009","1-pers.-HH","Male","329","0.281521596388781","0.256284993544028","0.306758199233534"
"Big worries","2009","Couple + C. GT 16 ","Female","398","0.242375492988799","0.220364544194664","0.264386441782934"
"Big worries","2009","Couple + C. GT 16 ","Male","419","0.254392253839587","0.233658860499246","0.275125647179928"
"Big worries","2009","Couple + C. LE 16 ","Female","441","0.288127217031923","0.264959758202896","0.311294675860949"
"Big worries","2009","Couple + C. LE 16 ","Male","353","0.243797743220445","0.221127441127004","0.266468045313886"
"Big worries","2009","Couple + C. LE and GT 16","Female","170","0.296787337721991","0.259703912697155","0.333870762746828"
"Big worries","2009","Couple + C. LE and GT 16","Male","136","0.204483533637573","0.171994185696982","0.236972881578163"
"Big worries","2009","Single parent ","Female","204","0.303146357985982","0.269122304955569","0.337170411016395"
"Big worries","2009","Single parent ","Male","67","0.272877495958208","0.221522012355253","0.324232979561164"
"No worries","2009","(Married) couple without C. ","Female","425","0.119119814029507","0.108160394833032","0.130079233225982"
"No worries","2009","(Married) couple without C. ","Male","594","0.178585089231924","0.165511570120966","0.191658608342881"
"No worries","2009","1-pers.-HH","Female","245","0.144035913320089","0.12719548928671","0.160876337353469"
"No worries","2009","1-pers.-HH","Male","247","0.191738471377051","0.169648316541976","0.213828626212126"
"No worries","2009","Couple + C. GT 16 ","Female","193","0.155217695830384","0.136617803782409","0.173817587878359"
"No worries","2009","Couple + C. GT 16 ","Male","377","0.220177283841819","0.200450901990512","0.239903665693127"
"No worries","2009","Couple + C. LE 16 ","Female","183","0.11378504396555","0.0975408864688815","0.130029201462219"
"No worries","2009","Couple + C. LE 16 ","Male","258","0.184115241059439","0.163651606908515","0.204578875210364"
"No worries","2009","Couple + C. LE and GT 16","Female","80","0.154036630892011","0.124734338456957","0.183338923327065"
"No worries","2009","Couple + C. LE and GT 16","Male","132","0.239665935034905","0.205279067406578","0.274052802663232"
"No worries","2009","Single parent ","Female","97","0.142777853673659","0.116879855385083","0.168675851962234"
"No worries","2009","Single parent ","Male","71","0.299654526604366","0.246838496574308","0.352470556634423"
"Some worries","2009","(Married) couple without C. ","Female","1933","0.572623965957069","0.555886991339408","0.58936094057473"
"Some worries","2009","(Married) couple without C. ","Male","1791","0.540861933539707","0.523851966341263","0.55787190073815"
"Some worries","2009","1-pers.-HH","Female","897","0.520229059091601","0.496268103785295","0.544190014397906"
"Some worries","2009","1-pers.-HH","Male","644","0.526739932234168","0.498723280715708","0.554756583752628"
"Some worries","2009","Couple + C. GT 16 ","Female","865","0.602406811180817","0.577268748298308","0.627544874063326"
"Some worries","2009","Couple + C. GT 16 ","Male","899","0.525430462318593","0.501658184750246","0.54920273988694"
"Some worries","2009","Couple + C. LE 16 ","Female","844","0.598087739002527","0.573007415123904","0.62316806288115"
"Some worries","2009","Couple + C. LE 16 ","Male","767","0.572087015720116","0.545963461752614","0.598210569687618"
"Some worries","2009","Couple + C. LE and GT 16","Female","333","0.549176031385997","0.508786101459443","0.589565961312552"
"Some worries","2009","Couple + C. LE and GT 16","Male","324","0.555850531327523","0.515825578966732","0.595875483688314"
"Some worries","2009","Single parent ","Female","400","0.554075788340359","0.517279484598634","0.590872092082084"
"Some worries","2009","Single parent ","Male","151","0.427467977437426","0.370431741872871","0.484504213001982"
"Big worries","2010","(Married) couple without C. ","Female","986","0.325686413994796","0.309431697175059","0.341941130814533"
"Big worries","2010","(Married) couple without C. ","Male","867","0.3005704565666","0.284476783767156","0.316664129366044"
"Big worries","2010","1-pers.-HH","Female","511","0.328286567498058","0.305241057664429","0.351332077331688"
"Big worries","2010","1-pers.-HH","Male","290","0.278491728391023","0.252470818857921","0.304512637924124"
"Big worries","2010","Couple + C. GT 16 ","Female","387","0.281235068051013","0.257090237868927","0.3053798982331"
"Big worries","2010","Couple + C. GT 16 ","Male","377","0.245447996632554","0.224030607560441","0.266865385704667"
"Big worries","2010","Couple + C. LE 16 ","Female","1258","0.303873769452848","0.289686156824432","0.318061382081264"
"Big worries","2010","Couple + C. LE 16 ","Male","945","0.250823008684168","0.236881716052304","0.264764301316033"
"Big worries","2010","Couple + C. LE and GT 16","Female","252","0.32207570870387","0.289512332045424","0.354639085362316"
"Big worries","2010","Couple + C. LE and GT 16","Male","215","0.25731565636103","0.227467347818369","0.287163964903691"
"Big worries","2010","Single parent ","Female","570","0.307200407806923","0.286246117410123","0.328154698203722"
"Big worries","2010","Single parent ","Male","119","0.27500586942893","0.231837523630161","0.318174215227698"
"No worries","2010","(Married) couple without C. ","Female","469","0.140338024478972","0.128290434741581","0.152385614216362"
"No worries","2010","(Married) couple without C. ","Male","628","0.200126626700637","0.186083199958567","0.214170053442707"
"No worries","2010","1-pers.-HH","Female","250","0.147524409449642","0.130120746417522","0.164928072481762"
"No worries","2010","1-pers.-HH","Male","263","0.228116780495075","0.203758306234699","0.252475254755452"
"No worries","2010","Couple + C. GT 16 ","Female","213","0.162675347863242","0.14285534150358","0.182495354222904"
"No worries","2010","Couple + C. GT 16 ","Male","350","0.197264147534718","0.177460161917253","0.217068133152184"
"No worries","2010","Couple + C. LE 16 ","Female","570","0.140227031969346","0.129516119247246","0.150937944691446"
"No worries","2010","Couple + C. LE 16 ","Male","802","0.223877644564687","0.210471694346616","0.237283594782758"
"No worries","2010","Couple + C. LE and GT 16","Female","106","0.117452896123141","0.0950161093164135","0.139889682929868"
