"plh0037","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","Employed","college entrance qualification","1095","0.309605008227795","0.294577431345433","0.324632585110156"
"Big worries","2009","Employed","lower secondary degree","709","0.254429428730261","0.237905935978871","0.270952921481651"
"Big worries","2009","Employed","no degree/no degree yet","32","0.198714955411266","0.130121100548818","0.267308810273714"
"Big worries","2009","Employed","Other degree","125","0.296169132471085","0.254581744219998","0.337756520722172"
"Big worries","2009","Employed","secondary school degree","1002","0.254510906986073","0.240988522192925","0.26803329177922"
"Big worries","2009","Not Employed","college entrance qualification","380","0.330859484290432","0.304889540757589","0.356829427823275"
"Big worries","2009","Not Employed","lower secondary degree","931","0.289662631539812","0.274098742673203","0.305226520406421"
"Big worries","2009","Not Employed","no degree/no degree yet","97","0.29105317801786","0.243599512785256","0.338506843250463"
"Big worries","2009","Not Employed","Other degree","107","0.308104691424021","0.259099707610895","0.357109675237147"
"Big worries","2009","Not Employed","secondary school degree","438","0.318481785478929","0.294326453532044","0.342637117425813"
"No worries","2009","Employed","college entrance qualification","572","0.160797954557505","0.148857807365334","0.172738101749676"
"No worries","2009","Employed","lower secondary degree","417","0.161157320326929","0.147208448542853","0.175106192111005"
"No worries","2009","Employed","no degree/no degree yet","28","","",""
"No worries","2009","Employed","Other degree","77","0.145357264789839","0.113252590424933","0.177461939154746"
"No worries","2009","Employed","secondary school degree","677","0.17369716339611","0.16193613147434","0.185458195317879"
"No worries","2009","Not Employed","college entrance qualification","225","0.190579366888539","0.168901546026201","0.212257187750878"
"No worries","2009","Not Employed","lower secondary degree","510","0.156008054230448","0.143557685452963","0.168458423007932"
"No worries","2009","Not Employed","no degree/no degree yet","85","0.229218107328269","0.185307749907805","0.273128464748733"
"No worries","2009","Not Employed","Other degree","61","0.154641891746798","0.116266321701786","0.19301746179181"
"No worries","2009","Not Employed","secondary school degree","208","0.138125105513807","0.120235926780101","0.156014284247513"
"Some worries","2009","Employed","college entrance qualification","1969","0.5295970372147","0.513373559693801","0.5458205147356"
"Some worries","2009","Employed","lower secondary degree","1543","0.584413250942809","0.565716563097856","0.603109938787763"
"Some worries","2009","Employed","no degree/no degree yet","70","0.596767744578765","0.512442673088412","0.681092816069118"
"Some worries","2009","Employed","Other degree","261","0.558473602739075","0.513242491522948","0.603704713955203"
"Some worries","2009","Employed","secondary school degree","2307","0.571791929617818","0.556430703622289","0.587153155613346"
"Some worries","2009","Not Employed","college entrance qualification","656","0.478561148821028","0.450989612894683","0.506132684747374"
"Some worries","2009","Not Employed","lower secondary degree","1822","0.55432931422974","0.537275147226072","0.571383481233408"
"Some worries","2009","Not Employed","no degree/no degree yet","170","0.479728714653871","0.427538444485944","0.531918984821798"
"Some worries","2009","Not Employed","Other degree","173","0.537253416829181","0.484331921740492","0.59017491191787"
"Some worries","2009","Not Employed","secondary school degree","783","0.543393109007265","0.517566923233615","0.569219294780915"
"Big worries","2010","Employed","college entrance qualification","1538","0.282666010465686","0.270414101672813","0.29491791925856"
"Big worries","2010","Employed","lower secondary degree","967","0.301201774555373","0.285732902229744","0.316670646881003"
"Big worries","2010","Employed","no degree/no degree yet","64","0.246773394740264","0.189410611163658","0.30413617831687"
"Big worries","2010","Employed","Other degree","253","0.304676182130723","0.274902019521518","0.334450344739929"
"Big worries","2010","Employed","secondary school degree","1398","0.263958262649092","0.252318863643452","0.275597661654733"
"Big worries","2010","Not Employed","college entrance qualification","462","0.268668884359655","0.247010015051994","0.290327753667317"
"Big worries","2010","Not Employed","lower secondary degree","1087","0.332206615252861","0.316517091764116","0.347896138741607"
"Big worries","2010","Not Employed","no degree/no degree yet","172","0.318145607969333","0.279220884718934","0.357070331219732"
"Big worries","2010","Not Employed","Other degree","205","0.347860626285596","0.311551131212653","0.38417012135854"
"Big worries","2010","Not Employed","secondary school degree","599","0.321548315213129","0.300801678745641","0.342294951680618"
"No worries","2010","Employed","college entrance qualification","832","0.174665544486769","0.164334960692071","0.184996128281467"
"No worries","2010","Employed","lower secondary degree","577","0.163815873452888","0.151336782630005","0.17629496427577"
"No worries","2010","Employed","no degree/no degree yet","47","0.210312920694344","0.156090523059765","0.264535318328924"
"No worries","2010","Employed","Other degree","206","0.192772638688165","0.167254594597087","0.218290682779244"
"No worries","2010","Employed","secondary school degree","1080","0.202240334216524","0.191633601392454","0.212847067040595"
"No worries","2010","Not Employed","college entrance qualification","286","0.198284329481276","0.178802737122658","0.217765921839893"
"No worries","2010","Not Employed","lower secondary degree","584","0.168224991300245","0.15576456931902","0.180685413281471"
"No worries","2010","Not Employed","no degree/no degree yet","110","0.17004489374044","0.138648783565101","0.201441003915779"
"No worries","2010","Not Employed","Other degree","130","0.159510995547423","0.131597855652215","0.187424135442631"
"No worries","2010","Not Employed","secondary school degree","339","0.165064040264448","0.148574143610581","0.181553936918314"
"Some worries","2010","Employed","college entrance qualification","2819","0.542668445047545","0.529113769574524","0.556223120520566"
"Some worries","2010","Employed","lower secondary degree","1835","0.534982351991739","0.518164967997428","0.55179973598605"
"Some worries","2010","Employed","no degree/no degree yet","106","0.542913684565391","0.476633649730919","0.609193719399864"
