"plh0037","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","Full Time","in school","","","",""
"Big worries","2009","Full Time","inadequately","10","","",""
"Big worries","2009","Full Time","general elemantary","80","0.219067487502402","0.177911981660878","0.260222993343927"
"Big worries","2009","Full Time","middle vocational","815","0.250567394321526","0.235897578665257","0.265237209977795"
"Big worries","2009","Full Time","vocational + Abi","133","0.302690184774476","0.26146135957695","0.343919009972002"
"Big worries","2009","Full Time","higher vocational","161","0.279962779925823","0.244156661511543","0.315768898340103"
"Big worries","2009","Full Time","higher education","558","0.27425260043278","0.254925918872433","0.293579281993127"
"Big worries","2009","Part Time","in school","16","","",""
"Big worries","2009","Part Time","inadequately","8","","",""
"Big worries","2009","Part Time","general elemantary","109","0.289975962274289","0.243103867217955","0.336848057330624"
"Big worries","2009","Part Time","middle vocational","618","0.277302319786573","0.258578821088981","0.296025818484165"
"Big worries","2009","Part Time","vocational + Abi","92","0.301160808865532","0.247616737541665","0.354704880189398"
"Big worries","2009","Part Time","higher vocational","86","0.294228911649171","0.242918986481053","0.34553883681729"
"Big worries","2009","Part Time","higher education","307","0.348619099323824","0.317241166527953","0.379997032119694"
"Big worries","2009","Not Working","in school","69","0.292477164265452","0.235861258068011","0.349093070462892"
"Big worries","2009","Not Working","inadequately","25","","",""
"Big worries","2009","Not Working","general elemantary","278","0.267186060104493","0.240344880339457","0.294027239869529"
"Big worries","2009","Not Working","middle vocational","1035","0.306600304497354","0.291381341845433","0.321819267149275"
"Big worries","2009","Not Working","vocational + Abi","87","0.375960822808206","0.315185062397518","0.436736583218894"
"Big worries","2009","Not Working","higher vocational","151","0.388012088634842","0.341574254359451","0.434449922910232"
"Big worries","2009","Not Working","higher education","323","0.287193700908407","0.260468089399693","0.313919312417121"
"Some worries","2009","Full Time","in school","","","",""
"Some worries","2009","Full Time","inadequately","20","","",""
"Some worries","2009","Full Time","general elemantary","212","0.581069186933331","0.531976443351071","0.63016193051559"
"Some worries","2009","Full Time","middle vocational","1917","0.563266653370638","0.546476244063928","0.580057062677347"
"Some worries","2009","Full Time","vocational + Abi","272","0.531555408157017","0.486774562904459","0.576336253409575"
"Some worries","2009","Full Time","higher vocational","347","0.571844326123708","0.532383208458104","0.611305443789312"
"Some worries","2009","Full Time","higher education","1159","0.557822745822196","0.536308036716212","0.57933745492818"
"Some worries","2009","Part Time","in school","31","0.546909747840302","0.420952646601828","0.672866849078777"
"Some worries","2009","Part Time","inadequately","17","","",""
"Some worries","2009","Part Time","general elemantary","185","0.503151912698758","0.451503352914741","0.554800472482775"
"Some worries","2009","Part Time","middle vocational","1277","0.580147209964158","0.559505315709722","0.600789104218594"
"Some worries","2009","Part Time","vocational + Abi","151","0.578271084199703","0.520633474106037","0.635908694293369"
"Some worries","2009","Part Time","higher vocational","183","0.613781776417765","0.558960372564386","0.668603180271143"
"Some worries","2009","Part Time","higher education","463","0.518132572852865","0.485231090674504","0.551034055031226"
"Some worries","2009","Not Working","in school","118","0.481407634216816","0.419221752456288","0.543593515977344"
"Some worries","2009","Not Working","inadequately","42","0.439843487123822","0.339500288243449","0.540186686004195"
"Some worries","2009","Not Working","general elemantary","578","0.551793565926819","0.521627046754487","0.581960085099152"
"Some worries","2009","Not Working","middle vocational","1953","0.543456328858425","0.527015245708517","0.559897412008333"
"Some worries","2009","Not Working","vocational + Abi","123","0.503220192898049","0.440484575690007","0.565955810106091"
"Some worries","2009","Not Working","higher vocational","212","0.488047268115477","0.440412529902223","0.535682006328731"
"Some worries","2009","Not Working","higher education","590","0.528797243369976","0.499312121034449","0.558282365705502"
"No worries","2009","Full Time","in school","1","","",""
"No worries","2009","Full Time","inadequately","9","","",""
"No worries","2009","Full Time","general elemantary","96","0.199863325564267","0.160072690429991","0.239653960698543"
"No worries","2009","Full Time","middle vocational","620","0.186165952307837","0.172989025254278","0.199342879361396"
"No worries","2009","Full Time","vocational + Abi","72","0.165754407068507","0.132383469832694","0.199125344304319"
"No worries","2009","Full Time","higher vocational","96","0.148192893950469","0.119858499165346","0.176527288735591"
"No worries","2009","Full Time","higher education","330","0.167924653745024","0.151731638392869","0.184117669097179"
"No worries","2009","Part Time","in school","13","","",""
"No worries","2009","Part Time","inadequately","7","","",""
"No worries","2009","Part Time","general elemantary","66","0.206872125026952","0.165029450592946","0.248714799460959"
"No worries","2009","Part Time","middle vocational","301","0.14255047024927","0.127928007167794","0.157172933330745"
"No worries","2009","Part Time","vocational + Abi","39","0.120568106934765","0.0825630958433517","0.158573118026179"
"No worries","2009","Part Time","higher vocational","34","0.0919893119330641","0.0594475590898403","0.124531064776288"
"No worries","2009","Part Time","higher education","116","0.133248327823311","0.110870936430475","0.155625719216147"
"No worries","2009","Not Working","in school","61","0.226115201517732","0.174052669144533","0.278177733890931"
"No worries","2009","Not Working","inadequately","27","","",""
"No worries","2009","Not Working","general elemantary","188","0.181020373968688","0.157664392634916","0.204376355302459"
"No worries","2009","Not Working","middle vocational","538","0.149943366644221","0.138159318823234","0.161727414465208"
"No worries","2009","Not Working","vocational + Abi","34","0.120818984293745","0.079924953573932","0.161713015013558"
"No worries","2009","Not Working","higher vocational","60","0.123940643249681","0.0925390599303796","0.155342226568983"
"No worries","2009","Not Working","higher education","188","0.184009055721617","0.161120589065555","0.20689752237768"
"Big worries","2010","Full Time","in school","","","",""
"Big worries","2010","Full Time","inadequately","21","","",""
"Big worries","2010","Full Time","general elemantary","130","0.27864467889836","0.241142032448792","0.316147325347928"
"Big worries","2010","Full Time","middle vocational","1051","0.25758784033857","0.244536846666262","0.270638834010878"
"Big worries","2010","Full Time","vocational + Abi","213","0.307169023524819","0.273140108882125","0.341197938167514"
"Big worries","2010","Full Time","higher vocational","226","0.294885608660688","0.263307333012506","0.32646388430887"
"Big worries","2010","Full Time","higher education","720","0.239329106318954","0.223258956710768","0.25539925592714"
"Big worries","2010","Part Time","in school","26","","",""
"Big worries","2010","Part Time","inadequately","12","","",""
"Big worries","2010","Part Time","general elemantary","169","0.299336429357511","0.261507116779684","0.337165741935339"
"Big worries","2010","Part Time","middle vocational","954","0.316020120444013","0.300016412541719","0.332023828346308"
"Big worries","2010","Part Time","vocational + Abi","187","0.340408800998873","0.301812416413099","0.379005185584647"
"Big worries","2010","Part Time","higher vocational","95","0.26982100587618","0.224409322113089","0.315232689639272"
"Big worries","2010","Part Time","higher education","450","0.322510243518404","0.297519937182417","0.347500549854392"
"Big worries","2010","Not Working","in school","115","0.35312963204717","0.302177137582397","0.404082126511944"
"Big worries","2010","Not Working","inadequately","57","0.305671786580926","0.243657715229348","0.367685857932503"
"Big worries","2010","Not Working","general elemantary","407","0.32491111545427","0.29983510425864","0.3499871266499"
"Big worries","2010","Not Working","middle vocational","1316","0.334721953283689","0.320438627082143","0.349005279485236"
"Big worries","2010","Not Working","vocational + Abi","140","0.327991242931457","0.283251189557815","0.372731296305098"
"Big worries","2010","Not Working","higher vocational","141","0.323044025976772","0.279740809742759","0.366347242210785"
"Big worries","2010","Not Working","higher education","364","0.243241792489747","0.220070360654524","0.26641322432497"
"Some worries","2010","Full Time","in school","1","","",""
"Some worries","2010","Full Time","inadequately","24","","",""
"Some worries","2010","Full Time","general elemantary","284","0.492742792791578","0.450922586355165","0.534562999227991"
"Some worries","2010","Full Time","middle vocational","2379","0.547469962916846","0.53261532002404","0.562324605809652"
