"plj0588","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Rarely ","2017","East Germany","Male","1177","0.46020473927172","0.441511811927123","0.478897666616316","4"
"Rarely ","2017","West Germany","Female","4928","0.407108654563722","0.398451585976843","0.415765723150601","4"
"Sometimes","2017","East Germany","Female","638","0.206472381873318","0.192355004130002","0.220589759616634","3"
"Sometimes","2017","East Germany","Male","507","0.193911642670979","0.179083713327951","0.208739572014007","3"
"Sometimes","2017","West Germany","Female","2728","0.214767322746728","0.207531108459774","0.222003537033682","3"
"Sometimes","2017","West Germany","Male","2191","0.191528648208938","0.184232838224589","0.198824458193288","3"
"Very often","2017","East Germany","Female","52","0.0145459130853654","0.0103701993337851","0.0187216268369456","1"
"Very often","2017","East Germany","Male","37","0.0116442314512524","0.00762077498823445","0.0156676879142704","1"
"Very often","2017","West Germany","Female","241","0.0137573623682387","0.0117048413607116","0.0158098833757658","1"
"Very often","2017","West Germany","Male","217","0.0108515267173358","0.00893064558994501","0.0127724078447266","1"
"Never","2018","West Germany","Male","68","0.394953288139792","0.323340778288113","0.466565797991471","5"
"Never","2018","West Germany","Female","74","0.383398035176676","0.314623942385711","0.452172127967641","5"
"Never","2018","East Germany","Male","8","","","","5"
"Never","2018","East Germany","Female","10","","","","5"
"Often","2018","West Germany","Male","13","","","","2"
"Often","2018","East Germany","Male","2","","","","2"
"Often","2018","East Germany","Female","5","","","","2"
"Often","2018","West Germany","Female","22","","","","2"
"Rarely ","2018","East Germany","Female","7","","","","4"
"Rarely ","2018","West Germany","Male","30","0.133668889245906","0.083817335303335","0.183520443188476","4"
"Rarely ","2018","East Germany","Male","1","","","","4"
"Rarely ","2018","West Germany","Female","30","0.119588813183331","0.0736916830487122","0.165485943317949","4"
"Sometimes","2018","East Germany","Male","4","","","","3"
"Sometimes","2018","East Germany","Female","8","","","","3"
"Sometimes","2018","West Germany","Male","50","0.337368770143901","0.268104387979428","0.406633152308373","3"
"Sometimes","2018","West Germany","Female","53","0.308952622405324","0.243594836523776","0.374310408286872","3"
"Very often","2018","East Germany","Female","3","","","","1"
"Very often","2018","East Germany","Male","1","","","","1"
"Very often","2018","West Germany","Male","18","","","","1"
"Very often","2018","West Germany","Female","13","","","","1"
"Never","2019","West Germany","Male","55","0.419723138163223","0.331789612099377","0.507656664227069","5"
"Never","2019","West Germany","Female","64","0.559793921160866","0.47478694850195","0.644800893819781","5"
"Never","2019","East Germany","Male","5","","","","5"
"Never","2019","East Germany","Female","3","","","","5"
"Often","2019","East Germany","Female","","","","","2"
"Often","2019","West Germany","Female","9","","","","2"
"Often","2019","West Germany","Male","11","","","","2"
"Often","2019","East Germany","Male","2","","","","2"
"Rarely ","2019","East Germany","Female","3","","","","4"
"Rarely ","2019","East Germany","Male","2","","","","4"
"Rarely ","2019","West Germany","Male","26","","","","4"
"Rarely ","2019","West Germany","Female","31","0.150390894288464","0.0891794265403156","0.211602362036612","4"
"Sometimes","2019","East Germany","Male","3","","","","3"
"Sometimes","2019","East Germany","Female","4","","","","3"
"Sometimes","2019","West Germany","Female","23","","","","3"
"Sometimes","2019","West Germany","Male","26","","","","3"
"Very often","2019","East Germany","Female","1","","","","1"
"Very often","2019","East Germany","Male","","","","","1"
"Very often","2019","West Germany","Female","4","","","","1"
"Very often","2019","West Germany","Male","3","","","","1"
