"plj0588","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2013","Not Employed","(0) in school","1","","",""
"Very often","2013","Not Employed","(1a) inadequately completed","8","","",""
"Very often","2013","Not Employed","(1b) general elementary school","35","0.0252977769498078","0.0160517454504409","0.0345438084491746"
"Very often","2013","Not Employed","(1c) basic vocational qualification","52","0.01677189034583","0.0119784441363885","0.0215653365552715"
"Very often","2013","Not Employed","(2b) intermediate general qualification","5","","",""
"Very often","2013","Not Employed","(2a) intermediate vocational","24","","",""
"Very often","2013","Not Employed","(2c_gen) general maturity certificate","5","","",""
"Very often","2013","Not Employed","(2c_voc) vocational maturity certificate","11","","",""
"Very often","2013","Not Employed","(3a) lower tertiary education","1","","",""
"Very often","2013","Not Employed","(3b) higher tertiary education","10","","",""
"Very often","2013","Employed","(0) in school","","","",""
"Very often","2013","Employed","(1a) inadequately completed","3","","",""
"Very often","2013","Employed","(1b) general elementary school","9","","",""
"Very often","2013","Employed","(1c) basic vocational qualification","29","","",""
"Very often","2013","Employed","(2b) intermediate general qualification","6","","",""
"Very often","2013","Employed","(2a) intermediate vocational","33","0.00538251581348422","0.00333635570339452","0.00742867592357392"
"Very often","2013","Employed","(2c_gen) general maturity certificate","3","","",""
"Very often","2013","Employed","(2c_voc) vocational maturity certificate","7","","",""
"Very often","2013","Employed","(3a) lower tertiary education","7","","",""
"Very often","2013","Employed","(3b) higher tertiary education","12","","",""
"Often","2013","Not Employed","(0) in school","15","","",""
"Often","2013","Not Employed","(1a) inadequately completed","32","0.113837282399839","0.0689114147184588","0.158763150081218"
"Often","2013","Not Employed","(1b) general elementary school","94","0.0891227167828588","0.0723461783984926","0.105899255167225"
"Often","2013","Not Employed","(1c) basic vocational qualification","165","0.0552337916462801","0.04670682994546","0.0637607533471003"
"Often","2013","Not Employed","(2b) intermediate general qualification","22","","",""
"Often","2013","Not Employed","(2a) intermediate vocational","111","0.0783904862823318","0.0650652856753542","0.0917156868893095"
"Often","2013","Not Employed","(2c_gen) general maturity certificate","6","","",""
"Often","2013","Not Employed","(2c_voc) vocational maturity certificate","32","0.077331433480573","0.05281447663052","0.101848390330626"
"Often","2013","Not Employed","(3a) lower tertiary education","23","","",""
"Often","2013","Not Employed","(3b) higher tertiary education","33","0.0418141685933421","0.0287370084656244","0.0548913287210598"
"Often","2013","Employed","(0) in school","6","","",""
"Often","2013","Employed","(1a) inadequately completed","17","","",""
"Often","2013","Employed","(1b) general elementary school","48","0.0596020331227163","0.0432577096789932","0.0759463565664395"
"Often","2013","Employed","(1c) basic vocational qualification","150","0.047524061314251","0.0399882627972892","0.0550598598312127"
"Often","2013","Employed","(2b) intermediate general qualification","25","","",""
"Often","2013","Employed","(2a) intermediate vocational","240","0.0517900611042004","0.0455928773280752","0.0579872448803256"
"Often","2013","Employed","(2c_gen) general maturity certificate","33","0.051476562725626","0.0343705858981015","0.0685825395531506"
"Often","2013","Employed","(2c_voc) vocational maturity certificate","89","0.0434998600425469","0.0340477369322838","0.05295198315281"
"Often","2013","Employed","(3a) lower tertiary education","55","0.0538152703425608","0.0424861461399351","0.0651443945451864"
"Often","2013","Employed","(3b) higher tertiary education","92","0.0346509341840583","0.0279220731446733","0.0413797952234434"
"Sometimes","2013","Not Employed","(0) in school","60","0.148932823651928","0.111473452195567","0.186392195108289"
"Sometimes","2013","Not Employed","(1a) inadequately completed","51","0.26932424253323","0.20657658039624","0.33207190467022"
"Sometimes","2013","Not Employed","(1b) general elementary school","265","0.244871063045193","0.219551424553471","0.270190701536915"
"Sometimes","2013","Not Employed","(1c) basic vocational qualification","569","0.214333018212572","0.19901532035434","0.229650716070805"
"Sometimes","2013","Not Employed","(2b) intermediate general qualification","70","0.271384361829589","0.218146286390605","0.324622437268572"
"Sometimes","2013","Not Employed","(2a) intermediate vocational","346","0.246779086866633","0.22540517750897","0.268152996224296"
"Sometimes","2013","Not Employed","(2c_gen) general maturity certificate","91","0.18982830180563","0.15070608514386","0.228950518467399"
"Sometimes","2013","Not Employed","(2c_voc) vocational maturity certificate","99","0.257674753320082","0.217532779828835","0.29781672681133"
"Sometimes","2013","Not Employed","(3a) lower tertiary education","113","0.222839795462811","0.188464570728441","0.257215020197181"
"Sometimes","2013","Not Employed","(3b) higher tertiary education","161","0.182333574023655","0.157107582725853","0.207559565321457"
"Sometimes","2013","Employed","(0) in school","16","","",""
"Sometimes","2013","Employed","(1a) inadequately completed","47","0.288545947123523","0.219621234315697","0.35747065993135"
"Sometimes","2013","Employed","(1b) general elementary school","183","0.239664211770261","0.210193889837737","0.269134533702785"
"Sometimes","2013","Employed","(1c) basic vocational qualification","608","0.201791867722767","0.187576588263804","0.21600714718173"
"Sometimes","2013","Employed","(2b) intermediate general qualification","86","0.159966244357838","0.126172102955008","0.193760385760668"
"Sometimes","2013","Employed","(2a) intermediate vocational","970","0.203051689200356","0.191802083709765","0.214301294690946"
"Sometimes","2013","Employed","(2c_gen) general maturity certificate","139","0.198457862889001","0.167582191469331","0.229333534308671"
"Sometimes","2013","Employed","(2c_voc) vocational maturity certificate","357","0.221154443221978","0.201922798444094","0.240386087999863"
"Sometimes","2013","Employed","(3a) lower tertiary education","235","0.15944826763413","0.141068173392211","0.17782836187605"
"Sometimes","2013","Employed","(3b) higher tertiary education","491","0.169150561122523","0.155358163076687","0.18294295916836"
"Rarely ","2013","Not Employed","(0) in school","170","0.502298022997305","0.449690388888721","0.554905657105888"
"Rarely ","2013","Not Employed","(1a) inadequately completed","50","0.260142244077706","0.198087207884016","0.322197280271395"
"Rarely ","2013","Not Employed","(1b) general elementary school","359","0.312370480287586","0.285081301933188","0.339659658641984"
"Rarely ","2013","Not Employed","(1c) basic vocational qualification","1015","0.364023870320656","0.346063509923763","0.381984230717549"
"Rarely ","2013","Not Employed","(2b) intermediate general qualification","90","0.322622215918484","0.266653762855366","0.378590668981602"
"Rarely ","2013","Not Employed","(2a) intermediate vocational","638","0.376891937472553","0.352867196667926","0.400916678277181"
"Rarely ","2013","Not Employed","(2c_gen) general maturity certificate","181","0.473500574676819","0.423690906947857","0.523310242405782"
"Rarely ","2013","Not Employed","(2c_voc) vocational maturity certificate","196","0.398585068616736","0.35364711562951","0.443523021603962"
"Rarely ","2013","Not Employed","(3a) lower tertiary education","268","0.463815899151254","0.422622875099162","0.505008923203346"
"Rarely ","2013","Not Employed","(3b) higher tertiary education","372","0.426609401698542","0.39429714195409","0.458921661442995"
"Rarely ","2013","Employed","(0) in school","58","0.524909327264618","0.427032814371747","0.622785840157488"
"Rarely ","2013","Employed","(1a) inadequately completed","56","0.357175034429465","0.284282850518629","0.430067218340302"
"Rarely ","2013","Employed","(1b) general elementary school","313","0.392029716513968","0.358325732471208","0.425733700556729"
"Rarely ","2013","Employed","(1c) basic vocational qualification","1339","0.436147033206821","0.418582165058131","0.45371190135551"
"Rarely ","2013","Employed","(2b) intermediate general qualification","199","0.485967348625975","0.439891030079022","0.532043667172928"
"Rarely ","2013","Employed","(2a) intermediate vocational","2356","0.492631381406416","0.478650268279146","0.506612494533685"
"Rarely ","2013","Employed","(2c_gen) general maturity certificate","282","0.425137170341574","0.386866529970051","0.463407810713097"
"Rarely ","2013","Employed","(2c_voc) vocational maturity certificate","859","0.491217454210252","0.468051728077721","0.514383180342783"
"Rarely ","2013","Employed","(3a) lower tertiary education","815","0.537461050849203","0.512428606423066","0.56249349527534"
"Rarely ","2013","Employed","(3b) higher tertiary education","1413","0.521347476447113","0.502968737469297","0.539726215424929"
