"plj0588","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Rarely ","2018","Saxony","Female","","","",""
"Rarely ","2018","Saxony-Anhalt","Male","","","",""
"Rarely ","2018","Saxony-Anhalt","Female","","","",""
"Rarely ","2018","Thuringia","Male","","","",""
"Rarely ","2018","Thuringia","Female","","","",""
"Never","2018","Schleswig-Holstein","Male","","","",""
"Never","2018","Schleswig-Holstein","Female","","","",""
"Never","2018","Hamburg","Male","","","",""
"Never","2018","Hamburg","Female","","","",""
"Never","2018","Lower Saxony","Male","","","",""
"Never","2018","Lower Saxony","Female","","","",""
"Never","2018","Bremen","Male","","","",""
"Never","2018","Bremen","Female","","","",""
"Never","2018","North Rhine-Westphalia","Male","","","",""
"Never","2018","North Rhine-Westphalia","Female","","","",""
"Never","2018","Hesse","Male","","","",""
"Never","2018","Hesse","Female","","","",""
"Never","2018","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","2018","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","2018","Baden-Württemberg","Male","","","",""
"Never","2018","Baden-Württemberg","Female","","","",""
"Never","2018","Bavaria","Male","","","",""
"Never","2018","Bavaria","Female","","","",""
"Never","2018","Berlin","Male","","","",""
"Never","2018","Berlin","Female","","","",""
"Never","2018","Brandenburg","Male","","","",""
"Never","2018","Brandenburg","Female","","","",""
"Never","2018","Mecklenburg-Western Pomerania","Male","","","",""
"Never","2018","Mecklenburg-Western Pomerania","Female","","","",""
"Never","2018","Saxony","Male","","","",""
"Never","2018","Saxony","Female","","","",""
"Never","2018","Saxony-Anhalt","Male","","","",""
"Never","2018","Saxony-Anhalt","Female","","","",""
"Never","2018","Thuringia","Male","","","",""
"Never","2018","Thuringia","Female","","","",""
"Very often","2019","Schleswig-Holstein","Male","","","",""
"Very often","2019","Schleswig-Holstein","Female","","","",""
"Very often","2019","Hamburg","Male","","","",""
"Very often","2019","Hamburg","Female","","","",""
"Very often","2019","Lower Saxony","Male","","","",""
"Very often","2019","Lower Saxony","Female","","","",""
"Very often","2019","Bremen","Male","","","",""
"Very often","2019","Bremen","Female","","","",""
"Very often","2019","North Rhine-Westphalia","Male","","","",""
"Very often","2019","North Rhine-Westphalia","Female","","","",""
"Very often","2019","Hesse","Male","","","",""
"Very often","2019","Hesse","Female","","","",""
"Very often","2019","Rhineland-Palatinate,Saarland","Male","","","",""
"Very often","2019","Rhineland-Palatinate,Saarland","Female","","","",""
"Very often","2019","Baden-Württemberg","Male","","","",""
"Very often","2019","Baden-Württemberg","Female","","","",""
"Very often","2019","Bavaria","Male","","","",""
"Very often","2019","Bavaria","Female","","","",""
"Very often","2019","Berlin","Male","","","",""
"Very often","2019","Berlin","Female","","","",""
"Very often","2019","Brandenburg","Male","","","",""
"Very often","2019","Brandenburg","Female","","","",""
"Very often","2019","Mecklenburg-Western Pomerania","Male","","","",""
"Very often","2019","Mecklenburg-Western Pomerania","Female","","","",""
"Very often","2019","Saxony","Male","","","",""
"Very often","2019","Saxony","Female","","","",""
"Very often","2019","Saxony-Anhalt","Male","","","",""
"Very often","2019","Saxony-Anhalt","Female","","","",""
"Very often","2019","Thuringia","Male","","","",""
"Very often","2019","Thuringia","Female","","","",""
"Often","2019","Schleswig-Holstein","Male","","","",""
"Often","2019","Schleswig-Holstein","Female","","","",""
"Often","2019","Hamburg","Male","","","",""
"Often","2019","Hamburg","Female","","","",""
"Often","2019","Lower Saxony","Male","","","",""
"Often","2019","Lower Saxony","Female","","","",""
"Often","2019","Bremen","Male","","","",""
"Often","2019","Bremen","Female","","","",""
"Often","2019","North Rhine-Westphalia","Male","","","",""
"Often","2019","North Rhine-Westphalia","Female","","","",""
"Often","2019","Hesse","Male","","","",""
"Often","2019","Hesse","Female","","","",""
"Often","2019","Rhineland-Palatinate,Saarland","Male","","","",""
"Often","2019","Rhineland-Palatinate,Saarland","Female","","","",""
"Often","2019","Baden-Württemberg","Male","","","",""
"Often","2019","Baden-Württemberg","Female","","","",""
"Often","2019","Bavaria","Male","","","",""
"Often","2019","Bavaria","Female","","","",""
"Often","2019","Berlin","Male","","","",""
"Often","2019","Berlin","Female","","","",""
"Often","2019","Brandenburg","Male","","","",""
"Often","2019","Brandenburg","Female","","","",""
"Often","2019","Mecklenburg-Western Pomerania","Male","","","",""
"Often","2019","Mecklenburg-Western Pomerania","Female","","","",""
"Often","2019","Saxony","Male","","","",""
"Often","2019","Saxony","Female","","","",""
"Often","2019","Saxony-Anhalt","Male","","","",""
"Often","2019","Saxony-Anhalt","Female","","","",""
"Often","2019","Thuringia","Male","","","",""
"Often","2019","Thuringia","Female","","","",""
"Sometimes","2019","Schleswig-Holstein","Male","","","",""
"Sometimes","2019","Schleswig-Holstein","Female","","","",""
"Sometimes","2019","Hamburg","Male","","","",""
"Sometimes","2019","Hamburg","Female","","","",""
"Sometimes","2019","Lower Saxony","Male","","","",""
"Sometimes","2019","Lower Saxony","Female","","","",""
"Sometimes","2019","Bremen","Male","","","",""
"Sometimes","2019","Bremen","Female","","","",""
"Sometimes","2019","North Rhine-Westphalia","Male","","","",""
"Sometimes","2019","North Rhine-Westphalia","Female","","","",""
"Sometimes","2019","Hesse","Male","","","",""
"Sometimes","2019","Hesse","Female","","","",""
"Sometimes","2019","Rhineland-Palatinate,Saarland","Male","","","",""
"Sometimes","2019","Rhineland-Palatinate,Saarland","Female","","","",""
"Sometimes","2019","Baden-Württemberg","Male","","","",""
"Sometimes","2019","Baden-Württemberg","Female","","","",""
"Sometimes","2019","Bavaria","Male","","","",""
"Sometimes","2019","Bavaria","Female","","","",""
"Sometimes","2019","Berlin","Male","","","",""
"Sometimes","2019","Berlin","Female","","","",""
"Sometimes","2019","Brandenburg","Male","","","",""
"Sometimes","2019","Brandenburg","Female","","","",""
"Sometimes","2019","Mecklenburg-Western Pomerania","Male","","","",""
"Sometimes","2019","Mecklenburg-Western Pomerania","Female","","","",""
"Sometimes","2019","Saxony","Male","","","",""
"Sometimes","2019","Saxony","Female","","","",""
"Sometimes","2019","Saxony-Anhalt","Male","","","",""
"Sometimes","2019","Saxony-Anhalt","Female","","","",""
"Sometimes","2019","Thuringia","Male","","","",""
"Sometimes","2019","Thuringia","Female","","","",""
"Rarely ","2019","Schleswig-Holstein","Male","","","",""
"Rarely ","2019","Schleswig-Holstein","Female","","","",""
"Rarely ","2019","Hamburg","Male","","","",""
"Rarely ","2019","Hamburg","Female","","","",""
"Rarely ","2019","Lower Saxony","Male","","","",""
"Rarely ","2019","Lower Saxony","Female","","","",""
"Rarely ","2019","Bremen","Male","","","",""
"Rarely ","2019","Bremen","Female","","","",""
"Rarely ","2019","North Rhine-Westphalia","Male","","","",""
"Rarely ","2019","North Rhine-Westphalia","Female","","","",""
"Rarely ","2019","Hesse","Male","","","",""
"Rarely ","2019","Hesse","Female","","","",""
"Rarely ","2019","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely ","2019","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely ","2019","Baden-Württemberg","Male","","","",""
"Rarely ","2019","Baden-Württemberg","Female","","","",""
"Rarely ","2019","Bavaria","Male","","","",""
"Rarely ","2019","Bavaria","Female","","","",""
"Rarely ","2019","Berlin","Male","","","",""
"Rarely ","2019","Berlin","Female","","","",""
"Rarely ","2019","Brandenburg","Male","","","",""
"Rarely ","2019","Brandenburg","Female","","","",""
"Rarely ","2019","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely ","2019","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely ","2019","Saxony","Male","","","",""
"Rarely ","2019","Saxony","Female","","","",""
"Rarely ","2019","Saxony-Anhalt","Male","","","",""
"Rarely ","2019","Saxony-Anhalt","Female","","","",""
"Rarely ","2019","Thuringia","Male","","","",""
"Rarely ","2019","Thuringia","Female","","","",""
"Never","2019","Schleswig-Holstein","Male","","","",""
"Never","2019","Schleswig-Holstein","Female","","","",""
"Never","2019","Hamburg","Male","","","",""
"Never","2019","Hamburg","Female","","","",""
"Never","2019","Lower Saxony","Male","","","",""
"Never","2019","Lower Saxony","Female","","","",""
"Never","2019","Bremen","Male","","","",""
"Never","2019","Bremen","Female","","","",""
"Never","2019","North Rhine-Westphalia","Male","","","",""
"Never","2019","North Rhine-Westphalia","Female","","","",""
"Never","2019","Hesse","Male","","","",""
"Never","2019","Hesse","Female","","","",""
"Never","2019","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","2019","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","2019","Baden-Württemberg","Male","","","",""
"Never","2019","Baden-Württemberg","Female","","","",""
"Never","2019","Bavaria","Male","","","",""
"Never","2019","Bavaria","Female","","","",""
"Never","2019","Berlin","Male","","","",""
"Never","2019","Berlin","Female","","","",""
"Never","2019","Brandenburg","Male","","","",""
"Never","2019","Brandenburg","Female","","","",""
"Never","2019","Mecklenburg-Western Pomerania","Male","","","",""
"Never","2019","Mecklenburg-Western Pomerania","Female","","","",""
"Never","2019","Saxony","Male","","","",""
"Never","2019","Saxony","Female","","","",""
"Never","2019","Saxony-Anhalt","Male","","","",""
"Never","2019","Saxony-Anhalt","Female","","","",""
"Never","2019","Thuringia","Male","","","",""
"Never","2019","Thuringia","Female","","","",""
