"plj0588","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Never","2014","Employed","Other degree","","","",""
"Never","2014","Employed","no degree/no degree yet","","","",""
"Very often","2015","Not Employed","lower secondary degree","","","",""
"Very often","2015","Not Employed","secondary school degree","","","",""
"Very often","2015","Not Employed","college entrance qualification","","","",""
"Very often","2015","Not Employed","Other degree","","","",""
"Very often","2015","Not Employed","no degree/no degree yet","","","",""
"Very often","2015","Employed","lower secondary degree","","","",""
"Very often","2015","Employed","secondary school degree","","","",""
"Very often","2015","Employed","college entrance qualification","","","",""
"Very often","2015","Employed","Other degree","","","",""
"Very often","2015","Employed","no degree/no degree yet","","","",""
"Often","2015","Not Employed","lower secondary degree","","","",""
"Often","2015","Not Employed","secondary school degree","","","",""
"Often","2015","Not Employed","college entrance qualification","","","",""
"Often","2015","Not Employed","Other degree","","","",""
"Often","2015","Not Employed","no degree/no degree yet","","","",""
"Often","2015","Employed","lower secondary degree","","","",""
"Often","2015","Employed","secondary school degree","","","",""
"Often","2015","Employed","college entrance qualification","","","",""
"Often","2015","Employed","Other degree","","","",""
"Often","2015","Employed","no degree/no degree yet","","","",""
"Sometimes","2015","Not Employed","lower secondary degree","","","",""
"Sometimes","2015","Not Employed","secondary school degree","","","",""
"Sometimes","2015","Not Employed","college entrance qualification","","","",""
"Sometimes","2015","Not Employed","Other degree","","","",""
"Sometimes","2015","Not Employed","no degree/no degree yet","","","",""
"Sometimes","2015","Employed","lower secondary degree","","","",""
"Sometimes","2015","Employed","secondary school degree","","","",""
"Sometimes","2015","Employed","college entrance qualification","","","",""
"Sometimes","2015","Employed","Other degree","","","",""
"Sometimes","2015","Employed","no degree/no degree yet","","","",""
"Rarely ","2015","Not Employed","lower secondary degree","","","",""
"Rarely ","2015","Not Employed","secondary school degree","","","",""
"Rarely ","2015","Not Employed","college entrance qualification","","","",""
"Rarely ","2015","Not Employed","Other degree","","","",""
"Rarely ","2015","Not Employed","no degree/no degree yet","","","",""
"Rarely ","2015","Employed","lower secondary degree","","","",""
"Rarely ","2015","Employed","secondary school degree","","","",""
"Rarely ","2015","Employed","college entrance qualification","","","",""
"Rarely ","2015","Employed","Other degree","","","",""
"Rarely ","2015","Employed","no degree/no degree yet","","","",""
"Never","2015","Not Employed","lower secondary degree","","","",""
"Never","2015","Not Employed","secondary school degree","","","",""
"Never","2015","Not Employed","college entrance qualification","","","",""
"Never","2015","Not Employed","Other degree","","","",""
"Never","2015","Not Employed","no degree/no degree yet","","","",""
"Never","2015","Employed","lower secondary degree","","","",""
"Never","2015","Employed","secondary school degree","","","",""
"Never","2015","Employed","college entrance qualification","","","",""
"Never","2015","Employed","Other degree","","","",""
"Never","2015","Employed","no degree/no degree yet","","","",""
"Very often","2016","Not Employed","lower secondary degree","","","",""
"Very often","2016","Not Employed","secondary school degree","1","","",""
"Very often","2016","Not Employed","college entrance qualification","","","",""
"Very often","2016","Not Employed","Other degree","153","0.0783938570011747","0.0673584177319853","0.0894292962703642"
"Very often","2016","Not Employed","no degree/no degree yet","137","0.116851665784171","0.100817728329803","0.132885603238539"
"Very often","2016","Employed","lower secondary degree","","","",""
"Very often","2016","Employed","secondary school degree","","","",""
"Very often","2016","Employed","college entrance qualification","","","",""
"Very often","2016","Employed","Other degree","","","",""
"Very often","2016","Employed","no degree/no degree yet","","","",""
"Often","2016","Not Employed","lower secondary degree","2","","",""
"Often","2016","Not Employed","secondary school degree","1","","",""
"Often","2016","Not Employed","college entrance qualification","3","","",""
"Often","2016","Not Employed","Other degree","272","0.151786432154756","0.137054998563882","0.166517865745629"
"Often","2016","Not Employed","no degree/no degree yet","238","0.203043665559942","0.182965783898383","0.223121547221501"
"Often","2016","Employed","lower secondary degree","","","",""
"Often","2016","Employed","secondary school degree","","","",""
"Often","2016","Employed","college entrance qualification","","","",""
"Often","2016","Employed","Other degree","","","",""
"Often","2016","Employed","no degree/no degree yet","","","",""
"Sometimes","2016","Not Employed","lower secondary degree","6","","",""
"Sometimes","2016","Not Employed","secondary school degree","2","","",""
"Sometimes","2016","Not Employed","college entrance qualification","7","","",""
"Sometimes","2016","Not Employed","Other degree","603","0.278988110713116","0.260574456240967","0.297401765185266"
"Sometimes","2016","Not Employed","no degree/no degree yet","402","0.285981399144558","0.26342708836745","0.308535709921666"
"Sometimes","2016","Employed","lower secondary degree","","","",""
"Sometimes","2016","Employed","secondary school degree","","","",""
"Sometimes","2016","Employed","college entrance qualification","","","",""
"Sometimes","2016","Employed","Other degree","","","",""
"Sometimes","2016","Employed","no degree/no degree yet","","","",""
"Rarely ","2016","Not Employed","lower secondary degree","6","","",""
"Rarely ","2016","Not Employed","secondary school degree","2","","",""
"Rarely ","2016","Not Employed","college entrance qualification","1","","",""
"Rarely ","2016","Not Employed","Other degree","494","0.200905507972731","0.184455317961135","0.217355697984327"
"Rarely ","2016","Not Employed","no degree/no degree yet","292","0.166723637905026","0.148119950896363","0.18532732491369"
"Rarely ","2016","Employed","lower secondary degree","","","",""
"Rarely ","2016","Employed","secondary school degree","","","",""
"Rarely ","2016","Employed","college entrance qualification","","","",""
"Rarely ","2016","Employed","Other degree","","","",""
"Rarely ","2016","Employed","no degree/no degree yet","","","",""
"Never","2016","Not Employed","lower secondary degree","7","","",""
"Never","2016","Not Employed","secondary school degree","7","","",""
"Never","2016","Not Employed","college entrance qualification","3","","",""
"Never","2016","Not Employed","Other degree","757","0.289926092158222","0.271297872232574","0.30855431208387"
"Never","2016","Not Employed","no degree/no degree yet","473","0.227399631606303","0.206478834000339","0.248320429212266"
"Never","2016","Employed","lower secondary degree","","","",""
"Never","2016","Employed","secondary school degree","","","",""
"Never","2016","Employed","college entrance qualification","","","",""
"Never","2016","Employed","Other degree","","","",""
"Never","2016","Employed","no degree/no degree yet","","","",""
"Very often","2017","Not Employed","lower secondary degree","59","0.0209746462020249","0.0158322473783676","0.0261170450256822"
"Very often","2017","Not Employed","secondary school degree","35","0.021284760262428","0.0149937546551296","0.0275757658697263"
"Very often","2017","Not Employed","college entrance qualification","22","","",""
"Very often","2017","Not Employed","Other degree","135","0.0377063245114891","0.0300179043869128","0.0453947446360653"
"Very often","2017","Not Employed","no degree/no degree yet","134","0.0311963730923936","0.0231895764813172","0.03920316970347"
"Very often","2017","Employed","lower secondary degree","31","0.00762624592328372","0.00456681675356563","0.0106856750930018"
"Very often","2017","Employed","secondary school degree","37","0.00622520956601181","0.00416240787781748","0.00828801125420614"
"Very often","2017","Employed","college entrance qualification","28","","",""
"Very often","2017","Employed","Other degree","35","0.0151967560738587","0.0100625837679712","0.0203309283797462"
"Very often","2017","Employed","no degree/no degree yet","9","","",""
"Often","2017","Not Employed","lower secondary degree","191","0.0653768935599025","0.0565063167322282","0.0742474703875768"
"Often","2017","Not Employed","secondary school degree","126","0.0542914260003627","0.044414954768925","0.0641678972318005"
"Often","2017","Not Employed","college entrance qualification","84","0.0563568060649308","0.0455738135858607","0.0671397985440009"
"Often","2017","Not Employed","Other degree","274","0.105729893854402","0.0933188175588254","0.118140970149979"
"Often","2017","Not Employed","no degree/no degree yet","236","0.113318437484564","0.0987194413496571","0.127917433619471"
"Often","2017","Employed","lower secondary degree","159","0.049001026083206","0.0414093096720893","0.0565927424943226"
"Often","2017","Employed","secondary school degree","270","0.0495909855363279","0.0438973043517259","0.0552846667209299"
"Often","2017","Employed","college entrance qualification","222","0.0295555898529913","0.0253345592821582","0.0337766204238244"
"Often","2017","Employed","Other degree","125","0.0572037047129424","0.0474573711688736","0.0669500382570112"
"Often","2017","Employed","no degree/no degree yet","25","","",""
"Sometimes","2017","Not Employed","lower secondary degree","605","0.210044801921113","0.19542711472797","0.224662489114256"
"Sometimes","2017","Not Employed","secondary school degree","402","0.224503360104778","0.206316450914782","0.242690269294773"
"Sometimes","2017","Not Employed","college entrance qualification","311","0.193661076785274","0.175183620069906","0.212138533500641"
"Sometimes","2017","Not Employed","Other degree","679","0.2608621534931","0.243138859223388","0.278585447762813"
"Sometimes","2017","Not Employed","no degree/no degree yet","463","0.277455546258821","0.256834160001049","0.298076932516592"
"Sometimes","2017","Employed","lower secondary degree","611","0.185578842292395","0.171906714165402","0.199250970419388"
"Sometimes","2017","Employed","secondary school degree","1006","0.179179392007452","0.169121553517775","0.189237230497129"
"Sometimes","2017","Employed","college entrance qualification","1069","0.182392206805182","0.172767466931057","0.192016946679306"
"Sometimes","2017","Employed","Other degree","593","0.269803428597125","0.25117552914485","0.2884313280494"
"Sometimes","2017","Employed","no degree/no degree yet","75","0.234138218625732","0.189324355362926","0.278952081888539"
"Rarely ","2017","Not Employed","lower secondary degree","1106","0.360281923099688","0.343053837855916","0.37751000834346"
"Rarely ","2017","Not Employed","secondary school degree","842","0.410470773498477","0.389029464011203","0.431912082985751"
"Rarely ","2017","Not Employed","college entrance qualification","742","0.400158052360134","0.377249565350271","0.423066539369997"
"Rarely ","2017","Not Employed","Other degree","598","0.308442365514876","0.289801014112772","0.32708371691698"
"Rarely ","2017","Not Employed","no degree/no degree yet","411","0.29607433109867","0.275048525467378","0.317100136729963"
"Rarely ","2017","Employed","lower secondary degree","1349","0.459729767522913","0.442202904288732","0.477256630757094"
"Rarely ","2017","Employed","secondary school degree","2579","0.482658456327415","0.469553211478938","0.495763701175893"
"Rarely ","2017","Employed","college entrance qualification","3033","0.485908533449079","0.473451609554121","0.498365457344037"
"Rarely ","2017","Employed","Other degree","761","0.362015572325647","0.341846360665465","0.38218478398583"
"Rarely ","2017","Employed","no degree/no degree yet","150","0.388456500092532","0.336875957693336","0.440037042491727"
"Never","2017","Not Employed","lower secondary degree","1022","0.343321735217272","0.326282565262836","0.360360905171708"
"Never","2017","Not Employed","secondary school degree","617","0.289449680133955","0.269682647829267","0.309216712438642"
"Never","2017","Not Employed","college entrance qualification","598","0.337210173212402","0.315104667169348","0.359315679255456"
"Never","2017","Not Employed","Other degree","672","0.287259262626133","0.268995973170531","0.305522552081734"
"Never","2017","Not Employed","no degree/no degree yet","567","0.281955312065551","0.26123221108434","0.302678413046762"
"Never","2017","Employed","lower secondary degree","956","0.298064118178203","0.281978011821587","0.314150224534819"
"Never","2017","Employed","secondary school degree","1693","0.282345956562793","0.270540443755818","0.294151469369768"
"Never","2017","Employed","college entrance qualification","1832","0.2984364676566","0.287032058264588","0.309840877048612"
"Never","2017","Employed","Other degree","667","0.295780538290427","0.276626556631548","0.314934519949305"
"Never","2017","Employed","no degree/no degree yet","84","0.273025572587329","0.225877682619346","0.320173462555311"
"Very often","2018","Not Employed","lower secondary degree","1","","",""
"Very often","2018","Not Employed","secondary school degree","","","",""
"Very often","2018","Not Employed","college entrance qualification","","","",""
"Very often","2018","Not Employed","Other degree","16","","",""
"Very often","2018","Not Employed","no degree/no degree yet","14","","",""
"Very often","2018","Employed","lower secondary degree","","","",""
"Very often","2018","Employed","secondary school degree","","","",""
"Very often","2018","Employed","college entrance qualification","","","",""
"Very often","2018","Employed","Other degree","","","",""
"Very often","2018","Employed","no degree/no degree yet","","","",""
"Often","2018","Not Employed","lower secondary degree","2","","",""
"Often","2018","Not Employed","secondary school degree","","","",""
"Often","2018","Not Employed","college entrance qualification","1","","",""
"Often","2018","Not Employed","Other degree","21","","",""
"Often","2018","Not Employed","no degree/no degree yet","15","","",""
"Often","2018","Employed","lower secondary degree","","","",""
"Often","2018","Employed","secondary school degree","","","",""
"Often","2018","Employed","college entrance qualification","","","",""
"Often","2018","Employed","Other degree","","","",""
"Often","2018","Employed","no degree/no degree yet","","","",""
"Sometimes","2018","Not Employed","lower secondary degree","6","","",""
"Sometimes","2018","Not Employed","secondary school degree","","","",""
"Sometimes","2018","Not Employed","college entrance qualification","1","","",""
"Sometimes","2018","Not Employed","Other degree","43","0.214022972800478","0.154272145074869","0.273773800526086"
"Sometimes","2018","Not Employed","no degree/no degree yet","55","0.368119340331524","0.296662976008868","0.43957570465418"
"Sometimes","2018","Employed","lower secondary degree","","","",""
"Sometimes","2018","Employed","secondary school degree","","","",""
"Sometimes","2018","Employed","college entrance qualification","","","",""
"Sometimes","2018","Employed","Other degree","","","",""
"Sometimes","2018","Employed","no degree/no degree yet","","","",""
"Rarely ","2018","Not Employed","lower secondary degree","2","","",""
"Rarely ","2018","Not Employed","secondary school degree","1","","",""
"Rarely ","2018","Not Employed","college entrance qualification","1","","",""
"Rarely ","2018","Not Employed","Other degree","33","0.142620405844419","0.0916772073298496","0.193563604358987"
"Rarely ","2018","Not Employed","no degree/no degree yet","25","","",""
"Rarely ","2018","Employed","lower secondary degree","","","",""
"Rarely ","2018","Employed","secondary school degree","","","",""
"Rarely ","2018","Employed","college entrance qualification","","","",""
"Rarely ","2018","Employed","Other degree","","","",""
"Rarely ","2018","Employed","no degree/no degree yet","","","",""
"Never","2018","Not Employed","lower secondary degree","5","","",""
"Never","2018","Not Employed","secondary school degree","3","","",""
"Never","2018","Not Employed","college entrance qualification","","","",""
"Never","2018","Not Employed","Other degree","68","0.393780012692751","0.322601196059368","0.464958829326134"
"Never","2018","Not Employed","no degree/no degree yet","66","0.363892453274735","0.292610290997267","0.435174615552202"
"Never","2018","Employed","lower secondary degree","","","",""
"Never","2018","Employed","secondary school degree","","","",""
"Never","2018","Employed","college entrance qualification","","","",""
"Never","2018","Employed","Other degree","","","",""
"Never","2018","Employed","no degree/no degree yet","","","",""
"Very often","2019","Not Employed","lower secondary degree","","","",""
"Very often","2019","Not Employed","secondary school degree","","","",""
"Very often","2019","Not Employed","college entrance qualification","","","",""
"Very often","2019","Not Employed","Other degree","","","",""
"Very often","2019","Not Employed","no degree/no degree yet","7","","",""
"Very often","2019","Employed","lower secondary degree","","","",""
"Very often","2019","Employed","secondary school degree","","","",""
"Very often","2019","Employed","college entrance qualification","","","",""
"Very often","2019","Employed","Other degree","","","",""
"Very often","2019","Employed","no degree/no degree yet","","","",""
"Often","2019","Not Employed","lower secondary degree","","","",""
"Often","2019","Not Employed","secondary school degree","","","",""
"Often","2019","Not Employed","college entrance qualification","1","","",""
"Often","2019","Not Employed","Other degree","9","","",""
"Often","2019","Not Employed","no degree/no degree yet","10","","",""
"Often","2019","Employed","lower secondary degree","","","",""
"Often","2019","Employed","secondary school degree","","","",""
"Often","2019","Employed","college entrance qualification","","","",""
"Often","2019","Employed","Other degree","","","",""
"Often","2019","Employed","no degree/no degree yet","","","",""
"Sometimes","2019","Not Employed","lower secondary degree","1","","",""
"Sometimes","2019","Not Employed","secondary school degree","","","",""
"Sometimes","2019","Not Employed","college entrance qualification","","","",""
"Sometimes","2019","Not Employed","Other degree","14","","",""
"Sometimes","2019","Not Employed","no degree/no degree yet","34","0.297596628780623","0.222131584375835","0.373061673185411"
"Sometimes","2019","Employed","lower secondary degree","","","",""
"Sometimes","2019","Employed","secondary school degree","","","",""
"Sometimes","2019","Employed","college entrance qualification","","","",""
"Sometimes","2019","Employed","Other degree","","","",""
"Sometimes","2019","Employed","no degree/no degree yet","","","",""
"Rarely ","2019","Not Employed","lower secondary degree","","","",""
"Rarely ","2019","Not Employed","secondary school degree","2","","",""
"Rarely ","2019","Not Employed","college entrance qualification","","","",""
"Rarely ","2019","Not Employed","Other degree","23","","",""
"Rarely ","2019","Not Employed","no degree/no degree yet","32","0.193351182315733","0.128165201945386","0.258537162686081"
"Rarely ","2019","Employed","lower secondary degree","","","",""
"Rarely ","2019","Employed","secondary school degree","","","",""
"Rarely ","2019","Employed","college entrance qualification","","","",""
"Rarely ","2019","Employed","Other degree","","","",""
"Rarely ","2019","Employed","no degree/no degree yet","","","",""
"Never","2019","Not Employed","lower secondary degree","6","","",""
"Never","2019","Not Employed","secondary school degree","3","","",""
"Never","2019","Not Employed","college entrance qualification","","","",""
"Never","2019","Not Employed","Other degree","40","0.508325012931709","0.402665485706234","0.613984540157183"
"Never","2019","Not Employed","no degree/no degree yet","58","0.43052186751435","0.348793152918998","0.512250582109702"
"Never","2019","Employed","lower secondary degree","","","",""
"Never","2019","Employed","secondary school degree","","","",""
"Never","2019","Employed","college entrance qualification","","","",""
"Never","2019","Employed","Other degree","","","",""
"Never","2019","Employed","no degree/no degree yet","","","",""
