"plj0588","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very often","2015","Couple + C. LE and GT 16","","","",""
"Often","2015","1-pers.-HH","","","",""
"Often","2015","(Married) couple without C. ","","","",""
"Often","2015","Single parent ","","","",""
"Often","2015","Couple + C. LE 16 ","","","",""
"Often","2015","Couple + C. GT 16 ","","","",""
"Often","2015","Couple + C. LE and GT 16","","","",""
"Sometimes","2015","1-pers.-HH","","","",""
"Sometimes","2015","(Married) couple without C. ","","","",""
"Sometimes","2015","Single parent ","","","",""
"Sometimes","2015","Couple + C. LE 16 ","","","",""
"Sometimes","2015","Couple + C. GT 16 ","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","","","",""
"Rarely ","2015","1-pers.-HH","","","",""
"Rarely ","2015","(Married) couple without C. ","","","",""
"Rarely ","2015","Single parent ","","","",""
"Rarely ","2015","Couple + C. LE 16 ","","","",""
"Rarely ","2015","Couple + C. GT 16 ","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","","","",""
"Never","2015","1-pers.-HH","","","",""
"Never","2015","(Married) couple without C. ","","","",""
"Never","2015","Single parent ","","","",""
"Never","2015","Couple + C. LE 16 ","","","",""
"Never","2015","Couple + C. GT 16 ","","","",""
"Never","2015","Couple + C. LE and GT 16","","","",""
"Very often","2016","1-pers.-HH","99","0.109999011505179","0.0899649994257786","0.13003302358458"
"Very often","2016","(Married) couple without C. ","10","","",""
"Very often","2016","Single parent ","36","0.103368820353782","0.0710561685972454","0.135681472110319"
"Very often","2016","Couple + C. LE 16 ","108","0.0546815866098888","0.0441725510961587","0.065190622123619"
"Very often","2016","Couple + C. GT 16 ","5","","",""
"Very often","2016","Couple + C. LE and GT 16","20","","",""
"Often","2016","1-pers.-HH","178","0.220998848816807","0.194431858893556","0.247565838740058"
"Often","2016","(Married) couple without C. ","19","","",""
"Often","2016","Single parent ","48","0.103264420786431","0.0709662104188776","0.135562631153984"
"Often","2016","Couple + C. LE 16 ","208","0.122158929668689","0.10702248754616","0.137295371791218"
"Often","2016","Couple + C. GT 16 ","4","","",""
"Often","2016","Couple + C. LE and GT 16","34","0.110255901768863","0.0795235975242616","0.140988206013464"
"Sometimes","2016","1-pers.-HH","272","0.29559476039954","0.266377603668345","0.324811917130735"
"Sometimes","2016","(Married) couple without C. ","37","0.298404497073079","0.222339164027398","0.37446983011876"
"Sometimes","2016","Single parent ","102","0.367781922552479","0.316602009262519","0.41896183584244"
"Sometimes","2016","Couple + C. LE 16 ","485","0.288604558176729","0.267660521998187","0.309548594355271"
"Sometimes","2016","Couple + C. GT 16 ","11","","",""
"Sometimes","2016","Couple + C. LE and GT 16","90","0.251964609127077","0.209366287517597","0.294562930736557"
"Rarely ","2016","1-pers.-HH","169","0.166318117524172","0.142475811514316","0.190160423534028"
"Rarely ","2016","(Married) couple without C. ","26","","",""
"Rarely ","2016","Single parent ","59","0.179488028761286","0.13875646288183","0.220219594640742"
"Rarely ","2016","Couple + C. LE 16 ","357","0.190497160976564","0.172345904672544","0.208648417280583"
"Rarely ","2016","Couple + C. GT 16 ","16","","",""
"Rarely ","2016","Couple + C. LE and GT 16","100","0.263335449549128","0.220118790265456","0.3065521088328"
"Never","2016","1-pers.-HH","219","0.207089261754302","0.181143332160592","0.233035191348012"
"Never","2016","(Married) couple without C. ","47","0.328630324149778","0.25054392989625","0.406716718403307"
"Never","2016","Single parent ","96","0.246096807546022","0.200379390802403","0.291814224289641"
"Never","2016","Couple + C. LE 16 ","640","0.344057764568129","0.322099312251983","0.366016216884275"
"Never","2016","Couple + C. GT 16 ","30","0.531706245639422","0.411321575547122","0.652090915731722"
"Never","2016","Couple + C. LE and GT 16","155","0.327333808612106","0.281291522935855","0.373376094288357"
"Very often","2017","1-pers.-HH","169","0.0240236551758631","0.0195522926577414","0.0284950176939848"
"Very often","2017","(Married) couple without C. ","66","0.00516797433107448","0.00363049276766004","0.00670545589448891"
"Very often","2017","Single parent ","78","0.0230704031449031","0.0170691757272833","0.0290716305625229"
"Very often","2017","Couple + C. LE 16 ","107","0.0076955971450567","0.00564672308315823","0.00974447120695517"
"Very often","2017","Couple + C. GT 16 ","28","","",""
"Very often","2017","Couple + C. LE and GT 16","38","0.00846720238125079","0.00489472915779193","0.0120396756047097"
"Often","2017","1-pers.-HH","399","0.0714422940874053","0.0639211685362115","0.0789634196385991"
"Often","2017","(Married) couple without C. ","330","0.0371795222301754","0.0331225743767223","0.0412364700836286"
"Often","2017","Single parent ","244","0.102431806774753","0.0903109867385022","0.114552626811005"
"Often","2017","Couple + C. LE 16 ","385","0.0436948600222337","0.0389021068414203","0.0484876132030471"
"Often","2017","Couple + C. GT 16 ","169","0.0528296499349442","0.0452090878106995","0.060450212059189"
"Often","2017","Couple + C. LE and GT 16","157","0.0443016905142005","0.0362790740884468","0.0523243069399541"
"Sometimes","2017","1-pers.-HH","1002","0.214226145935023","0.202245348713954","0.226206943156093"
"Sometimes","2017","(Married) couple without C. ","1508","0.192973688502142","0.184511791008139","0.201435585996144"
"Sometimes","2017","Single parent ","552","0.23070130620388","0.213860868172735","0.247541744235024"
"Sometimes","2017","Couple + C. LE 16 ","1512","0.20437175742797","0.194917287646009","0.213826227209932"
"Sometimes","2017","Couple + C. GT 16 ","651","0.182950491596179","0.169779299886847","0.19612168330551"
"Sometimes","2017","Couple + C. LE and GT 16","539","0.217759954809129","0.201668159432951","0.233851750185307"
"Rarely ","2017","1-pers.-HH","1700","0.401785637122263","0.387469484646734","0.416101789597792"
"Rarely ","2017","(Married) couple without C. ","3697","0.445973088232818","0.435314624282229","0.456631552183407"
"Rarely ","2017","Single parent ","917","0.391253905334186","0.371745206868376","0.410762603799997"
"Rarely ","2017","Couple + C. LE 16 ","2790","0.437745620607385","0.426113765834954","0.449377475379816"
"Rarely ","2017","Couple + C. GT 16 ","1454","0.461328112226638","0.444345628392507","0.478310596060769"
"Rarely ","2017","Couple + C. LE and GT 16","986","0.407150608932506","0.387995033466766","0.426306184398246"
"Never","2017","1-pers.-HH","1235","0.288522267679445","0.275291927287583","0.301752608071307"
"Never","2017","(Married) couple without C. ","2754","0.31870572670379","0.308714077759537","0.328697375648044"
"Never","2017","Single parent ","613","0.252542578542277","0.235174915133962","0.269910241950592"
"Never","2017","Couple + C. LE 16 ","2194","0.306492164797354","0.295682629668963","0.317301699925745"
"Never","2017","Couple + C. GT 16 ","1008","0.292644999876402","0.277145297387824","0.30814470236498"
"Never","2017","Couple + C. LE and GT 16","807","0.322320543362913","0.304098309184114","0.340542777541713"
"Very often","2018","1-pers.-HH","2","","",""
"Very often","2018","(Married) couple without C. ","2","","",""
"Very often","2018","Single parent ","5","","",""
"Very often","2018","Couple + C. LE 16 ","11","","",""
"Very often","2018","Couple + C. GT 16 ","1","","",""
"Very often","2018","Couple + C. LE and GT 16","7","","",""
"Often","2018","1-pers.-HH","1","","",""
"Often","2018","(Married) couple without C. ","2","","",""
"Often","2018","Single parent ","1","","",""
"Often","2018","Couple + C. LE 16 ","20","","",""
"Often","2018","Couple + C. GT 16 ","3","","",""
"Often","2018","Couple + C. LE and GT 16","7","","",""
"Sometimes","2018","1-pers.-HH","3","","",""
"Sometimes","2018","(Married) couple without C. ","4","","",""
"Sometimes","2018","Single parent ","10","","",""
"Sometimes","2018","Couple + C. LE 16 ","48","0.254520622569383","0.185043964073413","0.323997281065354"
"Sometimes","2018","Couple + C. GT 16 ","5","","",""
"Sometimes","2018","Couple + C. LE and GT 16","20","","",""
"Rarely ","2018","1-pers.-HH","1","","",""
"Rarely ","2018","(Married) couple without C. ","5","","",""
"Rarely ","2018","Single parent ","4","","",""
"Rarely ","2018","Couple + C. LE 16 ","17","","",""
"Rarely ","2018","Couple + C. GT 16 ","5","","",""
"Rarely ","2018","Couple + C. LE and GT 16","21","","",""
"Never","2018","1-pers.-HH","1","","",""
"Never","2018","(Married) couple without C. ","8","","",""
"Never","2018","Single parent ","4","","",""
"Never","2018","Couple + C. LE 16 ","55","0.449882125964719","0.37053396516687","0.529230286762568"
"Never","2018","Couple + C. GT 16 ","5","","",""
"Never","2018","Couple + C. LE and GT 16","51","0.499604801220671","0.40442056550717","0.594789036934173"
"Very often","2019","1-pers.-HH","","","",""
"Very often","2019","(Married) couple without C. ","","","",""
"Very often","2019","Single parent ","1","","",""
"Very often","2019","Couple + C. LE 16 ","2","","",""
"Very often","2019","Couple + C. GT 16 ","","","",""
"Very often","2019","Couple + C. LE and GT 16","3","","",""
"Often","2019","1-pers.-HH","1","","",""
"Often","2019","(Married) couple without C. ","1","","",""
"Often","2019","Single parent ","2","","",""
"Often","2019","Couple + C. LE 16 ","7","","",""
"Often","2019","Couple + C. GT 16 ","","","",""
"Often","2019","Couple + C. LE and GT 16","3","","",""
"Sometimes","2019","1-pers.-HH","1","","",""
"Sometimes","2019","(Married) couple without C. ","4","","",""
"Sometimes","2019","Single parent ","4","","",""
"Sometimes","2019","Couple + C. LE 16 ","23","","",""
"Sometimes","2019","Couple + C. GT 16 ","8","","",""
"Sometimes","2019","Couple + C. LE and GT 16","9","","",""
"Rarely ","2019","1-pers.-HH","1","","",""
"Rarely ","2019","(Married) couple without C. ","3","","",""
"Rarely ","2019","Single parent ","2","","",""
"Rarely ","2019","Couple + C. LE 16 ","32","0.308952506120658","0.221402534116301","0.396502478125015"
"Rarely ","2019","Couple + C. GT 16 ","4","","",""
"Rarely ","2019","Couple + C. LE and GT 16","13","","",""
"Never","2019","1-pers.-HH","2","","",""
"Never","2019","(Married) couple without C. ","8","","",""
"Never","2019","Single parent ","9","","",""
"Never","2019","Couple + C. LE 16 ","43","0.455972334240567","0.361601902589478","0.550342765891656"
"Never","2019","Couple + C. GT 16 ","8","","",""
"Never","2019","Couple + C. LE and GT 16","38","0.503867013485749","0.383243176654029","0.624490850317469"
