"plj0588","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2016","Other degree","(2b) intermediate general qualification","","","",""
"Very often","2016","Other degree","(2a) intermediate vocational","","","",""
"Very often","2016","Other degree","(2c_gen) general maturity certificate","41","0.076415979512071","0.0552992528346043","0.0975327061895376"
"Very often","2016","Other degree","(2c_voc) vocational maturity certificate","3","","",""
"Very often","2016","Other degree","(3a) lower tertiary education","","","",""
"Very often","2016","Other degree","(3b) higher tertiary education","50","0.09416571420417","0.072545506507987","0.115785921900353"
"Very often","2016","no degree/no degree yet","(0) in school","1","","",""
"Very often","2016","no degree/no degree yet","(1a) inadequately completed","136","0.119453004170403","0.103116468644239","0.135789539696566"
"Very often","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"Very often","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very often","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very often","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very often","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very often","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very often","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very often","2016","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Often","2016","lower secondary degree","(0) in school","","","",""
"Often","2016","lower secondary degree","(1a) inadequately completed","","","",""
"Often","2016","lower secondary degree","(1b) general elementary school","2","","",""
"Often","2016","lower secondary degree","(1c) basic vocational qualification","","","",""
"Often","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"Often","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"Often","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Often","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2016","lower secondary degree","(3a) lower tertiary education","","","",""
"Often","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"Often","2016","secondary school degree","(0) in school","","","",""
"Often","2016","secondary school degree","(1a) inadequately completed","","","",""
"Often","2016","secondary school degree","(1b) general elementary school","","","",""
"Often","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"Often","2016","secondary school degree","(2b) intermediate general qualification","1","","",""
"Often","2016","secondary school degree","(2a) intermediate vocational","","","",""
"Often","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Often","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2016","secondary school degree","(3a) lower tertiary education","","","",""
"Often","2016","secondary school degree","(3b) higher tertiary education","","","",""
"Often","2016","college entrance qualification","(0) in school","","","",""
"Often","2016","college entrance qualification","(1a) inadequately completed","","","",""
"Often","2016","college entrance qualification","(1b) general elementary school","","","",""
"Often","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"Often","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"Often","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"Often","2016","college entrance qualification","(2c_gen) general maturity certificate","1","","",""
"Often","2016","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Often","2016","college entrance qualification","(3a) lower tertiary education","","","",""
"Often","2016","college entrance qualification","(3b) higher tertiary education","2","","",""
"Often","2016","Other degree","(0) in school","","","",""
"Often","2016","Other degree","(1a) inadequately completed","","","",""
"Often","2016","Other degree","(1b) general elementary school","100","0.146354102430739","0.121548937516283","0.171159267345194"
"Often","2016","Other degree","(1c) basic vocational qualification","17","","",""
"Often","2016","Other degree","(2b) intermediate general qualification","","","",""
"Often","2016","Other degree","(2a) intermediate vocational","","","",""
"Often","2016","Other degree","(2c_gen) general maturity certificate","70","0.121028919726379","0.0951033581205757","0.146954481332183"
"Often","2016","Other degree","(2c_voc) vocational maturity certificate","18","","",""
"Often","2016","Other degree","(3a) lower tertiary education","","","",""
"Often","2016","Other degree","(3b) higher tertiary education","67","0.121102924365289","0.0969519082890792","0.1452539404415"
"Often","2016","no degree/no degree yet","(0) in school","3","","",""
"Often","2016","no degree/no degree yet","(1a) inadequately completed","234","0.203481189716035","0.18320224712555","0.22376013230652"
"Often","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"Often","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Often","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Often","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Often","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Often","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Often","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Often","2016","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Sometimes","2016","lower secondary degree","(0) in school","","","",""
"Sometimes","2016","lower secondary degree","(1a) inadequately completed","","","",""
"Sometimes","2016","lower secondary degree","(1b) general elementary school","5","","",""
"Sometimes","2016","lower secondary degree","(1c) basic vocational qualification","1","","",""
"Sometimes","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"Sometimes","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"Sometimes","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Sometimes","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2016","lower secondary degree","(3a) lower tertiary education","","","",""
"Sometimes","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"Sometimes","2016","secondary school degree","(0) in school","","","",""
"Sometimes","2016","secondary school degree","(1a) inadequately completed","","","",""
"Sometimes","2016","secondary school degree","(1b) general elementary school","","","",""
"Sometimes","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"Sometimes","2016","secondary school degree","(2b) intermediate general qualification","1","","",""
"Sometimes","2016","secondary school degree","(2a) intermediate vocational","","","",""
"Sometimes","2016","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Sometimes","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2016","secondary school degree","(3a) lower tertiary education","","","",""
"Sometimes","2016","secondary school degree","(3b) higher tertiary education","","","",""
"Sometimes","2016","college entrance qualification","(0) in school","","","",""
"Sometimes","2016","college entrance qualification","(1a) inadequately completed","","","",""
"Sometimes","2016","college entrance qualification","(1b) general elementary school","","","",""
"Sometimes","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"Sometimes","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"Sometimes","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"Sometimes","2016","college entrance qualification","(2c_gen) general maturity certificate","7","","",""
"Sometimes","2016","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2016","college entrance qualification","(3a) lower tertiary education","","","",""
"Sometimes","2016","college entrance qualification","(3b) higher tertiary education","","","",""
"Sometimes","2016","Other degree","(0) in school","","","",""
"Sometimes","2016","Other degree","(1a) inadequately completed","","","",""
"Sometimes","2016","Other degree","(1b) general elementary school","213","0.319822261539245","0.287090728890546","0.352553794187944"
"Sometimes","2016","Other degree","(1c) basic vocational qualification","26","","",""
"Sometimes","2016","Other degree","(2b) intermediate general qualification","","","",""
"Sometimes","2016","Other degree","(2a) intermediate vocational","","","",""
"Sometimes","2016","Other degree","(2c_gen) general maturity certificate","155","0.26876538116722","0.233527374181654","0.304003388152787"
"Sometimes","2016","Other degree","(2c_voc) vocational maturity certificate","23","","",""
"Sometimes","2016","Other degree","(3a) lower tertiary education","","","",""
"Sometimes","2016","Other degree","(3b) higher tertiary education","190","0.267635545089333","0.234861910512661","0.300409179666006"
"Sometimes","2016","no degree/no degree yet","(0) in school","8","","",""
"Sometimes","2016","no degree/no degree yet","(1a) inadequately completed","393","0.281977503792866","0.259312207024605","0.304642800561127"
"Sometimes","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"Sometimes","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Sometimes","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Sometimes","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Sometimes","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Sometimes","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Sometimes","2016","no degree/no degree yet","(3b) higher tertiary education","2","","",""
"Rarely ","2016","lower secondary degree","(0) in school","","","",""
"Rarely ","2016","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely ","2016","lower secondary degree","(1b) general elementary school","5","","",""
"Rarely ","2016","lower secondary degree","(1c) basic vocational qualification","","","",""
"Rarely ","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely ","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely ","2016","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Rarely ","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2016","lower secondary degree","(3a) lower tertiary education","","","",""
"Rarely ","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"Rarely ","2016","secondary school degree","(0) in school","","","",""
"Rarely ","2016","secondary school degree","(1a) inadequately completed","","","",""
"Rarely ","2016","secondary school degree","(1b) general elementary school","","","",""
"Rarely ","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely ","2016","secondary school degree","(2b) intermediate general qualification","2","","",""
"Rarely ","2016","secondary school degree","(2a) intermediate vocational","","","",""
"Rarely ","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely ","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2016","secondary school degree","(3a) lower tertiary education","","","",""
"Rarely ","2016","secondary school degree","(3b) higher tertiary education","","","",""
"Rarely ","2016","college entrance qualification","(0) in school","","","",""
"Rarely ","2016","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely ","2016","college entrance qualification","(1b) general elementary school","","","",""
"Rarely ","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely ","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely ","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely ","2016","college entrance qualification","(2c_gen) general maturity certificate","1","","",""
"Rarely ","2016","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2016","college entrance qualification","(3a) lower tertiary education","","","",""
"Rarely ","2016","college entrance qualification","(3b) higher tertiary education","","","",""
"Rarely ","2016","Other degree","(0) in school","","","",""
"Rarely ","2016","Other degree","(1a) inadequately completed","","","",""
"Rarely ","2016","Other degree","(1b) general elementary school","131","0.144572676816663","0.119893227790765","0.169252125842562"
"Rarely ","2016","Other degree","(1c) basic vocational qualification","17","","",""
"Rarely ","2016","Other degree","(2b) intermediate general qualification","","","",""
"Rarely ","2016","Other degree","(2a) intermediate vocational","","","",""
"Rarely ","2016","Other degree","(2c_gen) general maturity certificate","145","0.249795650403171","0.215386137389609","0.284205163416734"
"Rarely ","2016","Other degree","(2c_voc) vocational maturity certificate","27","","",""
"Rarely ","2016","Other degree","(3a) lower tertiary education","","","",""
"Rarely ","2016","Other degree","(3b) higher tertiary education","175","0.236316545456767","0.204868559454238","0.267764531459295"
"Rarely ","2016","no degree/no degree yet","(0) in school","3","","",""
"Rarely ","2016","no degree/no degree yet","(1a) inadequately completed","287","0.165762836444333","0.147031295556075","0.184494377332592"
"Rarely ","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely ","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely ","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely ","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely ","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely ","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely ","2016","no degree/no degree yet","(3b) higher tertiary education","4","","",""
"Never","2016","lower secondary degree","(0) in school","","","",""
"Never","2016","lower secondary degree","(1a) inadequately completed","","","",""
"Never","2016","lower secondary degree","(1b) general elementary school","8","","",""
"Never","2016","lower secondary degree","(1c) basic vocational qualification","","","",""
"Never","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"Never","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"Never","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Never","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Never","2016","lower secondary degree","(3a) lower tertiary education","","","",""
"Never","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"Never","2016","secondary school degree","(0) in school","","","",""
"Never","2016","secondary school degree","(1a) inadequately completed","","","",""
"Never","2016","secondary school degree","(1b) general elementary school","","","",""
"Never","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","2016","secondary school degree","(2b) intermediate general qualification","7","","",""
"Never","2016","secondary school degree","(2a) intermediate vocational","","","",""
"Never","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Never","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Never","2016","secondary school degree","(3a) lower tertiary education","","","",""
"Never","2016","secondary school degree","(3b) higher tertiary education","","","",""
"Never","2016","college entrance qualification","(0) in school","","","",""
"Never","2016","college entrance qualification","(1a) inadequately completed","","","",""
"Never","2016","college entrance qualification","(1b) general elementary school","","","",""
"Never","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","2016","college entrance qualification","(2c_gen) general maturity certificate","2","","",""
"Never","2016","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Never","2016","college entrance qualification","(3a) lower tertiary education","","","",""
"Never","2016","college entrance qualification","(3b) higher tertiary education","1","","",""
"Never","2016","Other degree","(0) in school","","","",""
"Never","2016","Other degree","(1a) inadequately completed","","","",""
"Never","2016","Other degree","(1b) general elementary school","282","0.308783273963146","0.276361647878116","0.341204900048176"
"Never","2016","Other degree","(1c) basic vocational qualification","29","","",""
"Never","2016","Other degree","(2b) intermediate general qualification","","","",""
"Never","2016","Other degree","(2a) intermediate vocational","","","",""
"Never","2016","Other degree","(2c_gen) general maturity certificate","197","0.283994069191158","0.248150665260092","0.319837473122224"
"Never","2016","Other degree","(2c_voc) vocational maturity certificate","35","0.192480837377706","0.11742830913678","0.267533365618632"
"Never","2016","Other degree","(3a) lower tertiary education","","","",""
"Never","2016","Other degree","(3b) higher tertiary education","219","0.280779270884441","0.247513108664027","0.314045433104855"
"Never","2016","no degree/no degree yet","(0) in school","9","","",""
"Never","2016","no degree/no degree yet","(1a) inadequately completed","464","0.229325465876363","0.208149325855466","0.25050160589726"
"Never","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","2016","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Very often","2017","lower secondary degree","(0) in school","","","",""
"Very often","2017","lower secondary degree","(1a) inadequately completed","","","",""
"Very often","2017","lower secondary degree","(1b) general elementary school","36","0.0290901741033887","0.020385767085539","0.0377945811212385"
"Very often","2017","lower secondary degree","(1c) basic vocational qualification","52","0.010027218237229","0.00712169129759654","0.0129327451768614"
"Very often","2017","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very often","2017","lower secondary degree","(2a) intermediate vocational","","","",""
"Very often","2017","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very often","2017","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2017","lower secondary degree","(3a) lower tertiary education","2","","",""
"Very often","2017","lower secondary degree","(3b) higher tertiary education","","","",""
"Very often","2017","secondary school degree","(0) in school","","","",""
"Very often","2017","secondary school degree","(1a) inadequately completed","","","",""
"Very often","2017","secondary school degree","(1b) general elementary school","","","",""
"Very often","2017","secondary school degree","(1c) basic vocational qualification","","","",""
"Very often","2017","secondary school degree","(2b) intermediate general qualification","17","","",""
"Very often","2017","secondary school degree","(2a) intermediate vocational","51","0.00953334722278189","0.0071006059960459","0.0119660884495179"
"Very often","2017","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very often","2017","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"Very often","2017","secondary school degree","(3a) lower tertiary education","3","","",""
"Very often","2017","secondary school degree","(3b) higher tertiary education","","","",""
"Very often","2017","college entrance qualification","(0) in school","","","",""
"Very often","2017","college entrance qualification","(1a) inadequately completed","","","",""
"Very often","2017","college entrance qualification","(1b) general elementary school","","","",""
"Very often","2017","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very often","2017","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very often","2017","college entrance qualification","(2a) intermediate vocational","","","",""
"Very often","2017","college entrance qualification","(2c_gen) general maturity certificate","12","","",""
"Very often","2017","college entrance qualification","(2c_voc) vocational maturity certificate","16","","",""
"Very often","2017","college entrance qualification","(3a) lower tertiary education","7","","",""
"Very often","2017","college entrance qualification","(3b) higher tertiary education","15","","",""
"Very often","2017","Other degree","(0) in school","","","",""
"Very often","2017","Other degree","(1a) inadequately completed","","","",""
"Very often","2017","Other degree","(1b) general elementary school","53","0.0218877745198621","0.0132293290948242","0.0305462199449"
"Very often","2017","Other degree","(1c) basic vocational qualification","19","","",""
"Very often","2017","Other degree","(2b) intermediate general qualification","","","",""
"Very often","2017","Other degree","(2a) intermediate vocational","","","",""
"Very often","2017","Other degree","(2c_gen) general maturity certificate","28","","",""
"Very often","2017","Other degree","(2c_voc) vocational maturity certificate","14","","",""
"Very often","2017","Other degree","(3a) lower tertiary education","","","",""
"Very often","2017","Other degree","(3b) higher tertiary education","56","0.0167231555684827","0.00995265929930044","0.0234936518376649"
"Very often","2017","no degree/no degree yet","(0) in school","5","","",""
"Very often","2017","no degree/no degree yet","(1a) inadequately completed","138","0.0450613913375782","0.0352265561946864","0.05489622648047"
"Very often","2017","no degree/no degree yet","(1b) general elementary school","","","",""
"Very often","2017","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very often","2017","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very often","2017","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very often","2017","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very often","2017","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very often","2017","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very often","2017","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Often","2017","lower secondary degree","(0) in school","","","",""
"Often","2017","lower secondary degree","(1a) inadequately completed","","","",""
"Often","2017","lower secondary degree","(1b) general elementary school","95","0.0607460126314243","0.048374380615038","0.0731176446478106"
"Often","2017","lower secondary degree","(1c) basic vocational qualification","240","0.0542865986574055","0.0476789166699463","0.0608942806448647"
"Often","2017","lower secondary degree","(2b) intermediate general qualification","","","",""
"Often","2017","lower secondary degree","(2a) intermediate vocational","1","","",""
"Often","2017","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Often","2017","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Often","2017","lower secondary degree","(3a) lower tertiary education","10","","",""
"Often","2017","lower secondary degree","(3b) higher tertiary education","2","","",""
"Often","2017","secondary school degree","(0) in school","","","",""
"Often","2017","secondary school degree","(1a) inadequately completed","","","",""
"Often","2017","secondary school degree","(1b) general elementary school","","","",""
"Often","2017","secondary school degree","(1c) basic vocational qualification","","","",""
"Often","2017","secondary school degree","(2b) intermediate general qualification","59","0.0708198152007049","0.0532298724012319","0.0884097580001779"
"Often","2017","secondary school degree","(2a) intermediate vocational","304","0.0476576939542977","0.0423241444418158","0.0529912434667797"
"Often","2017","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Often","2017","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2017","secondary school degree","(3a) lower tertiary education","20","","",""
"Often","2017","secondary school degree","(3b) higher tertiary education","12","","",""
"Often","2017","college entrance qualification","(0) in school","","","",""
"Often","2017","college entrance qualification","(1a) inadequately completed","","","",""
"Often","2017","college entrance qualification","(1b) general elementary school","","","",""
"Often","2017","college entrance qualification","(1c) basic vocational qualification","","","",""
"Often","2017","college entrance qualification","(2b) intermediate general qualification","","","",""
"Often","2017","college entrance qualification","(2a) intermediate vocational","","","",""
"Often","2017","college entrance qualification","(2c_gen) general maturity certificate","57","0.036282347080362","0.0256892339671853","0.0468754601935387"
"Often","2017","college entrance qualification","(2c_voc) vocational maturity certificate","90","0.0479832435331825","0.0388091712327679","0.0571573158335971"
"Often","2017","college entrance qualification","(3a) lower tertiary education","46","0.0307069655080475","0.0216633830699538","0.0397505479461411"
"Often","2017","college entrance qualification","(3b) higher tertiary education","113","0.0296582260127712","0.0238357508973569","0.0354807011281855"
"Often","2017","Other degree","(0) in school","","","",""
"Often","2017","Other degree","(1a) inadequately completed","","","",""
"Often","2017","Other degree","(1b) general elementary school","103","0.0745115616323638","0.0589718802908546","0.090051242973873"
"Often","2017","Other degree","(1c) basic vocational qualification","46","0.0642531617199017","0.0463798356661697","0.0821264877736337"
"Often","2017","Other degree","(2b) intermediate general qualification","","","",""
"Often","2017","Other degree","(2a) intermediate vocational","","","",""
"Often","2017","Other degree","(2c_gen) general maturity certificate","74","0.0795429314721362","0.0592353376445887","0.0998505252996837"
"Often","2017","Other degree","(2c_voc) vocational maturity certificate","48","0.0862975409296746","0.0642829971626963","0.108312084696653"
"Often","2017","Other degree","(3a) lower tertiary education","3","","",""
"Often","2017","Other degree","(3b) higher tertiary education","125","0.0716539551193979","0.0580364197593171","0.0852714904794787"
"Often","2017","no degree/no degree yet","(0) in school","31","0.061525469214877","0.0389185210299331","0.0841324173998209"
"Often","2017","no degree/no degree yet","(1a) inadequately completed","228","0.119315981913384","0.103947306900297","0.13468465692647"
"Often","2017","no degree/no degree yet","(1b) general elementary school","","","",""
"Often","2017","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Often","2017","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Often","2017","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Often","2017","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Often","2017","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Often","2017","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Often","2017","no degree/no degree yet","(3b) higher tertiary education","2","","",""
"Sometimes","2017","lower secondary degree","(0) in school","","","",""
"Sometimes","2017","lower secondary degree","(1a) inadequately completed","","","",""
"Sometimes","2017","lower secondary degree","(1b) general elementary school","322","0.215930483876525","0.19461913956885","0.2372418281842"
"Sometimes","2017","lower secondary degree","(1c) basic vocational qualification","868","0.194807292617209","0.183257463268055","0.206357121966363"
"Sometimes","2017","lower secondary degree","(2b) intermediate general qualification","","","",""
"Sometimes","2017","lower secondary degree","(2a) intermediate vocational","1","","",""
"Sometimes","2017","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Sometimes","2017","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"Sometimes","2017","lower secondary degree","(3a) lower tertiary education","13","","",""
"Sometimes","2017","lower secondary degree","(3b) higher tertiary education","9","","",""
"Sometimes","2017","secondary school degree","(0) in school","","","",""
"Sometimes","2017","secondary school degree","(1a) inadequately completed","","","",""
"Sometimes","2017","secondary school degree","(1b) general elementary school","","","",""
"Sometimes","2017","secondary school degree","(1c) basic vocational qualification","","","",""
"Sometimes","2017","secondary school degree","(2b) intermediate general qualification","164","0.190560820749436","0.163630223753473","0.217491417745398"
"Sometimes","2017","secondary school degree","(2a) intermediate vocational","1146","0.196498138554447","0.186550363772552","0.206445913336342"
"Sometimes","2017","secondary school degree","(2c_gen) general maturity certificate","2","","",""
"Sometimes","2017","secondary school degree","(2c_voc) vocational maturity certificate","6","","",""
"Sometimes","2017","secondary school degree","(3a) lower tertiary education","72","0.15560554207154","0.123769531725951","0.187441552417129"
"Sometimes","2017","secondary school degree","(3b) higher tertiary education","18","","",""
"Sometimes","2017","college entrance qualification","(0) in school","","","",""
"Sometimes","2017","college entrance qualification","(1a) inadequately completed","","","",""
"Sometimes","2017","college entrance qualification","(1b) general elementary school","","","",""
"Sometimes","2017","college entrance qualification","(1c) basic vocational qualification","","","",""
"Sometimes","2017","college entrance qualification","(2b) intermediate general qualification","","","",""
"Sometimes","2017","college entrance qualification","(2a) intermediate vocational","","","",""
"Sometimes","2017","college entrance qualification","(2c_gen) general maturity certificate","259","0.215011890552442","0.191738278332352","0.238285502772532"
"Sometimes","2017","college entrance qualification","(2c_voc) vocational maturity certificate","346","0.174334461895967","0.158049424384036","0.190619499407899"
"Sometimes","2017","college entrance qualification","(3a) lower tertiary education","249","0.201239827331448","0.180223362062917","0.222256292599979"
"Sometimes","2017","college entrance qualification","(3b) higher tertiary education","526","0.174355713033045","0.161333425726118","0.187378000339973"
"Sometimes","2017","Other degree","(0) in school","","","",""
"Sometimes","2017","Other degree","(1a) inadequately completed","","","",""
"Sometimes","2017","Other degree","(1b) general elementary school","302","0.247728593847369","0.222182757639089","0.273274430055649"
"Sometimes","2017","Other degree","(1c) basic vocational qualification","186","0.244753032335148","0.213413863213849","0.276092201456446"
"Sometimes","2017","Other degree","(2b) intermediate general qualification","","","",""
"Sometimes","2017","Other degree","(2a) intermediate vocational","","","",""
"Sometimes","2017","Other degree","(2c_gen) general maturity certificate","213","0.339715196439351","0.304170153596795","0.375260239281907"
"Sometimes","2017","Other degree","(2c_voc) vocational maturity certificate","173","0.260171762866238","0.225776105527365","0.294567420205111"
"Sometimes","2017","Other degree","(3a) lower tertiary education","7","","",""
"Sometimes","2017","Other degree","(3b) higher tertiary education","391","0.281275330893526","0.257535884870507","0.305014776916545"
"Sometimes","2017","no degree/no degree yet","(0) in school","72","0.212761827674549","0.174258066522718","0.251265588826381"
"Sometimes","2017","no degree/no degree yet","(1a) inadequately completed","463","0.290121567830969","0.268605690564591","0.311637445097346"
"Sometimes","2017","no degree/no degree yet","(1b) general elementary school","","","",""
"Sometimes","2017","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Sometimes","2017","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Sometimes","2017","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Sometimes","2017","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Sometimes","2017","no degree/no degree yet","(3b) higher tertiary education","3","","",""
"Rarely ","2017","lower secondary degree","(0) in school","","","",""
"Rarely ","2017","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely ","2017","lower secondary degree","(1b) general elementary school","535","0.372961556657495","0.347914557542062","0.398008555772928"
"Rarely ","2017","lower secondary degree","(1c) basic vocational qualification","1874","0.41980168018965","0.405409275392653","0.434194084986647"
"Rarely ","2017","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely ","2017","lower secondary degree","(2a) intermediate vocational","4","","",""
"Rarely ","2017","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Rarely ","2017","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Rarely ","2017","lower secondary degree","(3a) lower tertiary education","31","0.345108577601387","0.247432115051577","0.442785040151197"
"Rarely ","2017","lower secondary degree","(3b) higher tertiary education","9","","",""
"Rarely ","2017","secondary school degree","(0) in school","","","",""
