"plj0588","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Very often","2013","in school","Male","","","",""
"Very often","2013","in school","Female","","","",""
"Very often","2013","inadequately","Male","","","",""
"Very often","2013","inadequately","Female","","","",""
"Very often","2013","general elemantary","Male","","","",""
"Very often","2013","general elemantary","Female","38","0.016221014327397","0.0102406112418013","0.0222014174129926"
"Very often","2013","middle vocational","Male","43","0.00804533749101441","0.00567468029346084","0.010415994688568"
"Very often","2013","middle vocational","Female","101","0.0136929538275369","0.0109611604427078","0.0164247472123661"
"Very often","2013","vocational + Abi","Male","","","",""
"Very often","2013","vocational + Abi","Female","","","",""
"Very often","2013","higher vocational","Male","","","",""
"Very often","2013","higher vocational","Female","","","",""
"Very often","2013","higher education","Male","","","",""
"Very often","2013","higher education","Female","","","",""
"Often","2013","in school","Male","","","",""
"Often","2013","in school","Female","","","",""
"Often","2013","inadequately","Male","","","",""
"Often","2013","inadequately","Female","35","0.156122713337414","0.104375152583873","0.207870274090955"
"Often","2013","general elemantary","Male","46","0.0701684820998214","0.0531167841676009","0.0872201800320419"
"Often","2013","general elemantary","Female","137","0.0831414314741113","0.0700706183633123","0.0962122445849104"
"Often","2013","middle vocational","Male","267","0.0531766593108953","0.0472221535951741","0.0591311650266164"
"Often","2013","middle vocational","Female","398","0.0551970186495153","0.0498289056743109","0.0605651316247196"
"Often","2013","vocational + Abi","Male","","","",""
"Often","2013","vocational + Abi","Female","82","0.0732592871841718","0.0582777804935119","0.0882407938748318"
"Often","2013","higher vocational","Male","38","0.0378523740175731","0.0262147225123074","0.0494900255228389"
"Often","2013","higher vocational","Female","38","0.0694374673928313","0.0498050004548628","0.0890699343307998"
"Often","2013","higher education","Male","88","0.0386490952175964","0.0317202434263184","0.0455779470088744"
"Often","2013","higher education","Female","115","0.0444113738249507","0.0368507797719028","0.0519719678779985"
"Sometimes","2013","in school","Male","34","0.135179926165651","0.0891543595388554","0.181205492792448"
"Sometimes","2013","in school","Female","42","0.157175665034788","0.110341230058491","0.204010100011085"
"Sometimes","2013","inadequately","Male","41","0.368170212172041","0.287990394691822","0.448350029652261"
"Sometimes","2013","inadequately","Female","55","0.272039186854628","0.208595717548019","0.335482656161237"
"Sometimes","2013","general elemantary","Male","184","0.216280491707258","0.188796268880322","0.243764714534194"
"Sometimes","2013","general elemantary","Female","404","0.238360842537939","0.218189501590965","0.258532183484913"
"Sometimes","2013","middle vocational","Male","1006","0.193256976125059","0.182778794723538","0.20373515752658"
"Sometimes","2013","middle vocational","Female","1539","0.225105912804367","0.215288256277084","0.234923569331651"
"Sometimes","2013","vocational + Abi","Male","115","0.23385541604661","0.200237674897144","0.267473157196075"
"Sometimes","2013","vocational + Abi","Female","251","0.229958939441175","0.20576385638662","0.254154022495731"
"Sometimes","2013","higher vocational","Male","187","0.204547765026557","0.17994962028063","0.229145909772484"
"Sometimes","2013","higher vocational","Female","146","0.22434397327993","0.192126094244878","0.256561852314982"
"Sometimes","2013","higher education","Male","453","0.159227305561278","0.146075096341256","0.1723795147813"
"Sometimes","2013","higher education","Female","547","0.193579841310172","0.179079304404182","0.208080378216162"
"Rarely ","2013","in school","Male","105","0.478868850639625","0.411623545130633","0.546114156148616"
"Rarely ","2013","in school","Female","121","0.533949950304597","0.469759465891372","0.598140434717822"
"Rarely ","2013","inadequately","Male","41","0.280869675892539","0.206156548010322","0.355582803774755"
"Rarely ","2013","inadequately","Female","57","0.288444075998994","0.223855974327837","0.353032177670152"
"Rarely ","2013","general elemantary","Male","341","0.391031867366733","0.358455862789603","0.423607871943864"
"Rarely ","2013","general elemantary","Female","598","0.345309525925877","0.322800071298671","0.367818980553083"
"Rarely ","2013","middle vocational","Male","2417","0.436679354781943","0.423517718726519","0.449840990837367"
"Rarely ","2013","middle vocational","Female","2954","0.418472699390987","0.406876602683198","0.430068796098776"
"Rarely ","2013","vocational + Abi","Male","299","0.508543011995205","0.468837934544934","0.548248089445475"
"Rarely ","2013","vocational + Abi","Female","513","0.415246874092173","0.386914400740653","0.443579347443693"
"Rarely ","2013","higher vocational","Male","510","0.490183015861048","0.459698155517828","0.520667876204268"
"Rarely ","2013","higher vocational","Female","281","0.411610320904284","0.3736018140931","0.449618827715469"
"Rarely ","2013","higher education","Male","1523","0.5090387509294","0.491068685173003","0.527008816685796"
"Rarely ","2013","higher education","Female","1345","0.497448682667996","0.479098614545628","0.515798750790363"
"Never","2013","in school","Male","62","0.350011396363227","0.285805616675445","0.41421717605101"
"Never","2013","in school","Female","58","0.206663937074774","0.15456065918541","0.258767214964137"
"Never","2013","inadequately","Male","38","0.26141562357668","0.188367928134904","0.334463319018456"
"Never","2013","inadequately","Female","37","0.261708747053832","0.199041564523069","0.324375929584595"
"Never","2013","general elemantary","Male","278","0.305086859559099","0.274349152212376","0.335824566905821"
"Never","2013","general elemantary","Female","537","0.316967185734676","0.294939411411092","0.33899496005826"
"Never","2013","middle vocational","Male","1722","0.308841672291089","0.296581193403262","0.321102151178916"
"Never","2013","middle vocational","Female","1960","0.287531415327594","0.276891976544272","0.298170854110915"
