"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","37.03","40","1501","20","35","40","48","72","36.46","37.6","1","80","40","40"
"1984","higher education","41.71","42","564","20","40","50","60","75","40.54","42.88","1","80","40","42"
"1984","higher vocational","41.61","40","420","20","40","50","60","80","40.28","42.94","1","80","40","42"
"1984","in school","","","","","","","","","","","","","",""
"1984","inadequately","39.07","40","550","25","40","40","48","80","38.27","39.87","2","80","40","40"
"1984","middle vocational","40.3","40","3289","22","40","45","52","72","39.9","40.7","1","80","40","40"
"1984","vocational + Abi","42.1","40","199","28","40","45","56","72","40.58","43.62","4","80","40","40"
"1985","general elemantary","36.77","40","1338","18","35","42","48","68","36.12","37.42","1","80","40","40"
"1985","higher education","42.87","43","565","26","40","50","60","70","41.84","43.9","2","80","42","44"
"1985","higher vocational","41.57","42","400","20","40","50","60","70","40.2","42.94","2","75","40","43"
"1985","in school","","","","","","","","","","","","","",""
"1985","inadequately","40.16","40","430","32","40","42","50","70","39.27","41.05","1","80","40","40"
"1985","middle vocational","39.68","40","3042","20","40","45","50","70","39.23","40.13","1","80","40","40"
"1985","vocational + Abi","39.26","40","170","12","40","45","52","70","37.23","41.29","2","80","40","40"
"1986","general elemantary","37.36","40","1324","20","37","41","50","70","36.73","37.99","1","80","40","40"
"1986","higher education","43.51","43.24","542","28","40","50","60","70","42.44","44.58","2","80","42","45"
"1986","higher vocational","42.09","42","363","24","40","48","60","70","40.78","43.4","1","80","40","43"
"1986","in school","","","","","","","","","","","","","",""
"1986","inadequately","39.81","40","396","37","39","40","50","62","38.88","40.74","2","80","40","40"
"1986","middle vocational","40.2","40","2954","22","39","45","50","72","39.77","40.63","1","80","40","40"
"1986","vocational + Abi","38.15","40","171","11","38","45","50","70","36.23","40.07","1","75","40","41"
"1987","general elemantary","36.65","40","1338","15","36","41","48","69","36.06","37.24","1","80","40","40"
"1987","higher education","42.06","42","546","24","40","50","60","70","40.97","43.15","1","80","40","43"
"1987","higher vocational","41.19","42","359","20","40","48","56","72","39.88","42.5","1","75","40","42"
"1987","in school","","","","","","","","","","","","","",""
"1987","inadequately","39.32","40","401","26","38","40","48","60","38.45","40.19","5","80","40","40"
"1987","middle vocational","39.95","40","3002","24","39","44","50","72","39.54","40.36","1","80","40","40"
"1987","vocational + Abi","37.97","40","178","10","38","45","50","60","36.22","39.72","2","75","40","40"
"1988","general elemantary","36.14","40","1310","15","30","40","50","70","35.47","36.81","1","80","40","40"
"1988","higher education","42.17","42","523","28","40","50","56","70","41.14","43.2","2","70","41","44"
"1988","higher vocational","41.01","41","350","20","39","48","55","70","39.65","42.37","3","75","40","42"
"1988","in school","","","","","","","","","","","","","",""
"1988","inadequately","38.1","40","353","25","38","40","46","55","37.1","39.1","1","70","40","40"
"1988","middle vocational","39.18","40","2815","20","38","44","50","72","38.73","39.63","1","80","40","40"
"1988","vocational + Abi","39.19","40","170","25","38","45","50","60","37.63","40.75","2","60","40","40"
"1989","general elemantary","37.46","40","1258","20","37","41","50","70","36.86","38.06","1","80","40","40"
"1989","higher education","42.83","43","526","29","40","50","55","70","41.84","43.82","3","80","41","44"
