"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","East Germany","","","","","","","","","","","","","",""
"1984","Employed","West Germany","40.01","40","6409","20","40","45","53","75","39.72","40.3","1","80","40","40"
"1984","Not Employed","East Germany","","","","","","","","","","","","","",""
"1984","Not Employed","West Germany","34.95","40","147","10","27","40","45","80","32.61","37.29","1","80","40","40"
"1985","Employed","East Germany","","","","","","","","","","","","","",""
"1985","Employed","West Germany","39.73","40","5860","20","40","45","50","70","39.41","40.05","1","80","40","40"
"1985","Not Employed","East Germany","","","","","","","","","","","","","",""
"1985","Not Employed","West Germany","33.38","40","144","9","18","43","50","70","30.58","36.18","1","75","40","40"
"1986","Employed","East Germany","","","","","","","","","","","","","",""
"1986","Employed","West Germany","40.2","40","5692","21","39","45","52","70","39.89","40.51","1","80","40","40"
"1986","Not Employed","East Germany","","","","","","","","","","","","","",""
"1986","Not Employed","West Germany","32.77","40","125","9","20","40","55","68","29.89","35.65","1","70","38","40"
"1987","Employed","East Germany","","","","","","","","","","","","","",""
"1987","Employed","West Germany","39.61","40","5813","20","39","45","50","70","39.32","39.9","1","80","40","40"
"1987","Not Employed","East Germany","","","","","","","","","","","","","",""
"1987","Not Employed","West Germany","31.39","40","94","5","15","40","50","72","27.79","34.99","1","72","35","40"
"1988","Employed","East Germany","","","","","","","","","","","","","",""
"1988","Employed","West Germany","39.14","40","5518","20","38","45","50","70","38.82","39.46","1","80","40","40"
"1988","Not Employed","East Germany","","","","","","","","","","","","","",""
"1988","Not Employed","West Germany","30.46","38","94","8","20","40","45","60","27.25","33.67","1","60","30","40"
"1989","Employed","East Germany","","","","","","","","","","","","","",""
"1989","Employed","West Germany","39.97","40","5412","22","38","45","50","70","39.68","40.26","1","80","40","40"
"1989","Not Employed","East Germany","","","","","","","","","","","","","",""
"1989","Not Employed","West Germany","32.36","38","108","10","20","40","45","80","29.58","35.14","1","80","30","40"
"1990","Employed","East Germany","","","","","","","","","","","","","",""
"1990","Employed","West Germany","39.15","40","5332","21.5","37.5","45","50","70","38.85","39.45","0.5","80","40","40"
"1990","Not Employed","East Germany","","","","","","","","","","","","","",""
"1990","Not Employed","West Germany","26.81","25","89","5","10","40","45","68","23.69","29.93","0.2","68","20","38.5"
"1991","Employed","East Germany","","","","","","","","","","","","","",""
"1991","Employed","West Germany","39.04","40","5391","20","37.5","45","50","70","38.74","39.34","1","80","39.5","40"
"1991","Not Employed","East Germany","","","","","","","","","","","","","",""
"1991","Not Employed","West Germany","30.72","37","125","8","12","40","50","75","27.74","33.7","0.2","75","32","38.5"
"1992","Employed","East Germany","43.27","40","2267","37","40","46","55","74","42.89","43.65","2","80","40","41"
"1992","Employed","West Germany","38.9","40","5266","20","37.5","45","50","70","38.6","39.2","0.6","80","39","40"
"1992","Not Employed","East Germany","39.29","40","35","35","36","40","44","45.5","38.06","40.52","30","45.5","40","40"
"1992","Not Employed","West Germany","28.68","35","81","5","16","40","42","56","25.47","31.89","0.8","60","27.5","39"
"1993","Employed","East Germany","43.62","42","2084","36","40","48","56","75","43.2","44.04","2","80","41","42"
"1993","Employed","West Germany","38.61","40","5158","20","37.5","43","50","70","38.3","38.92","0.5","80","39","40"
"1993","Not Employed","East Germany","39.11","40","64","22","38","41","50","70","36.38","41.84","1","70","40","40"
"1993","Not Employed","West Germany","26.82","29.65","100","6","15","40","42","55","23.94","29.7","0.1","55","26","38"
"1994","Employed","East Germany","43.54","42","2020","36","40","48","55","70","43.14","43.94","1.5","80","41.5","42"
"1994","Employed","West Germany","38.41","40","4936","20","37","43","50","70","38.09","38.73","0.5","80","39","40"
"1994","Not Employed","East Germany","35.13","40","39","10","30","40","45","70","30.26","40","3","70","30","40"
"1994","Not Employed","West Germany","32.94","37.5","97","10","20","40","46","72","29.51","36.37","2","72","24","38"
"1995","Employed","East Germany","43.2","42","2060","32.5","40","48","55","73","42.75","43.65","2","80","41.5","42"
"1995","Employed","West Germany","38.26","40","5279","20","37","44","50","70","37.94","38.58","1","80","39.5","40"
"1995","Not Employed","East Germany","37.26","40","60","20","35","42","45","60","34.49","40.03","0.4","60","40","40"
"1995","Not Employed","West Germany","29.91","37.5","108","7","13.5","40","45","80","26.88","32.94","1.5","80","30","38.5"
"1996","Employed","East Germany","43.21","42","1990","34.2","40","48","55","75","42.76","43.66","0.5","80","41","42"
"1996","Employed","West Germany","38.34","40","5105","20","36","44","50","70","38.02","38.66","0.7","80","39.5","40"
"1996","Not Employed","East Germany","37.73","40","44","15","38","40","60","60","34.59","40.87","1","60","40","40"
"1996","Not Employed","West Germany","26.45","32.07","92","7.5","13","39","45","50","23.62","29.28","0.5","50","25","39"
"1997","Employed","East Germany","43.23","42","1947","32","40","49","55","72","42.78","43.68","2","80","42","42"
"1997","Employed","West Germany","38.91","40","5055","20","36.5","45","50","70","38.58","39.24","1","80","40","40"
"1997","Not Employed","East Germany","35.26","40","36","15","24","40","50","55","31.07","39.45","1","55","40","40"
