"year","e11103","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","direct migration background","42.41","40","1705","40","40","42","50","70","42.1","42.72","5","80","40","40"
"1984","Full Time","indirect migration background","38.3","40","42","25","32","43","46","60","35.08","41.52","2","70","40","42"
"1984","Full Time","no migration background","44.59","40","3275","40","40","48","58","77","44.29","44.89","1","80","40","40"
"1984","Not Working","direct migration background","35.45","40","44","10","40","40","40","50","32.5","38.4","10","55","40","40"
"1984","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1984","Not Working","no migration background","34.81","40","97","9","25","41","50","80","31.52","38.1","1","80","40","40"
"1984","Part Time","direct migration background","27.48","26","357","10","20","40","40","50","26.13","28.83","2","70","26","35"
"1984","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1984","Part Time","no migration background","25.66","25","1018","9","16","40","40","50","24.88","26.44","1","80","23","25"
"1985","Full Time","direct migration background","43.11","40","1372","40","40","45","50","70","42.75","43.47","5","80","40","40"
"1985","Full Time","indirect migration background","45.56","40","45","40","40","50","60","72","43.17","47.95","24","72","40","40"
"1985","Full Time","no migration background","44.61","42","3056","40","40","48","56","72","44.31","44.91","2","80","41","42"
"1985","Not Working","direct migration background","36.34","40","50","8","38","40","60","68","31.71","40.97","2","68","40","40"
"1985","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1985","Not Working","no migration background","32.89","40","92","9","17","43","50","75","29.3","36.48","1","75","35","40"
"1985","Part Time","direct migration background","27.84","30","326","8","18","40","45","50","26.27","29.41","1","60","25","32"
"1985","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1985","Part Time","no migration background","25.27","23","1046","8","15","40","41","55","24.46","26.08","1","80","21","25"
"1986","Full Time","direct migration background","42.61","40","1364","38","40","43","50","70","42.24","42.98","2","80","40","40"
"1986","Full Time","indirect migration background","45.38","40","52","39","40","50","65","70","43.54","47.22","35","70","40","40"
"1986","Full Time","no migration background","44.64","41","2972","39","40","48","56","72","44.35","44.93","2","80","41","42"
"1986","Not Working","direct migration background","30.76","37.93","38","15","20","40","46","56","26.68","34.84","1","56","38","40"
"1986","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1986","Not Working","no migration background","32.77","40","84","8","20","40","55","68","28.94","36.6","1","70","28","40"
"1986","Part Time","direct migration background","26.94","27.63","321","8","16","40","40","47","25.45","28.43","1","60","28","35"
"1986","Part Time","indirect migration background","31.72","30","30","25","25","38","40","42","27.84","35.6","14","70","30","40"
"1986","Part Time","no migration background","26.48","25","953","8","17","40","42","60","25.63","27.33","1","75","24","25"
"1987","Full Time","direct migration background","42.4","40","1410","38","40","42","50","72","42.06","42.74","10","80","40","40"
"1987","Full Time","indirect migration background","44.47","40","58","39","40","48","50","70","43.16","45.78","33","70","40","40"
"1987","Full Time","no migration background","44.12","40","3022","39","40","46","55","72","43.83","44.41","4","80","40","40"
"1987","Not Working","direct migration background","38.25","40","31","11","40","45","50","50","32.81","43.69","2","60","38","40"
"1987","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1987","Not Working","no migration background","30.15","39.36","62","5","15","40","45","72","25.38","34.92","1","72","20","40"
"1987","Part Time","direct migration background","29.07","30","323","12","20","40","40","50","27.79","30.35","4","80","30","35"
"1987","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1987","Part Time","no migration background","25.24","24","974","8","15","39","40","50","24.44","26.04","1","60","24","25"
"1988","Full Time","direct migration background","42.53","40","1292","38","40","44","50","70","42.19","42.87","2","80","40","40"
"1988","Full Time","indirect migration background","41.95","40","68","39","40","42","50","70","40","43.9","6","72","40","40"
"1988","Full Time","no migration background","44.17","40","2852","38","40","46","55","72","43.88","44.46","1","80","40","41"
"1988","Not Working","direct migration background","","","","","","","","","","","","","",""
"1988","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1988","Not Working","no migration background","30.6","37.94","63","8","20","40","45","60","26.72","34.48","1","60","29","40"
"1988","Part Time","direct migration background","25.31","25","333","8","14","38","40","50","23.88","26.74","1","60","25","30"
"1988","Part Time","indirect migration background","29.27","30","42","15","20","38","40","50","25.46","33.08","1","50","30","40"
"1988","Part Time","no migration background","23.74","22","931","8","12","35","40","50","22.91","24.57","1","70","20","24"
"1989","Full Time","direct migration background","42.4","40","1273","38","39","45","50","78","42.03","42.77","6","80","40","40"
"1989","Full Time","indirect migration background","44.5","40","89","38","40","50","60","66","43.02","45.98","32","70","40","40"
"1989","Full Time","no migration background","44.04","40","2867","38","40","46","55","70","43.75","44.33","4","80","40","41"
"1989","Not Working","direct migration background","29.78","38.59","38","10","20","40","40","45","25.8","33.76","1","48","25","40"
"1989","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1989","Not Working","no migration background","32.96","38","67","10","20","40","45","80","29.08","36.84","2","80","28","40"
"1989","Part Time","direct migration background","27.64","28.84","298","10","20","40","40","50","26.29","28.99","1","60","30","35"
"1989","Part Time","indirect migration background","28.36","25.81","35","16","20","38","40","43","25.03","31.69","12","43","25","39"
"1989","Part Time","no migration background","26.33","25","850","10","20","39","40","50","25.51","27.15","1","60","24","26"
"1990","Full Time","direct migration background","42.16","40","1252","37.5","38.5","44","50","70","41.81","42.51","3","80","40","40"
"1990","Full Time","indirect migration background","43.08","40","93","37.5","39.5","43","55","70","41.4","44.76","23","70","40","40"
"1990","Full Time","no migration background","43.36","40","2787","38","39","45","50","72","43.07","43.65","8","80","40","40"
"1990","Not Working","direct migration background","25.56","37.11","36","1.5","12","40","45","45","21.22","29.9","1.5","45","25","40"
"1990","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1990","Not Working","no migration background","27.09","23.55","51","8","10","40","47.5","68","22.59","31.59","0.2","68","15","38"
"1990","Part Time","direct migration background","27.98","29.36","288","10","20","38.5","40","50","26.59","29.37","3","78","30","35"
"1990","Part Time","indirect migration background","28.86","30.28","61","12","20","37.5","40","40.8","26.18","31.54","9","50","35","38"
"1990","Part Time","no migration background","25.36","24","851","8","16","37.5","40","60","24.53","26.19","0.5","80","22","25"
"1991","Full Time","direct migration background","41.85","40","1223","37.5","38.5","43","50","70","41.49","42.21","25","80","40","40"
"1991","Full Time","indirect migration background","43.38","40","115","37.5","38.5","47","60","70","41.95","44.81","20","72","39","40"
"1991","Full Time","no migration background","43.74","40","2775","38","38.5","45","55","74","43.45","44.03","8","80","40","40"
"1991","Not Working","direct migration background","28.46","37.5","44","10","15","40","40","60","23.72","33.2","2","60","20","39"
"1991","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1991","Not Working","no migration background","30.99","37","66","7","12","40","55","75","26.48","35.5","0.2","75","20","38.5"
"1991","Part Time","direct migration background","27.19","30","304","10","19.2","38","40","60","25.88","28.5","3","60","25","32.5"
"1991","Part Time","indirect migration background","31.76","35.88","67","16","25","40","40","43","29.1","34.42","5","60","35","38"
"1991","Part Time","no migration background","24.92","24","907","10","17.5","35","40","55","24.16","25.68","1","72","22","25"
"1992","Full Time","direct migration background","41.83","40","1220","37.5","38","45","50","70","41.45","42.21","6","80","39.5","40"
"1992","Full Time","indirect migration background","42.14","40","145","37","38","46","50","60","41.18","43.1","13","65","38.5","40"
"1992","Full Time","no migration background","43.91","40.5","4531","38","39","46","55","72","43.69","44.13","5","80","40","41"
"1992","Not Working","direct migration background","","","","","","","","","","","","","",""
"1992","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1992","Not Working","no migration background","31.42","38.5","89","7","20","40","43","56","28.89","33.95","0.8","56","37.5","40"
"1992","Part Time","direct migration background","27.55","28.23","281","10","20","37.5","40","57","26.22","28.88","2","57","27","33"
"1992","Part Time","indirect migration background","29.44","31.94","63","10","20","38.5","40","50","26.37","32.51","3","50","30","38"
"1992","Part Time","no migration background","26.26","25","1293","10","19","37.5","40","50","25.6","26.92","0.6","70","26","30"
"1993","Full Time","direct migration background","41.69","40","1140","37","38","43","50","70","41.29","42.09","20","80","39","40"
"1993","Full Time","indirect migration background","41.22","40","160","36","38","43","48","64","40.08","42.36","32","75","39","40"
"1993","Full Time","no migration background","43.87","40","4358","37.5","39","45","55","72","43.63","44.11","9","80","40","41"
"1993","Not Working","direct migration background","","","","","","","","","","","","","",""
"1993","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1993","Not Working","no migration background","31","37.5","125","6","20","40","44","70","28.42","33.58","0.8","70","37.5","40"
"1993","Part Time","direct migration background","26.88","30","265","10","19.4","37.5","40","50","25.57","28.19","2","60","27","31"
"1993","Part Time","indirect migration background","33.58","38","96","16","28","40","40","50","31.84","35.32","5","50","37.5","38.5"
"1993","Part Time","no migration background","25.93","25","1223","10","17.5","36","40","55","25.23","26.63","0.5","72","25","28"
"1994","Full Time","direct migration background","41.71","40","969","37","38","44","50","70","41.28","42.14","17","80","39","40"
"1994","Full Time","indirect migration background","41.36","40","192","37","38","42","50","60","40.29","42.43","20","72","40","40"
"1994","Full Time","no migration background","43.81","40","4228","37.5","39","45","55","70","43.57","44.05","10","80","40","41"
"1994","Not Working","direct migration background","","","","","","","","","","","","","",""
"1994","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1994","Not Working","no migration background","34.08","38.12","95","9.5","25","40","49","72","30.59","37.57","2","72","32","40"
"1994","Part Time","direct migration background","26.15","25","276","10","15","35","40","55","24.78","27.52","0.8","70","27","30"
"1994","Part Time","indirect migration background","29.73","35","67","15","21","40","41","50","27.14","32.32","6","50","35","38.5"
"1994","Part Time","no migration background","25.8","25","1224","10","16","37","40","50","25.11","26.49","0.5","72","25","29.5"
"1995","Full Time","direct migration background","42.46","40","1068","37.5","38.5","45","50","70","42.04","42.88","19.3","80","40","40"
"1995","Full Time","indirect migration background","41.32","40","175","36.5","38","42.5","50","65","40.17","42.47","8","70","40","40"
"1995","Full Time","no migration background","44.2","41.5","4209","37.6","39","47.5","55","70","43.95","44.45","5","80","41.5","42"
"1995","Not Working","direct migration background","35.22","38.5","30","17.5","35","40","44","48","30.96","39.48","8","48","35","40"
"1995","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1995","Not Working","no migration background","32.09","38.5","127","8","20","41","45","80","29.47","34.71","0.4","80","37","40"
"1995","Part Time","direct migration background","26.45","26","384","10","16.5","38","40","60","25.26","27.64","2","60","25","30"
"1995","Part Time","indirect migration background","29.42","35","106","10","20","39","40","52","27","31.84","2","60","35","38"
"1995","Part Time","no migration background","25.95","25","1397","9","18","37","40","52.5","25.29","26.61","1","80","26","30"
"1996","Full Time","direct migration background","42.96","40","891","37.5","38.5","45","50","72","42.5","43.42","15","80","40","40"
"1996","Full Time","indirect migration background","41.5","40","199","37","38","43","50","72","40.51","42.49","24","80","40","40"
"1996","Full Time","no migration background","44.12","41","4124","38","39.5","47.5","55","70","43.87","44.37","5","80","41","42"
"1996","Not Working","direct migration background","","","","","","","","","","","","","",""
"1996","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1996","Not Working","no migration background","28.54","35","97","7.5","13","40","45","60","25.75","31.33","0.5","60","35","40"
"1996","Part Time","direct migration background","28.08","30","414","12","20","35","40","48","27.08","29.08","2","70","30.7999992370605","35"
"1996","Part Time","indirect migration background","29.98","36","92","12","20","39","42","50","27.55","32.41","5","50","33.5","37"
"1996","Part Time","no migration background","26.1","25","1375","10","18","35","40","55.5","25.47","26.73","0.5","70","26","29.2000007629395"
"1997","Full Time","direct migration background","43.2","40","864","37.5","38.5","45","52","80","42.7","43.7","12","80","40","40"
"1997","Full Time","indirect migration background","42.78","40","214","37","38.5","45","55","70","41.76","43.8","18","80","40","40"
"1997","Full Time","no migration background","44.64","42","4092","38","40","49","55","74","44.38","44.9","3","80","42","42"
"1997","Not Working","direct migration background","","","","","","","","","","","","","",""
"1997","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1997","Not Working","no migration background","28.44","30","79","5","10.5","40","50","67","24.76","32.12","1","70","23","40"
"1997","Part Time","direct migration background","28.13","30","382","12","20","37","40","50","27.06","29.2","2","65","30","35"
"1997","Part Time","indirect migration background","31.18","35.48","107","15","22","38.5","40","46","28.76","33.6","2","60","30","36"
"1997","Part Time","no migration background","26.65","25","1343","10","19","35","40","60","26","27.3","1","75","26","30"
"1998","Full Time","direct migration background","42.46","40","791","37.5","38.5","45","50","70","41.95","42.97","15","80","40","40"
"1998","Full Time","indirect migration background","42.86","40","222","37","38.5","45","54","65","41.82","43.9","13.3","70","40","40"
"1998","Full Time","no migration background","44.76","42","4499","38","40","49","55","70","44.52","45","7.5","80","42","42"
"1998","Not Working","direct migration background","","","","","","","","","","","","","",""
"1998","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1998","Not Working","no migration background","32.58","38.5","82","9","19","40","50","60","29.27","35.89","4","65","36","40"
"1998","Part Time","direct migration background","28.83","34.63","384","10","20","36","40","50","27.75","29.91","2","50","30","35"
"1998","Part Time","indirect migration background","32.12","35","105","14","21","40","45","50","29.97","34.27","7.5","60","35","37.5"
"1998","Part Time","no migration background","26.52","26.9","1635","10","18","35","40","56","25.93","27.11","2","80","26","29"
"1999","Full Time","direct migration background","42.63","40","779","37.5","38.5","45","50","70","42.12","43.14","10","80","40","40"
"1999","Full Time","indirect migration background","42.06","40","229","38","38.5","43","50","65","41.09","43.03","11","80","40","40"
"1999","Full Time","no migration background","44.65","42","4472","38","40","50","55","72","44.41","44.89","2","80","42","42"
"1999","Not Working","direct migration background","","","","","","","","","","","","","",""
"1999","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1999","Not Working","no migration background","29.23","36","107","7","14","40","45","72","26.03","32.43","1","75","21","38.5"
"1999","Part Time","direct migration background","26.23","26.39","345","10","16","35","40","60","25.03","27.43","3","70","26","30.7999992370605"
"1999","Part Time","indirect migration background","30.89","35.53","129","12","20","40","45","50","28.75","33.03","6","52","35","38"
"1999","Part Time","no migration background","25.54","25","1760","9","15","35","40","60","24.95","26.13","0.5","70.5","25","27"
"2000","Full Time","direct migration background","42.77","40","1157","37.5","38.5","45","50","72","42.32","43.22","6","80","40","40"
"2000","Full Time","indirect migration background","42.41","40","325","37.5","39.5","45","50","70","41.67","43.15","25","72","40","40"
"2000","Full Time","no migration background","44.62","42","7909","38","40","48","57","72","44.43","44.81","4","80","42","42"
"2000","Not Working","direct migration background","29.31","32.35","49","7","20","40","45","60","25.17","33.45","2","60","25","40"
"2000","Not Working","indirect migration background","","","","","","","","","","","","","",""
"2000","Not Working","no migration background","27.2","28","187","4.5","11","40","45","70","24.81","29.59","1.5","72","25","37.5"
"2000","Part Time","direct migration background","25.87","27","537","10","15","35","40","48.5","24.86","26.88","1.5","72","25","30"
"2000","Part Time","indirect migration background","28.64","34.07","150","9","19.2","40","40","52.5","26.52","30.76","3","60","30","35"
"2000","Part Time","no migration background","25.32","25","2978","9","15","35","40","50","24.89","25.75","1","70","25","25"
"2001","Full Time","direct migration background","43.39","40","1037","37.5","38.5","45","52","70","42.93","43.85","12","80","40","40"
"2001","Full Time","indirect migration background","42.55","40","305","37.5","39","45","50","65","41.78","43.32","16","70","40","40"
"2001","Full Time","no migration background","44.53","42","7214","38","40","50","56","72","44.33","44.73","4","80","42","42"
"2001","Not Working","direct migration background","33.22","37.72","30","9","20","40","53.5","70","27.57","38.87","6","70","24","40"
"2001","Not Working","indirect migration background","","","","","","","","","","","","","",""
"2001","Not Working","no migration background","28.95","35","173","7","15","40","42.5","60","26.7","31.2","1","70","30","38.5"
"2001","Part Time","direct migration background","26.48","30","514","10","16","35","40","48","25.46","27.5","1.5","60","25","30"
"2001","Part Time","indirect migration background","27.31","30","137","11","16","38.5","40","45","25.22","29.4","2","50","25","35"
"2001","Part Time","no migration background","24.96","25","2857","8","15","35","40","60","24.51","25.41","1","75","24","25"
"2002","Full Time","direct migration background","42.83","40","976","37.5","38.5","45","50","70","42.34","43.32","15","80","40","40"
"2002","Full Time","indirect migration background","42.53","40","310","37.5","38.5","45","55","65","41.69","43.37","15","70","40","40"
"2002","Full Time","no migration background","44.46","42","7677","38","40","48","55","70","44.27","44.65","2","80","42","42.5"
"2002","Not Working","direct migration background","","","","","","","","","","","","","",""
"2002","Not Working","indirect migration background","","","","","","","","","","","","","",""
"2002","Not Working","no migration background","32.28","40","155","10","20","42","45","60","29.85","34.71","1","80","30","40"
"2002","Part Time","direct migration background","24.89","25","481","10","13","35","40","56","23.81","25.97","1.5","70","24","29"
"2002","Part Time","indirect migration background","25.19","25","137","8","12","38.5","40","50","22.88","27.5","2","55","20","34"
"2002","Part Time","no migration background","24.35","24","3201","9","15","34","40","50","23.94","24.76","1","70","23","25"
"2003","Full Time","direct migration background","42.56","40","864","37.5","38.5","45","50","75","42.04","43.08","6","80","40","40"
"2003","Full Time","indirect migration background","42.02","40","295","37","38.5","45","50","70","41.09","42.95","12","75","40","40"
"2003","Full Time","no migration background","44.36","42","7289","38","40","48","55","70","44.17","44.55","2","80","42","42"
"2003","Not Working","direct migration background","","","","","","","","","","","","","",""
"2003","Not Working","indirect migration background","","","","","","","","","","","","","",""
"2003","Not Working","no migration background","28.04","33.57","140","8","11","40","45.5","60","25.45","30.63","1","60","25","38.5"
"2003","Part Time","direct migration background","24.09","25","481","10","14","35","38.5","50","23.04","25.14","1.5","72","24","26.5"
"2003","Part Time","indirect migration background","27.35","30","154","9","14","39.5","41","50","25.28","29.42","1.5","50","21","35"
"2003","Part Time","no migration background","24.29","24","3109","9","15","34","40","50","23.88","24.7","1","80","23","25"
"2004","Full Time","direct migration background","42.72","40","809","37.5","38.5","45","50","75","42.18","43.26","6","80","40","40"
"2004","Full Time","indirect migration background","42.72","40","295","37.5","39","45","50","75","41.91","43.53","15","75","40","40.5"
"2004","Full Time","no migration background","44.21","42","6864","38","40","48","55","70","44.02","44.4","5","80","42","42"
"2004","Not Working","direct migration background","","","","","","","","","","","","","",""
"2004","Not Working","indirect migration background","","","","","","","","","","","","","",""
"2004","Not Working","no migration background","28.86","35","135","6","14","40","42","80","26.1","31.62","3","80","25","38"
"2004","Part Time","direct migration background","24.77","25","449","8","12.5","35","40","52","23.64","25.9","3","70","21","25"
"2004","Part Time","indirect migration background","27.07","30","156","8","19.5","39","40","48","25.08","29.06","2","60","23.1000003814697","30"
"2004","Part Time","no migration background","24.67","24","3118","9","15","35","40","60","24.25","25.09","1","78","24","25"
"2005","Full Time","direct migration background","42.4","40","749","37","38.5","45","50","72","41.85","42.95","8","80","40","40"
"2005","Full Time","indirect migration background","42.9","40","301","37.5","39","45","50","72","42.05","43.75","21","80","40","42"
"2005","Full Time","no migration background","44.4","42","6498","38","40","48","55","72","44.2","44.6","4","80","42","42.5"
"2005","Not Working","direct migration background","","","","","","","","","","","","","",""
"2005","Not Working","indirect migration background","","","","","","","","","","","","","",""
"2005","Not Working","no migration background","28.85","30","125","6","18","40","48","65","25.91","31.79","1.5","80","30","40"
"2005","Part Time","direct migration background","23.73","23.16","411","8","14","35","40","50","22.6","24.86","1.5","50","20","25"
"2005","Part Time","indirect migration background","28.21","28","142","9","19.2","40","45","60","25.91","30.51","3","75","23.1000003814697","30"
"2005","Part Time","no migration background","25.38","25","2939","9","15","35","40","60","24.94","25.82","1","80","24","25"
