"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","39.1","40","2106","24","40","40","49","70","38.7","39.5","2","80","40","40"
"1984","indirect migration background","37.67","40","60","25","30","42","46","60","35.02","40.32","2","70","40","40"
"1984","no migration background","40.02","40","4390","20","40","45","55","75","39.64","40.4","1","80","40","40"
"1985","direct migration background","39.5","40","1748","25","40","43","50","70","38.99","40.01","1","80","40","40"
"1985","indirect migration background","40.69","40","62","24","40","45","60","65","38.42","42.96","20","72","40","40"
"1985","no migration background","39.6","40","4194","20","40","45","52","70","39.2","40","1","80","40","40"
"1986","direct migration background","39.02","40","1723","22","39","42","48","70","38.53","39.51","1","80","40","40"
"1986","indirect migration background","40.76","40","85","25","36","40","60","70","38.79","42.73","14","70","40","40"
"1986","no migration background","40.16","40","4009","20","39","45","55","70","39.77","40.55","1","80","40","40"
"1987","direct migration background","39.45","40","1764","28","38","42","50","70","39.03","39.87","2","80","40","40"
"1987","indirect migration background","38.11","40","85","21","35","41","50","70","36.51","39.71","10","70","40","40"
"1987","no migration background","39.5","40","4058","20","39","45","50","70","39.12","39.88","1","80","40","40"
"1988","direct migration background","38.33","40","1651","20","38","42","50","70","37.83","38.83","1","80","40","40"
"1988","indirect migration background","35.89","40","115","20","30","40","45","57","33.71","38.07","1","72","39","40"
"1988","no migration background","39.11","40","3846","20","38","45","50","70","38.7","39.52","1","80","40","40"
"1989","direct migration background","39.11","40","1609","25","38","42","49","70","38.65","39.57","1","80","40","40"
"1989","indirect migration background","38.35","40","127","20","35","42","55","60","36.66","40.04","8","70","39","40"
"1989","no migration background","39.94","40","3784","22","38","45","50","70","39.56","40.32","1","80","40","40"
"1990","direct migration background","39.32","40","1666","26","37.5","44","50","70","38.87","39.77","1.5","80","39","40"
"1990","indirect migration background","36.51","39","158","18","33","40","50","70","34.87","38.15","9","70","38.5","40"
"1990","no migration background","40.73","40","6782","24","38","48","51","70","40.46","41","0.2","80","41","42"
"1991","direct migration background","38.4","40","1636","25","37.5","42","48","65","37.93","38.87","2","80","39","40"
"1991","indirect migration background","37.84","39","199","20","36","40","48","60","36.37","39.31","5","72","38","40"
"1991","no migration background","39.52","40","6203","22","37.5","45","50","70","39.23","39.81","0.2","80","40","40"
"1992","direct migration background","38.96","39","1520","25","37.5","42","50","70","38.49","39.43","2","80","38.5","39"
"1992","indirect migration background","36.87","38.5","216","16","35","43","50","60","35.49","38.25","3","65","38","39.5"
"1992","no migration background","39.77","40","5913","23","38","45","50","70","39.49","40.05","0.6","80","40","40"
"1993","direct migration background","38.2","39","1433","24","37","40","50","70","37.71","38.69","0.1","80","38","39"
"1993","indirect migration background","37.95","38.5","267","27","37.5","40","45","60","36.94","38.96","5","75","38.5","40"
"1993","no migration background","39.55","40","5706","21.5","37.5","45","50","70","39.25","39.85","0.5","80","40","40"
"1994","direct migration background","37.79","39","1272","20","36.5","42","48","66","37.24","38.34","0.8","80","38.5","38.5"
"1994","indirect migration background","37.98","39","273","21","37.5","41","46","60","36.8","39.16","4.5","72","38.5","40"
"1994","no migration background","39.5","40","5547","21","37.5","45","50","70","39.19","39.81","0.5","80","40","40"
"1995","direct migration background","37.57","40","1482","20","36.5","42","50","65","37.02","38.12","2","80","38.5","39.5"
"1995","indirect migration background","35.45","39","292","14","35","40","45","65","34.15","36.75","2","70","38.5","40"
"1995","no migration background","39.33","40","5733","20","37.5","45","51","70","39.02","39.64","0.4","80","40","40"
"1996","direct migration background","38.54","40","1330","20","36","42","50","72","38","39.08","2","80","38.5","40"
"1996","indirect migration background","37.58","39","305","21","37","41","45","70","36.42","38.74","5","80","38.5","40"
"1996","no migration background","39.16","40","5596","20","37","45","50","70","38.85","39.47","0.5","80","40","40"
"1997","direct migration background","38.2","40","1265","20","36","42","50","72","37.61","38.79","2","80","39","40"
"1997","indirect migration background","38.59","40","340","22","37.5","42","49","65","37.39","39.79","2","80","38.5","40"
"1997","no migration background","39.74","40","5514","20","37.5","45","54","70","39.42","40.06","1","80","40","40"
"1998","direct migration background","37.66","40","1199","20","35","42","50","70","37.05","38.27","2","80","38.5","40"
"1998","indirect migration background","39.23","40","340","24","37","44","50","65","38.13","40.33","6","70","39","40"
"1998","no migration background","39.6","40","6216","20","37","45","52.5","70","39.29","39.91","2","80","40","40"
"1999","direct migration background","37.41","40","1145","20","35","42","50","70","36.75","38.07","2.5","80","38.5","40"
"1999","indirect migration background","37.41","40","369","20","37.5","42","48","60","36.28","38.54","6","80","39","40"
"1999","no migration background","38.93","40","6339","20","36","45","53","70","38.61","39.25","0.5","80","40","40"
"2000","direct migration background","37.2","40","1743","18","35","42","50","70","36.63","37.77","1.5","80","40","40"
"2000","indirect migration background","37.63","40","488","20","37","42","48","65","36.6","38.66","2.3","72","40","40"
"2000","no migration background","39.09","40","11075","20","36","45","53","70","38.85","39.33","1","80","40","40"
"2001","direct migration background","37.67","40","1581","20","35","42.5","50","70","37.07","38.27","1.5","80","39","40"
"2001","indirect migration background","37.28","40","455","18","36","42","49.5","60","36.23","38.33","2","70","40","40"
"2001","no migration background","38.84","40","10244","20","35","45","52","70","38.58","39.1","1","80","40","40"
"2002","direct migration background","36.7","40","1483","15","35","42","50","70","36.05","37.35","1","80","39","40"
"2002","indirect migration background","36.89","40","464","15","35","42","50","65","35.72","38.06","2","70","40","40"
"2002","no migration background","38.49","40","11033","19.5","35","45","50.5","70","38.24","38.74","1","80","40","40"
"2003","direct migration background","35.75","38.5","1362","15","30","42","48","70","35.06","36.44","1.5","80","38","39"
"2003","indirect migration background","36.45","40","462","15","35","42","48","70","35.27","37.63","1.5","75","38.5","40"
"2003","no migration background","38.26","40","10538","19","35","45","50","70","38","38.52","1","80","40","40"
