"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","39.9","40","737","20","38","48","60","72","38.85","40.95","1","80","40","40"
"1984","lower secondary degree","39.85","40","2991","20","40","45","52","74","39.42","40.28","1","80","40","40"
"1984","no degree/no degree yet","39.21","40","611","30","40","40","48","62","38.48","39.94","2","80","40","40"
"1984","Other degree","40.63","40","1022","35","40","42","50","80","40.05","41.21","2","80","40","40"
"1984","secondary school degree","39.97","40","1152","20","40","45","52","75","39.24","40.7","1","80","40","40"
"1985","college entrance qualification","40.14","41","745","19","40","48","55","70","39.13","41.15","2","80","40","42"
"1985","lower secondary degree","39.23","40","2770","20","40","45","50","70","38.75","39.71","1","80","40","40"
"1985","no degree/no degree yet","38.33","40","483","16","40","40","48","70","37.45","39.21","1","80","40","40"
"1985","Other degree","40.38","40","816","35","40","44","50","72","39.62","41.14","1","80","40","40"
"1985","secondary school degree","40.03","40","1123","20","40","45","50","70","39.3","40.76","1","80","40","40"
"1986","college entrance qualification","41.48","41","745","22","40","48","56","70","40.53","42.43","1","80","40","42"
"1986","lower secondary degree","39.53","40","2663","20","39","45","55","72","39.05","40.01","1","80","40","40"
"1986","no degree/no degree yet","38.7","40","443","30","39","42","50","62","37.76","39.64","2","80","40","40"
"1986","Other degree","40.63","40","804","38","40","43","50","70","39.92","41.34","1","80","40","40"
"1986","secondary school degree","40.37","40","1085","24","40","45","50","70","39.68","41.06","1","80","40","40"
"1987","college entrance qualification","40.25","40","768","19","39","46","55","72","39.3","41.2","1","80","40","41"
"1987","lower secondary degree","39.14","40","2683","20","38","44","50","70","38.69","39.59","1","80","40","40"
"1987","no degree/no degree yet","37.37","40","453","17","38","40","50","68","36.45","38.29","2","80","40","40"
"1987","Other degree","40.6","40","787","38","39","40","48","70","40.02","41.18","5","80","40","40"
"1987","secondary school degree","39.85","40","1115","22","39","44","50","70","39.18","40.52","1","80","40","40"
"1988","college entrance qualification","40.22","40","750","20","39","48","53","65","39.3","41.14","1","70","40","42"
"1988","lower secondary degree","38.67","40","2523","20","38","44","50","72","38.17","39.17","1","80","40","40"
"1988","no degree/no degree yet","37.36","40","393","20","38","42","46","60","36.35","38.37","1","70","40","40"
"1988","Other degree","39.29","40","731","35","38","41","50","60","38.56","40.02","1","80","40","40"
"1988","secondary school degree","39.08","40","1101","20","38","44","50","70","38.37","39.79","1","77","40","40"
"1989","college entrance qualification","40.8","41","758","20","39","47","52","70","39.91","41.69","2","80","40","42"
