"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","East Germany","","","","","","","","","","","","","",""
"1985","Rural Area","West Germany","40.12","40","1197","20","40","45","56","70","39.37","40.87","2","80","40","40"
"1985","Urban Area","East Germany","","","","","","","","","","","","","",""
"1985","Urban Area","West Germany","39.45","40","4807","20","40","45","50","70","39.1","39.8","1","80","40","40"
"1986","Rural Area","East Germany","","","","","","","","","","","","","",""
"1986","Rural Area","West Germany","40.94","40","1163","20","40","45","60","75","40.2","41.68","2","80","40","40"
"1986","Urban Area","East Germany","","","","","","","","","","","","","",""
"1986","Urban Area","West Germany","39.77","40","4654","20","39","45","50","70","39.43","40.11","1","80","40","40"
"1987","Rural Area","East Germany","","","","","","","","","","","","","",""
"1987","Rural Area","West Germany","39.4","40","1189","20","38","45","55","72","38.67","40.13","1","80","40","40"
"1987","Urban Area","East Germany","","","","","","","","","","","","","",""
"1987","Urban Area","West Germany","39.51","40","4718","20","39","45","50","70","39.19","39.83","1","80","40","40"
"1988","Rural Area","East Germany","","","","","","","","","","","","","",""
"1988","Rural Area","West Germany","39.01","40","1095","16","38","45","55","75","38.19","39.83","1","80","40","40"
"1988","Urban Area","East Germany","","","","","","","","","","","","","",""
"1988","Urban Area","West Germany","38.99","40","4517","20","38","45","50","70","38.65","39.33","1","80","40","40"
"1989","Rural Area","East Germany","","","","","","","","","","","","","",""
"1989","Rural Area","West Germany","40.63","40","1057","22","38","45","55","72","39.91","41.35","1","80","40","40"
"1989","Urban Area","East Germany","","","","","","","","","","","","","",""
"1989","Urban Area","West Germany","39.61","40","4463","22","38","45","50","70","39.29","39.93","1","80","40","40"
"1990","Rural Area","East Germany","45.49","48","1995","30","40","51","55","70","45.05","45.93","2","80","46","48"
"1990","Rural Area","West Germany","38.73","40","1092","20","37.5","45","50","72","38.03","39.43","1.5","80","40","40"
"1990","Urban Area","East Germany","45.98","48","1125","35","40","51","52","70","45.46","46.5","5","80","47","49"
"1990","Urban Area","West Germany","39.05","40","4329","21","37.5","44","50","70","38.72","39.38","0.2","80","40","40"
"1991","Rural Area","East Germany","40.69","40","1576","27","40","45","50","70","40.17","41.21","1","80","40","40"
"1991","Rural Area","West Germany","38.93","40","1133","20","37.5","45","50","74","38.21","39.65","1","80","39","40"
"1991","Urban Area","East Germany","41.74","40","862","30","40","45","50","75","41.07","42.41","4","80","40","40"
"1991","Urban Area","West Germany","38.91","40","4410","20","37.5","44","50","70","38.58","39.24","0.2","80","39","40"
"1992","Rural Area","East Germany","43.05","40","1399","35","40","45","55","75","42.57","43.53","3","80","40","40"
"1992","Rural Area","West Germany","38.92","40","1105","20","37","44","55","72","38.22","39.62","1","80","39","40"
"1992","Urban Area","East Germany","43.37","42","834","36","40","46","55","70","42.76","43.98","2","80","40","42"
"1992","Urban Area","West Germany","38.71","40","4234","20","37.5","45","50","70","38.38","39.04","0.6","80","39","40"
"1993","Rural Area","East Germany","43.14","41","1341","35","40","46","56","72","42.6","43.68","1","80","40","42"
"1993","Rural Area","West Germany","38.33","40","1078","20","37","43","50","75","37.61","39.05","1","80","39","40"
"1993","Urban Area","East Germany","43.95","42","807","37","40","48","55","75","43.29","44.61","2","80","41.7000007629395","42.5"
"1993","Urban Area","West Germany","38.41","40","4180","20","37.5","43","50","70","38.07","38.75","0.1","80","39","39"
"1994","Rural Area","East Germany","43.18","42","1273","36","40","48","55","70","42.66","43.7","3","80","40","42"
"1994","Rural Area","West Germany","38.29","40","1053","20","36","44","50","72","37.53","39.05","0.5","80","39","40"
"1994","Urban Area","East Germany","43.66","42","786","36","40","48","54","70","43","44.32","1.5","80","42","42.5"
"1994","Urban Area","West Germany","38.33","40","3980","20","37","43","50","70","37.98","38.68","0.8","80","39","39.5"
"1995","Rural Area","East Germany","42.98","41","1377","32.5","40","48","55","72","42.44","43.52","5","80","40","42"
"1995","Rural Area","West Germany","37.64","39","1164","18","36","42.5","50","70","36.89","38.39","3","80","39","40"
"1995","Urban Area","East Germany","43.06","42","743","32","40","48","55","74","42.26","43.86","0.4","80","42","43"
"1995","Urban Area","West Germany","38.22","40","4223","20","36.5","45","50","70","37.86","38.58","1","80","39.5","40"
"1996","Rural Area","East Germany","43.04","41","1293","33","40","48","55","72","42.5","43.58","2.5","80","40","42"
"1996","Rural Area","West Germany","37.75","39","1137","20","35","43","50","72","37.03","38.47","3.5","80","39","40"
"1996","Urban Area","East Germany","43.14","42","741","35","40","48","55","80","42.37","43.91","0.5","80","41","42"
"1996","Urban Area","West Germany","38.26","40","4060","20","36","44","50","70","37.9","38.62","0.5","80","39.5","40"
"1997","Rural Area","East Germany","43.49","42","1287","33","40","50","56","72","42.95","44.03","1","80","41","42"
"1997","Rural Area","West Germany","38.4","40","1107","20","35","44","50","75","37.64","39.16","2","80","40","40"
"1997","Urban Area","East Germany","42.49","42","696","30","40","48","55","70","41.67","43.31","1","80","41.5","43"
"1997","Urban Area","West Germany","38.82","40","4029","20","36","45","50","70","38.45","39.19","1","80","40","40"
"1998","Rural Area","East Germany","42.84","42","1368","30","40","49","55","70","42.28","43.4","3","80","41","42"
"1998","Rural Area","West Germany","38.48","40","1261","20","35","45","50","70","37.77","39.19","3","80","39.5","40"
"1998","Urban Area","East Germany","42.5","42","715","32","40","46.5","53","76","41.7","43.3","2","80","41","43"
"1998","Urban Area","West Germany","38.62","40","4411","20","35.5","45","50","70","38.26","38.98","2","80","40","40"
"1999","Rural Area","East Germany","41.94","40","1388","30","40","46","55","70","41.36","42.52","2","80","40","42"
"1999","Rural Area","West Germany","37.96","40","1307","18","35","45","50","70","37.22","38.7","2","80","40","40"
"1999","Urban Area","East Germany","41.94","42","740","30","40","47","55","72","41.11","42.77","2","80","41","42"
"1999","Urban Area","West Germany","38","40","4418","17.5","35","45","50","70","37.62","38.38","0.5","80","40","40"
"2000","Rural Area","East Germany","41.79","40","2072","30","40","45.5","55","72","41.32","42.26","3","80","40","41"
"2000","Rural Area","West Germany","38.74","40","2461","20","35","45","54","72","38.2","39.28","2","80","40","40"
"2000","Urban Area","East Germany","41.15","40","1030","30","39.5","45","55","70","40.47","41.83","2","80","40","41"
"2000","Urban Area","West Germany","38.05","40","7743","19","35","45","50","70","37.76","38.34","1","80","40","40"
"2001","Rural Area","East Germany","41.49","40","1907","30","39","46","55","70","40.99","41.99","1","80","40","40.9000015258789"
"2001","Rural Area","West Germany","38.58","40","2210","19","35","45","52","70","38","39.16","1.5","80","40","40"
"2001","Urban Area","East Germany","40.96","40","999","25","38","46","53","70","40.21","41.71","2","80","40","41"
"2001","Urban Area","West Germany","37.95","40","7164","18","35","45","50","70","37.64","38.26","1","80","40","40"
"2002","Rural Area","East Germany","41.7","40","1855","30","40","46.5","55","70","41.21","42.19","1.5","80","40","42"
"2002","Rural Area","West Germany","37.42","40","2325","15","32","45","52","70","36.84","38","1","80","40","40"
"2002","Urban Area","East Germany","40.69","40","1019","25","38","45","53","70","39.96","41.42","3","80","40","42"
"2002","Urban Area","West Germany","37.62","40","7781","17","35","45","50","70","37.32","37.92","1","80","40","40"
"2003","Rural Area","East Germany","41.09","40","1793","29","38","47","50","70","40.57","41.61","4","80","40","41"
"2003","Rural Area","West Germany","37.08","40","2227","15","30","44","50","70","36.49","37.67","1","80","40","40"
"2003","Urban Area","East Germany","40.26","40","969","25","37","45","50","70","39.5","41.02","2","80","40","42"
"2003","Urban Area","West Germany","37.36","40","7373","16","32.5","45","50","70","37.05","37.67","1","80","40","40"
"2004","Rural Area","East Germany","40.26","40","1713","22","37.5","45","55","70","39.71","40.81","2","80","40","41"
"2004","Rural Area","West Germany","37.6","40","2113","16","34","44","50","70","36.99","38.21","1","80","40","40"
"2004","Urban Area","East Germany","39.23","40","975","20","36","45","50.5","72","38.46","40","3","80","40","40"
"2004","Urban Area","West Germany","37.32","40","7054","16","34","45","50","70","37.01","37.63","1","80","40","40"
"2005","Rural Area","East Germany","40.94","40","1616","25","38","45","55","73.5","40.38","41.5","2","80","40","40.5"
"2005","Rural Area","West Germany","37.79","40","1993","16","32","45","50","70","37.17","38.41","1","80","40","40"
"2005","Urban Area","East Germany","40.64","40","911","25","38","45.5","53","70","39.86","41.42","2","80","40","41"
"2005","Urban Area","West Germany","37.43","40","6685","16","32","45","50","70","37.1","37.76","1","80","40","40"
"2006","Rural Area","East Germany","41.28","40","1708","28","38","48","55","70","40.73","41.83","1","80","40","42"
"2006","Rural Area","West Germany","37.72","40","2180","15","32","45","50","70","37.12","38.32","1","80","40","40"
"2006","Urban Area","East Germany","39.94","40","944","22","37","45","55","70","39.17","40.71","4","80","40","42"
"2006","Urban Area","West Germany","37.86","40","7008","16.5","31.8","45","50","70","37.54","38.18","1","80","40","40"
"2007","Rural Area","East Germany","41.64","40.5","1685","30","40","48","55","70","41.1","42.18","1","80","40","41"
"2007","Rural Area","West Germany","38.19","40","2080","16","33.5","45","55","70","37.57","38.81","1","80","40","40"
"2007","Urban Area","East Germany","39.37","40","917","16","35","45","55","70","38.53","40.21","1","80","40","41"
"2007","Urban Area","West Germany","37.7","40","6608","16","30","45","50","70","37.37","38.03","1","80","40","40"
"2008","Rural Area","East Germany","40.83","40","1601","28","39","45","50","70","40.27","41.39","1","80","40","41"
"2008","Rural Area","West Germany","37.41","40","1942","16","30","45","50","70","36.77","38.05","1","80","40","40"
"2008","Urban Area","East Germany","39.81","40","881","20","37","45","50","70","39.01","40.61","2","80","40","41"
"2008","Urban Area","West Germany","37.63","40","6286","16","30","45","50","70","37.29","37.97","1","80","40","40"
"2009","Rural Area","East Germany","40.95","40","1541","27","38","47","55","70","40.37","41.53","2","80","40","40"
"2009","Rural Area","West Germany","37.12","40","1865","15","30","45","50","70","36.45","37.79","1","80","40","40"
"2009","Urban Area","East Germany","40.22","40.06","834","20","39","45","50","72","39.44","41","3","80","40","42"
"2009","Urban Area","West Germany","37.47","40","5779","15","30","45","50","68","37.11","37.83","1","80","40","40"
"2010","Rural Area","East Germany","39.84","40","1929","25","36","45","50","70","39.28","40.4","1","80","40","40"
"2010","Rural Area","West Germany","36.3","40","2764","12","28.7","44","50","70","35.74","36.86","1","80","40","40"
"2010","Urban Area","East Germany","38.9","40","1048","20","36","45","50","70","38.15","39.65","2","80","40","40"
"2010","Urban Area","West Germany","37.15","40","7880","15","30","45","50","70","36.83","37.47","1","80","40","40"
"2011","Rural Area","East Germany","40.51","40","2256","25","38","45","52","70","40.01","41.01","0.5","80","40","40"
"2011","Rural Area","West Germany","37.39","40","3644","15","30","45","50","70","36.91","37.87","1","80","40","40"
"2011","Urban Area","East Germany","40","40.5","1271","20","38","45","50","70","39.33","40.67","2","80","40","40"
"2011","Urban Area","West Germany","37.94","40","9464","16","32","45","50","70","37.65","38.23","0.5","80","40","40"
"2012","Rural Area","East Germany","40.06","40","2210","25","38","45","50","65","39.56","40.56","1","80","40","40"
"2012","Rural Area","West Germany","37.24","40","3625","15","30","45","50","70","36.77","37.71","1","80","40","40"
"2012","Urban Area","East Germany","38.7","40","1237","20","35","45","50","65","38.02","39.38","1","80","40","40"
"2012","Urban Area","West Germany","37.26","40","9264","15","30","45","50","65","36.97","37.55","1","80","40","40"
"2013","Rural Area","East Germany","39.47","40","2189","25","35","45","50","65","38.97","39.97","2","80","40","40"
"2013","Rural Area","West Germany","36.76","40","4005","15","30","45","50","70","36.32","37.2","1","80","40","40"
"2013","Urban Area","East Germany","39.2","40","1296","22","35","45","50","60","38.54","39.86","1","80","40","40"
"2013","Urban Area","West Germany","37","40","11125","15","30","45","50","70","36.74","37.26","1","80","40","40"
"2014","Rural Area","East Germany","39.37","40","1994","21","35","45","50","65","38.85","39.89","1","80","40","40"
"2014","Rural Area","West Germany","35.68","40","3600","12","26.5","44","50","65","35.22","36.14","1","80","40","40"
"2014","Urban Area","East Germany","38.9","40","1153","24","35","45","50","60","38.21","39.59","2","80","40","40"
"2014","Urban Area","West Germany","36.56","40","9705","15","30","45","50","65","36.28","36.84","1","80","40","40"
"2015","Rural Area","East Germany","38.77","40","1863","21","35","45","50","65","38.24","39.3","2","80","40","40"
"2015","Rural Area","West Germany","36.57","40","3605","15","30","45","50","70","36.11","37.03","1.5","80","40","40"
"2015","Urban Area","East Germany","38.31","40","1143","22.5","35","44","50","65","37.6","39.02","2","80","40","40"
"2015","Urban Area","West Germany","36.62","40","9504","15","30","44","50","65","36.35","36.89","1","80","40","40"
"2016","Rural Area","East Germany","38.77","40","1803","25","35","45","50","60","38.24","39.3","1.5","80","40","40"
"2016","Rural Area","West Germany","36.21","40","3281","15","30","43","50","65","35.74","36.68","1","80","40","40"
"2016","Urban Area","East Germany","38.44","40","1062","20","35","45","50","60","37.74","39.14","2","76","40","40"
"2016","Urban Area","West Germany","36.33","40","8677","14","30","44","50","65","36.04","36.62","1","80","40","40"
