"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","Female","33.69","40","707","15","25","40","42","59","32.91","34.47","2","80","40","40"
"1984","direct migration background","Male","42.03","40","1399","40","40","44","50","70","41.59","42.47","2","80","40","40"
"1984","indirect migration background","Female","","","","","","","","","","","","","",""
"1984","indirect migration background","Male","43.24","40","31","40","40","43","56","60","40.44","46.04","40","70","40","42"
"1984","no migration background","Female","33.97","40","1695","15","24","40","47","70","33.32","34.62","1","80","40","40"
"1984","no migration background","Male","43.76","40","2695","40","40","48","60","77","43.36","44.16","1","80","40","40"
"1985","direct migration background","Female","34.59","40","584","15","26","40","45","60","33.7","35.48","1","70","40","40"
"1985","direct migration background","Male","42.21","40","1164","39","40","45","50","72","41.62","42.8","1","80","40","40"
"1985","indirect migration background","Female","","","","","","","","","","","","","",""
"1985","indirect migration background","Male","45.88","40","35","40","40","50","60","72","42.76","49","20","72","40","40"
"1985","no migration background","Female","33.68","40","1664","14","22","41","45","60","33.03","34.33","1","80","40","40"
"1985","no migration background","Male","43.51","42","2530","39","40","48","60","72","43.07","43.95","1","80","42","42"
"1986","direct migration background","Female","34.29","40","571","16","26","40","44","60","33.38","35.2","1","80","40","40"
"1986","direct migration background","Male","41.65","40","1152","38","40","44","50","70","41.1","42.2","1","80","40","40"
"1986","indirect migration background","Female","34.1","36.11","38","25","30","40","40","43","31.71","36.49","14","45","39","40"
"1986","indirect migration background","Male","47.06","40","47","40","40","55","65","70","44.19","49.93","18","70","40","40"
"1986","no migration background","Female","34.62","40","1614","15","25","41","48","68","33.97","35.27","1","80","40","40"
"1986","no migration background","Male","43.84","42","2395","39","40","48","60","73","43.41","44.27","1","80","41","42"
"1987","direct migration background","Female","34.6","39","612","20","30","40","43","55","33.75","35.45","2","80","39","40"
"1987","direct migration background","Male","42.25","40","1152","38","40","44","50","72","41.83","42.67","4","80","40","40"
"1987","indirect migration background","Female","31.71","33.9","39","10","30","40","40","48","29.24","34.18","10","50","39","40"
"1987","indirect migration background","Male","45.08","40","46","39","40","48","50","70","43.06","47.1","20","70","40","40"
"1987","no migration background","Female","33.76","40","1630","15","24","40","45","60","33.14","34.38","1","80","39","40"
"1987","no migration background","Male","43.34","40","2428","38","40","48","56","75","42.92","43.76","1","80","40","41"
"1988","direct migration background","Female","32.98","38.88","584","13","25","40","44","60","32.05","33.91","2","70","38","40"
"1988","direct migration background","Male","41.57","40","1067","38","39","45","50","70","41.03","42.11","1","80","40","40"
"1988","indirect migration background","Female","31.95","33.47","51","15","30","40","40","57","28.73","35.17","1","57","38","40"
"1988","indirect migration background","Male","39.57","40","64","27","40","42","50","70","36.56","42.58","1","72","39","40"
"1988","no migration background","Female","33.31","39","1556","12","23","40","45","65","32.63","33.99","1","80","39","40"
"1988","no migration background","Male","43.02","40","2290","38","40","48","55","72","42.59","43.45","1","80","40","41"
"1989","direct migration background","Female","33.48","38","569","11","25","40","44","60","32.55","34.41","1","80","38","39"
"1989","direct migration background","Male","42.46","40","1040","38","39","45","50","80","42.02","42.9","1","80","40","40"
"1989","indirect migration background","Female","34.93","38","61","20","25","40","50","60","32.28","37.58","8","60","38","40"
"1989","indirect migration background","Male","42.46","40","66","35","38","50","60","66","40.36","44.56","12","70","39","40"
"1989","no migration background","Female","34.31","39","1528","15","25","40","45","65","33.67","34.95","1","80","39","39"
"1989","no migration background","Male","43.68","40","2256","38","40","48","55","70","43.29","44.07","1","80","40","41"
"1990","direct migration background","Female","34.46","38.5","601","20","29","40","45","53","33.6","35.32","1.5","80","38","38.5"
"1990","direct migration background","Male","42.19","40","1065","37.5","38.5","45","50","70","41.74","42.64","2","80","40","40"
"1990","indirect migration background","Female","31.18","33.67","73","12","22","40","40","70","28.68","33.68","9","70","37.5","39.5"
"1990","indirect migration background","Male","41.26","40","85","37","38.5","42","55","70","39.14","43.38","10","70","40","40"
"1990","no migration background","Female","36","39","2990","19","28","43","50","64","35.56","36.44","0.2","80","40","40"
"1990","no migration background","Male","44.17","43","3792","37.5","39","50","55","75","43.87","44.47","2","80","45","45"
"1991","direct migration background","Female","33.7","38","609","15","28","40","42","60","32.84","34.56","3","72","37.5","38"
"1991","direct migration background","Male","41.26","40","1027","37","38","44","50","70","40.78","41.74","2","80","40","40"
"1991","indirect migration background","Female","34.36","38","93","20","30","40","41","55","32.19","36.53","5","60","37.5","40"
"1991","indirect migration background","Male","40.8","40","106","35","37.5","43","55","70","38.88","42.72","6","72","38","40"
"1991","no migration background","Female","34.4","38.5","2697","16","25","40","45","65","33.95","34.85","0.2","80","38.5","40"
"1991","no migration background","Male","43.29","40","3506","37.5","38.5","47.5","55","75","42.96","43.62","1","80","40","41"
"1992","direct migration background","Female","34.43","37.5","548","20","30","40","45","58","33.56","35.3","3","80","37.5","38"
