"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","Female","","","","","","","","","","","","","",""
"1984","East Germany","Male","","","","","","","","","","","","","",""
"1984","West Germany","Female","33.93","40","2431","15","24","40","45","70","33.42","34.44","1","80","40","40"
"1984","West Germany","Male","43.55","40","4125","40","40","47","58","75","43.24","43.86","1","80","40","40"
"1985","East Germany","Female","","","","","","","","","","","","","",""
"1985","East Germany","Male","","","","","","","","","","","","","",""
"1985","West Germany","Female","33.77","40","2275","14","22","40","45","60","33.24","34.3","1","80","40","40"
"1985","West Germany","Male","43.38","42","3729","39","40","48","58","72","43.03","43.73","1","80","40","40"
"1986","East Germany","Female","","","","","","","","","","","","","",""
"1986","East Germany","Male","","","","","","","","","","","","","",""
"1986","West Germany","Female","34.58","40","2223","15","25","40","47","66","34.05","35.11","1","80","40","40"
"1986","West Germany","Male","43.6","41","3594","38","40","48","58","72","43.26","43.94","1","80","40","40"
"1987","East Germany","Female","","","","","","","","","","","","","",""
"1987","East Germany","Male","","","","","","","","","","","","","",""
"1987","West Germany","Female","33.83","40","2281","15","24","40","45","60","33.33","34.33","1","80","39","40"
"1987","West Germany","Male","43.22","40","3626","38","40","46","55","75","42.91","43.53","1","80","40","40"
"1988","East Germany","Female","","","","","","","","","","","","","",""
"1988","East Germany","Male","","","","","","","","","","","","","",""
"1988","West Germany","Female","33.26","39","2191","12","23","40","45","65","32.71","33.81","1","80","39","40"
"1988","West Germany","Male","42.83","40","3421","38","40","46","55","72","42.49","43.17","1","80","40","40"
"1989","East Germany","Female","","","","","","","","","","","","","",""
"1989","East Germany","Male","","","","","","","","","","","","","",""
"1989","West Germany","Female","34.23","39","2158","15","25","40","45","60","33.71","34.75","1","80","39","39"
"1989","West Germany","Male","43.53","40","3362","38","40","47","55","70","43.23","43.83","1","80","40","40"
"1990","East Germany","Female","42.35","44","1509","30","36","50","51","62","41.84","42.86","2","80","42","44"
"1990","East Germany","Male","48.56","50","1676","40","45","51","59","73","48.18","48.94","8","80","50","50"
"1990","West Germany","Female","33.53","38.5","2155","15","24","40","45","61","33.02","34.04","0.2","80","38","38.5"
"1990","West Germany","Male","42.67","40","3266","37.5","38.5","45","52.5","72","42.36","42.98","2","80","40","40"
"1991","East Germany","Female","38.22","40","1135","25","35","42","47","60","37.68","38.76","1","75","40","40"
"1991","East Germany","Male","43.49","42","1357","35","40","48","55","75","42.93","44.05","1","80","40.7999992370605","42"
"1991","West Germany","Female","33.27","38","2264","15","23","40","45","66","32.76","33.78","0.2","80","38","38"
"1991","West Germany","Male","42.92","40","3282","37.5","38.5","46","55","72","42.61","43.23","2","80","40","40"
"1992","East Germany","Female","40.37","40","1045","30","40","43","48","60.5","39.89","40.85","2","80","40","40"
"1992","East Germany","Male","45.37","42","1257","40","40","50","60","75","44.86","45.88","3","80","42","43"
"1992","West Germany","Female","32.97","38","2184","14","24","40","45","60","32.47","33.47","0.6","80","37.5","38"
"1992","West Germany","Male","42.78","40","3163","37.5","38.5","46","55","72","42.46","43.1","2","80","40","40"
"1993","East Germany","Female","40.21","40","978","30","40","43","50","65","39.65","40.77","1","80","40","40"
"1993","East Germany","Male","45.99","44","1170","40","40","50","60","76","45.42","46.56","2","80","43","45"
"1993","West Germany","Female","32.51","37.5","2186","13","22","40","45","60","32","33.02","0.1","80","37.5","38"
"1993","West Germany","Male","42.58","40","3072","37","38.5","45","55","72","42.27","42.89","2","80","40","40"
"1994","East Germany","Female","40.52","40","938","30","40","44","50","65","39.95","41.09","1.5","80","40","40"
"1994","East Germany","Male","45.52","45","1121","40","40","50","57.5","72","44.97","46.07","6.5","80","43.5","45"
"1994","West Germany","Female","32.37","37.5","2081","12.5","22","40","45","62","31.84","32.9","0.5","80","37.5","38"
"1994","West Germany","Male","42.47","40","2952","36.5","38.5","45","55","70","42.13","42.81","0.9","80","40","40"
"1995","East Germany","Female","39.22","40","980","27","35","44","50","66","38.59","39.85","0.4","80","40","40"
"1995","East Germany","Male","45.84","44","1140","39","40","50","60","77","45.26","46.42","2","80","44","45"
"1995","West Germany","Female","32.07","37.5","2243","12","20","40","45","60","31.55","32.59","1","80","37.5","38"
"1995","West Germany","Male","42.27","40","3144","36","38.5","46","55","70","41.92","42.62","1.5","80","40","40"
"1996","East Germany","Female","39.28","40","945","27","36","43","48.5","65","38.69","39.87","0.5","75","40","40"
"1996","East Germany","Male","45.96","45","1089","39","40","50","60","80","45.37","46.55","2.5","80","43.5","45"
