"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1995","Male","42.93","41","4284","36.5","38.5","48","55","72","42.63","43.23","1.5","80","40","41"
"1996","Female","33.36","38.5","3131","13.5","24","40","45","62.5","32.94","33.78","0.5","80","38.5","38.5"
"1996","Male","43.13","41","4100","36","38.5","48","55","72","42.83","43.43","2","80","40","41"
"1997","Female","33.79","38.5","3072","15","24","40.5","46","65","33.35","34.23","1","80","38.5","39"
"1997","Male","43.56","41","4047","36","38.5","50","56","75","43.25","43.87","1","80","40.5","42"
"1998","Female","33.82","38","3331","15","25","40","46","65","33.4","34.24","2","80","38.5","38.5"
"1998","Male","43.2","42","4424","35","38.5","48.5","55","72","42.9","43.5","2","80","41","42"
"1999","Female","33.03","38","3452","12","23","40","45","63","32.6","33.46","1","80","38","38.5"
"1999","Male","42.81","40.56","4401","35","38.5","48","56","70.5","42.49","43.13","0.5","80","40","41.5"
"2000","Female","32.67","37.5","5900","12","22","40","45","65","32.33","33.01","1","80","37.5","38"
"2000","Male","43.42","41","7406","36","39.5","48","58","72","43.18","43.66","1.5","80","41","42"
"2001","Female","32.72","37.5","5540","12","22","40","45","60","32.37","33.07","1","80","37.5","38"
"2001","Male","43.21","41","6740","35","39","50","60","72","42.95","43.47","1","80","41","42"
"2002","Female","31.85","37","5933","11","20","40","45","60","31.51","32.19","1","80","36.5","37.5"
"2002","Male","43.23","41","7047","36","39","50","56","70","42.98","43.48","1","80","42","42"
"2003","Female","31.66","36","5713","11","20","40","45","60","31.31","32.01","1","80","36","37.5"
"2003","Male","42.79","40.5","6649","35","38.5","48","55","72","42.53","43.05","1","80","41.5","42"
"2004","Female","31.9","37","5512","11.5","20","40","45","60","31.55","32.25","1","80","36","37.5"
"2004","Male","42.55","41","6343","35","39","48","55","70","42.28","42.82","1","80","42","42"
"2005","Female","32.02","37","5268","12","21","40","45","60","31.66","32.38","1","80","35","37.5"
"2005","Male","42.95","41.5","5937","35","40","48","55","72","42.67","43.23","2","80","42","42"
"2006","Female","32.2","36.5","5603","12","20.3","41","45","60","31.85","32.55","1","80","35","37"
"2006","Male","43.22","42","6237","35","40","50","56","75","42.94","43.5","1.5","80","42","42.5"
"2007","Female","32.25","37","5357","12","20","41","45","60","31.89","32.61","1","80","35","37"
"2007","Male","43.29","42","5933","35","40","50","56","72","43","43.58","1","80","42","43"
"2008","Female","32.24","37","5130","12","20","40.5","45","60","31.87","32.61","1","80","35","37"
"2008","Male","42.85","42","5580","35","40","48","55","70","42.56","43.14","1","80","42","42.5"
"2009","Female","32.19","37","4870","12","20.5","41","46.5","60","31.81","32.57","1","79","35","37.2999992370605"
"2009","Male","42.9","42","5149","35","40","50","56","70","42.59","43.21","1","80","42","42"
"2010","Female","31.72","36","6489","10","20","40.5","45","60","31.39","32.05","1","80","30","32"
"2010","Male","42.34","42","7132","32","40","48","55","70","42.07","42.61","1","80","42","42"
"2011","Female","32.83","37.5","8306","12","22","42","46","60","32.54","33.12","0.5","80","30","32"
"2011","Male","42.89","42","8329","35","40","50","55","70","42.65","43.13","0.5","80","42","43"
"2012","Female","32.34","36","8234","11","22","41","45","60","32.05","32.63","1","80","31.2000007629395","33"
"2012","Male","42.2","42","8102","32","40","48","55","70","41.95","42.45","1","80","42","42"
"2013","Female","32.04","35","9404","12","21","41","45","60","31.77","32.31","1","80","30","32"
"2013","Male","42.03","42","9211","31","40","47.5","55","70","41.8","42.26","1","80","41","42"
"2014","Female","31.71","35","8340","12","20","41","45","60","31.42","32","1","80","31","32"
"2014","Male","41.29","41","8112","30","39.5","46","52","70","41.04","41.54","1","80","41","41"
"2015","Female","32.06","35","8115","12","21","41","45","60","31.77","32.35","1","80","32","33"
"2015","Male","41.22","41","8000","30","39","45","52","70","40.97","41.47","1","80","40","41"
"2016","Female","32","35","7626","12","22","40.5","45","60","31.7","32.3","1","80","32","33"
"2016","Male","40.86","40.42","7197","30","39","45","50","68","40.6","41.12","1","80","40","41"
"2017","Female","31.8","35","8558","11","22","40","45","60","31.52","32.08","0.6","80","32","34"
"2017","Male","40.7","40","8492","27","39","45","50","70","40.45","40.95","1","80","40","40"
"2018","Female","31.94","35","8292","12","22","40","45","60","31.67","32.21","0.4","80","32","34"
"2018","Male","40.38","40","8533","25","39","45","50","70","40.13","40.63","1","80","40","40"
"2019","Female","32.28","35","8328","12","23","40","45","60","32","32.56","1","80","34","35"
"2019","Male","40.68","40","9203","29","39","45","50","70","40.42","40.94","1","80","40","41"
