"year","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","44.32","40","5022","40","40","46","56","75","44.09","44.55","1","80","40","40"
"1984","Not Working","34.95","40","147","10","27","40","45","80","32.61","37.29","1","80","40","40"
"1984","Part Time","25.88","25","1387","10","17","40","40","50","25.2","26.56","1","80","25","25"
"1985","Full Time","44.45","41","4473","40","40","47","55","72","44.22","44.68","2","80","40","40"
"1985","Not Working","33.38","40","144","9","18","43","50","70","30.58","36.18","1","75","40","40"
"1985","Part Time","25.56","24","1387","8","15","40","41","55","24.84","26.28","1","80","23","25"
"1986","Full Time","44.41","40","4388","39","40","46","55","72","44.18","44.64","2","80","40","40"
"1986","Not Working","32.77","40","125","9","20","40","55","68","29.89","35.65","1","70","38","40"
"1986","Part Time","26.58","25","1304","8","17","40","41","60","25.85","27.31","1","75","25","28"
"1987","Full Time","43.92","40","4490","39","40","45","55","72","43.7","44.14","4","80","40","40"
"1987","Not Working","31.39","40","94","5","15","40","50","72","27.79","34.99","1","72","35","40"
"1987","Part Time","25.7","25","1323","9","15","39","40","50","25.02","26.38","1","80","25","28"
"1988","Full Time","43.97","40","4212","38","40","45","55","72","43.74","44.2","1","80","40","40"
"1988","Not Working","30.46","38","94","8","20","40","45","60","27.25","33.67","1","60","30","40"
"1988","Part Time","23.98","23","1306","8","12","35","40","50","23.27","24.69","1","70","23","25"
"1989","Full Time","43.86","40","4229","38","40","45","55","70","43.63","44.09","4","80","40","40"
"1989","Not Working","32.36","38","108","10","20","40","45","80","29.58","35.14","1","80","30","40"
"1989","Part Time","26.49","25","1183","10","20","39","40","50","25.8","27.18","1","60","25","30"
"1990","Full Time","43.21","40","4132","37.5","39","45","50","70","42.98","43.44","3","80","40","40"
"1990","Not Working","26.81","25","89","5","10","40","45","68","23.69","29.93","0.2","68","20","38.5"
"1990","Part Time","25.71","25","1200","9","17.5","37.5","40","60","25.01","26.41","0.5","80","25","27"
"1991","Full Time","43.49","40","4113","37.5","38.5","45","54","72","43.26","43.72","8","80","40","40"
"1991","Not Working","30.72","37","125","8","12","40","50","75","27.74","33.7","0.2","75","32","38.5"
"1991","Part Time","25.36","25","1278","10","18","35","40","55","24.71","26.01","1","72","25","25"
"1992","Full Time","43.65","40","5896","37.5","39","45","54","72","43.46","43.84","5","80","40","40"
"1992","Not Working","30.98","38","116","7","20","40","43","56","28.57","33.39","0.8","60","37.5","40"
"1992","Part Time","26.45","25","1637","10","19","37.5","40","50","25.87","27.03","0.6","70","28","30"
"1993","Full Time","43.57","40","5658","37.5","38.5","45","55","72","43.36","43.78","9","80","40","40"
"1993","Not Working","30.35","37.42","164","6","20","40","43","60","28.18","32.52","0.1","70","37.5","40"
"1993","Part Time","26.28","25","1584","10","18","37.5","40","52.5","25.68","26.88","0.5","72","27","30"
"1994","Full Time","43.52","40","5389","37.5","38.5","45","55","70","43.31","43.73","10","80","40","40"
"1994","Not Working","33.37","37.72","136","10","21","40","46","72","30.57","36.17","2","72","32","39"
"1994","Part Time","25.93","25","1567","10","16","37","40","50","25.33","26.53","0.5","72","27","30"
"1995","Full Time","43.93","41","5452","37.5","39","46","55","70","43.72","44.14","5","80","40","41"
"1995","Not Working","31.92","38.5","168","8","20","40","45","80","29.7","34.14","0.4","80","37","40"
"1995","Part Time","26.12","25","1887","9.5","18","37.5","40","54","25.56","26.68","1","80","27","30"
"1996","Full Time","43.93","41","5214","38","39","46","55","72","43.71","44.15","5","80","40","41"
"1996","Not Working","29.21","35","136","8","15","40","45","60","26.98","31.44","0.5","60","36","40"
"1996","Part Time","26.47","26","1881","10","19","35","40","55","25.94","27","0.5","70","28","30"
"1997","Full Time","44.42","42","5170","38","40","48","55","75","44.19","44.65","3","80","41","42"
"1997","Not Working","28.85","35.26","117","7","10","40","50","60","26.01","31.69","1","70","35.2999992370605","40"
"1997","Part Time","27.02","26.3","1832","10","19.5","35","40","55","26.48","27.56","1","75","28","30"
"1998","Full Time","44.43","42","5512","38","40","48","55","70","44.22","44.64","7.5","80","41","42"
"1998","Not Working","31.37","38","119","9","19","40","50","60","28.67","34.07","2","65","36","40"
"1998","Part Time","27.04","28","2124","10","18.8","35","40","55","26.53","27.55","2","80","28","30"
"1999","Full Time","44.33","42","5480","38","40","48","55","70.5","44.12","44.54","2","80","41","42"
"1999","Not Working","29.3","36","139","7.5","14","40","44","72","26.61","31.99","1","75","26","38.5"
"1999","Part Time","25.85","25","2234","9","15","35","40","60","25.34","26.36","0.5","70.5","25","28"
"2000","Full Time","44.34","42","9391","38","40","48","55","72","44.17","44.51","4","80","41","42"
"2000","Not Working","27.4","30","249","5.5","12","40","45","70","25.38","29.42","1.5","72","25","37.5"
"2000","Part Time","25.5","25","3665","9.5","15","35","40","50","25.11","25.89","1","72","25","25"
"2001","Full Time","44.35","42","8556","38","40","48","55","72","44.17","44.53","4","80","41","42"
"2001","Not Working","29.51","35","216","8","15","40","43","60","27.5","31.52","1","70","32","38"
"2001","Part Time","25.25","25","3508","9","15","35","40","55","24.85","25.65","1","75","25","25"
"2002","Full Time","44.2","41.5","8963","38","40","48","55","70","44.02","44.38","2","80","42","42"
"2002","Not Working","30.87","38.5","198","10","15","40","45","60","28.71","33.03","1","80","30","40"
"2002","Part Time","24.45","24","3819","9","15","35","40","52","24.07","24.83","1","70","24","25"
"2003","Full Time","44.08","41.5","8448","38","40","48","55","70","43.9","44.26","2","80","42","42"
"2003","Not Working","28.15","30","170","8","14","40","45.5","60","25.82","30.48","1","60","25","38"
"2003","Part Time","24.38","24","3744","9","15","35","40","50","24","24.76","1","80","24","25"
"2004","Full Time","43.98","41","7968","38","40","46","55","70","43.8","44.16","5","80","42","42"
"2004","Not Working","28.58","31","164","6","15","40","42.5","80","26.11","31.05","1","80","25","37.5"
"2004","Part Time","24.78","25","3723","9","15","35","40","60","24.39","25.17","1","78","24","25"
"2005","Full Time","44.11","42","7548","38","40","48","55","72","43.93","44.29","4","80","42","42"
"2005","Not Working","27.77","30","165","6","14","40","45","60","25.26","30.28","1","80","30","37.5"
"2005","Part Time","25.27","25","3492","9","15","35","40","60","24.87","25.67","1","80","24","25"
"2006","Full Time","44.7","42","7940","38","40","48","55","75","44.52","44.88","6","80","42","42.5"
"2006","Not Working","27.34","30","185","7.5","14","40","45","60","25.15","29.53","1","72","25","30"
"2006","Part Time","24.82","25","3715","9","15","35","40","50","24.44","25.2","1","80","24","25"
"2007","Full Time","44.8","42","7478","38.5","40","50","56","72","44.61","44.99","3","80","42.5","43"
