"year","age_gr","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Full Time","43.47","40","1958","40","40","45","53","72","43.13","43.81","1","80","40","40"
"1984","16-34 y.","Not Working","37.3","40","109","10","40","40","45","70","34.85","39.75","1","70","40","40"
"1984","16-34 y.","Part Time","30.14","36","631","10","20","40","42","55","29.09","31.19","1","77","34","40"
"1984","35-65 y.","Full Time","44.86","40","3047","40","40","48","60","77","44.56","45.16","2","80","40","40"
"1984","35-65 y.","Not Working","28.81","21.76","38","6","12","40","50","80","23.03","34.59","2","80","20","40"
"1984","35-65 y.","Part Time","22.9","22","729","10","15","30","40","50","22.07","23.73","2","80","20","24"
"1984","66 and older","Full Time","","","","","","","","","","","","","",""
"1984","66 and older","Not Working","","","","","","","","","","","","","",""
"1984","66 and older","Part Time","","","","","","","","","","","","","",""
"1985","16-34 y.","Full Time","43.53","40","1747","40","40","45","50","70","43.18","43.88","2","80","40","40"
"1985","16-34 y.","Not Working","33.62","40","102","4","25","43","48","60","30.45","36.79","1","68","40","40"
"1985","16-34 y.","Part Time","30.48","38.36","646","8","20","40","45","60","29.37","31.59","1","80","35","40"
"1985","35-65 y.","Full Time","45.03","42","2712","40","40","50","60","72","44.72","45.34","4","80","40","40"
"1985","35-65 y.","Not Working","32.92","40","39","12","15","43","60","75","27.04","38.8","3","75","20","40"
"1985","35-65 y.","Part Time","21.82","20","720","8","14","30","40","50","20.96","22.68","1","70","20","20"
"1985","66 and older","Full Time","","","","","","","","","","","","","",""
"1985","66 and older","Not Working","","","","","","","","","","","","","",""
"1985","66 and older","Part Time","","","","","","","","","","","","","",""
"1986","16-34 y.","Full Time","43.55","40","1797","39","40","45","50","70","43.22","43.88","2","80","40","40"
"1986","16-34 y.","Not Working","35.72","40","86","10","32","42","48","60","32.51","38.93","1","60","39","40"
"1986","16-34 y.","Part Time","31.08","38","635","10","20","40","45","60","30.01","32.15","1","75","36","39"
"1986","35-65 y.","Full Time","45.03","42","2584","39","40","48","60","72","44.71","45.35","2","80","40","40"
"1986","35-65 y.","Not Working","27.61","21.87","37","8","10","40","55","70","21.35","33.87","4","70","15","40"
"1986","35-65 y.","Part Time","22.96","22","654","8","15","30","40","52","22.04","23.88","1","65","20","24"
"1986","66 and older","Full Time","","","","","","","","","","","","","",""
"1986","66 and older","Not Working","","","","","","","","","","","","","",""
"1986","66 and older","Part Time","","","","","","","","","","","","","",""
"1987","16-34 y.","Full Time","43.02","40","1841","39","40","45","50","70","42.7","43.34","4","80","40","40"
"1987","16-34 y.","Not Working","34.34","40","59","7","21","42","50","72","30","38.68","1","72","40","40"
"1987","16-34 y.","Part Time","30.03","35","653","8","20","40","44","50","29.03","31.03","1","60","35","39"
"1987","35-65 y.","Full Time","44.52","40","2638","39","40","48","60","75","44.21","44.83","6","80","40","40"
"1987","35-65 y.","Not Working","27.8","27.89","34","5","12","40","40","72","21.41","34.19","1","72","12","40"
"1987","35-65 y.","Part Time","22.39","20","651","10","15","30","40","48","21.56","23.22","1","80","21","24"
"1987","66 and older","Full Time","","","","","","","","","","","","","",""
"1987","66 and older","Not Working","","","","","","","","","","","","","",""
"1987","66 and older","Part Time","","","","","","","","","","","","","",""
"1988","16-34 y.","Full Time","42.99","40","1785","38","40","45","50","72","42.66","43.32","1","80","40","40"
"1988","16-34 y.","Not Working","30.98","38","68","5","20","40","44","56","27.24","34.72","1","56","34","40"
"1988","16-34 y.","Part Time","28.11","30","579","8","15","40","42","56","26.97","29.25","1","70","30","38"
"1988","35-65 y.","Full Time","44.64","40","2417","38","40","48","56","70","44.33","44.95","7","80","40","40"
"1988","35-65 y.","Not Working","","","","","","","","","","","","","",""
"1988","35-65 y.","Part Time","21.44","20","708","8","12","28","35","45","20.63","22.25","1","55","20","22"
"1988","66 and older","Full Time","","","","","","","","","","","","","",""
"1988","66 and older","Not Working","","","","","","","","","","","","","",""
"1988","66 and older","Part Time","","","","","","","","","","","","","",""
"1989","16-34 y.","Full Time","42.94","40","1819","38","40","45","50","70","42.62","43.26","5","80","40","40"
"1989","16-34 y.","Not Working","33.73","38","80","10","25","42","45","80","30.42","37.04","1","80","30","40"
"1989","16-34 y.","Part Time","30.3","35","551","10","20","40","43","54","29.25","31.35","1","60","35","38"
"1989","35-65 y.","Full Time","44.48","40","2399","38","40","48","58","70","44.15","44.81","4","80","40","40"
"1989","35-65 y.","Not Working","","","","","","","","","","","","","",""
"1989","35-65 y.","Part Time","23.54","22","620","10","17","30","39","50","22.69","24.39","1","60","22","25"
"1989","66 and older","Full Time","","","","","","","","","","","","","",""
"1989","66 and older","Not Working","","","","","","","","","","","","","",""
"1989","66 and older","Part Time","","","","","","","","","","","","","",""
"1990","16-34 y.","Full Time","42.55","40","1770","37.5","39","45","50","70","42.23","42.87","3","80","40","40"
"1990","16-34 y.","Not Working","24.34","20","59","2","9","40","40","45","20.63","28.05","0.2","45","20","39"
"1990","16-34 y.","Part Time","28.53","31.97","561","9","18.5","39","42","60","27.45","29.61","3","78","30.5","37"
"1990","35-65 y.","Full Time","43.66","40","2354","37.5","39","45","54","70","43.35","43.97","8.5","80","40","40"
"1990","35-65 y.","Not Working","","","","","","","","","","","","","",""
"1990","35-65 y.","Part Time","23.68","22.5","628","8.5","17","30","38.5","50","22.81","24.55","0.5","80","22","25"
"1990","66 and older","Full Time","","","","","","","","","","","","","",""
"1990","66 and older","Not Working","","","","","","","","","","","","","",""
"1990","66 and older","Part Time","","","","","","","","","","","","","",""
"1991","16-34 y.","Full Time","42.69","40","1748","37.5","38.5","45","50","70","42.37","43.01","9.5","80","40","40"
"1991","16-34 y.","Not Working","32.07","38","86","8","12","40","50","75","28.54","35.6","2","75","36","39"
"1991","16-34 y.","Part Time","29.69","32","562","10","20","40","44","60","28.64","30.74","1.5","60","30","36"
"1991","35-65 y.","Full Time","44.03","40","2357","37.5","38.5","47","55","74","43.71","44.35","8","80","40","40"
"1991","35-65 y.","Not Working","29.26","33.51","38","4","18","40","45","70","23.64","34.88","0.2","70","18","38.5"
"1991","35-65 y.","Part Time","22.57","22","704","10","15","30","35","45","21.83","23.31","1","72","20","23"
"1991","66 and older","Full Time","","","","","","","","","","","","","",""
"1991","66 and older","Not Working","","","","","","","","","","","","","",""
"1991","66 and older","Part Time","","","","","","","","","","","","","",""
"1992","16-34 y.","Full Time","42.8","40","2400","37.5","39","45","50","70","42.53","43.07","10","80","40","40"
"1992","16-34 y.","Not Working","32.25","38.5","87","7","24","40","42","56","29.6","34.9","1","56","38","40"
"1992","16-34 y.","Part Time","30.41","35","746","10","20","40","43","50","29.54","31.28","1","60","35","37.5"
"1992","35-65 y.","Full Time","44.16","40","3490","37.5","39","48","55","75","43.89","44.43","5","80","40","40"
"1992","35-65 y.","Not Working","","","","","","","","","","","","","",""
"1992","35-65 y.","Part Time","23.69","23","879","10","16","30","38","50","22.95","24.43","0.6","70","24","25"
"1992","66 and older","Full Time","","","","","","","","","","","","","",""
"1992","66 and older","Not Working","","","","","","","","","","","","","",""
"1992","66 and older","Part Time","","","","","","","","","","","","","",""
"1993","16-34 y.","Full Time","42.77","40","2356","37.5","38.5","45","50","70","42.48","43.06","9","80","40","40"
"1993","16-34 y.","Not Working","33.63","39","119","15.6","22.5","40","43.5","70","31.26","36","0.8","70","37.5","40"
"1993","16-34 y.","Part Time","29.99","33.18","686","10","20","40","42","60","29.05","30.93","2","72","35","37.5"
"1993","35-65 y.","Full Time","44.08","40","3297","37.5","38.5","46","55","72","43.8","44.36","17.5","80","40","40"
"1993","35-65 y.","Not Working","24.7","23.6","45","4","6","40","40","60","19.73","29.67","0.1","60","30","40"
"1993","35-65 y.","Part Time","24.2","24","885","10","16","33","39","48","23.46","24.94","0.5","66","24","25"
"1993","66 and older","Full Time","","","","","","","","","","","","","",""
"1993","66 and older","Not Working","","","","","","","","","","","","","",""
"1993","66 and older","Part Time","","","","","","","","","","","","","",""
"1994","16-34 y.","Full Time","42.68","40","2247","37.5","38.5","45","50","70","42.39","42.97","16","80","40","40"
"1994","16-34 y.","Not Working","35.07","38.39","90","12","30","40","49","72","31.79","38.35","2","72","34","40"
