"year","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-W?rttemberg","40.16","40","1348","21","40","45","52","75","39.56","40.76","1","80","40","40"
"1984","Bavaria","39.86","40","1147","20","40","44","52","75","39.15","40.57","2","80","40","40"
"1984","Berlin","38.79","40","249","20","40","42","48","70","37.45","40.13","4","80","40","40"
"1984","Brandenburg","","","","","","","","","","","","","",""
"1984","Bremen","34.27","40","48","8","20","40","60","70","29.79","38.75","2","70","40","40"
"1984","Hamburg","39.61","40","167","24","40","43","50","72","37.69","41.53","2","80","40","40"
"1984","Hesse","39.27","40","699","20","40","45","50","75","38.39","40.15","2","80","40","40"
"1984","Lower Saxony","39.98","40","595","20","40","45","55","75","38.9","41.06","1","80","40","40"
"1984","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","40.43","40","1662","23","40","45","55","70","39.88","40.98","1","80","40","40"
"1984","Rhineland-Palatinate,Saarland","40.29","40","422","20","40","45","50","80","39.16","41.42","2","80","40","40"
"1984","Saxony","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","38.62","40","219","20","39","45","52","70","36.9","40.34","1","80","40","40"
"1984","Thuringia","","","","","","","","","","","","","",""
"1985","Baden-W?rttemberg","39.29","40","1217","20","40","45","50","72","38.59","39.99","1","80","40","40"
"1985","Bavaria","39.51","40","1100","20","40","45","50","70","38.78","40.24","2","80","40","40"
"1985","Berlin","38.8","40","190","20","40","44","50","65","37.09","40.51","4","70","40","40"
"1985","Brandenburg","","","","","","","","","","","","","",""
"1985","Bremen","36.32","40","40","20","20","43","50","60","31.99","40.65","8","70","40","42"
"1985","Hamburg","40.73","40","154","25","40","45","50","70","38.99","42.47","1","70","40","40"
"1985","Hesse","39.2","40","634","20","40","45","50","68","38.26","40.14","1","75","40","40"
"1985","Lower Saxony","39.99","40","540","20","40","45","55","70","38.88","41.1","2","80","40","40"
"1985","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","39.92","40","1565","20","40","45","50","70","39.29","40.55","1","80","40","40"
"1985","Rhineland-Palatinate,Saarland","39.9","40","366","20","40","45","50","70","38.68","41.12","1","76","40","40"
"1985","Saxony","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","38.99","40","198","20","40","45","50","70","37.18","40.8","2","80","40","40"
"1985","Thuringia","","","","","","","","","","","","","",""
"1986","Baden-W?rttemberg","39.66","40","1214","20","39","45","50","75","38.98","40.34","1","80","40","40"
"1986","Bavaria","39.99","40","1016","20","39","45","55","72","39.21","40.77","1","80","40","40"
"1986","Berlin","39.98","40","206","30","40","44","50","70","38.66","41.3","8","70","40","40"
"1986","Brandenburg","","","","","","","","","","","","","",""
"1986","Bremen","34.8","40","46","10","25","42","45","65","30.76","38.84","7","65","40","40"
"1986","Hamburg","42.51","40.54","134","35","40","45","50","76","40.9","44.12","10","76","40","40"
"1986","Hesse","39.41","40","591","20","39","45","54","66","38.42","40.4","1","75","40","40"
"1986","Lower Saxony","41.31","40","562","22","39","46","60","75","40.22","42.4","2","80","40","40"
"1986","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","39.95","40","1481","23","39","45","50","70","39.37","40.53","1","80","40","40"
"1986","Rhineland-Palatinate,Saarland","39.72","40","385","20","40","45","50","70","38.59","40.85","2","72","40","40"
"1986","Saxony","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","","","","","","","","","","","","","",""
"1986","Schleswig-Holstein","40.33","40","182","20","39","45","55","75","38.48","42.18","4","80","40","40"
"1986","Thuringia","","","","","","","","","","","","","",""
"1987","Baden-W?rttemberg","39.62","40","1223","23","39","44","50","70","39.03","40.21","1","80","40","40"
"1987","Bavaria","39.06","40","1018","20","39","44","50","70","38.31","39.81","1","80","40","40"
"1987","Berlin","38.83","40","211","24","39","42","48","60","37.51","40.15","8","70","40","40"
"1987","Brandenburg","","","","","","","","","","","","","",""
"1987","Bremen","37.37","40","40","12","39","42","50","60","33.76","40.98","8","60","40","41"
"1987","Hamburg","40.69","40","126","24","39","45","50","80","38.66","42.72","4","80","40","41"
"1987","Hesse","39.61","40","614","20","39","45","50","70","38.7","40.52","2","80","40","40"
"1987","Lower Saxony","39.83","40","591","20","38","45","55","75","38.78","40.88","2","80","40","40"
"1987","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1987","North Rhine-Westphalia","39.72","40","1518","20","38","45","50","70","39.14","40.3","1","80","40","40"
"1987","Rhineland-Palatinate,Saarland","39.02","40","386","20","39","42","50","70","37.95","40.09","3","78","40","40"
"1987","Saxony","","","","","","","","","","","","","",""
"1987","Saxony-Anhalt","","","","","","","","","","","","","",""
"1987","Schleswig-Holstein","39.2","40","180","20","39","45","55","70","37.4","41","4","72","40","40"
"1987","Thuringia","","","","","","","","","","","","","",""
"1988","Baden-W?rttemberg","39.55","40","1171","20","38","45","50","72","38.9","40.2","1","80","40","40"
"1988","Bavaria","38.27","40","970","15","38","44","50","70","37.47","39.07","1","80","40","40"
"1988","Berlin","39.25","40","211","25","38","42","50","70","37.87","40.63","4","70","40","40"
"1988","Brandenburg","","","","","","","","","","","","","",""
"1988","Bremen","35.36","40","45","8","32","40","50","60","31.45","39.27","2","60","40","40"
"1988","Hamburg","39.36","40","115","20","39","45","50","80","37.17","41.55","1","80","40","41"
"1988","Hesse","38.76","40","563","20","38","44","50","70","37.75","39.77","1","80","40","40"
"1988","Lower Saxony","39.35","40","556","15","38","45","55","75","38.14","40.56","1","80","40","40"
"1988","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1988","North Rhine-Westphalia","39.21","40","1443","20","38","45","50","69","38.61","39.81","1","80","40","40"
"1988","Rhineland-Palatinate,Saarland","39.29","40","366","20","39","44","50","70","38.05","40.53","1","80","40","40"
"1988","Saxony","","","","","","","","","","","","","",""
"1988","Saxony-Anhalt","","","","","","","","","","","","","",""
"1988","Schleswig-Holstein","38.1","40","172","20","35","45","55","66","36.17","40.03","4","70","40","40"
"1988","Thuringia","","","","","","","","","","","","","",""
"1989","Baden-W?rttemberg","39.86","40","1133","22","38","45","50","70","39.23","40.49","1","80","40","40"
"1989","Bavaria","39.59","40","970","21","38","45","50","72","38.86","40.32","1","80","40","40"
"1989","Berlin","38.82","40","210","24","37","42","50","70","37.42","40.22","3","80","40","40"
"1989","Brandenburg","","","","","","","","","","","","","",""
"1989","Bremen","40.82","40","46","37","39","44","50","60","37.81","43.83","9","60","40","42"
"1989","Hamburg","40.87","41","111","30","39","44","50","70","39.05","42.69","8","70","40","42"
"1989","Hesse","38.43","40","556","20","38","44","50","70","37.46","39.4","1","80","40","40"
"1989","Lower Saxony","40.81","40","529","25","38","45","55","70","39.85","41.77","1","76","40","40"
"1989","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1989","North Rhine-Westphalia","40.15","40","1422","24","38","45","50","70","39.58","40.72","2","80","40","40"
"1989","Rhineland-Palatinate,Saarland","39.79","40","373","20","38","45","50","70","38.64","40.94","5","80","40","40"
"1989","Saxony","","","","","","","","","","","","","",""
"1989","Saxony-Anhalt","","","","","","","","","","","","","",""
"1989","Schleswig-Holstein","39.08","40","170","21","37","45","55","70","37.24","40.92","3","75","40","40"
"1989","Thuringia","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","39.23","40","1137","21","37.5","45","50","70","38.62","39.84","3","80","39","40"
"1990","Bavaria","39.16","40","949","22","38","44","50","70","38.45","39.87","1.5","80","39.5","40"
"1990","Berlin","41.24","40","408","30","38","48","52","65","40.27","42.21","5.5","70","40","43"
"1990","Brandenburg","46.23","48","518","35","40","51","55","70","45.38","47.08","10","80","47","49"
"1990","Bremen","38.76","40","41","20","37.5","45","50","60","35.47","42.05","5","60","39","45"
"1990","Hamburg","39.43","40","94","25","37.5","44","50","75","37.12","41.74","8","75","39","41"
"1990","Hesse","38.68","40","557","20","37.5","45","50","70","37.69","39.67","2","80","39","40"
"1990","Lower Saxony","39.73","40","530","20","37.5","45","50","75","38.7","40.76","0.2","80","40","40"
"1990","Mecklenburg-Western Pomerania","46.27","48","372","34","42","51","55","73","45.34","47.2","17","80","46","50"
"1990","North Rhine-Westphalia","38.94","40","1423","21","38","44","50","70","38.35","39.53","0.5","80","39","40"
"1990","Rhineland-Palatinate,Saarland","38.6","40","341","22","37.5","44","50","70","37.47","39.73","4.5","80","40","40"
"1990","Saxony","45.69","48","953","35","40","51","54","70","45.1","46.28","5","80","46","48"
"1990","Saxony-Anhalt","44.89","47","588","30","40","51","52","70","44.11","45.67","2","80","45","48"
"1990","Schleswig-Holstein","37.35","39","159","17.5","33","43","50","72","35.34","39.36","5","75","38.5","40"
"1990","Thuringia","45.34","46.4","536","30","40","51","55","80","44.46","46.22","4","80","45","48"
"1991","Baden-W?rttemberg","38.72","40","1146","20","37.5","45","50","65","38.1","39.34","1.5","80","39","40"
"1991","Bavaria","39.08","40","973","20","37.5","45","50","74","38.33","39.83","1","80","39","40"
"1991","Berlin","40.51","40","371","30","38.5","44","50","60","39.7","41.32","9","70","40","40"
"1991","Brandenburg","40.94","40","398","30","40","45","50.5","72","39.85","42.03","1","80","40","40"
"1991","Bremen","38.78","40","40","24","38.5","42","50","60","35.73","41.83","9","60","40","40"
"1991","Hamburg","41.78","40","91","30","38","44","52","80","39.15","44.41","5","80","38.5","41.5"
"1991","Hesse","38.51","40","585","20","37.5","44","50","70","37.57","39.45","0.4","80","38.5","40"
"1991","Lower Saxony","39.43","40","542","20","37","45","55","80","38.32","40.54","4","80","39","40"
"1991","Mecklenburg-Western Pomerania","41.6","40","283","30","40","45","50","80","40.47","42.73","5","80","40","40"
