"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","Female","33.07","40","732","15","23","40","43","70","32.17","33.97","2","80","40","40"
"1984","general elemantary","Male","41.92","40","769","40","40","43","50","80","41.3","42.54","1","80","40","40"
"1984","higher education","Female","33.14","40","147","12","20","42","50","60","30.77","35.51","1","60","35","40"
"1984","higher education","Male","44.66","44","417","30","40","50","60","77","43.44","45.88","2","80","42","45"
"1984","higher vocational","Female","34.8","40","136","12","24","42","50","77","32.25","37.35","1","80","40","40"
"1984","higher vocational","Male","44.74","43","284","40","40","50","60","80","43.34","46.14","2","80","42","45"
"1984","in school","Female","","","","","","","","","","","","","",""
"1984","in school","Male","","","","","","","","","","","","","",""
"1984","inadequately","Female","36.56","40","225","20","40","40","44","60","35.25","37.87","2","76","40","40"
"1984","inadequately","Male","40.55","40","325","32","40","40","50","80","39.57","41.53","3","80","40","40"
"1984","middle vocational","Female","34.12","40","1107","15","24","40","46","70","33.35","34.89","1","80","40","40"
"1984","middle vocational","Male","43.6","40","2182","40","40","45","55","75","43.2","44","1","80","40","40"
"1984","vocational + Abi","Female","37.32","40","71","16","36","43","50","60","34.35","40.29","4","70","40","40"
"1984","vocational + Abi","Male","45.33","40.17","128","40","40","50","60","80","43.75","46.91","20","80","40","41"
"1985","general elemantary","Female","33.36","40","663","15","20","40","45","60","32.38","34.34","1","80","40","40"
"1985","general elemantary","Male","41.24","40","675","38","40","45","50","70","40.46","42.02","1","80","40","40"
"1985","higher education","Female","36.82","40","153","18","28","45","50","70","34.67","38.97","2","80","40","40"
"1985","higher education","Male","45.16","45","412","38","40","50","60","70","44.07","46.25","2","80","44","45"
"1985","higher vocational","Female","34.65","40","133","20","24","42","50","70","32.24","37.06","4","72","30","40"
"1985","higher vocational","Male","44.93","45","267","40","40","50","60","70","43.45","46.41","2","75","43","45"
"1985","in school","Female","","","","","","","","","","","","","",""
"1985","in school","Male","","","","","","","","","","","","","",""
"1985","inadequately","Female","36.37","40","183","18","38","40","45","70","35.01","37.73","1","70","40","40"
"1985","inadequately","Male","42.46","40","247","39","40","45","50","70","41.32","43.6","4","80","40","40"
"1985","middle vocational","Female","33.36","40","1056","13","22","40","45","60","32.57","34.15","1","80","40","40"
"1985","middle vocational","Male","43.31","41","1986","40","40","46","55","75","42.84","43.78","1","80","40","41"
"1985","vocational + Abi","Female","32.6","40","62","8","20","41","45","50","28.87","36.33","2","70","39","40"
"1985","vocational + Abi","Male","44.02","43","108","35","40","50","60","70","41.84","46.2","2","80","40","45"
"1986","general elemantary","Female","33.72","40","645","15","24","40","45","70","32.74","34.7","1","80","40","40"
"1986","general elemantary","Male","42.07","40","679","38","40","44","55","75","41.36","42.78","1","80","40","40"
"1986","higher education","Female","36.88","40","142","18","28","45","50","63","34.62","39.14","2","80","38","40"
"1986","higher education","Male","45.8","45","400","39","40","50","60","72","44.69","46.91","2","80","44","45"
"1986","higher vocational","Female","34.8","40","124","17","24","44","48","65","32.38","37.22","1","65","38","40"
"1986","higher vocational","Male","45.9","44.44","239","39","40","50","60","70","44.59","47.21","3","80","43","45"
"1986","in school","Female","","","","","","","","","","","","","",""
"1986","in school","Male","","","","","","","","","","","","","",""
"1986","inadequately","Female","37.14","40","171","20","39","40","46","56","35.52","38.76","2","80","40","40"
