"year","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","39.66","40","1274","20","40","44","50","70","39.05","40.27","2","80","40","40"
"1984","1-pers.-HH","40.65","40","591","25","40","45","52","72","39.73","41.57","1","80","40","40"
"1984","Couple + C. GT 16 ","39.76","40","1133","22","40","43","50","77","39.12","40.4","1","80","40","40"
"1984","Couple + C. LE 16","40.11","40","1908","20","40","46","56","75","39.52","40.7","1","80","40","40"
"1984","Couple + C. LE and GT 16","39.71","40","969","20","40","43","50","75","38.99","40.43","2","80","40","40"
"1984","Single parent","38.46","40","295","20","37","42","50","76","37.05","39.87","1","77","40","40"
"1985","(Married) couple without C.","40.58","40","1167","25","40","45","50","70","39.97","41.19","2","80","40","40"
"1985","1-pers.-HH","39.55","40","540","20","40","45","50","70","38.52","40.58","1","74","40","40"
"1985","Couple + C. GT 16 ","39.29","40","1150","20","40","45","50","70","38.56","40.02","1","80","40","40"
"1985","Couple + C. LE 16","38.85","40","1693","18","38","45","55","70","38.2","39.5","1","80","40","40"
"1985","Couple + C. LE and GT 16","39.86","40","839","20","40","45","50","65","39.04","40.68","1","80","40","40"
"1985","Single parent","39.22","40","291","20","39","44","55","80","37.74","40.7","1","80","40","40"
"1986","(Married) couple without C.","40.43","40","1193","25","40","45","50","72","39.8","41.06","1","80","40","40"
"1986","1-pers.-HH","41.57","40","507","33","40","45","53","72","40.61","42.53","1","80","40","40"
"1986","Couple + C. GT 16 ","39.07","40","1225","20","38","43","50","70","38.4","39.74","1","80","40","40"
"1986","Couple + C. LE 16","39.77","40","1528","20","38","46","55","70","39.11","40.43","1","80","40","40"
"1986","Couple + C. LE and GT 16","40.11","40","775","22","40","45","55","70","39.36","40.86","1","75","40","40"
"1986","Single parent","38.3","40","274","20","38","43","50","70","36.94","39.66","2","72","40","40"
"1987","(Married) couple without C.","39.36","40","1200","22","39","44","50","70","38.77","39.95","1","80","40","40"
"1987","1-pers.-HH","40.32","40","514","24","40","45","50","70","39.34","41.3","2","75","40","40"
"1987","Couple + C. GT 16 ","38.91","40","1291","20","38","42","50","70","38.3","39.52","1","80","40","40"
"1987","Couple + C. LE 16","39.43","40","1535","20","38","45","55","75","38.78","40.08","1","80","40","40"
"1987","Couple + C. LE and GT 16","39.55","40","728","20","39","45","50","70","38.77","40.33","1","80","40","40"
"1987","Single parent","38.22","40","285","20","38","42","50","70","36.97","39.47","3","80","40","40"
"1988","(Married) couple without C.","39.51","40","1162","22","38","45","50","70","38.87","40.15","1","80","40","40"
"1988","1-pers.-HH","40.38","40","472","30","39","45","50","70","39.4","41.36","1","80","40","40"
"1988","Couple + C. GT 16 ","38.81","40","1289","20","38","43","50","70","38.14","39.48","1","80","40","40"
"1988","Couple + C. LE 16","38.57","40","1446","18","37","45","52","70","37.89","39.25","1","80","40","40"
"1988","Couple + C. LE and GT 16","37.44","40","642","15","38","42","50","70","36.52","38.36","1","80","40","40"
"1988","Single parent","36.76","40","289","12","36","42","50","70","35.39","38.13","2","80","40","40"
"1989","(Married) couple without C.","39.76","40","1193","24","38","45","50","70","39.19","40.33","1","80","40","40"
"1989","1-pers.-HH","41.56","40","510","35","39","45","51","70","40.71","42.41","1","80","40","40"
"1989","Couple + C. GT 16 ","39.66","40","1267","23","38","45","50","70","39.08","40.24","1","80","40","40"
"1989","Couple + C. LE 16","38.97","40","1396","20","37","45","50","72","38.28","39.66","1","80","40","40"
"1989","Couple + C. LE and GT 16","39.87","40","586","24","38","45","50","70","39.05","40.69","4","78","40","40"
"1989","Single parent","38.67","40","263","20","37","42","50","70","37.28","40.06","6","80","39","40"
"1990","(Married) couple without C.","40.5","40","1791","25","38","45","51","70","40","41","0.5","80","40","40.5"
"1990","1-pers.-HH","41.55","40","601","35","38.5","45.5","50","70","40.76","42.34","5","80","40","41"
"1990","Couple + C. GT 16 ","40.21","40","1845","22.5","38","45","51","70","39.71","40.71","2","80","40","40"
"1990","Couple + C. LE 16","40.3","40","2635","20","37.5","48","51","70","39.85","40.75","0.2","80","40","42"
"1990","Couple + C. LE and GT 16","40.49","40","802","25","37.5","46.3","51","80","39.74","41.24","1.5","80","40","40"
"1990","Single parent","40.11","40","407","25","38","45","51","70","39.1","41.12","5","80","40","40"
"1991","(Married) couple without C.","39.63","40","1601","24","37.5","44","50","70","39.12","40.14","2","80","40","40"
"1991","1-pers.-HH","41.64","40","582","34.5","38.5","45","52","72","40.85","42.43","4","80","40","40"
"1991","Couple + C. GT 16 ","38.89","40","1727","20","37.5","44","50","70","38.37","39.41","1","80","40","40"
"1991","Couple + C. LE 16","38.71","40","2470","20","36","45","52","70","38.22","39.2","0.4","80","40","40"
"1991","Couple + C. LE and GT 16","38.68","40","799","22","37.5","43","50","68","37.94","39.42","0.5","80","39.5","40"
"1991","Single parent","38.49","40","387","22.4","37.5","41","50","70","37.39","39.59","0.2","80","39","40"
"1992","(Married) couple without C.","39.98","40","1555","26.5","38","45","50","70","39.49","40.47","3","80","40","40"
"1992","1-pers.-HH","41.26","40","567","35","38.5","45","50","70","40.52","42","4","80","40","40"
"1992","Couple + C. GT 16 ","39.13","40","1647","21","37.5","44","50","70","38.62","39.64","0.8","80","40","40"
"1992","Couple + C. LE 16","39.35","40","2313","20","37","45","52","70.5","38.86","39.84","0.6","80","40","40"
"1992","Couple + C. LE and GT 16","38.8","40","745","24.5","37.5","43","50","70","38.05","39.55","1","80","40","40"
"1992","Single parent","38.52","40","366","24","37.5","43","50","70","37.44","39.6","3","70","40","40"
"1993","(Married) couple without C.","39.55","40","1573","25","37.5","44","50","70","39.05","40.05","0.7","80","40","40"
"1993","1-pers.-HH","40.64","40","606","30","38.5","45","52","70","39.82","41.46","3.5","80","40","40"
"1993","Couple + C. GT 16 ","39.18","40","1500","20","37.5","44","50","75","38.62","39.74","0.1","80","40","40"
"1993","Couple + C. LE 16","38.86","40","2179","20","37","45","52","70","38.33","39.39","0.8","80","40","40"
"1993","Couple + C. LE and GT 16","39.26","40","764","25.5","37.5","44","50","70","38.52","40","1","80","40","40"
"1993","Single parent","38.16","40","330","24","37.5","42","50","60","37.1","39.22","7.5","70","40","40"
"1994","(Married) couple without C.","39.96","40","1606","25","37.5","45","50","70","39.45","40.47","1.5","80","40","40"
"1994","1-pers.-HH","41.62","40","584","36","38.5","45","50","70","40.82","42.42","3","80","40","40"
"1994","Couple + C. GT 16 ","38.6","40","1399","20","37.5","43.5","50","72","38.02","39.18","0.9","80","40","40"
"1994","Couple + C. LE 16","38.19","40","2033","18","36","45","50","70","37.64","38.74","0.5","80","40","40"
"1994","Couple + C. LE and GT 16","39.03","40","733","21","37","43","50","70","38.24","39.82","2","80","40","40"
"1994","Single parent","37.36","40","306","20","36.5","42","48","60","36.26","38.46","6","60","39.5","40"
"1995","(Married) couple without C.","39.76","40","1715","23","37.5","45","50","70","39.23","40.29","1.5","80","40","40"
"1995","1-pers.-HH","40.63","40","634","26.5","38.5","45","52","70","39.79","41.47","3","80","40","40"
"1995","Couple + C. GT 16 ","38.58","40","1454","20","36.5","45","50","73","37.98","39.18","2","80","40","40"
"1995","Couple + C. LE 16","38.47","40","2146","19.5","36","45","54","70","37.92","39.02","1","80","40","40"
"1995","Couple + C. LE and GT 16","38.38","40","787","20","37","45","50","65","37.57","39.19","2","80","40","40"
