"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","general elemantary","Rural Area","37.13","40","284","18","30","42","50","80","35.58","38.68","3","80","40","40"
"1985","general elemantary","Urban Area","36.65","40","1054","18","35","41","48","60","35.93","37.37","1","80","40","40"
"1985","higher education","Rural Area","41.42","42","79","20","40","50","56","80","38.22","44.62","2","80","40","45"
"1985","higher education","Urban Area","43.12","43","486","28","40","50","60","70","42.04","44.2","2","80","42","44"
"1985","higher vocational","Rural Area","41.87","40","83","15","40","50","60","75","38.27","45.47","2","75","40","45"
"1985","higher vocational","Urban Area","41.48","42","317","21","40","48","58","70","40.02","42.94","3","75","40","43"
"1985","in school","Rural Area","","","","","","","","","","","","","",""
"1985","in school","Urban Area","","","","","","","","","","","","","",""
"1985","inadequately","Rural Area","42.66","40","45","40","40","47","48","70","40.13","45.19","15","70","40","40"
"1985","inadequately","Urban Area","39.76","40","385","30","40","40","50","70","38.81","40.71","1","80","40","40"
"1985","middle vocational","Rural Area","40.94","40","673","20","40","45","56","70","39.97","41.91","2","80","40","41"
"1985","middle vocational","Urban Area","39.29","40","2369","20","40","45","50","72","38.79","39.79","1","80","40","40"
"1985","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1985","vocational + Abi","Urban Area","39.45","40","147","17","40","45","55","70","37.3","41.6","2","80","40","40"
"1986","general elemantary","Rural Area","38.3","40","280","20","38","42","50","78","36.88","39.72","2","80","40","40"
"1986","general elemantary","Urban Area","37.02","40","1044","20","36","41","48","70","36.32","37.72","1","80","40","40"
"1986","higher education","Rural Area","43.43","41.53","86","30","40","50","60","72","40.73","46.13","2","72","40","45"
"1986","higher education","Urban Area","43.53","44","456","28","40","50","60","70","42.36","44.7","2","80","42","45"
"1986","higher vocational","Rural Area","44.82","44.03","80","30","40","50","62","70","42.2","47.44","6","70","40","45"
"1986","higher vocational","Urban Area","41.32","42","283","20","40","45","55","70","39.82","42.82","1","80","40","42"
"1986","in school","Rural Area","","","","","","","","","","","","","",""
"1986","in school","Urban Area","","","","","","","","","","","","","",""
"1986","inadequately","Rural Area","41.27","40","46","40","40","45","50","68","37.83","44.71","4","72","40","40"
"1986","inadequately","Urban Area","39.51","40","350","35","39","40","48","62","38.56","40.46","2","80","40","40"
"1986","middle vocational","Rural Area","41.37","40","636","22","40","45","60","75","40.34","42.4","2","80","40","40"
"1986","middle vocational","Urban Area","39.84","40","2318","22","39","45","50","70","39.37","40.31","1","80","40","40"
"1986","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1986","vocational + Abi","Urban Area","38.23","40","145","13","39","44","50","70","36.25","40.21","1","70","40","40"
"1987","general elemantary","Rural Area","36.69","40","280","15","30","42","50","72","35.24","38.14","2","80","40","40"
"1987","general elemantary","Urban Area","36.64","40","1058","16","36","40","48","65","36","37.28","1","80","40","40"
"1987","higher education","Rural Area","39.95","40","83","10","38","50","60","72","36.57","43.33","1","72","40","43"
"1987","higher education","Urban Area","42.46","43","463","25","40","50","55","70","41.32","43.6","2","80","41","44"
"1987","higher vocational","Rural Area","42.74","42","75","25","40","50","57","72","39.85","45.63","9","75","40","45"
"1987","higher vocational","Urban Area","40.8","42","284","20","40","46","55","72","39.33","42.27","1","75","40","42"
"1987","in school","Rural Area","","","","","","","","","","","","","",""
"1987","in school","Urban Area","","","","","","","","","","","","","",""
"1987","inadequately","Rural Area","40.43","40","49","33","39","45","50","70","37.14","43.72","10","70","40","40"
"1987","inadequately","Urban Area","39.06","40","352","26","38","40","48","60","38.18","39.94","5","80","40","40"
"1987","middle vocational","Rural Area","40.03","40","665","22","39","45","55","75","39.09","40.97","1","80","40","40"
"1987","middle vocational","Urban Area","39.93","40","2337","24","39","44","50","70","39.48","40.38","2","80","40","40"
"1987","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1987","vocational + Abi","Urban Area","37.94","40","154","10","38","45","50","60","36.21","39.67","2","65","40","40"
"1988","general elemantary","Rural Area","36.99","40","263","13","30","43","50","80","35.26","38.72","3","80","40","40"
"1988","general elemantary","Urban Area","35.85","40","1047","15","33","40","48","70","35.14","36.56","1","80","40","40"
"1988","higher education","Rural Area","40.06","40","80","20","35","50","55","70","36.87","43.25","2","70","39","45"
"1988","higher education","Urban Area","42.55","42","443","30","40","50","56","70","41.48","43.62","3","70","42","44"
"1988","higher vocational","Rural Area","41.98","42","76","22","40","50","60","75","38.89","45.07","5","75","40","45"
"1988","higher vocational","Urban Area","40.74","41","274","20","39","46","52","70","39.22","42.26","3","72","40","42"
"1988","in school","Rural Area","","","","","","","","","","","","","",""
"1988","in school","Urban Area","","","","","","","","","","","","","",""
"1988","inadequately","Rural Area","37.16","40","48","20","38","40","50","60","33.27","41.05","5","60","39","40"
"1988","inadequately","Urban Area","38.32","40","305","30","38","40","46","54","37.33","39.31","1","70","40","40"
"1988","middle vocational","Rural Area","39.26","40","599","20","38","45","54","75","38.16","40.36","1","80","40","40"
"1988","middle vocational","Urban Area","39.15","40","2216","20","38","44","50","70","38.66","39.64","1","80","40","40"
"1988","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1988","vocational + Abi","Urban Area","39.17","40","152","25","38","44","50","60","37.53","40.81","2","60","40","40"
"1989","general elemantary","Rural Area","38.54","40","231","18","33","43","55","70","36.89","40.19","1","80","40","40"
"1989","general elemantary","Urban Area","37.15","40","1027","20","37","40","48","70","36.51","37.79","1","80","40","40"
"1989","higher education","Rural Area","42.73","40","77","25","39","50","60","75","39.91","45.55","5","75","40","45"
"1989","higher education","Urban Area","42.84","43","449","30","40","50","55","70","41.79","43.89","3","80","42","44"
"1989","higher vocational","Rural Area","43.65","41.28","72","36","39","50","60","75","40.66","46.64","6","75","40","45"
"1989","higher vocational","Urban Area","40.12","40","260","20","39","45","50","70","38.59","41.65","3","80","40","42"
"1989","in school","Rural Area","","","","","","","","","","","","","",""
"1989","in school","Urban Area","","","","","","","","","","","","","",""
"1989","inadequately","Rural Area","39.42","40","47","30","40","40","45","78","36.23","42.61","10","78","40","40"
"1989","inadequately","Urban Area","38.07","40","285","30","38","40","45","55","37.03","39.11","2","80","39","40"
"1989","middle vocational","Rural Area","40.79","40","600","24","38","45","55","72","39.88","41.7","1","78","40","40"
"1989","middle vocational","Urban Area","39.77","40","2207","22","38","45","50","70","39.31","40.23","1","80","40","40"
"1989","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1989","vocational + Abi","Urban Area","40.2","40","161","28","39","45","50","66","38.68","41.72","5","80","40","40"
"1990","general elemantary","Rural Area","37.43","40","398","19.5","30.5","44","51","70","36.28","38.58","2","80","40","40"
"1990","general elemantary","Urban Area","37.82","39","1052","20","37.5","42","50","70","37.19","38.45","2","80","39","40"
"1990","higher education","Rural Area","44.1","45","534","30","40","51","55","70","43.22","44.98","4","80","45","48"
"1990","higher education","Urban Area","42.52","43.93","774","28","39","50","52","70","41.76","43.28","0.2","80","44","45"
"1990","higher vocational","Rural Area","46.07","45.5","203","37","40","51","60","73","44.5","47.64","10","78","45","50"
"1990","higher vocational","Urban Area","41.43","41","322","27","38.5","46","51","70","40.22","42.64","0.5","75","40","42"
"1990","in school","Rural Area","","","","","","","","","","","","","",""
"1990","in school","Urban Area","","","","","","","","","","","","","",""
"1990","inadequately","Rural Area","37.61","39.21","47","35","37.8","42","42.5","56","34.77","40.45","8","60","39","40"
"1990","inadequately","Urban Area","38.02","39","288","30","37.5","40","46","60","36.94","39.1","5","80","38.5","39"
"1990","middle vocational","Rural Area","42.03","42","1833","26","38.5","50","52","72","41.53","42.53","2","80","43","44"
"1990","middle vocational","Urban Area","39.85","40","2757","22.5","38","45","51","70","39.43","40.27","2","80","40","40"
"1990","vocational + Abi","Rural Area","43.01","42.66","50","38","40","50","51","65","40.31","45.71","9","65","40","48"
"1990","vocational + Abi","Urban Area","38.74","40","184","20","38","45","50","70","37.26","40.22","5","70","40","40.5"
"1991","general elemantary","Rural Area","37.17","39","326","20","32","40","50","80","35.88","38.46","4","80","39","40"
"1991","general elemantary","Urban Area","36.59","38.5","1024","20","37","40","46","70","35.93","37.25","2.5","80","38.5","39"
"1991","higher education","Rural Area","42.1","40","464","25","39","48","60","70","41.08","43.12","4","80","40","42"
"1991","higher education","Urban Area","41.39","42","749","25","38.5","48","55","70","40.59","42.19","1.5","80","40","42"
"1991","higher vocational","Rural Area","42.23","42","199","20","38.5","50","60","72","40.44","44.02","4","72","40","43.7999992370605"
"1991","higher vocational","Urban Area","40.67","40","320","24","38.5","45","55","70","39.32","42.02","3","80","40","41"
"1991","in school","Rural Area","","","","","","","","","","","","","",""
"1991","in school","Urban Area","","","","","","","","","","","","","",""
"1991","inadequately","Rural Area","38.27","39.36","51","20","38","40","43","60","35.05","41.49","10","60","38.5","40"
"1991","inadequately","Urban Area","37.81","38.5","287","24","37.5","40","46","60","36.61","39.01","4","72","38","39"
