"year","e11102","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Female","34.02","40","2353","15","24","40","45","70","33.51","34.53","1","80","40","40"
"1984","Employed","Male","43.62","40","4056","40","40","47","58","75","43.31","43.93","1","80","40","40"
"1984","Not Employed","Female","30.91","37.65","78","8","14","40","50","80","27.12","34.7","1","80","30","40"
"1984","Not Employed","Male","39.38","40","69","39","40","42","45","70","37.1","41.66","2","70","40","40"
"1985","Employed","Female","33.81","40","2193","15","23","40","45","60","33.28","34.34","1","80","40","40"
"1985","Employed","Male","43.49","42","3667","40","40","48","60","72","43.14","43.84","1","80","40","40"
"1985","Not Employed","Female","32.46","40","82","8","15","44","60","75","28.31","36.61","1","75","25","40"
"1985","Not Employed","Male","34.93","40","62","12","38","42","45","55","31.4","38.46","2","60","40","40"
"1986","Employed","Female","34.78","40","2154","16","25","40","47","65","34.25","35.31","1","80","40","40"
"1986","Employed","Male","43.68","41","3538","38","40","48","58","72","43.34","44.02","1","80","40","40"
"1986","Not Employed","Female","28.54","29.32","69","8","12","40","45","68","24.46","32.62","1","70","20","40"
"1986","Not Employed","Male","38.75","40","56","20","38","42","56","60","34.99","42.51","1","60","40","40"
"1987","Employed","Female","33.92","40","2218","15","25","40","45","60","33.42","34.42","1","80","39","40"
"1987","Employed","Male","43.31","40","3595","38","40","46","55","75","43","43.62","1","80","40","40"
"1987","Not Employed","Female","29.88","38","63","5","15","40","45","72","25.74","34.02","1","72","21","40"
"1987","Not Employed","Male","33.7","40","31","5","16","42","60","72","26.79","40.61","2","72","40","40"
"1988","Employed","Female","33.5","39","2135","12","24","40","45","65","32.95","34.05","1","80","39","40"
"1988","Employed","Male","42.86","40","3383","38","40","46","55","72","42.51","43.21","1","80","40","40"
"1988","Not Employed","Female","23.73","23.03","56","3","10","38","42","60","19.4","28.06","1","60","16","35"
"1988","Not Employed","Male","40.32","40","38","36","38","44","47","55","37.05","43.59","1","55","39","40"
"1989","Employed","Female","34.37","39","2102","15","25","40","45","60","33.85","34.89","1","80","39","39"
"1989","Employed","Male","43.63","40","3310","38","40","47","55","70","43.33","43.93","1","80","40","40"
"1989","Not Employed","Female","29.22","30","56","10","20","40","42","80","25.37","33.07","1","80","20","38"
"1989","Not Employed","Male","36.41","40","52","7","38","44","50","60","32.54","40.28","3","60","38","40"
"1990","Employed","Female","33.75","38.5","2106","15","25","40","45","60","33.24","34.26","0.5","80","38.5","38.5"
"1990","Employed","Male","42.77","40","3226","37.5","38.5","45","53","72","42.46","43.08","2","80","40","40"
"1990","Not Employed","Female","22.08","18.53","49","4","9","37","43","68","17.8","26.36","0.2","68","15","25"
"1990","Not Employed","Male","32.81","38.67","40","8","25","40","45","47.5","28.87","36.75","2","47.5","38","40"
"1991","Employed","Female","33.44","38.5","2184","15","24","40","45","65","32.93","33.95","1","80","38","38"
"1991","Employed","Male","42.97","40","3207","37.5","38.5","46","55","72","42.66","43.28","2","80","40","40"
"1991","Not Employed","Female","24.21","20.32","68","5","10","38.5","40","70","20.36","28.06","0.2","70","16","36"
"1991","Not Employed","Male","38.25","39","57","10","37","45","55","75","34.12","42.38","2","75","37.5","40"
"1992","Employed","Female","34.65","38.5","3160","17","26","40","45","60","34.26","35.04","0.6","80","38.5","39.5"
"1992","Employed","Male","43.33","40","4373","37.5","38.5","47","55","74","43.06","43.6","2","80","40","40"
"1992","Not Employed","Female","27.07","35","69","2","16","40","40","50","23.91","30.23","0.8","50","27.5","40"
"1992","Not Employed","Male","37.4","40","47","20","38.5","42","45","56","33.99","40.81","6","60","40","40"
"1993","Employed","Female","34.3","38.5","3057","15","25","40","45","60","33.88","34.72","0.5","80","38.5","39"
"1993","Employed","Male","43.25","40","4185","37.5","38.5","46","55","72","42.97","43.53","2","80","40","40"
"1993","Not Employed","Female","25.96","25.36","107","6","15","40","40","55","23.21","28.71","0.1","60","30","38.5"
"1993","Not Employed","Male","39.29","40","57","35","38","42","50","70","36.15","42.43","3","70","39","40"
"1994","Employed","Female","34.09","38.5","2942","15","25","40","45","62","33.67","34.51","0.5","80","38.5","39"
"1994","Employed","Male","43.08","40","4014","37","38.5","46","55","70","42.79","43.37","0.9","80","40","40"
"1994","Not Employed","Female","27.15","25.14","77","8.5","14","40","40","70","23.36","30.94","2","70","20","36"
"1994","Not Employed","Male","39.55","40","59","30","37.5","42","50","72","35.64","43.46","4.5","72","38","40"
"1995","Employed","Female","33.68","38.5","3123","14","25","40","45","62","33.25","34.11","1","80","38.5","38.5"
"1995","Employed","Male","43.01","41","4216","37","38.5","48","55","70","42.71","43.31","2","80","40","41"
"1995","Not Employed","Female","26.74","30","100","6","10.5","40","45","65","23.95","29.53","0.4","65","30","38"
"1995","Not Employed","Male","38.38","40","68","10","38","45","55","80","35.09","41.67","1.5","80","39","42"
"1996","Employed","Female","33.61","38.5","3046","15","25","40","45","62.5","33.19","34.03","0.5","80","38.5","38.5"
"1996","Employed","Male","43.19","41","4049","36","38.5","48","55","72","42.89","43.49","2","80","40","41"
"1996","Not Employed","Female","24.22","25","85","5","10","40","40","46","21.27","27.17","0.5","50","20","40"
"1996","Not Employed","Male","37.87","39","51","18","35","45","50","60","35.1","40.64","15","60","38","40"
"1997","Employed","Female","34.06","38.5","2999","15","25","41","46","65","33.62","34.5","1","80","38.5","39"
"1997","Employed","Male","43.62","41","4003","36.5","38.7","50","56","75","43.31","43.93","2","80","40.5","42"
"1997","Not Employed","Female","23.23","20","73","7","10","40","40","67","19.46","27","1","70","20","40"
"1997","Not Employed","Male","37.9","40","44","5","38","50","50","60","34.05","41.75","1","60","39","40"
"1998","Employed","Female","33.99","38","3268","15","25","40","46","65","33.57","34.41","2","80","38.5","38.5"
"1998","Employed","Male","43.3","42","4368","35","38.5","49","55","72","42.99","43.61","2","80","41","42"
