"plh0213","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","(0) in school","","","",""
"1 Strongly disagree","2005","Full Time","(1a) inadequately completed","2","","",""
"1 Strongly disagree","2005","Full Time","(1b) general elementary school","6","","",""
"1 Strongly disagree","2005","Full Time","(1c) basic vocational qualification","12","","",""
"1 Strongly disagree","2005","Full Time","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Full Time","(2a) intermediate vocational","6","","",""
"1 Strongly disagree","2005","Full Time","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Full Time","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2005","Full Time","(3a) lower tertiary education","2","","",""
"1 Strongly disagree","2005","Full Time","(3b) higher tertiary education","3","","",""
"1 Strongly disagree","2005","Part Time","(0) in school","","","",""
"1 Strongly disagree","2005","Part Time","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","Part Time","(1b) general elementary school","4","","",""
"1 Strongly disagree","2005","Part Time","(1c) basic vocational qualification","8","","",""
"1 Strongly disagree","2005","Part Time","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Part Time","(2a) intermediate vocational","1","","",""
"1 Strongly disagree","2005","Part Time","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","Part Time","(2c_voc) vocational maturity certificate","3","","",""
"1 Strongly disagree","2005","Part Time","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","Part Time","(3b) higher tertiary education","1","","",""
"1 Strongly disagree","2005","Not Working","(0) in school","1","","",""
"1 Strongly disagree","2005","Not Working","(1a) inadequately completed","2","","",""
"1 Strongly disagree","2005","Not Working","(1b) general elementary school","19","","",""
"1 Strongly disagree","2005","Not Working","(1c) basic vocational qualification","41","0.0174909466076397","0.0126370674152062","0.0223448258000731"
"1 Strongly disagree","2005","Not Working","(2b) intermediate general qualification","2","","",""
"1 Strongly disagree","2005","Not Working","(2a) intermediate vocational","10","","",""
"1 Strongly disagree","2005","Not Working","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2005","Not Working","(3a) lower tertiary education","2","","",""
"1 Strongly disagree","2005","Not Working","(3b) higher tertiary education","7","","",""
"2 on scale 1-7 ","2005","Full Time","(0) in school","","","",""
"2 on scale 1-7 ","2005","Full Time","(1a) inadequately completed","1","","",""
"2 on scale 1-7 ","2005","Full Time","(1b) general elementary school","12","","",""
"2 on scale 1-7 ","2005","Full Time","(1c) basic vocational qualification","40","0.0194775270218234","0.0131249954041974","0.0258300586394494"
"2 on scale 1-7 ","2005","Full Time","(2b) intermediate general qualification","6","","",""
