"pld0044","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Often","2013","35-65 y.","Full Time","149","0.0188966417119614","0.015794774185551","0.0219985092383718","2"
"Often","2013","35-65 y.","Part Time","73","0.0137502609152168","0.0104826404892501","0.0170178813411834","2"
"Often","2013","66 and older","Part Time","11","","","","2"
"Often","2013","35-65 y.","Not Working","62","0.0220375093370409","0.0164107984845893","0.0276642201894924","2"
"Often","2013","66 and older","Not Working","25","","","","2"
"Often","2013","66 and older","Full Time","","","","","2"
"Rarely","2013","16-34 y.","Full Time","834","0.397041050801432","0.376416626976512","0.417665474626353","4"
"Rarely","2013","16-34 y.","Part Time","651","0.375980076443035","0.353955534744389","0.398004618141682","4"
"Rarely","2013","16-34 y.","Not Working","558","0.380472728194433","0.356779573604919","0.404165882783947","4"
"Rarely","2013","35-65 y.","Full Time","2613","0.371571048448663","0.360562689632101","0.382579407265225","4"
"Rarely","2013","66 and older","Part Time","99","0.252905204163614","0.209085551604964","0.296724856722263","4"
"Rarely","2013","35-65 y.","Part Time","1623","0.337922089696692","0.324649810096274","0.351194369297111","4"
"Rarely","2013","35-65 y.","Not Working","643","0.245315605177486","0.228824205498563","0.26180700485641","4"
"Rarely","2013","66 and older","Full Time","13","","","","4"
"Rarely","2013","66 and older","Not Working","903","0.197489063828592","0.185899896410603","0.209078231246582","4"
"Sometimes","2013","16-34 y.","Full Time","460","0.223849553008655","0.206279570953658","0.241419535063651","3"
"Sometimes","2013","16-34 y.","Not Working","397","0.2435648648468","0.222617756758321","0.264511972935279","3"
"Sometimes","2013","35-65 y.","Part Time","492","0.0967269035365394","0.088432868566521","0.105020938506558","3"
"Sometimes","2013","66 and older","Not Working","230","0.0532419860357311","0.0467061394424786","0.0597778326289837","3"
"Sometimes","2013","35-65 y.","Not Working","263","0.0930254461439921","0.0818924854306047","0.104158406857379","3"
"Sometimes","2013","66 and older","Part Time","27","","","","3"
"Sometimes","2013","35-65 y.","Full Time","880","0.122226090603012","0.114764234922052","0.129687946283972","3"
"Sometimes","2013","16-34 y.","Part Time","465","0.275297434358112","0.254987607660829","0.295607261055396","3"
"Sometimes","2013","66 and older","Full Time","8","","","","3"
"Very often","2013","16-34 y.","Not Working","19","","","","1"
"Very often","2013","16-34 y.","Full Time","10","","","","1"
"Very often","2013","16-34 y.","Part Time","17","","","","1"
"Very often","2013","66 and older","Full Time","1","","","","1"
"Very often","2013","35-65 y.","Not Working","11","","","","1"
"Very often","2013","66 and older","Part Time","2","","","","1"
"Very often","2013","35-65 y.","Part Time","18","","","","1"
"Very often","2013","66 and older","Not Working","5","","","","1"
"Very often","2013","35-65 y.","Full Time","15","","","","1"
"Never","2014","16-34 y.","Full Time","","","","","5"
"Never","2014","16-34 y.","Part Time","","","","","5"
"Never","2014","16-34 y.","Not Working","","","","","5"
"Never","2014","35-65 y.","Not Working","","","","","5"
"Never","2014","66 and older","Full Time","","","","","5"
"Never","2014","66 and older","Part Time","","","","","5"
"Never","2014","66 and older","Not Working","","","","","5"
"Never","2014","35-65 y.","Full Time","","","","","5"
"Never","2014","35-65 y.","Part Time","","","","","5"
"Often","2014","16-34 y.","Full Time","","","","","2"
"Often","2014","16-34 y.","Part Time","","","","","2"
"Often","2014","16-34 y.","Not Working","","","","","2"
"Often","2014","35-65 y.","Full Time","","","","","2"
"Often","2014","35-65 y.","Part Time","","","","","2"
"Often","2014","66 and older","Part Time","","","","","2"
"Often","2014","35-65 y.","Not Working","","","","","2"
"Often","2014","66 and older","Full Time","","","","","2"
"Often","2014","66 and older","Not Working","","","","","2"
"Rarely","2014","16-34 y.","Full Time","","","","","4"
"Rarely","2014","35-65 y.","Full Time","","","","","4"
"Rarely","2014","16-34 y.","Part Time","","","","","4"
"Rarely","2014","16-34 y.","Not Working","","","","","4"
"Rarely","2014","35-65 y.","Part Time","","","","","4"
"Rarely","2014","35-65 y.","Not Working","","","","","4"
"Rarely","2014","66 and older","Full Time","","","","","4"
"Rarely","2014","66 and older","Part Time","","","","","4"
"Rarely","2014","66 and older","Not Working","","","","","4"
"Sometimes","2014","66 and older","Part Time","","","","","3"
"Sometimes","2014","66 and older","Full Time","","","","","3"
"Sometimes","2014","16-34 y.","Full Time","","","","","3"
"Sometimes","2014","16-34 y.","Part Time","","","","","3"
"Sometimes","2014","16-34 y.","Not Working","","","","","3"
"Sometimes","2014","35-65 y.","Full Time","","","","","3"
"Sometimes","2014","35-65 y.","Not Working","","","","","3"
"Sometimes","2014","66 and older","Not Working","","","","","3"
"Sometimes","2014","35-65 y.","Part Time","","","","","3"
"Very often","2014","16-34 y.","Full Time","","","","","1"
"Very often","2014","16-34 y.","Part Time","","","","","1"
"Very often","2014","16-34 y.","Not Working","","","","","1"
"Very often","2014","35-65 y.","Full Time","","","","","1"
"Very often","2014","66 and older","Part Time","","","","","1"
"Very often","2014","66 and older","Not Working","","","","","1"
"Very often","2014","66 and older","Full Time","","","","","1"
"Very often","2014","35-65 y.","Part Time","","","","","1"
"Very often","2014","35-65 y.","Not Working","","","","","1"
"Never","2015","16-34 y.","Full Time","","","","","5"
"Never","2015","16-34 y.","Part Time","","","","","5"
"Never","2015","16-34 y.","Not Working","","","","","5"
"Never","2015","35-65 y.","Full Time","","","","","5"
"Never","2015","35-65 y.","Part Time","","","","","5"
"Never","2015","35-65 y.","Not Working","","","","","5"
"Never","2015","66 and older","Full Time","","","","","5"
"Never","2015","66 and older","Part Time","","","","","5"
"Never","2015","66 and older","Not Working","","","","","5"
"Often","2015","16-34 y.","Full Time","","","","","2"
"Often","2015","16-34 y.","Part Time","","","","","2"
"Often","2015","16-34 y.","Not Working","","","","","2"
"Often","2015","35-65 y.","Full Time","","","","","2"
"Often","2015","35-65 y.","Part Time","","","","","2"
"Often","2015","66 and older","Part Time","","","","","2"
"Often","2015","66 and older","Full Time","","","","","2"
"Often","2015","35-65 y.","Not Working","","","","","2"
"Often","2015","66 and older","Not Working","","","","","2"
"Rarely","2015","16-34 y.","Full Time","","","","","4"
"Rarely","2015","35-65 y.","Full Time","","","","","4"
"Rarely","2015","16-34 y.","Part Time","","","","","4"
"Rarely","2015","16-34 y.","Not Working","","","","","4"
"Rarely","2015","35-65 y.","Part Time","","","","","4"
"Rarely","2015","35-65 y.","Not Working","","","","","4"
"Rarely","2015","66 and older","Full Time","","","","","4"
"Rarely","2015","66 and older","Not Working","","","","","4"
"Rarely","2015","66 and older","Part Time","","","","","4"
"Sometimes","2015","66 and older","Full Time","","","","","3"
"Sometimes","2015","16-34 y.","Not Working","","","","","3"
"Sometimes","2015","35-65 y.","Part Time","","","","","3"
"Sometimes","2015","35-65 y.","Not Working","","","","","3"
"Sometimes","2015","66 and older","Part Time","","","","","3"
"Sometimes","2015","66 and older","Not Working","","","","","3"
"Sometimes","2015","16-34 y.","Full Time","","","","","3"
"Sometimes","2015","16-34 y.","Part Time","","","","","3"
"Sometimes","2015","35-65 y.","Full Time","","","","","3"
"Very often","2015","16-34 y.","Full Time","","","","","1"
"Very often","2015","16-34 y.","Part Time","","","","","1"
"Very often","2015","16-34 y.","Not Working","","","","","1"
"Very often","2015","66 and older","Full Time","","","","","1"
"Very often","2015","66 and older","Part Time","","","","","1"
"Very often","2015","35-65 y.","Not Working","","","","","1"
"Very often","2015","35-65 y.","Part Time","","","","","1"
"Very often","2015","35-65 y.","Full Time","","","","","1"
"Very often","2015","66 and older","Not Working","","","","","1"
"Never","2016","16-34 y.","Full Time","","","","","5"
"Never","2016","16-34 y.","Part Time","","","","","5"
"Never","2016","16-34 y.","Not Working","","","","","5"
"Never","2016","35-65 y.","Not Working","","","","","5"
"Never","2016","66 and older","Full Time","","","","","5"
"Never","2016","66 and older","Part Time","","","","","5"
"Never","2016","35-65 y.","Full Time","","","","","5"
"Never","2016","35-65 y.","Part Time","","","","","5"
"Never","2016","66 and older","Not Working","","","","","5"
"Often","2016","16-34 y.","Full Time","","","","","2"
"Often","2016","16-34 y.","Part Time","","","","","2"
"Often","2016","16-34 y.","Not Working","","","","","2"
"Often","2016","35-65 y.","Full Time","","","","","2"
"Often","2016","35-65 y.","Part Time","","","","","2"
"Often","2016","35-65 y.","Not Working","","","","","2"
"Often","2016","66 and older","Full Time","","","","","2"
"Often","2016","66 and older","Part Time","","","","","2"
"Often","2016","66 and older","Not Working","","","","","2"
"Rarely","2016","16-34 y.","Not Working","","","","","4"
"Rarely","2016","16-34 y.","Full Time","","","","","4"
"Rarely","2016","16-34 y.","Part Time","","","","","4"
"Rarely","2016","35-65 y.","Full Time","","","","","4"
"Rarely","2016","35-65 y.","Part Time","","","","","4"
"Rarely","2016","35-65 y.","Not Working","","","","","4"
"Rarely","2016","66 and older","Full Time","","","","","4"
"Rarely","2016","66 and older","Part Time","","","","","4"
"Rarely","2016","66 and older","Not Working","","","","","4"
"Sometimes","2016","16-34 y.","Not Working","","","","","3"
"Sometimes","2016","66 and older","Part Time","","","","","3"
"Sometimes","2016","16-34 y.","Full Time","","","","","3"
"Sometimes","2016","16-34 y.","Part Time","","","","","3"
"Sometimes","2016","35-65 y.","Full Time","","","","","3"
"Sometimes","2016","35-65 y.","Part Time","","","","","3"
"Sometimes","2016","35-65 y.","Not Working","","","","","3"
"Sometimes","2016","66 and older","Full Time","","","","","3"
"Sometimes","2016","66 and older","Not Working","","","","","3"
"Very often","2016","16-34 y.","Not Working","","","","","1"
"Very often","2016","16-34 y.","Full Time","","","","","1"
"Very often","2016","16-34 y.","Part Time","","","","","1"
"Very often","2016","66 and older","Full Time","","","","","1"
"Very often","2016","35-65 y.","Not Working","","","","","1"
"Very often","2016","35-65 y.","Part Time","","","","","1"
"Very often","2016","35-65 y.","Full Time","","","","","1"
"Very often","2016","66 and older","Part Time","","","","","1"
"Very often","2016","66 and older","Not Working","","","","","1"
"Never","2017","16-34 y.","Full Time","","","","","5"
"Never","2017","16-34 y.","Part Time","","","","","5"
"Never","2017","16-34 y.","Not Working","","","","","5"
"Never","2017","35-65 y.","Not Working","","","","","5"
"Never","2017","66 and older","Full Time","","","","","5"
"Never","2017","66 and older","Part Time","","","","","5"
"Never","2017","66 and older","Not Working","","","","","5"
"Never","2017","35-65 y.","Full Time","","","","","5"
"Never","2017","35-65 y.","Part Time","","","","","5"
"Often","2017","35-65 y.","Not Working","","","","","2"
"Often","2017","66 and older","Full Time","","","","","2"
"Often","2017","66 and older","Part Time","","","","","2"
"Often","2017","16-34 y.","Full Time","","","","","2"
"Often","2017","16-34 y.","Part Time","","","","","2"
"Often","2017","16-34 y.","Not Working","","","","","2"
"Often","2017","35-65 y.","Full Time","","","","","2"
"Often","2017","35-65 y.","Part Time","","","","","2"
"Often","2017","66 and older","Not Working","","","","","2"
"Rarely","2017","16-34 y.","Not Working","","","","","4"
"Rarely","2017","16-34 y.","Full Time","","","","","4"
"Rarely","2017","16-34 y.","Part Time","","","","","4"
"Rarely","2017","35-65 y.","Full Time","","","","","4"
"Rarely","2017","66 and older","Full Time","","","","","4"
"Rarely","2017","35-65 y.","Part Time","","","","","4"
"Rarely","2017","35-65 y.","Not Working","","","","","4"
"Rarely","2017","66 and older","Part Time","","","","","4"
"Rarely","2017","66 and older","Not Working","","","","","4"
"Sometimes","2017","16-34 y.","Full Time","","","","","3"
"Sometimes","2017","16-34 y.","Part Time","","","","","3"
"Sometimes","2017","66 and older","Full Time","","","","","3"
"Sometimes","2017","16-34 y.","Not Working","","","","","3"
"Sometimes","2017","35-65 y.","Part Time","","","","","3"
"Sometimes","2017","35-65 y.","Not Working","","","","","3"
"Sometimes","2017","66 and older","Part Time","","","","","3"
"Sometimes","2017","66 and older","Not Working","","","","","3"
"Sometimes","2017","35-65 y.","Full Time","","","","","3"
"Very often","2017","16-34 y.","Full Time","","","","","1"
"Very often","2017","16-34 y.","Part Time","","","","","1"
"Very often","2017","16-34 y.","Not Working","","","","","1"
"Very often","2017","35-65 y.","Full Time","","","","","1"
"Very often","2017","66 and older","Part Time","","","","","1"
"Very often","2017","66 and older","Not Working","","","","","1"
"Very often","2017","35-65 y.","Not Working","","","","","1"
"Very often","2017","35-65 y.","Part Time","","","","","1"
"Very often","2017","66 and older","Full Time","","","","","1"
"Never","2018","16-34 y.","Full Time","572","0.239308749419935","0.222087696957161","0.25652980188271","5"
"Never","2018","16-34 y.","Part Time","462","0.226213670860156","0.208289733117067","0.244137608603245","5"
"Never","2018","16-34 y.","Not Working","435","0.289796994229757","0.267448625670822","0.312145362788691","5"
"Never","2018","35-65 y.","Full Time","3192","0.404816876308439","0.393676714205586","0.415957038411292","5"
"Never","2018","35-65 y.","Part Time","2282","0.45939165789112","0.445462305976291","0.473321009805949","5"
"Never","2018","35-65 y.","Not Working","1307","0.55509562941399","0.534543328258896","0.575647930569084","5"
"Never","2018","66 and older","Full Time","43","0.518629872225474","0.415971180176422","0.621288564274527","5"
"Never","2018","66 and older","Part Time","307","0.569434720052978","0.527079210164679","0.611790229941277","5"
"Never","2018","66 and older","Not Working","3046","0.696682479906649","0.68312281585147","0.710242143961828","5"
"Often","2018","16-34 y.","Full Time","196","0.0849489180788563","0.0736956727717017","0.0962021633860109","2"
"Often","2018","16-34 y.","Part Time","231","0.128126062964001","0.113807182442316","0.142444943485687","2"
"Often","2018","16-34 y.","Not Working","200","0.132284892743851","0.115595084852993","0.148974700634709","2"
"Often","2018","35-65 y.","Full Time","216","0.0320793249926444","0.0280801593241944","0.0360784906610943","2"
"Often","2018","35-65 y.","Part Time","111","0.0254026547835214","0.0210047061561866","0.0298006034108562","2"
"Often","2018","35-65 y.","Not Working","66","0.0278275604906841","0.0210253129036009","0.0346298080777673","2"
"Often","2018","66 and older","Full Time","6","","","","2"
"Often","2018","66 and older","Part Time","13","","","","2"
"Often","2018","66 and older","Not Working","36","0.00605983289732293","0.00377058311203924","0.00834908268260662","2"
"Rarely","2018","16-34 y.","Not Working","440","0.268059833167464","0.246239504119517","0.28988016221541","4"
"Rarely","2018","16-34 y.","Full Time","848","0.34644547005383","0.327239575116966","0.365651364990694","4"
"Rarely","2018","16-34 y.","Part Time","704","0.333549828913552","0.313350930738859","0.353748727088245","4"
"Rarely","2018","35-65 y.","Full Time","2842","0.393369870187938","0.382283243191865","0.404456497184011","4"
"Rarely","2018","66 and older","Full Time","29","","","","4"
"Rarely","2018","35-65 y.","Part Time","1783","0.358492622239281","0.345088483147921","0.37189676133064","4"
"Rarely","2018","35-65 y.","Not Working","562","0.274639294161966","0.256180574893087","0.293098013430845","4"
"Rarely","2018","66 and older","Not Working","1023","0.225628503716075","0.213298750104066","0.237958257328084","4"
"Rarely","2018","66 and older","Part Time","154","0.290761400797114","0.251916591181538","0.329606210412689","4"
"Sometimes","2018","16-34 y.","Full Time","707","0.318643246019893","0.299836405922153","0.337450086117632","3"
"Sometimes","2018","16-34 y.","Part Time","657","0.297760702356118","0.278170463486116","0.31735094122612","3"
"Sometimes","2018","35-65 y.","Part Time","711","0.152351422173203","0.142306902769818","0.162395941576588","3"
"Sometimes","2018","35-65 y.","Not Working","295","0.139398948129888","0.125074631914327","0.153723264345449","3"
"Sometimes","2018","66 and older","Full Time","12","","","","3"
"Sometimes","2018","66 and older","Not Working","297","0.069357399777863","0.0618632804709312","0.0768515190847947","3"
"Sometimes","2018","16-34 y.","Not Working","468","0.285375320281444","0.263129171121211","0.307621469441677","3"
"Sometimes","2018","35-65 y.","Full Time","1169","0.165052892871368","0.156627736813906","0.17347804892883","3"
"Sometimes","2018","66 and older","Part Time","48","0.10372323413476","0.0776420363010243","0.129804431968496","3"
"Very often","2018","16-34 y.","Full Time","35","0.0106536164274854","0.00650981530091642","0.0147974175540544","1"
"Very often","2018","16-34 y.","Part Time","39","0.014349734906173","0.00925470382799123","0.0194447659843547","1"
"Very often","2018","16-34 y.","Not Working","40","0.0244829595774849","0.0168699386890316","0.0320959804659382","1"
"Very often","2018","66 and older","Full Time","1","","","","1"
"Very often","2018","35-65 y.","Part Time","30","0.00436164291287494","0.00251970982210817","0.0062035760036417","1"
"Very often","2018","35-65 y.","Not Working","16","","","","1"
"Very often","2018","66 and older","Part Time","3","","","","1"
"Very often","2018","66 and older","Not Working","13","","","","1"
"Very often","2018","35-65 y.","Full Time","39","0.00468103563961079","0.00313190153608814","0.00623016974313343","1"
