"pld0044","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2007","66 and older","1-pers.-HH","","","","","2"
"Often","2007","66 and older","(Married) couple without C. ","","","","","2"
"Often","2007","66 and older","Single parent ","","","","","2"
"Often","2007","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2007","66 and older","Couple + C. LE and GT 16","","","","","2"
"Often","2007","66 and older","Couple + C. GT 16 ","","","","","2"
"Rarely","2007","16-34 y.","1-pers.-HH","","","","","4"
"Rarely","2007","16-34 y.","(Married) couple without C. ","","","","","4"
"Rarely","2007","16-34 y.","Single parent ","","","","","4"
"Rarely","2007","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2007","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2007","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2007","35-65 y.","1-pers.-HH","","","","","4"
"Rarely","2007","35-65 y.","(Married) couple without C. ","","","","","4"
"Rarely","2007","35-65 y.","Single parent ","","","","","4"
"Rarely","2007","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2007","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2007","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2007","66 and older","1-pers.-HH","","","","","4"
"Rarely","2007","66 and older","(Married) couple without C. ","","","","","4"
"Rarely","2007","66 and older","Single parent ","","","","","4"
"Rarely","2007","66 and older","Couple + C. LE 16 ","","","","","4"
"Rarely","2007","66 and older","Couple + C. GT 16 ","","","","","4"
"Rarely","2007","66 and older","Couple + C. LE and GT 16","","","","","4"
"Sometimes","2007","16-34 y.","1-pers.-HH","","","","","3"
"Sometimes","2007","16-34 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2007","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2007","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2007","35-65 y.","1-pers.-HH","","","","","3"
"Sometimes","2007","35-65 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2007","35-65 y.","Single parent ","","","","","3"
"Sometimes","2007","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2007","66 and older","(Married) couple without C. ","","","","","3"
"Sometimes","2007","16-34 y.","Single parent ","","","","","3"
"Sometimes","2007","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2007","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2007","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2007","66 and older","1-pers.-HH","","","","","3"
"Sometimes","2007","66 and older","Single parent ","","","","","3"
"Sometimes","2007","66 and older","Couple + C. LE 16 ","","","","","3"
"Sometimes","2007","66 and older","Couple + C. GT 16 ","","","","","3"
"Sometimes","2007","66 and older","Couple + C. LE and GT 16","","","","","3"
"Very often","2007","35-65 y.","Single parent ","","","","","1"
"Very often","2007","16-34 y.","1-pers.-HH","","","","","1"
"Very often","2007","16-34 y.","(Married) couple without C. ","","","","","1"
"Very often","2007","16-34 y.","Single parent ","","","","","1"
"Very often","2007","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2007","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2007","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2007","35-65 y.","1-pers.-HH","","","","","1"
"Very often","2007","35-65 y.","(Married) couple without C. ","","","","","1"
"Very often","2007","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2007","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2007","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2007","66 and older","1-pers.-HH","","","","","1"
"Very often","2007","66 and older","(Married) couple without C. ","","","","","1"
"Very often","2007","66 and older","Single parent ","","","","","1"
"Very often","2007","66 and older","Couple + C. LE 16 ","","","","","1"
"Very often","2007","66 and older","Couple + C. GT 16 ","","","","","1"
"Very often","2007","66 and older","Couple + C. LE and GT 16","","","","","1"
"Never","2008","16-34 y.","(Married) couple without C. ","246","0.280983823364215","0.250048999083173","0.311918647645257","5"
"Never","2008","16-34 y.","Single parent ","139","0.33722140829742","0.293097842612193","0.381344973982647","5"
"Never","2008","35-65 y.","(Married) couple without C. ","2101","0.602526248096498","0.586208272555929","0.618844223637067","5"
"Never","2008","35-65 y.","Single parent ","304","0.504921968545552","0.464091363984117","0.545752573106987","5"
"Never","2008","35-65 y.","Couple + C. LE 16 ","1151","0.484201104575547","0.463917884175637","0.504484324975458","5"
"Never","2008","16-34 y.","1-pers.-HH","157","0.235723417168425","0.201985136867011","0.269461697469839","5"
"Never","2008","16-34 y.","Couple + C. LE 16 ","398","0.39924964942444","0.366706636932959","0.431792661915922","5"
"Never","2008","16-34 y.","Couple + C. GT 16 ","273","0.250776156410364","0.225756441700539","0.275795871120188","5"
"Never","2008","16-34 y.","Couple + C. LE and GT 16","83","0.183729874430998","0.14479281653517","0.222666932326827","5"
"Never","2008","35-65 y.","1-pers.-HH","614","0.512042366963126","0.484039571494226","0.540045162432026","5"
"Never","2008","66 and older","1-pers.-HH","889","0.741507713640432","0.716653982620619","0.766361444660246","5"
"Never","2008","66 and older","(Married) couple without C. ","2064","0.743127902789887","0.726863364921286","0.759392440658489","5"
"Never","2008","35-65 y.","Couple + C. GT 16 ","1136","0.569177294155186","0.547534410187506","0.590820178122865","5"
"Never","2008","35-65 y.","Couple + C. LE and GT 16","454","0.533456076230129","0.499351882696977","0.567560269763281","5"
"Never","2008","66 and older","Single parent ","48","0.729306980455","0.621291717760092","0.837322243149909","5"
"Never","2008","66 and older","Couple + C. LE 16 ","2","","","","5"
"Never","2008","66 and older","Couple + C. GT 16 ","112","0.645950785623596","0.576473326091686","0.715428245155506","5"
"Never","2008","66 and older","Couple + C. LE and GT 16","3","","","","5"
"Often","2008","16-34 y.","1-pers.-HH","39","0.0732124702651749","0.0525072944554643","0.0939176460748856","2"
"Often","2008","16-34 y.","(Married) couple without C. ","27","","","","2"
"Often","2008","16-34 y.","Single parent ","42","0.103957114763994","0.0754718472139232","0.132442382314064","2"
"Often","2008","16-34 y.","Couple + C. LE 16 ","24","","","","2"
"Often","2008","16-34 y.","Couple + C. GT 16 ","98","0.0923425092220445","0.075631785034464","0.109053233409625","2"
"Often","2008","16-34 y.","Couple + C. LE and GT 16","58","0.176566218870377","0.138228661312161","0.214903776428592","2"
"Often","2008","35-65 y.","1-pers.-HH","27","","","","2"
"Often","2008","35-65 y.","(Married) couple without C. ","38","0.0133545912512794","0.00952704969343213","0.0171821328091268","2"
"Often","2008","35-65 y.","Single parent ","12","","","","2"
"Often","2008","35-65 y.","Couple + C. LE 16 ","28","","","","2"
"Often","2008","35-65 y.","Couple + C. GT 16 ","12","","","","2"
"Often","2008","35-65 y.","Couple + C. LE and GT 16","8","","","","2"
"Often","2008","66 and older","1-pers.-HH","13","","","","2"
"Often","2008","66 and older","(Married) couple without C. ","9","","","","2"
"Often","2008","66 and older","Single parent ","","","","","2"
"Often","2008","66 and older","Couple + C. LE and GT 16","","","","","2"
"Often","2008","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2008","66 and older","Couple + C. GT 16 ","2","","","","2"
"Rarely","2008","16-34 y.","1-pers.-HH","245","0.43982304709459","0.400368422877206","0.479277671311975","4"
"Rarely","2008","16-34 y.","(Married) couple without C. ","382","0.489266515110534","0.454862623000935","0.523670407220134","4"
"Rarely","2008","16-34 y.","Couple + C. GT 16 ","445","0.384211331433952","0.356135387370904","0.412287275497","4"
"Rarely","2008","16-34 y.","Couple + C. LE and GT 16","121","0.305699975107374","0.259379011560095","0.352020938654653","4"
"Rarely","2008","16-34 y.","Single parent ","146","0.280059562804926","0.238151046734699","0.321968078875152","4"
"Rarely","2008","16-34 y.","Couple + C. LE 16 ","324","0.39824253402787","0.365713360467872","0.430771707587867","4"
"Rarely","2008","35-65 y.","1-pers.-HH","406","0.318577889325548","0.292475918007796","0.344679860643301","4"
"Rarely","2008","35-65 y.","(Married) couple without C. ","1003","0.284968542532314","0.269916858250007","0.300020226814621","4"
"Rarely","2008","35-65 y.","Single parent ","191","0.330295826666593","0.291887101278462","0.368704552054724","4"
"Rarely","2008","35-65 y.","Couple + C. LE 16 ","883","0.385508150747441","0.365753986351839","0.405262315143044","4"
"Rarely","2008","35-65 y.","Couple + C. GT 16 ","673","0.334701660864546","0.314077361254477","0.355325960474614","4"
"Rarely","2008","35-65 y.","Couple + C. LE and GT 16","269","0.331594473415854","0.299410783135532","0.363778163696175","4"
"Rarely","2008","66 and older","1-pers.-HH","226","0.197784774458277","0.175172104623099","0.220397444293455","4"
"Rarely","2008","66 and older","(Married) couple without C. ","563","0.199160736380707","0.18429364473579","0.214027828025625","4"
"Rarely","2008","66 and older","Single parent ","11","","","","4"
"Rarely","2008","66 and older","Couple + C. LE 16 ","2","","","","4"
"Rarely","2008","66 and older","Couple + C. GT 16 ","58","0.307666002974448","0.240614274013019","0.374717731935877","4"
"Rarely","2008","66 and older","Couple + C. LE and GT 16","","","","","4"
"Sometimes","2008","16-34 y.","1-pers.-HH","156","0.23454793889928","0.200868014324365","0.268227863474196","3"
"Sometimes","2008","16-34 y.","Couple + C. GT 16 ","314","0.254037689719391","0.228910671348351","0.279164708090431","3"
"Sometimes","2008","16-34 y.","Couple + C. LE and GT 16","106","0.300951366802796","0.254834674711042","0.34706805889455","3"
"Sometimes","2008","35-65 y.","(Married) couple without C. ","301","0.0968887682036547","0.0870252601345449","0.106752276272765","3"
"Sometimes","2008","35-65 y.","Single parent ","67","0.127758009470178","0.100496530527512","0.155019488412844","3"
"Sometimes","2008","35-65 y.","Couple + C. LE 16 ","262","0.115600557941442","0.102623148319086","0.128577967563798","3"
"Sometimes","2008","66 and older","(Married) couple without C. ","132","0.0516700811612859","0.0434296340552035","0.0599105282673683","3"
"Sometimes","2008","16-34 y.","(Married) couple without C. ","154","0.202301606588849","0.174654054275939","0.229949158901759","3"
"Sometimes","2008","16-34 y.","Single parent ","106","0.263056549127106","0.221963304129044","0.304149794125167","3"
"Sometimes","2008","16-34 y.","Couple + C. LE 16 ","120","0.147743100406182","0.12416399456673","0.171322206245634","3"
"Sometimes","2008","35-65 y.","1-pers.-HH","173","0.143111748107823","0.1234936401666","0.162729856049047","3"
"Sometimes","2008","35-65 y.","Couple + C. GT 16 ","189","0.0838949271986904","0.0717782775507746","0.0960115768466062","3"
"Sometimes","2008","35-65 y.","Couple + C. LE and GT 16","90","0.123115345882232","0.100653806759995","0.145576885004469","3"
"Sometimes","2008","66 and older","1-pers.-HH","61","0.0495703076400127","0.0372483200166175","0.0618922952634079","3"
"Sometimes","2008","66 and older","Single parent ","6","","","","3"
"Sometimes","2008","66 and older","Couple + C. LE 16 ","","","","","3"
"Sometimes","2008","66 and older","Couple + C. GT 16 ","10","","","","3"
"Sometimes","2008","66 and older","Couple + C. LE and GT 16","","","","","3"
"Very often","2008","16-34 y.","1-pers.-HH","11","","","","1"
"Very often","2008","16-34 y.","(Married) couple without C. ","2","","","","1"
"Very often","2008","16-34 y.","Single parent ","8","","","","1"
"Very often","2008","16-34 y.","Couple + C. LE 16 ","4","","","","1"
"Very often","2008","16-34 y.","Couple + C. GT 16 ","23","","","","1"
"Very often","2008","35-65 y.","Single parent ","2","","","","1"
"Very often","2008","35-65 y.","Couple + C. LE and GT 16","1","","","","1"
"Very often","2008","66 and older","1-pers.-HH","3","","","","1"
"Very often","2008","66 and older","(Married) couple without C. ","4","","","","1"
"Very often","2008","16-34 y.","Couple + C. LE and GT 16","12","","","","1"
"Very often","2008","35-65 y.","1-pers.-HH","4","","","","1"
"Very often","2008","35-65 y.","(Married) couple without C. ","12","","","","1"
"Very often","2008","35-65 y.","Couple + C. LE 16 ","8","","","","1"
"Very often","2008","35-65 y.","Couple + C. GT 16 ","1","","","","1"
"Very often","2008","66 and older","Single parent ","","","","","1"
"Very often","2008","66 and older","Couple + C. LE 16 ","","","","","1"
"Very often","2008","66 and older","Couple + C. GT 16 ","","","","","1"
"Very often","2008","66 and older","Couple + C. LE and GT 16","","","","","1"
"Never","2009","16-34 y.","1-pers.-HH","","","","","5"
"Never","2009","16-34 y.","(Married) couple without C. ","","","","","5"
"Never","2009","16-34 y.","Single parent ","","","","","5"
"Never","2009","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Never","2009","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2009","35-65 y.","1-pers.-HH","","","","","5"
"Never","2009","35-65 y.","Single parent ","","","","","5"
"Never","2009","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Never","2009","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Never","2009","35-65 y.","(Married) couple without C. ","","","","","5"
"Never","2009","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Never","2009","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2009","66 and older","1-pers.-HH","","","","","5"
"Never","2009","66 and older","(Married) couple without C. ","","","","","5"
"Never","2009","66 and older","Single parent ","","","","","5"
"Never","2009","66 and older","Couple + C. LE 16 ","","","","","5"
"Never","2009","66 and older","Couple + C. GT 16 ","","","","","5"
"Never","2009","66 and older","Couple + C. LE and GT 16","","","","","5"
"Often","2009","16-34 y.","1-pers.-HH","","","","","2"
"Often","2009","16-34 y.","(Married) couple without C. ","","","","","2"
"Often","2009","16-34 y.","Single parent ","","","","","2"
"Often","2009","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Often","2009","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Often","2009","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2009","35-65 y.","1-pers.-HH","","","","","2"
"Often","2009","35-65 y.","(Married) couple without C. ","","","","","2"
"Often","2009","35-65 y.","Single parent ","","","","","2"
"Often","2009","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Often","2009","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Often","2009","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2009","66 and older","1-pers.-HH","","","","","2"
"Often","2009","66 and older","(Married) couple without C. ","","","","","2"
"Often","2009","66 and older","Single parent ","","","","","2"
"Often","2009","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2009","66 and older","Couple + C. GT 16 ","","","","","2"
"Often","2009","66 and older","Couple + C. LE and GT 16","","","","","2"
"Rarely","2009","16-34 y.","1-pers.-HH","","","","","4"
"Rarely","2009","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2009","16-34 y.","(Married) couple without C. ","","","","","4"
"Rarely","2009","16-34 y.","Single parent ","","","","","4"
"Rarely","2009","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2009","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2009","35-65 y.","1-pers.-HH","","","","","4"
"Rarely","2009","35-65 y.","(Married) couple without C. ","","","","","4"
"Rarely","2009","35-65 y.","Single parent ","","","","","4"
"Rarely","2009","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2009","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2009","66 and older","1-pers.-HH","","","","","4"
"Rarely","2009","66 and older","(Married) couple without C. ","","","","","4"
"Rarely","2009","66 and older","Single parent ","","","","","4"
"Rarely","2009","66 and older","Couple + C. LE 16 ","","","","","4"
"Rarely","2009","66 and older","Couple + C. GT 16 ","","","","","4"
"Rarely","2009","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2009","66 and older","Couple + C. LE and GT 16","","","","","4"
"Sometimes","2009","16-34 y.","1-pers.-HH","","","","","3"
"Sometimes","2009","16-34 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2009","16-34 y.","Single parent ","","","","","3"
"Sometimes","2009","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2009","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2009","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2009","35-65 y.","1-pers.-HH","","","","","3"
"Sometimes","2009","35-65 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2009","35-65 y.","Single parent ","","","","","3"
"Sometimes","2009","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2009","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2009","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2009","66 and older","1-pers.-HH","","","","","3"
"Sometimes","2009","66 and older","(Married) couple without C. ","","","","","3"
"Sometimes","2009","66 and older","Single parent ","","","","","3"
"Sometimes","2009","66 and older","Couple + C. GT 16 ","","","","","3"
"Sometimes","2009","66 and older","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2009","66 and older","Couple + C. LE 16 ","","","","","3"
"Very often","2009","16-34 y.","1-pers.-HH","","","","","1"
"Very often","2009","16-34 y.","(Married) couple without C. ","","","","","1"
"Very often","2009","16-34 y.","Single parent ","","","","","1"
"Very often","2009","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2009","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2009","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2009","66 and older","1-pers.-HH","","","","","1"
"Very often","2009","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2009","35-65 y.","1-pers.-HH","","","","","1"
"Very often","2009","35-65 y.","(Married) couple without C. ","","","","","1"
"Very often","2009","35-65 y.","Single parent ","","","","","1"
"Very often","2009","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2009","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2009","66 and older","(Married) couple without C. ","","","","","1"
"Very often","2009","66 and older","Single parent ","","","","","1"
"Very often","2009","66 and older","Couple + C. LE 16 ","","","","","1"
"Very often","2009","66 and older","Couple + C. GT 16 ","","","","","1"
"Very often","2009","66 and older","Couple + C. LE and GT 16","","","","","1"
"Never","2010","16-34 y.","1-pers.-HH","","","","","5"
"Never","2010","16-34 y.","(Married) couple without C. ","","","","","5"
"Never","2010","16-34 y.","Single parent ","","","","","5"
"Never","2010","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Never","2010","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Never","2010","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2010","35-65 y.","1-pers.-HH","","","","","5"
"Never","2010","35-65 y.","Single parent ","","","","","5"
"Never","2010","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Never","2010","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Never","2010","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2010","66 and older","1-pers.-HH","","","","","5"
"Never","2010","66 and older","(Married) couple without C. ","","","","","5"
"Never","2010","35-65 y.","(Married) couple without C. ","","","","","5"
"Never","2010","66 and older","Couple + C. LE 16 ","","","","","5"
"Never","2010","66 and older","Couple + C. GT 16 ","","","","","5"
"Never","2010","66 and older","Couple + C. LE and GT 16","","","","","5"
"Never","2010","66 and older","Single parent ","","","","","5"
"Often","2010","16-34 y.","(Married) couple without C. ","","","","","2"
"Often","2010","16-34 y.","Single parent ","","","","","2"
"Often","2010","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Often","2010","16-34 y.","1-pers.-HH","","","","","2"
"Often","2010","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Often","2010","35-65 y.","(Married) couple without C. ","","","","","2"
"Often","2010","35-65 y.","Single parent ","","","","","2"
"Often","2010","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2010","35-65 y.","1-pers.-HH","","","","","2"
"Often","2010","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Often","2010","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Often","2010","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2010","66 and older","1-pers.-HH","","","","","2"
"Often","2010","66 and older","(Married) couple without C. ","","","","","2"
"Often","2010","66 and older","Single parent ","","","","","2"
"Often","2010","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2010","66 and older","Couple + C. GT 16 ","","","","","2"
"Often","2010","66 and older","Couple + C. LE and GT 16","","","","","2"
"Rarely","2010","16-34 y.","1-pers.-HH","","","","","4"
"Rarely","2010","16-34 y.","(Married) couple without C. ","","","","","4"
"Rarely","2010","16-34 y.","Single parent ","","","","","4"
"Rarely","2010","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","35-65 y.","1-pers.-HH","","","","","4"
"Rarely","2010","35-65 y.","(Married) couple without C. ","","","","","4"
"Rarely","2010","35-65 y.","Single parent ","","","","","4"
"Rarely","2010","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","66 and older","1-pers.-HH","","","","","4"
"Rarely","2010","66 and older","(Married) couple without C. ","","","","","4"
"Rarely","2010","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","66 and older","Single parent ","","","","","4"
"Rarely","2010","66 and older","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","66 and older","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","66 and older","Couple + C. LE and GT 16","","","","","4"
"Sometimes","2010","16-34 y.","1-pers.-HH","","","","","3"
"Sometimes","2010","16-34 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2010","16-34 y.","Single parent ","","","","","3"
"Sometimes","2010","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","35-65 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2010","35-65 y.","Single parent ","","","","","3"
"Sometimes","2010","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","66 and older","1-pers.-HH","","","","","3"
"Sometimes","2010","66 and older","(Married) couple without C. ","","","","","3"
"Sometimes","2010","66 and older","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","35-65 y.","1-pers.-HH","","","","","3"
"Sometimes","2010","66 and older","Single parent ","","","","","3"
"Sometimes","2010","66 and older","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","66 and older","Couple + C. LE and GT 16","","","","","3"
"Very often","2010","16-34 y.","1-pers.-HH","","","","","1"
"Very often","2010","16-34 y.","(Married) couple without C. ","","","","","1"
"Very often","2010","16-34 y.","Single parent ","","","","","1"
"Very often","2010","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2010","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2010","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","35-65 y.","1-pers.-HH","","","","","1"
"Very often","2010","35-65 y.","(Married) couple without C. ","","","","","1"
"Very often","2010","35-65 y.","Single parent ","","","","","1"
"Very often","2010","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2010","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2010","66 and older","1-pers.-HH","","","","","1"
"Very often","2010","66 and older","(Married) couple without C. ","","","","","1"
"Very often","2010","66 and older","Single parent ","","","","","1"
"Very often","2010","66 and older","Couple + C. LE 16 ","","","","","1"
"Very often","2010","66 and older","Couple + C. GT 16 ","","","","","1"
"Very often","2010","66 and older","Couple + C. LE and GT 16","","","","","1"
"Never","2011","16-34 y.","1-pers.-HH","","","","","5"
"Never","2011","16-34 y.","(Married) couple without C. ","","","","","5"
"Never","2011","16-34 y.","Single parent ","","","","","5"
"Never","2011","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Never","2011","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Never","2011","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2011","35-65 y.","(Married) couple without C. ","","","","","5"
"Never","2011","35-65 y.","Single parent ","","","","","5"
"Never","2011","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Never","2011","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Never","2011","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2011","66 and older","1-pers.-HH","","","","","5"
"Never","2011","66 and older","(Married) couple without C. ","","","","","5"
"Never","2011","35-65 y.","1-pers.-HH","","","","","5"
"Never","2011","66 and older","Single parent ","","","","","5"
"Never","2011","66 and older","Couple + C. LE 16 ","","","","","5"
"Never","2011","66 and older","Couple + C. GT 16 ","","","","","5"
"Never","2011","66 and older","Couple + C. LE and GT 16","","","","","5"
"Often","2011","16-34 y.","1-pers.-HH","","","","","2"
"Often","2011","16-34 y.","(Married) couple without C. ","","","","","2"
"Often","2011","16-34 y.","Single parent ","","","","","2"
"Often","2011","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Often","2011","35-65 y.","(Married) couple without C. ","","","","","2"
"Often","2011","35-65 y.","Single parent ","","","","","2"
"Often","2011","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Often","2011","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2011","35-65 y.","1-pers.-HH","","","","","2"
"Often","2011","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Often","2011","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Often","2011","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2011","66 and older","1-pers.-HH","","","","","2"
"Often","2011","66 and older","(Married) couple without C. ","","","","","2"
"Often","2011","66 and older","Single parent ","","","","","2"
"Often","2011","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2011","66 and older","Couple + C. GT 16 ","","","","","2"
"Often","2011","66 and older","Couple + C. LE and GT 16","","","","","2"
"Rarely","2011","16-34 y.","1-pers.-HH","","","","","4"
"Rarely","2011","16-34 y.","(Married) couple without C. ","","","","","4"
"Rarely","2011","16-34 y.","Single parent ","","","","","4"
"Rarely","2011","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2011","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2011","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2011","35-65 y.","1-pers.-HH","","","","","4"
"Rarely","2011","35-65 y.","(Married) couple without C. ","","","","","4"
"Rarely","2011","35-65 y.","Single parent ","","","","","4"
"Rarely","2011","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2011","66 and older","1-pers.-HH","","","","","4"
"Rarely","2011","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2011","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2011","66 and older","(Married) couple without C. ","","","","","4"
"Rarely","2011","66 and older","Couple + C. LE and GT 16","","","","","4"
"Rarely","2011","66 and older","Single parent ","","","","","4"
"Rarely","2011","66 and older","Couple + C. LE 16 ","","","","","4"
"Rarely","2011","66 and older","Couple + C. GT 16 ","","","","","4"
"Sometimes","2011","16-34 y.","1-pers.-HH","","","","","3"
"Sometimes","2011","16-34 y.","Single parent ","","","","","3"
"Sometimes","2011","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2011","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2011","16-34 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2011","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2011","16-34 y.","Couple + C. LE and GT 16","","","","","3"
