"pld0044","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Very often","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"Very often","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"Very often","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Very often","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very often","2007","(3a) lower tertiary education","West Germany","","","",""
"Very often","2007","(3a) lower tertiary education","East Germany","","","",""
"Very often","2007","(3b) higher tertiary education","West Germany","","","",""
"Very often","2007","(3b) higher tertiary education","East Germany","","","",""
"Often","2007","(0) in school","West Germany","","","",""
"Often","2007","(0) in school","East Germany","","","",""
"Often","2007","(1a) inadequately completed","West Germany","","","",""
"Often","2007","(1a) inadequately completed","East Germany","","","",""
"Often","2007","(1b) general elementary school","West Germany","","","",""
"Often","2007","(1b) general elementary school","East Germany","","","",""
"Often","2007","(1c) basic vocational qualification","West Germany","","","",""
"Often","2007","(1c) basic vocational qualification","East Germany","","","",""
"Often","2007","(2b) intermediate general qualification","West Germany","","","",""
"Often","2007","(2b) intermediate general qualification","East Germany","","","",""
"Often","2007","(2a) intermediate vocational","West Germany","","","",""
"Often","2007","(2a) intermediate vocational","East Germany","","","",""
"Often","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"Often","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"Often","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Often","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Often","2007","(3a) lower tertiary education","West Germany","","","",""
"Often","2007","(3a) lower tertiary education","East Germany","","","",""
"Often","2007","(3b) higher tertiary education","West Germany","","","",""
"Often","2007","(3b) higher tertiary education","East Germany","","","",""
"Sometimes","2007","(0) in school","West Germany","","","",""
"Sometimes","2007","(0) in school","East Germany","","","",""
"Sometimes","2007","(1a) inadequately completed","West Germany","","","",""
"Sometimes","2007","(1a) inadequately completed","East Germany","","","",""
"Sometimes","2007","(1b) general elementary school","West Germany","","","",""
"Sometimes","2007","(1b) general elementary school","East Germany","","","",""
"Sometimes","2007","(1c) basic vocational qualification","West Germany","","","",""
"Sometimes","2007","(1c) basic vocational qualification","East Germany","","","",""
"Sometimes","2007","(2b) intermediate general qualification","West Germany","","","",""
"Sometimes","2007","(2b) intermediate general qualification","East Germany","","","",""
"Sometimes","2007","(2a) intermediate vocational","West Germany","","","",""
"Sometimes","2007","(2a) intermediate vocational","East Germany","","","",""
"Sometimes","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"Sometimes","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"Sometimes","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Sometimes","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Sometimes","2007","(3a) lower tertiary education","West Germany","","","",""
"Sometimes","2007","(3a) lower tertiary education","East Germany","","","",""
"Sometimes","2007","(3b) higher tertiary education","West Germany","","","",""
"Sometimes","2007","(3b) higher tertiary education","East Germany","","","",""
"Rarely","2007","(0) in school","West Germany","","","",""
"Rarely","2007","(0) in school","East Germany","","","",""
"Rarely","2007","(1a) inadequately completed","West Germany","","","",""
"Rarely","2007","(1a) inadequately completed","East Germany","","","",""
"Rarely","2007","(1b) general elementary school","West Germany","","","",""
"Rarely","2007","(1b) general elementary school","East Germany","","","",""
"Rarely","2007","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","2007","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","2007","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","2007","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","2007","(2a) intermediate vocational","West Germany","","","",""
"Rarely","2007","(2a) intermediate vocational","East Germany","","","",""
"Rarely","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","2007","(3a) lower tertiary education","West Germany","","","",""
"Rarely","2007","(3a) lower tertiary education","East Germany","","","",""
"Rarely","2007","(3b) higher tertiary education","West Germany","","","",""
"Rarely","2007","(3b) higher tertiary education","East Germany","","","",""
"Never","2007","(0) in school","West Germany","","","",""
"Never","2007","(0) in school","East Germany","","","",""
"Never","2007","(1a) inadequately completed","West Germany","","","",""
"Never","2007","(1a) inadequately completed","East Germany","","","",""
"Never","2007","(1b) general elementary school","West Germany","","","",""
"Never","2007","(1b) general elementary school","East Germany","","","",""
"Never","2007","(1c) basic vocational qualification","West Germany","","","",""
"Never","2007","(1c) basic vocational qualification","East Germany","","","",""
"Never","2007","(2b) intermediate general qualification","West Germany","","","",""
"Never","2007","(2b) intermediate general qualification","East Germany","","","",""
"Never","2007","(2a) intermediate vocational","West Germany","","","",""
"Never","2007","(2a) intermediate vocational","East Germany","","","",""
"Never","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"Never","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Never","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","2007","(3a) lower tertiary education","West Germany","","","",""
"Never","2007","(3a) lower tertiary education","East Germany","","","",""
"Never","2007","(3b) higher tertiary education","West Germany","","","",""
"Never","2007","(3b) higher tertiary education","East Germany","","","",""
"Very often","2008","(0) in school","West Germany","15","","",""
"Very often","2008","(0) in school","East Germany","2","","",""
"Very often","2008","(1a) inadequately completed","West Germany","","","",""
"Very often","2008","(1a) inadequately completed","East Germany","","","",""
"Very often","2008","(1b) general elementary school","West Germany","3","","",""
"Very often","2008","(1b) general elementary school","East Germany","1","","",""
"Very often","2008","(1c) basic vocational qualification","West Germany","14","","",""
"Very often","2008","(1c) basic vocational qualification","East Germany","5","","",""
"Very often","2008","(2b) intermediate general qualification","West Germany","3","","",""
"Very often","2008","(2b) intermediate general qualification","East Germany","1","","",""
"Very often","2008","(2a) intermediate vocational","West Germany","8","","",""
"Very often","2008","(2a) intermediate vocational","East Germany","1","","",""
"Very often","2008","(2c_gen) general maturity certificate","West Germany","9","","",""
"Very often","2008","(2c_gen) general maturity certificate","East Germany","3","","",""
"Very often","2008","(2c_voc) vocational maturity certificate","West Germany","5","","",""
"Very often","2008","(2c_voc) vocational maturity certificate","East Germany","1","","",""
"Very often","2008","(3a) lower tertiary education","West Germany","7","","",""
"Very often","2008","(3a) lower tertiary education","East Germany","","","",""
"Very often","2008","(3b) higher tertiary education","West Germany","3","","",""
"Very often","2008","(3b) higher tertiary education","East Germany","2","","",""
"Often","2008","(0) in school","West Germany","63","0.216119709305108","0.16729509430991","0.264944324300306"
"Often","2008","(0) in school","East Germany","8","","",""
"Often","2008","(1a) inadequately completed","West Germany","4","","",""
"Often","2008","(1a) inadequately completed","East Germany","","","",""
"Often","2008","(1b) general elementary school","West Germany","29","","",""
"Often","2008","(1b) general elementary school","East Germany","2","","",""
"Often","2008","(1c) basic vocational qualification","West Germany","56","0.0209210062996924","0.016605468887861","0.0252365437115237"
"Often","2008","(1c) basic vocational qualification","East Germany","11","","",""
"Often","2008","(2b) intermediate general qualification","West Germany","23","","",""
"Often","2008","(2b) intermediate general qualification","East Germany","8","","",""
"Often","2008","(2a) intermediate vocational","West Germany","37","0.0129227887631505","0.00889069936640098","0.0169548781599"
"Often","2008","(2a) intermediate vocational","East Germany","13","","",""
"Often","2008","(2c_gen) general maturity certificate","West Germany","55","0.0863596614697013","0.0635975127458863","0.109121810193516"
"Often","2008","(2c_gen) general maturity certificate","East Germany","7","","",""
"Often","2008","(2c_voc) vocational maturity certificate","West Germany","29","","",""
"Often","2008","(2c_voc) vocational maturity certificate","East Germany","5","","",""
"Often","2008","(3a) lower tertiary education","West Germany","11","","",""
"Often","2008","(3a) lower tertiary education","East Germany","7","","",""
"Often","2008","(3b) higher tertiary education","West Germany","42","0.0172805428577046","0.0114651983845248","0.0230958873308845"
"Often","2008","(3b) higher tertiary education","East Germany","4","","",""
"Sometimes","2008","(0) in school","West Germany","91","0.37522623921233","0.317791486085094","0.432660992339565"
"Sometimes","2008","(0) in school","East Germany","29","","",""
"Sometimes","2008","(1a) inadequately completed","West Germany","25","","",""
"Sometimes","2008","(1a) inadequately completed","East Germany","3","","",""
"Sometimes","2008","(1b) general elementary school","West Germany","150","0.115555411447495","0.0986761305377622","0.132434692357227"
"Sometimes","2008","(1b) general elementary school","East Germany","13","","",""
"Sometimes","2008","(1c) basic vocational qualification","West Germany","344","0.0841806543772808","0.0758083349464556","0.092552973808106"
"Sometimes","2008","(1c) basic vocational qualification","East Germany","58","0.0565033449399859","0.042192826994526","0.0708138628854458"
"Sometimes","2008","(2b) intermediate general qualification","West Germany","78","0.219390283390682","0.176522379467788","0.262258187313576"
"Sometimes","2008","(2b) intermediate general qualification","East Germany","26","","",""
"Sometimes","2008","(2a) intermediate vocational","West Germany","328","0.119098024072389","0.107534438003528","0.130661610141249"
"Sometimes","2008","(2a) intermediate vocational","East Germany","136","0.0936725250892962","0.0794619872873055","0.107883062891287"
"Sometimes","2008","(2c_gen) general maturity certificate","West Germany","155","0.262403779809176","0.226753368687239","0.298054190931113"
"Sometimes","2008","(2c_gen) general maturity certificate","East Germany","47","0.370543992706286","0.29376739252591","0.447320592886662"
"Sometimes","2008","(2c_voc) vocational maturity certificate","West Germany","176","0.146188267977828","0.126428300431469","0.165948235524186"
"Sometimes","2008","(2c_voc) vocational maturity certificate","East Germany","21","","",""
"Sometimes","2008","(3a) lower tertiary education","West Germany","128","0.123467892898983","0.103249410829079","0.143686374968888"
"Sometimes","2008","(3a) lower tertiary education","East Germany","35","0.0558818445651842","0.0378886007219643","0.0738750884084041"
"Sometimes","2008","(3b) higher tertiary education","West Germany","291","0.162149060719202","0.145700701719558","0.178597419718846"
"Sometimes","2008","(3b) higher tertiary education","East Germany","53","0.0908103601185627","0.0681378060041796","0.113482914232946"
"Rarely","2008","(0) in school","West Germany","69","0.234539783708247","0.184278180238728","0.284801387177766"
"Rarely","2008","(0) in school","East Germany","29","","",""
"Rarely","2008","(1a) inadequately completed","West Germany","27","","",""
"Rarely","2008","(1a) inadequately completed","East Germany","2","","",""
"Rarely","2008","(1b) general elementary school","West Germany","311","0.214844492840669","0.193159292651415","0.236529693029924"
"Rarely","2008","(1b) general elementary school","East Germany","42","0.232687486155894","0.173228174056714","0.292146798255075"
"Rarely","2008","(1c) basic vocational qualification","West Germany","1167","0.268739616088467","0.255372534352627","0.282106697824307"
"Rarely","2008","(1c) basic vocational qualification","East Germany","206","0.223107614700573","0.197303692730938","0.248911536670208"
"Rarely","2008","(2b) intermediate general qualification","West Germany","103","0.256836511359488","0.211580409710868","0.302092613008108"
"Rarely","2008","(2b) intermediate general qualification","East Germany","45","0.354657199232497","0.270452394465257","0.438862003999736"
"Rarely","2008","(2a) intermediate vocational","West Germany","1012","0.338965104003538","0.322065903626171","0.355864304380905"
"Rarely","2008","(2a) intermediate vocational","East Germany","499","0.33723665388728","0.314179353666252","0.360293954108308"
"Rarely","2008","(2c_gen) general maturity certificate","West Germany","210","0.348798963944591","0.310178695113416","0.387419232775767"
"Rarely","2008","(2c_gen) general maturity certificate","East Germany","61","0.369692932988483","0.292952727170785","0.446433138806181"
"Rarely","2008","(2c_voc) vocational maturity certificate","West Germany","463","0.392067955227032","0.364762017243844","0.41937389321022"
"Rarely","2008","(2c_voc) vocational maturity certificate","East Germany","72","0.340955856070687","0.277445063267666","0.404466648873708"
"Rarely","2008","(3a) lower tertiary education","West Germany","390","0.383291936385094","0.353411133031726","0.413172739738462"
"Rarely","2008","(3a) lower tertiary education","East Germany","203","0.333807802463789","0.296866777836414","0.370748827091163"
"Rarely","2008","(3b) higher tertiary education","West Germany","746","0.40639631010051","0.384478096690398","0.428314523510622"
"Rarely","2008","(3b) higher tertiary education","East Germany","250","0.432050177902426","0.392963605560983","0.471136750243869"
"Never","2008","(0) in school","West Germany","35","0.118447937647545","0.0801165534844307","0.15677932181066"
"Never","2008","(0) in school","East Germany","15","","",""
"Never","2008","(1a) inadequately completed","West Germany","112","0.637284030128405","0.56458254098428","0.709985519272531"
"Never","2008","(1a) inadequately completed","East Germany","11","","",""
"Never","2008","(1b) general elementary school","West Germany","885","0.636770894621147","0.611378397900393","0.662163391341902"
"Never","2008","(1b) general elementary school","East Germany","136","0.689657832220706","0.624557312289214","0.754758352152198"
"Never","2008","(1c) basic vocational qualification","West Germany","2644","0.622143449887364","0.607523580978785","0.636763318795942"
"Never","2008","(1c) basic vocational qualification","East Germany","720","0.690111134560184","0.661448863799772","0.718773405320596"
"Never","2008","(2b) intermediate general qualification","West Germany","151","0.444869039746147","0.393391190527838","0.496346888964457"
"Never","2008","(2b) intermediate general qualification","East Germany","44","0.453402345180672","0.365780375513932","0.541024314847412"
"Never","2008","(2a) intermediate vocational","West Germany","1629","0.526038989312564","0.508212872715778","0.543865105909349"
"Never","2008","(2a) intermediate vocational","East Germany","966","0.55729102046725","0.533066119190686","0.581515921743814"
"Never","2008","(2c_gen) general maturity certificate","West Germany","156","0.282676665667981","0.246186770371123","0.319166560964839"
"Never","2008","(2c_gen) general maturity certificate","East Germany","34","0.213050278503013","0.147956295949677","0.278144261056349"
"Never","2008","(2c_voc) vocational maturity certificate","West Germany","555","0.426083108816069","0.398425121701881","0.453741095930257"
"Never","2008","(2c_voc) vocational maturity certificate","East Germany","115","0.524728703721538","0.457820494198184","0.591636913244892"
"Never","2008","(3a) lower tertiary education","West Germany","481","0.47066869041147","0.439991960637972","0.501345420184969"
"Never","2008","(3a) lower tertiary education","East Germany","381","0.595454966894946","0.557007403454488","0.633902530335404"
"Never","2008","(3b) higher tertiary education","West Germany","847","0.41146389899874","0.389503794640004","0.433424003357476"
"Never","2008","(3b) higher tertiary education","East Germany","308","0.466996600582959","0.427630050380091","0.506363150785827"
"Very often","2009","(0) in school","West Germany","","","",""
"Very often","2009","(0) in school","East Germany","","","",""
"Very often","2009","(1a) inadequately completed","West Germany","","","",""
"Very often","2009","(1a) inadequately completed","East Germany","","","",""
"Very often","2009","(1b) general elementary school","West Germany","","","",""
"Very often","2009","(1b) general elementary school","East Germany","","","",""
"Very often","2009","(1c) basic vocational qualification","West Germany","","","",""
"Very often","2009","(1c) basic vocational qualification","East Germany","","","",""
"Very often","2009","(2b) intermediate general qualification","West Germany","","","",""
"Very often","2009","(2b) intermediate general qualification","East Germany","","","",""
"Very often","2009","(2a) intermediate vocational","West Germany","","","",""
"Very often","2009","(2a) intermediate vocational","East Germany","","","",""
"Very often","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"Very often","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"Very often","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Very often","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very often","2009","(3a) lower tertiary education","West Germany","","","",""
"Very often","2009","(3a) lower tertiary education","East Germany","","","",""
"Very often","2009","(3b) higher tertiary education","West Germany","","","",""
"Very often","2009","(3b) higher tertiary education","East Germany","","","",""
"Often","2009","(0) in school","West Germany","","","",""
"Often","2009","(0) in school","East Germany","","","",""
"Often","2009","(1a) inadequately completed","West Germany","","","",""
"Often","2009","(1a) inadequately completed","East Germany","","","",""
"Often","2009","(1b) general elementary school","West Germany","","","",""
"Often","2009","(1b) general elementary school","East Germany","","","",""
"Often","2009","(1c) basic vocational qualification","West Germany","","","",""
"Often","2009","(1c) basic vocational qualification","East Germany","","","",""
"Often","2009","(2b) intermediate general qualification","West Germany","","","",""
"Often","2009","(2b) intermediate general qualification","East Germany","","","",""
"Often","2009","(2a) intermediate vocational","West Germany","","","",""
"Often","2009","(2a) intermediate vocational","East Germany","","","",""
"Often","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"Often","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"Often","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Often","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Often","2009","(3a) lower tertiary education","West Germany","","","",""
"Often","2009","(3a) lower tertiary education","East Germany","","","",""
"Often","2009","(3b) higher tertiary education","West Germany","","","",""
"Often","2009","(3b) higher tertiary education","East Germany","","","",""
"Sometimes","2009","(0) in school","West Germany","","","",""
"Sometimes","2009","(0) in school","East Germany","","","",""
"Sometimes","2009","(1a) inadequately completed","West Germany","","","",""
"Sometimes","2009","(1a) inadequately completed","East Germany","","","",""
"Sometimes","2009","(1b) general elementary school","West Germany","","","",""
"Sometimes","2009","(1b) general elementary school","East Germany","","","",""
"Sometimes","2009","(1c) basic vocational qualification","West Germany","","","",""
"Sometimes","2009","(1c) basic vocational qualification","East Germany","","","",""
"Sometimes","2009","(2b) intermediate general qualification","West Germany","","","",""
"Sometimes","2009","(2b) intermediate general qualification","East Germany","","","",""
"Sometimes","2009","(2a) intermediate vocational","West Germany","","","",""
"Sometimes","2009","(2a) intermediate vocational","East Germany","","","",""
"Sometimes","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"Sometimes","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"Sometimes","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Sometimes","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Sometimes","2009","(3a) lower tertiary education","West Germany","","","",""
"Sometimes","2009","(3a) lower tertiary education","East Germany","","","",""
"Sometimes","2009","(3b) higher tertiary education","West Germany","","","",""
"Sometimes","2009","(3b) higher tertiary education","East Germany","","","",""
"Rarely","2009","(0) in school","West Germany","","","",""
"Rarely","2009","(0) in school","East Germany","","","",""
"Rarely","2009","(1a) inadequately completed","West Germany","","","",""
"Rarely","2009","(1a) inadequately completed","East Germany","","","",""
"Rarely","2009","(1b) general elementary school","West Germany","","","",""
"Rarely","2009","(1b) general elementary school","East Germany","","","",""
"Rarely","2009","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","2009","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","2009","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","2009","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","2009","(2a) intermediate vocational","West Germany","","","",""
"Rarely","2009","(2a) intermediate vocational","East Germany","","","",""
"Rarely","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","2009","(3a) lower tertiary education","West Germany","","","",""
"Rarely","2009","(3a) lower tertiary education","East Germany","","","",""
"Rarely","2009","(3b) higher tertiary education","West Germany","","","",""
"Rarely","2009","(3b) higher tertiary education","East Germany","","","",""
"Never","2009","(0) in school","West Germany","","","",""
"Never","2009","(0) in school","East Germany","","","",""
"Never","2009","(1a) inadequately completed","West Germany","","","",""
"Never","2009","(1a) inadequately completed","East Germany","","","",""
"Never","2009","(1b) general elementary school","West Germany","","","",""
"Never","2009","(1b) general elementary school","East Germany","","","",""
"Never","2009","(1c) basic vocational qualification","West Germany","","","",""
"Never","2009","(1c) basic vocational qualification","East Germany","","","",""
"Never","2009","(2b) intermediate general qualification","West Germany","","","",""
"Never","2009","(2b) intermediate general qualification","East Germany","","","",""
"Never","2009","(2a) intermediate vocational","West Germany","","","",""
"Never","2009","(2a) intermediate vocational","East Germany","","","",""
"Never","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"Never","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Never","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","2009","(3a) lower tertiary education","West Germany","","","",""
"Never","2009","(3a) lower tertiary education","East Germany","","","",""
"Never","2009","(3b) higher tertiary education","West Germany","","","",""
"Never","2009","(3b) higher tertiary education","East Germany","","","",""
"Very often","2010","(0) in school","West Germany","","","",""
"Very often","2010","(0) in school","East Germany","","","",""
"Very often","2010","(1a) inadequately completed","West Germany","","","",""
"Very often","2010","(1a) inadequately completed","East Germany","","","",""
"Very often","2010","(1b) general elementary school","West Germany","","","",""
"Very often","2010","(1b) general elementary school","East Germany","","","",""
"Very often","2010","(1c) basic vocational qualification","West Germany","","","",""
"Very often","2010","(1c) basic vocational qualification","East Germany","","","",""
"Very often","2010","(2b) intermediate general qualification","West Germany","","","",""
"Very often","2010","(2b) intermediate general qualification","East Germany","","","",""
"Very often","2010","(2a) intermediate vocational","West Germany","","","",""
"Very often","2010","(2a) intermediate vocational","East Germany","","","",""
"Very often","2010","(2c_gen) general maturity certificate","West Germany","","","",""
"Very often","2010","(2c_gen) general maturity certificate","East Germany","","","",""
"Very often","2010","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Very often","2010","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very often","2010","(3a) lower tertiary education","West Germany","","","",""
"Very often","2010","(3a) lower tertiary education","East Germany","","","",""
"Very often","2010","(3b) higher tertiary education","West Germany","","","",""
"Very often","2010","(3b) higher tertiary education","East Germany","","","",""
"Often","2010","(0) in school","West Germany","","","",""
"Often","2010","(0) in school","East Germany","","","",""
"Often","2010","(1a) inadequately completed","West Germany","","","",""
"Often","2010","(1a) inadequately completed","East Germany","","","",""
"Often","2010","(1b) general elementary school","West Germany","","","",""
"Often","2010","(1b) general elementary school","East Germany","","","",""
"Often","2010","(1c) basic vocational qualification","West Germany","","","",""
"Often","2010","(1c) basic vocational qualification","East Germany","","","",""
"Often","2010","(2b) intermediate general qualification","West Germany","","","",""
"Often","2010","(2b) intermediate general qualification","East Germany","","","",""
"Often","2010","(2a) intermediate vocational","West Germany","","","",""
"Often","2010","(2a) intermediate vocational","East Germany","","","",""
"Often","2010","(2c_gen) general maturity certificate","West Germany","","","",""
"Often","2010","(2c_gen) general maturity certificate","East Germany","","","",""
"Often","2010","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Often","2010","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Often","2010","(3a) lower tertiary education","West Germany","","","",""
"Often","2010","(3a) lower tertiary education","East Germany","","","",""
"Often","2010","(3b) higher tertiary education","West Germany","","","",""
"Often","2010","(3b) higher tertiary education","East Germany","","","",""
"Sometimes","2010","(0) in school","West Germany","","","",""
"Sometimes","2010","(0) in school","East Germany","","","",""
"Sometimes","2010","(1a) inadequately completed","West Germany","","","",""
"Sometimes","2010","(1a) inadequately completed","East Germany","","","",""
"Sometimes","2010","(1b) general elementary school","West Germany","","","",""
"Sometimes","2010","(1b) general elementary school","East Germany","","","",""
"Sometimes","2010","(1c) basic vocational qualification","West Germany","","","",""
"Sometimes","2010","(1c) basic vocational qualification","East Germany","","","",""
"Sometimes","2010","(2b) intermediate general qualification","West Germany","","","",""
"Sometimes","2010","(2b) intermediate general qualification","East Germany","","","",""
"Sometimes","2010","(2a) intermediate vocational","West Germany","","","",""
"Sometimes","2010","(2a) intermediate vocational","East Germany","","","",""
"Sometimes","2010","(2c_gen) general maturity certificate","West Germany","","","",""
"Sometimes","2010","(2c_gen) general maturity certificate","East Germany","","","",""
"Sometimes","2010","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Sometimes","2010","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Sometimes","2010","(3a) lower tertiary education","West Germany","","","",""
"Sometimes","2010","(3a) lower tertiary education","East Germany","","","",""
"Sometimes","2010","(3b) higher tertiary education","West Germany","","","",""
"Sometimes","2010","(3b) higher tertiary education","East Germany","","","",""
"Rarely","2010","(0) in school","West Germany","","","",""
"Rarely","2010","(0) in school","East Germany","","","",""
"Rarely","2010","(1a) inadequately completed","West Germany","","","",""
"Rarely","2010","(1a) inadequately completed","East Germany","","","",""
"Rarely","2010","(1b) general elementary school","West Germany","","","",""
"Rarely","2010","(1b) general elementary school","East Germany","","","",""
"Rarely","2010","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","2010","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","2010","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","2010","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","2010","(2a) intermediate vocational","West Germany","","","",""
"Rarely","2010","(2a) intermediate vocational","East Germany","","","",""
"Rarely","2010","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","2010","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","2010","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","2010","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","2010","(3a) lower tertiary education","West Germany","","","",""
"Rarely","2010","(3a) lower tertiary education","East Germany","","","",""
"Rarely","2010","(3b) higher tertiary education","West Germany","","","",""
"Rarely","2010","(3b) higher tertiary education","East Germany","","","",""
"Never","2010","(0) in school","West Germany","","","",""
"Never","2010","(0) in school","East Germany","","","",""
"Never","2010","(1a) inadequately completed","West Germany","","","",""
"Never","2010","(1a) inadequately completed","East Germany","","","",""
"Never","2010","(1b) general elementary school","West Germany","","","",""
"Never","2010","(1b) general elementary school","East Germany","","","",""
"Never","2010","(1c) basic vocational qualification","West Germany","","","",""
"Never","2010","(1c) basic vocational qualification","East Germany","","","",""
"Never","2010","(2b) intermediate general qualification","West Germany","","","",""
"Never","2010","(2b) intermediate general qualification","East Germany","","","",""
"Never","2010","(2a) intermediate vocational","West Germany","","","",""
"Never","2010","(2a) intermediate vocational","East Germany","","","",""
"Never","2010","(2c_gen) general maturity certificate","West Germany","","","",""
"Never","2010","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","2010","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Never","2010","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","2010","(3a) lower tertiary education","West Germany","","","",""
"Never","2010","(3a) lower tertiary education","East Germany","","","",""
"Never","2010","(3b) higher tertiary education","West Germany","","","",""
"Never","2010","(3b) higher tertiary education","East Germany","","","",""
"Very often","2011","(0) in school","West Germany","","","",""
"Very often","2011","(0) in school","East Germany","","","",""
"Very often","2011","(1a) inadequately completed","West Germany","","","",""
"Very often","2011","(1a) inadequately completed","East Germany","","","",""
"Very often","2011","(1b) general elementary school","West Germany","","","",""
"Very often","2011","(1b) general elementary school","East Germany","","","",""
"Very often","2011","(1c) basic vocational qualification","West Germany","","","",""
"Very often","2011","(1c) basic vocational qualification","East Germany","","","",""
"Very often","2011","(2b) intermediate general qualification","West Germany","","","",""
"Very often","2011","(2b) intermediate general qualification","East Germany","","","",""
"Very often","2011","(2a) intermediate vocational","West Germany","","","",""
"Very often","2011","(2a) intermediate vocational","East Germany","","","",""
"Very often","2011","(2c_gen) general maturity certificate","West Germany","","","",""
"Very often","2011","(2c_gen) general maturity certificate","East Germany","","","",""
"Very often","2011","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Very often","2011","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very often","2011","(3a) lower tertiary education","West Germany","","","",""
"Very often","2011","(3a) lower tertiary education","East Germany","","","",""
"Very often","2011","(3b) higher tertiary education","West Germany","","","",""
"Very often","2011","(3b) higher tertiary education","East Germany","","","",""
"Often","2011","(0) in school","West Germany","","","",""
"Often","2011","(0) in school","East Germany","","","",""
"Often","2011","(1a) inadequately completed","West Germany","","","",""
"Often","2011","(1a) inadequately completed","East Germany","","","",""
"Often","2011","(1b) general elementary school","West Germany","","","",""
"Often","2011","(1b) general elementary school","East Germany","","","",""
"Often","2011","(1c) basic vocational qualification","West Germany","","","",""
"Often","2011","(1c) basic vocational qualification","East Germany","","","",""
"Often","2011","(2b) intermediate general qualification","West Germany","","","",""
"Often","2011","(2b) intermediate general qualification","East Germany","","","",""
"Often","2011","(2a) intermediate vocational","West Germany","","","",""
