"pld0044","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2018","Schleswig-Holstein","(1b) general elementary school","1","","",""
"Very often","2018","Schleswig-Holstein","(1c) basic vocational qualification","1","","",""
"Very often","2018","Schleswig-Holstein","(2b) intermediate general qualification","1","","",""
"Very often","2018","Schleswig-Holstein","(2a) intermediate vocational","3","","",""
"Very often","2018","Schleswig-Holstein","(2c_gen) general maturity certificate","2","","",""
"Very often","2018","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Very often","2018","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Very often","2018","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Very often","2018","Hamburg","(0) in school","","","",""
"Very often","2018","Hamburg","(1a) inadequately completed","","","",""
"Very often","2018","Hamburg","(1b) general elementary school","1","","",""
"Very often","2018","Hamburg","(1c) basic vocational qualification","","","",""
"Very often","2018","Hamburg","(2b) intermediate general qualification","","","",""
"Very often","2018","Hamburg","(2a) intermediate vocational","1","","",""
"Very often","2018","Hamburg","(2c_gen) general maturity certificate","2","","",""
"Very often","2018","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Very often","2018","Hamburg","(3a) lower tertiary education","","","",""
"Very often","2018","Hamburg","(3b) higher tertiary education","1","","",""
"Very often","2018","Lower Saxony","(0) in school","1","","",""
"Very often","2018","Lower Saxony","(1a) inadequately completed","2","","",""
"Very often","2018","Lower Saxony","(1b) general elementary school","5","","",""
"Very often","2018","Lower Saxony","(1c) basic vocational qualification","5","","",""
"Very often","2018","Lower Saxony","(2b) intermediate general qualification","4","","",""
"Very often","2018","Lower Saxony","(2a) intermediate vocational","3","","",""
"Very often","2018","Lower Saxony","(2c_gen) general maturity certificate","3","","",""
"Very often","2018","Lower Saxony","(2c_voc) vocational maturity certificate","2","","",""
"Very often","2018","Lower Saxony","(3a) lower tertiary education","","","",""
"Very often","2018","Lower Saxony","(3b) higher tertiary education","2","","",""
"Very often","2018","Bremen","(0) in school","","","",""
"Very often","2018","Bremen","(1a) inadequately completed","2","","",""
"Very often","2018","Bremen","(1b) general elementary school","","","",""
"Very often","2018","Bremen","(1c) basic vocational qualification","","","",""
"Very often","2018","Bremen","(2b) intermediate general qualification","","","",""
"Very often","2018","Bremen","(2a) intermediate vocational","","","",""
"Very often","2018","Bremen","(2c_gen) general maturity certificate","","","",""
"Very often","2018","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Very often","2018","Bremen","(3a) lower tertiary education","","","",""
"Very often","2018","Bremen","(3b) higher tertiary education","1","","",""
"Very often","2018","North Rhine-Westphalia","(0) in school","7","","",""
"Very often","2018","North Rhine-Westphalia","(1a) inadequately completed","5","","",""
"Very often","2018","North Rhine-Westphalia","(1b) general elementary school","9","","",""
"Very often","2018","North Rhine-Westphalia","(1c) basic vocational qualification","5","","",""
"Very often","2018","North Rhine-Westphalia","(2b) intermediate general qualification","3","","",""
"Very often","2018","North Rhine-Westphalia","(2a) intermediate vocational","3","","",""
"Very often","2018","North Rhine-Westphalia","(2c_gen) general maturity certificate","12","","",""
"Very often","2018","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","5","","",""
"Very often","2018","North Rhine-Westphalia","(3a) lower tertiary education","1","","",""
"Very often","2018","North Rhine-Westphalia","(3b) higher tertiary education","3","","",""
"Very often","2018","Hesse","(0) in school","3","","",""
"Very often","2018","Hesse","(1a) inadequately completed","1","","",""
"Very often","2018","Hesse","(1b) general elementary school","1","","",""
"Very often","2018","Hesse","(1c) basic vocational qualification","3","","",""
"Very often","2018","Hesse","(2b) intermediate general qualification","","","",""
"Very often","2018","Hesse","(2a) intermediate vocational","","","",""
"Very often","2018","Hesse","(2c_gen) general maturity certificate","1","","",""
"Very often","2018","Hesse","(2c_voc) vocational maturity certificate","2","","",""
"Very often","2018","Hesse","(3a) lower tertiary education","","","",""
"Very often","2018","Hesse","(3b) higher tertiary education","4","","",""
"Very often","2018","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"Very often","2018","Rhineland-Palatinate,Saarland","(1a) inadequately completed","1","","",""
"Very often","2018","Rhineland-Palatinate,Saarland","(1b) general elementary school","1","","",""
"Very often","2018","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","4","","",""
"Very often","2018","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","1","","",""
"Very often","2018","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","1","","",""
"Very often","2018","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","2","","",""
"Very often","2018","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","2","","",""
"Very often","2018","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Very often","2018","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","1","","",""
"Very often","2018","Baden-Württemberg","(0) in school","3","","",""
"Very often","2018","Baden-Württemberg","(1a) inadequately completed","","","",""
"Very often","2018","Baden-Württemberg","(1b) general elementary school","2","","",""
"Very often","2018","Baden-Württemberg","(1c) basic vocational qualification","2","","",""
"Very often","2018","Baden-Württemberg","(2b) intermediate general qualification","1","","",""
"Very often","2018","Baden-Württemberg","(2a) intermediate vocational","3","","",""
"Very often","2018","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Very often","2018","Baden-Württemberg","(2c_voc) vocational maturity certificate","2","","",""
"Very often","2018","Baden-Württemberg","(3a) lower tertiary education","1","","",""
"Very often","2018","Baden-Württemberg","(3b) higher tertiary education","1","","",""
"Very often","2018","Bavaria","(0) in school","1","","",""
"Very often","2018","Bavaria","(1a) inadequately completed","","","",""
"Very often","2018","Bavaria","(1b) general elementary school","","","",""
"Very often","2018","Bavaria","(1c) basic vocational qualification","4","","",""
"Very often","2018","Bavaria","(2b) intermediate general qualification","3","","",""
"Very often","2018","Bavaria","(2a) intermediate vocational","3","","",""
"Very often","2018","Bavaria","(2c_gen) general maturity certificate","8","","",""
"Very often","2018","Bavaria","(2c_voc) vocational maturity certificate","3","","",""
"Very often","2018","Bavaria","(3a) lower tertiary education","3","","",""
"Very often","2018","Bavaria","(3b) higher tertiary education","2","","",""
"Very often","2018","Berlin","(0) in school","","","",""
"Very often","2018","Berlin","(1a) inadequately completed","","","",""
"Very often","2018","Berlin","(1b) general elementary school","2","","",""
"Very often","2018","Berlin","(1c) basic vocational qualification","","","",""
"Very often","2018","Berlin","(2b) intermediate general qualification","","","",""
"Very often","2018","Berlin","(2a) intermediate vocational","","","",""
"Very often","2018","Berlin","(2c_gen) general maturity certificate","","","",""
"Very often","2018","Berlin","(2c_voc) vocational maturity certificate","1","","",""
"Very often","2018","Berlin","(3a) lower tertiary education","","","",""
"Very often","2018","Berlin","(3b) higher tertiary education","4","","",""
"Very often","2018","Brandenburg","(0) in school","","","",""
"Very often","2018","Brandenburg","(1a) inadequately completed","","","",""
"Very often","2018","Brandenburg","(1b) general elementary school","1","","",""
"Very often","2018","Brandenburg","(1c) basic vocational qualification","","","",""
"Very often","2018","Brandenburg","(2b) intermediate general qualification","","","",""
"Very often","2018","Brandenburg","(2a) intermediate vocational","1","","",""
"Very often","2018","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Very often","2018","Brandenburg","(2c_voc) vocational maturity certificate","1","","",""
"Very often","2018","Brandenburg","(3a) lower tertiary education","","","",""
"Very often","2018","Brandenburg","(3b) higher tertiary education","1","","",""
"Very often","2018","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Very often","2018","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Very often","2018","Mecklenburg-Western Pomerania","(1b) general elementary school","1","","",""
"Very often","2018","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","1","","",""
"Very often","2018","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Very often","2018","Mecklenburg-Western Pomerania","(2a) intermediate vocational","1","","",""
"Very often","2018","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Very often","2018","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Very often","2018","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Very often","2018","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Very often","2018","Saxony","(0) in school","","","",""
"Very often","2018","Saxony","(1a) inadequately completed","1","","",""
"Very often","2018","Saxony","(1b) general elementary school","","","",""
"Very often","2018","Saxony","(1c) basic vocational qualification","1","","",""
"Very often","2018","Saxony","(2b) intermediate general qualification","","","",""
"Very often","2018","Saxony","(2a) intermediate vocational","1","","",""
"Very often","2018","Saxony","(2c_gen) general maturity certificate","","","",""
"Very often","2018","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Very often","2018","Saxony","(3a) lower tertiary education","","","",""
"Very often","2018","Saxony","(3b) higher tertiary education","2","","",""
"Very often","2018","Saxony-Anhalt","(0) in school","","","",""
"Very often","2018","Saxony-Anhalt","(1a) inadequately completed","1","","",""
"Very often","2018","Saxony-Anhalt","(1b) general elementary school","7","","",""
"Very often","2018","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Very often","2018","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Very often","2018","Saxony-Anhalt","(2a) intermediate vocational","1","","",""
"Very often","2018","Saxony-Anhalt","(2c_gen) general maturity certificate","2","","",""
"Very often","2018","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Very often","2018","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Very often","2018","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Very often","2018","Thuringia","(0) in school","","","",""
"Very often","2018","Thuringia","(1a) inadequately completed","","","",""
"Very often","2018","Thuringia","(1b) general elementary school","","","",""
"Very often","2018","Thuringia","(1c) basic vocational qualification","1","","",""
"Very often","2018","Thuringia","(2b) intermediate general qualification","","","",""
"Very often","2018","Thuringia","(2a) intermediate vocational","","","",""
"Very often","2018","Thuringia","(2c_gen) general maturity certificate","","","",""
"Very often","2018","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Very often","2018","Thuringia","(3a) lower tertiary education","","","",""
"Very often","2018","Thuringia","(3b) higher tertiary education","","","",""
"Often","2018","Schleswig-Holstein","(0) in school","1","","",""
"Often","2018","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"Often","2018","Schleswig-Holstein","(1b) general elementary school","2","","",""
"Often","2018","Schleswig-Holstein","(1c) basic vocational qualification","3","","",""
"Often","2018","Schleswig-Holstein","(2b) intermediate general qualification","2","","",""
"Often","2018","Schleswig-Holstein","(2a) intermediate vocational","5","","",""
"Often","2018","Schleswig-Holstein","(2c_gen) general maturity certificate","7","","",""
"Often","2018","Schleswig-Holstein","(2c_voc) vocational maturity certificate","6","","",""
"Often","2018","Schleswig-Holstein","(3a) lower tertiary education","2","","",""
"Often","2018","Schleswig-Holstein","(3b) higher tertiary education","7","","",""
"Often","2018","Hamburg","(0) in school","","","",""
"Often","2018","Hamburg","(1a) inadequately completed","1","","",""
"Often","2018","Hamburg","(1b) general elementary school","2","","",""
"Often","2018","Hamburg","(1c) basic vocational qualification","3","","",""
"Often","2018","Hamburg","(2b) intermediate general qualification","","","",""
"Often","2018","Hamburg","(2a) intermediate vocational","3","","",""
"Often","2018","Hamburg","(2c_gen) general maturity certificate","2","","",""
"Often","2018","Hamburg","(2c_voc) vocational maturity certificate","3","","",""
"Often","2018","Hamburg","(3a) lower tertiary education","1","","",""
"Often","2018","Hamburg","(3b) higher tertiary education","5","","",""
"Often","2018","Lower Saxony","(0) in school","4","","",""
"Often","2018","Lower Saxony","(1a) inadequately completed","5","","",""
"Often","2018","Lower Saxony","(1b) general elementary school","15","","",""
"Often","2018","Lower Saxony","(1c) basic vocational qualification","11","","",""
"Often","2018","Lower Saxony","(2b) intermediate general qualification","11","","",""
"Often","2018","Lower Saxony","(2a) intermediate vocational","16","","",""
"Often","2018","Lower Saxony","(2c_gen) general maturity certificate","14","","",""
"Often","2018","Lower Saxony","(2c_voc) vocational maturity certificate","10","","",""
"Often","2018","Lower Saxony","(3a) lower tertiary education","5","","",""
"Often","2018","Lower Saxony","(3b) higher tertiary education","9","","",""
"Often","2018","Bremen","(0) in school","1","","",""
"Often","2018","Bremen","(1a) inadequately completed","","","",""
"Often","2018","Bremen","(1b) general elementary school","2","","",""
"Often","2018","Bremen","(1c) basic vocational qualification","1","","",""
"Often","2018","Bremen","(2b) intermediate general qualification","","","",""
"Often","2018","Bremen","(2a) intermediate vocational","1","","",""
"Often","2018","Bremen","(2c_gen) general maturity certificate","2","","",""
"Often","2018","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Often","2018","Bremen","(3a) lower tertiary education","","","",""
"Often","2018","Bremen","(3b) higher tertiary education","2","","",""
"Often","2018","North Rhine-Westphalia","(0) in school","18","","",""
"Often","2018","North Rhine-Westphalia","(1a) inadequately completed","9","","",""
"Often","2018","North Rhine-Westphalia","(1b) general elementary school","21","","",""
"Often","2018","North Rhine-Westphalia","(1c) basic vocational qualification","25","","",""
"Often","2018","North Rhine-Westphalia","(2b) intermediate general qualification","8","","",""
"Often","2018","North Rhine-Westphalia","(2a) intermediate vocational","25","","",""
"Often","2018","North Rhine-Westphalia","(2c_gen) general maturity certificate","41","0.0730163839121491","0.0482236684038851","0.0978090994204131"
"Often","2018","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","28","","",""
"Often","2018","North Rhine-Westphalia","(3a) lower tertiary education","7","","",""
"Often","2018","North Rhine-Westphalia","(3b) higher tertiary education","44","0.0552188361560103","0.0397451209465977","0.0706925513654229"
"Often","2018","Hesse","(0) in school","3","","",""
"Often","2018","Hesse","(1a) inadequately completed","2","","",""
"Often","2018","Hesse","(1b) general elementary school","10","","",""
"Often","2018","Hesse","(1c) basic vocational qualification","7","","",""
"Often","2018","Hesse","(2b) intermediate general qualification","2","","",""
"Often","2018","Hesse","(2a) intermediate vocational","10","","",""
"Often","2018","Hesse","(2c_gen) general maturity certificate","22","","",""
"Often","2018","Hesse","(2c_voc) vocational maturity certificate","10","","",""
"Often","2018","Hesse","(3a) lower tertiary education","4","","",""
"Often","2018","Hesse","(3b) higher tertiary education","10","","",""
"Often","2018","Rhineland-Palatinate,Saarland","(0) in school","4","","",""
"Often","2018","Rhineland-Palatinate,Saarland","(1a) inadequately completed","4","","",""
"Often","2018","Rhineland-Palatinate,Saarland","(1b) general elementary school","5","","",""
"Often","2018","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","11","","",""
"Often","2018","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","2","","",""
"Often","2018","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","7","","",""
"Often","2018","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","13","","",""
"Often","2018","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","3","","",""
"Often","2018","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","2","","",""
"Often","2018","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","7","","",""
"Often","2018","Baden-Württemberg","(0) in school","7","","",""
"Often","2018","Baden-Württemberg","(1a) inadequately completed","1","","",""
"Often","2018","Baden-Württemberg","(1b) general elementary school","11","","",""
"Often","2018","Baden-Württemberg","(1c) basic vocational qualification","14","","",""
"Often","2018","Baden-Württemberg","(2b) intermediate general qualification","6","","",""
"Often","2018","Baden-Württemberg","(2a) intermediate vocational","10","","",""
"Often","2018","Baden-Württemberg","(2c_gen) general maturity certificate","20","","",""
"Often","2018","Baden-Württemberg","(2c_voc) vocational maturity certificate","15","","",""
"Often","2018","Baden-Württemberg","(3a) lower tertiary education","4","","",""
"Often","2018","Baden-Württemberg","(3b) higher tertiary education","29","","",""
"Often","2018","Bavaria","(0) in school","13","","",""
"Often","2018","Bavaria","(1a) inadequately completed","1","","",""
"Often","2018","Bavaria","(1b) general elementary school","7","","",""
"Often","2018","Bavaria","(1c) basic vocational qualification","22","","",""
"Often","2018","Bavaria","(2b) intermediate general qualification","8","","",""
"Often","2018","Bavaria","(2a) intermediate vocational","20","","",""
"Often","2018","Bavaria","(2c_gen) general maturity certificate","19","","",""
"Often","2018","Bavaria","(2c_voc) vocational maturity certificate","18","","",""
"Often","2018","Bavaria","(3a) lower tertiary education","9","","",""
"Often","2018","Bavaria","(3b) higher tertiary education","33","0.0740277407840676","0.0541882158789257","0.0938672656892094"
"Often","2018","Berlin","(0) in school","2","","",""
"Often","2018","Berlin","(1a) inadequately completed","3","","",""
"Often","2018","Berlin","(1b) general elementary school","1","","",""
"Often","2018","Berlin","(1c) basic vocational qualification","3","","",""
"Often","2018","Berlin","(2b) intermediate general qualification","1","","",""
"Often","2018","Berlin","(2a) intermediate vocational","10","","",""
"Often","2018","Berlin","(2c_gen) general maturity certificate","9","","",""
"Often","2018","Berlin","(2c_voc) vocational maturity certificate","3","","",""
"Often","2018","Berlin","(3a) lower tertiary education","5","","",""
"Often","2018","Berlin","(3b) higher tertiary education","25","","",""
"Often","2018","Brandenburg","(0) in school","2","","",""
"Often","2018","Brandenburg","(1a) inadequately completed","","","",""
"Often","2018","Brandenburg","(1b) general elementary school","1","","",""
"Often","2018","Brandenburg","(1c) basic vocational qualification","1","","",""
"Often","2018","Brandenburg","(2b) intermediate general qualification","1","","",""
"Often","2018","Brandenburg","(2a) intermediate vocational","2","","",""
"Often","2018","Brandenburg","(2c_gen) general maturity certificate","4","","",""
"Often","2018","Brandenburg","(2c_voc) vocational maturity certificate","4","","",""
"Often","2018","Brandenburg","(3a) lower tertiary education","1","","",""
"Often","2018","Brandenburg","(3b) higher tertiary education","1","","",""
"Often","2018","Mecklenburg-Western Pomerania","(0) in school","1","","",""
"Often","2018","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Often","2018","Mecklenburg-Western Pomerania","(1b) general elementary school","1","","",""
"Often","2018","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","1","","",""
"Often","2018","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Often","2018","Mecklenburg-Western Pomerania","(2a) intermediate vocational","1","","",""
"Often","2018","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","2","","",""
"Often","2018","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Often","2018","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Often","2018","Mecklenburg-Western Pomerania","(3b) higher tertiary education","1","","",""
"Often","2018","Saxony","(0) in school","4","","",""
"Often","2018","Saxony","(1a) inadequately completed","1","","",""
"Often","2018","Saxony","(1b) general elementary school","1","","",""
"Often","2018","Saxony","(1c) basic vocational qualification","7","","",""
"Often","2018","Saxony","(2b) intermediate general qualification","2","","",""
"Often","2018","Saxony","(2a) intermediate vocational","3","","",""
"Often","2018","Saxony","(2c_gen) general maturity certificate","10","","",""
"Often","2018","Saxony","(2c_voc) vocational maturity certificate","3","","",""
"Often","2018","Saxony","(3a) lower tertiary education","1","","",""
"Often","2018","Saxony","(3b) higher tertiary education","4","","",""
"Often","2018","Saxony-Anhalt","(0) in school","1","","",""
"Often","2018","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Often","2018","Saxony-Anhalt","(1b) general elementary school","1","","",""
"Often","2018","Saxony-Anhalt","(1c) basic vocational qualification","1","","",""
"Often","2018","Saxony-Anhalt","(2b) intermediate general qualification","1","","",""
"Often","2018","Saxony-Anhalt","(2a) intermediate vocational","6","","",""
"Often","2018","Saxony-Anhalt","(2c_gen) general maturity certificate","3","","",""
"Often","2018","Saxony-Anhalt","(2c_voc) vocational maturity certificate","4","","",""
"Often","2018","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Often","2018","Saxony-Anhalt","(3b) higher tertiary education","3","","",""
"Often","2018","Thuringia","(0) in school","1","","",""
"Often","2018","Thuringia","(1a) inadequately completed","1","","",""
"Often","2018","Thuringia","(1b) general elementary school","1","","",""
"Often","2018","Thuringia","(1c) basic vocational qualification","1","","",""
"Often","2018","Thuringia","(2b) intermediate general qualification","3","","",""
"Often","2018","Thuringia","(2a) intermediate vocational","9","","",""
"Often","2018","Thuringia","(2c_gen) general maturity certificate","3","","",""
"Often","2018","Thuringia","(2c_voc) vocational maturity certificate","1","","",""
"Often","2018","Thuringia","(3a) lower tertiary education","3","","",""
"Often","2018","Thuringia","(3b) higher tertiary education","6","","",""
"Sometimes","2018","Schleswig-Holstein","(0) in school","5","","",""
"Sometimes","2018","Schleswig-Holstein","(1a) inadequately completed","3","","",""
"Sometimes","2018","Schleswig-Holstein","(1b) general elementary school","9","","",""
"Sometimes","2018","Schleswig-Holstein","(1c) basic vocational qualification","18","","",""
"Sometimes","2018","Schleswig-Holstein","(2b) intermediate general qualification","6","","",""
"Sometimes","2018","Schleswig-Holstein","(2a) intermediate vocational","27","","",""
"Sometimes","2018","Schleswig-Holstein","(2c_gen) general maturity certificate","11","","",""
"Sometimes","2018","Schleswig-Holstein","(2c_voc) vocational maturity certificate","15","","",""
"Sometimes","2018","Schleswig-Holstein","(3a) lower tertiary education","8","","",""
"Sometimes","2018","Schleswig-Holstein","(3b) higher tertiary education","27","","",""
"Sometimes","2018","Hamburg","(0) in school","2","","",""
"Sometimes","2018","Hamburg","(1a) inadequately completed","5","","",""
"Sometimes","2018","Hamburg","(1b) general elementary school","9","","",""
"Sometimes","2018","Hamburg","(1c) basic vocational qualification","3","","",""
"Sometimes","2018","Hamburg","(2b) intermediate general qualification","2","","",""
"Sometimes","2018","Hamburg","(2a) intermediate vocational","11","","",""
"Sometimes","2018","Hamburg","(2c_gen) general maturity certificate","12","","",""
"Sometimes","2018","Hamburg","(2c_voc) vocational maturity certificate","10","","",""
"Sometimes","2018","Hamburg","(3a) lower tertiary education","7","","",""
"Sometimes","2018","Hamburg","(3b) higher tertiary education","33","0.273445727312954","0.19652863871942","0.350362815906488"
"Sometimes","2018","Lower Saxony","(0) in school","20","","",""
"Sometimes","2018","Lower Saxony","(1a) inadequately completed","11","","",""
"Sometimes","2018","Lower Saxony","(1b) general elementary school","40","0.166494334395388","0.118661717844707","0.214326950946068"
"Sometimes","2018","Lower Saxony","(1c) basic vocational qualification","38","0.0654239661671004","0.0426784436085429","0.088169488725658"
"Sometimes","2018","Lower Saxony","(2b) intermediate general qualification","26","","",""
"Sometimes","2018","Lower Saxony","(2a) intermediate vocational","93","0.157803061209516","0.128261414564043","0.187344707854988"
"Sometimes","2018","Lower Saxony","(2c_gen) general maturity certificate","43","0.267906920095082","0.193748080739775","0.342065759450388"
"Sometimes","2018","Lower Saxony","(2c_voc) vocational maturity certificate","37","0.0970369664453904","0.0609174581770724","0.133156474713708"
"Sometimes","2018","Lower Saxony","(3a) lower tertiary education","23","","",""
"Sometimes","2018","Lower Saxony","(3b) higher tertiary education","83","0.174489123205731","0.13642971862852","0.212548527782941"
"Sometimes","2018","Bremen","(0) in school","4","","",""
"Sometimes","2018","Bremen","(1a) inadequately completed","3","","",""
"Sometimes","2018","Bremen","(1b) general elementary school","3","","",""
"Sometimes","2018","Bremen","(1c) basic vocational qualification","4","","",""
"Sometimes","2018","Bremen","(2b) intermediate general qualification","1","","",""
"Sometimes","2018","Bremen","(2a) intermediate vocational","5","","",""
"Sometimes","2018","Bremen","(2c_gen) general maturity certificate","2","","",""
"Sometimes","2018","Bremen","(2c_voc) vocational maturity certificate","7","","",""
"Sometimes","2018","Bremen","(3a) lower tertiary education","","","",""
"Sometimes","2018","Bremen","(3b) higher tertiary education","11","","",""
"Sometimes","2018","North Rhine-Westphalia","(0) in school","37","0.32111607874416","0.230058480405645","0.412173677082674"
"Sometimes","2018","North Rhine-Westphalia","(1a) inadequately completed","31","0.194823767019791","0.13563349862423","0.254014035415352"
"Sometimes","2018","North Rhine-Westphalia","(1b) general elementary school","99","0.197654453738835","0.161766264512692","0.233542642964977"
"Sometimes","2018","North Rhine-Westphalia","(1c) basic vocational qualification","126","0.120436211255798","0.100674413762102","0.140198008749494"
"Sometimes","2018","North Rhine-Westphalia","(2b) intermediate general qualification","57","0.340670240613312","0.271626034330429","0.409714446896195"
"Sometimes","2018","North Rhine-Westphalia","(2a) intermediate vocational","140","0.164683318200895","0.140037749358291","0.189328887043498"
"Sometimes","2018","North Rhine-Westphalia","(2c_gen) general maturity certificate","127","0.296077183269171","0.252571810037325","0.339582556501016"
"Sometimes","2018","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","128","0.169218249674217","0.141811930005575","0.196624569342859"
"Sometimes","2018","North Rhine-Westphalia","(3a) lower tertiary education","46","0.143048076152908","0.105329669898029","0.180766482407787"
"Sometimes","2018","North Rhine-Westphalia","(3b) higher tertiary education","165","0.238875138926819","0.209988381650484","0.267761896203154"
"Sometimes","2018","Hesse","(0) in school","12","","",""
"Sometimes","2018","Hesse","(1a) inadequately completed","9","","",""
"Sometimes","2018","Hesse","(1b) general elementary school","27","","",""
"Sometimes","2018","Hesse","(1c) basic vocational qualification","31","0.11584019076727","0.0767890922828997","0.154891289251641"
"Sometimes","2018","Hesse","(2b) intermediate general qualification","13","","",""
"Sometimes","2018","Hesse","(2a) intermediate vocational","45","0.130800230451289","0.0940855593756117","0.167514901526966"
"Sometimes","2018","Hesse","(2c_gen) general maturity certificate","42","0.395843197343278","0.310454724499376","0.48123167018718"
"Sometimes","2018","Hesse","(2c_voc) vocational maturity certificate","37","0.222298239902015","0.162220479782829","0.282376000021202"
"Sometimes","2018","Hesse","(3a) lower tertiary education","30","0.29853904656903","0.216319148947814","0.380758944190246"
"Sometimes","2018","Hesse","(3b) higher tertiary education","73","0.20673218923431","0.165187489296531","0.248276889172089"
"Sometimes","2018","Rhineland-Palatinate,Saarland","(0) in school","8","","",""
"Sometimes","2018","Rhineland-Palatinate,Saarland","(1a) inadequately completed","5","","",""
"Sometimes","2018","Rhineland-Palatinate,Saarland","(1b) general elementary school","31","0.160600513394195","0.108800812648288","0.212400214140101"
"Sometimes","2018","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","41","0.0941681301253516","0.0646863849863569","0.123649875264346"
"Sometimes","2018","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","11","","",""
"Sometimes","2018","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","34","0.209293731897459","0.157282174087207","0.261305289707711"
"Sometimes","2018","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","21","","",""
"Sometimes","2018","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","29","","",""
"Sometimes","2018","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","15","","",""
"Sometimes","2018","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","37","0.249291153927733","0.18745273642955","0.311129571425915"
"Sometimes","2018","Baden-Württemberg","(0) in school","13","","",""
"Sometimes","2018","Baden-Württemberg","(1a) inadequately completed","3","","",""
"Sometimes","2018","Baden-Württemberg","(1b) general elementary school","29","","",""
"Sometimes","2018","Baden-Württemberg","(1c) basic vocational qualification","62","0.110122930617211","0.0835470065244047","0.136698854710017"
"Sometimes","2018","Baden-Württemberg","(2b) intermediate general qualification","20","","",""
"Sometimes","2018","Baden-Württemberg","(2a) intermediate vocational","81","0.148114010349167","0.118291881085575","0.177936139612759"
"Sometimes","2018","Baden-Württemberg","(2c_gen) general maturity certificate","49","0.250963499970283","0.184403845217128","0.317523154723438"
"Sometimes","2018","Baden-Württemberg","(2c_voc) vocational maturity certificate","38","0.120559061802717","0.0826893334420278","0.158428790163406"
"Sometimes","2018","Baden-Württemberg","(3a) lower tertiary education","37","0.14864354392247","0.103916139468041","0.193370948376899"
"Sometimes","2018","Baden-Württemberg","(3b) higher tertiary education","114","0.214646955635914","0.180792276697798","0.248501634574031"
"Sometimes","2018","Bavaria","(0) in school","13","","",""
"Sometimes","2018","Bavaria","(1a) inadequately completed","13","","",""
