"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","7.95","8","4600","5","7","10","10","10","7.89","8.01","0","10","8","9"
"1984","35-65 y.","6.57","7","6333","3","5","9","10","10","6.5","6.64","0","10","7","7"
"1984","66 and older","5.34","5","1277","1","3","8","9","10","5.18","5.5","0","10","5","5"
"1985","16-34 y.","7.75","8","4158","5","7","9","10","10","7.69","7.81","0","10","8","8"
"1985","35-65 y.","6.54","7","5763","3","5","8","10","10","6.48","6.6","0","10","7","7"
"1985","66 and older","5.52","5","1111","2","4","8","9","10","5.36","5.68","0","10","5","6"
"1986","16-34 y.","7.71","8","4090","5","7","9","10","10","7.65","7.77","0","10","8","8"
"1986","35-65 y.","6.45","7","5486","3","5","8","10","10","6.39","6.51","0","10","7","7"
"1986","66 and older","5.55","5","1040","2","4","8","9","10","5.39","5.71","0","10","5","6"
"1987","16-34 y.","7.58","8","4035","5","7","9","10","10","7.52","7.64","0","10","8","8"
"1987","35-65 y.","6.45","7","5376","3","5","8","9","10","6.39","6.51","0","10","7","7"
"1987","66 and older","5.52","5","1084","2","4","7","9","10","5.36","5.68","0","10","5","6"
"1988","16-34 y.","7.54","8","3844","5","7","9","10","10","7.48","7.6","0","10","8","8"
"1988","35-65 y.","6.34","7","5106","3","5","8","9","10","6.27","6.41","0","10","7","7"
"1988","66 and older","5.37","5","1051","1","4","7","9","10","5.21","5.53","0","10","5","6"
"1989","16-34 y.","7.52","8","3763","5","7","9","10","10","7.45","7.59","0","10","8","8"
"1989","35-65 y.","6.29","7","4892","3","5","8","9","10","6.22","6.36","0","10","7","7"
"1989","66 and older","5.37","5","1027","2","4","7","9","10","5.21","5.53","0","10","5","5"
"1990","16-34 y.","7.57","8","5347","5","7","9","10","10","7.51","7.63","0","10","8","8"
"1990","35-65 y.","6.34","7","7097","3","5","8","9","10","6.28","6.4","0","10","7","7"
"1990","66 and older","5.31","5","1493","1","4","7","8","10","5.18","5.44","0","10","5","5"
"1991","16-34 y.","7.52","8","5162","5","7","9","10","10","7.47","7.57","0","10","8","8"
"1991","35-65 y.","6.36","7","7001","3","5","8","9","10","6.31","6.41","0","10","7","7"
"1991","66 and older","5.3","5","1479","1","4","7","8","10","5.17","5.43","0","10","5","5"
"1992","16-34 y.","7.68","8","4980","5","7","9","10","10","7.63","7.73","0","10","8","8"
"1992","35-65 y.","6.45","7","6894","3","5","8","9","10","6.4","6.5","0","10","7","7"
"1992","66 and older","5.28","5","1469","2","4","7","8","10","5.15","5.41","0","10","5","6"
"1993","16-34 y.","7.51","8","4907","5","7","9","10","10","7.45","7.57","0","10","8","8"
"1993","35-65 y.","6.31","7","6747","3","5","8","9","10","6.26","6.36","0","10","7","7"
"1993","66 and older","5.28","5","1491","2","4","7","8","10","5.15","5.41","0","10","5","5"
"1994","16-34 y.","7.41","8","4803","5","7","9","10","10","7.35","7.47","0","10","8","8"
"1994","35-65 y.","6.22","7","6589","3","5","8","9","10","6.17","6.27","0","10","6","7"
"1994","66 and older","5.21","5","1518","2","3","7","8","10","5.09","5.33","0","10","5","5"
"1995","16-34 y.","7.48","8","4939","5","7","9","10","10","7.43","7.53","0","10","8","8"
"1995","35-65 y.","6.27","7","6828","3","5","8","9","10","6.22","6.32","0","10","7","7"
"1995","66 and older","5.3","5","1548","2","4","7","8","10","5.18","5.42","0","10","5","5"
"1996","16-34 y.","7.41","8","4776","5","6","9","10","10","7.35","7.47","0","10","8","8"
"1996","35-65 y.","6.29","7","6761","3","5","8","9","10","6.24","6.34","0","10","7","7"
"1996","66 and older","5.32","5","1574","2","4","7","8","10","5.2","5.44","0","10","5","5"
"1997","16-34 y.","7.41","8","4629","5","7","9","10","10","7.35","7.47","0","10","8","8"
