"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","general elemantary","Female","6.17","6","2310","2","5","8","10","6.06","6.28","7","7"
"1984","general elemantary","Male","6.88","8","1152","3","5","9","10","6.72","7.04","8","8"
"1984","higher education","Female","7.3","8","256","3","6","9","10","7.01","7.59","8","8"
"1984","higher education","Male","7.5","8","536","4","7","9","10","7.31","7.69","8","8"
"1984","higher vocational","Female","6.86","8","276","3","5","9","10","6.55","7.17","7","8"
"1984","higher vocational","Male","6.76","7","382","3","5","9","10","6.51","7.01","7","8"
"1984","in school","Female","8.56","9","92","5","8","10","10","8.18","8.94","9","10"
"1984","in school","Male","8.41","9","95","6","8","10","10","7.98","8.84","8","9"
"1984","inadequately","Female","6.15","6","593","2","4","9","10","5.92","6.38","6","7"
"1984","inadequately","Male","6.84","7","426","2","5","10","10","6.57","7.11","7","8"
"1984","middle vocational","Female","6.89","7","2547","3","5","9","10","6.79","6.99","7","8"
"1984","middle vocational","Male","6.94","8","3168","3","5","9","10","6.85","7.03","8","8"
"1984","vocational + Abi","Female","7.38","8","117","3","6","9","10","6.93","7.83","8","9"
"1984","vocational + Abi","Male","7.31","8","195","4","6","9","10","6.96","7.66","8","8"
"1985","general elemantary","Female","6.26","6","2032","3","5","8","10","6.15","6.37","7","7"
"1985","general elemantary","Male","7.08","8","1032","3","5","9","10","6.93","7.23","8","8"
"1985","higher education","Female","7.42","8","247","5","6","9","10","7.16","7.68","8","8"
"1985","higher education","Male","7.34","8","510","5","6","9","10","7.17","7.51","8","8"
"1985","higher vocational","Female","6.71","7","259","3","5","9","10","6.41","7.01","7","8"
"1985","higher vocational","Male","6.66","7","359","3","5","8","10","6.41","6.91","7","8"
"1985","in school","Female","8.44","9","75","5","8","10","10","8.03","8.85","8","10"
"1985","in school","Male","7.94","8","111","5","7","9","10","7.6","8.28","8","9"
"1985","inadequately","Female","6.11","6","489","3","4","8","10","5.87","6.35","6","7"
"1985","inadequately","Male","6.7","7","353","2","5","9","10","6.41","6.99","7","8"
"1985","middle vocational","Female","6.81","7","2336","3","5","9","10","6.71","6.91","7","8"
"1985","middle vocational","Male","6.81","7","2840","3","5","9","10","6.72","6.9","7","8"
"1985","vocational + Abi","Female","6.89","7","104","3","5","9","10","6.42","7.36","6","8"
"1985","vocational + Abi","Male","6.76","7.68","171","2","5","9","10","6.39","7.13","7","8"
"1986","general elemantary","Female","6.22","6","1902","3","5","8","10","6.1","6.34","7","7"
"1986","general elemantary","Male","7.08","8","1011","4","5","9","10","6.94","7.22","8","8"
"1986","higher education","Female","7.2","8","244","4","6","9","10","6.93","7.47","8","8"
"1986","higher education","Male","7.21","8","506","4","6","9","10","7.03","7.39","8","8"
"1986","higher vocational","Female","6.78","7","249","3","5","8","10","6.49","7.07","7","8"
"1986","higher vocational","Male","6.65","7","333","3","5","8","9","6.4","6.9","7","8"
"1986","in school","Female","8.16","8","73","6","7","10","10","7.77","8.55","8","9"
"1986","in school","Male","8.21","9","115","6","7","10","10","7.88","8.54","8","9"
"1986","inadequately","Female","5.96","6","457","2","4","8","10","5.71","6.21","6","7"
"1986","inadequately","Male","6.38","7","330","1","5","9","10","6.08","6.68","7","8"
"1986","middle vocational","Female","6.63","7","2262","3","5","8","10","6.53","6.73","7","7"
"1986","middle vocational","Male","6.85","7","2742","4","5","9","10","6.76","6.94","7","8"
"1986","vocational + Abi","Female","6.9","7","112","5","5","9","10","6.49","7.31","7","8"
"1986","vocational + Abi","Male","6.99","8","166","4","5","9","10","6.63","7.35","7","8"
"1987","general elemantary","Female","6.16","6","1846","3","5","8","10","6.04","6.28","7","7"
"1987","general elemantary","Male","6.98","7","1004","4","5","9","10","6.84","7.12","8","8"
