"year","pgisced97","sampreg","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2003","middle vocational","Ostdeutschland, neue Bundeslaender","6.18","6","2821","6.1","6.26","3","5","8","9"
"2003","middle vocational","Westdeutschland, alte Bundeslaender","6.6","7","8336","6.55","6.65","3","5","8","9"
"2003","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.07","8","143","6.72","7.42","4","6","9","9"
"2003","vocational + Abi","Westdeutschland, alte Bundeslaender","6.87","7","1020","6.74","7","4","5","8","9"
"2004","general elemantary","Ostdeutschland, neue Bundeslaender","5.73","6","376","5.46","6","2","3","8","10"
"2004","general elemantary","Westdeutschland, alte Bundeslaender","6.14","6","2217","6.04","6.24","3","5","8","9"
"2004","higher education","Ostdeutschland, neue Bundeslaender","6.03","7","1277","5.91","6.15","3","5","8","8"
"2004","higher education","Westdeutschland, alte Bundeslaender","6.86","7","3019","6.79","6.93","4","6","8","9"
"2004","higher vocational","Ostdeutschland, neue Bundeslaender","5.89","6","432","5.69","6.09","3","5","8","9"
"2004","higher vocational","Westdeutschland, alte Bundeslaender","6.46","7","1208","6.34","6.58","3","5","8","9"
"2004","in school","Ostdeutschland, neue Bundeslaender","7.94","8","164","7.66","8.22","6","7","9","10"
"2004","in school","Westdeutschland, alte Bundeslaender","8.13","8","474","7.98","8.28","5","8","9","10"
"2004","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2004","inadequately","Westdeutschland, alte Bundeslaender","5.62","6","235","5.28","5.96","2","4","8","10"
"2004","middle vocational","Ostdeutschland, neue Bundeslaender","6.02","6","2752","5.94","6.1","3","5","8","9"
"2004","middle vocational","Westdeutschland, alte Bundeslaender","6.46","7","8057","6.41","6.51","3","5","8","9"
"2004","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.99","8","154","6.64","7.34","4","6","8","9"
"2004","vocational + Abi","Westdeutschland, alte Bundeslaender","6.76","7","1008","6.63","6.89","3","5","8","9"
"2005","general elemantary","Ostdeutschland, neue Bundeslaender","6.14","7","343","5.86","6.42","2","4","8","10"
"2005","general elemantary","Westdeutschland, alte Bundeslaender","6.21","6","2071","6.1","6.32","3","5","8","9"
"2005","higher education","Ostdeutschland, neue Bundeslaender","6.19","7","1254","6.07","6.31","3","5","8","9"
"2005","higher education","Westdeutschland, alte Bundeslaender","6.87","7","2912","6.8","6.94","4","6","8","9"
"2005","higher vocational","Ostdeutschland, neue Bundeslaender","6.06","6","420","5.85","6.27","3","5","8","9"
"2005","higher vocational","Westdeutschland, alte Bundeslaender","6.5","7","1143","6.38","6.62","4","5","8","9"
"2005","in school","Ostdeutschland, neue Bundeslaender","7.88","8","147","7.59","8.17","5","7","9","10"
"2005","in school","Westdeutschland, alte Bundeslaender","8.13","9","501","7.97","8.29","5","7","10","10"
"2005","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2005","inadequately","Westdeutschland, alte Bundeslaender","5.46","5","223","5.13","5.79","2","4","8","8"
"2005","middle vocational","Ostdeutschland, neue Bundeslaender","6.11","7","2632","6.03","6.19","3","5","8","9"
"2005","middle vocational","Westdeutschland, alte Bundeslaender","6.48","7","7645","6.43","6.53","3","5","8","9"
"2005","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.07","8","162","6.74","7.4","4","6","8","9"
"2005","vocational + Abi","Westdeutschland, alte Bundeslaender","6.77","7","974","6.64","6.9","3","5","8","9"
"2006","general elemantary","Ostdeutschland, neue Bundeslaender","6.17","7","372","5.91","6.43","2","4","8","10"
"2006","general elemantary","Westdeutschland, alte Bundeslaender","6.11","6","2123","6","6.22","3","5","8","9"
"2006","higher education","Ostdeutschland, neue Bundeslaender","6.23","7","1336","6.12","6.34","3","5","8","9"
"2006","higher education","Westdeutschland, alte Bundeslaender","6.89","7","3244","6.82","6.96","4","6","8","9"
"2006","higher vocational","Ostdeutschland, neue Bundeslaender","6.06","6","428","5.85","6.27","3","5","8","9"
"2006","higher vocational","Westdeutschland, alte Bundeslaender","6.57","7","1228","6.45","6.69","4","5","8","9"
"2006","in school","Ostdeutschland, neue Bundeslaender","8.06","8","73","7.74","8.38","6","7","9","10"
"2006","in school","Westdeutschland, alte Bundeslaender","8.21","8","324","8.03","8.39","6","7","10","10"
"2006","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","inadequately","Westdeutschland, alte Bundeslaender","5.79","5","216","5.46","6.12","3","4","8","9"
"2006","middle vocational","Ostdeutschland, neue Bundeslaender","6.12","6.47","2814","6.04","6.2","3","5","8","9"
"2006","middle vocational","Westdeutschland, alte Bundeslaender","6.51","7","8303","6.46","6.56","3","5","8","9"
"2006","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.51","7","171","6.2","6.82","3","5","8","9"
"2006","vocational + Abi","Westdeutschland, alte Bundeslaender","6.86","7","1044","6.74","6.98","4","6","8","9"
"2007","general elemantary","Ostdeutschland, neue Bundeslaender","6.06","6","332","5.78","6.34","2","4","8","9"
"2007","general elemantary","Westdeutschland, alte Bundeslaender","6","6","1888","5.89","6.11","2","4","8","9"
"2007","higher education","Ostdeutschland, neue Bundeslaender","6.26","7","1298","6.15","6.37","3","5","8","9"
"2007","higher education","Westdeutschland, alte Bundeslaender","6.86","7","3096","6.79","6.93","4","6","8","9"
"2007","higher vocational","Ostdeutschland, neue Bundeslaender","6.22","7","405","6.01","6.43","3","5","8","9"
"2007","higher vocational","Westdeutschland, alte Bundeslaender","6.38","7","1127","6.26","6.5","3","5","8","9"
"2007","in school","Ostdeutschland, neue Bundeslaender","7.82","8","82","7.45","8.19","5","7","9","10"
"2007","in school","Westdeutschland, alte Bundeslaender","8","8","260","7.81","8.19","6","7","9","10"
"2007","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","inadequately","Westdeutschland, alte Bundeslaender","5.38","5","196","5.04","5.72","2","4","7","8"
"2007","middle vocational","Ostdeutschland, neue Bundeslaender","6.15","7","2642","6.07","6.23","3","5","8","9"
"2007","middle vocational","Westdeutschland, alte Bundeslaender","6.51","7","7723","6.46","6.56","3","5","8","9"
"2007","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.6","7","167","6.27","6.93","3","5","8","9"
"2007","vocational + Abi","Westdeutschland, alte Bundeslaender","6.83","7","1004","6.7","6.96","4","5","8","9"
"2008","general elemantary","Ostdeutschland, neue Bundeslaender","6.07","6","306","5.79","6.35","2","4","8","10"
"2008","general elemantary","Westdeutschland, alte Bundeslaender","6.12","6","1729","6.01","6.23","3","5","8","9"
"2008","higher education","Ostdeutschland, neue Bundeslaender","6.45","7","1242","6.34","6.56","4","5","8","9"
"2008","higher education","Westdeutschland, alte Bundeslaender","6.86","7","2961","6.79","6.93","4","6","8","9"
"2008","higher vocational","Ostdeutschland, neue Bundeslaender","6","6","375","5.78","6.22","3","5","8","8"
"2008","higher vocational","Westdeutschland, alte Bundeslaender","6.44","7","1044","6.31","6.57","3","5","8","9"
"2008","in school","Ostdeutschland, neue Bundeslaender","7.52","8","82","7.13","7.91","4","7","9","9"
"2008","in school","Westdeutschland, alte Bundeslaender","8.22","8","270","8.02","8.42","6","8","9","10"
"2008","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","inadequately","Westdeutschland, alte Bundeslaender","5.6","5","168","5.24","5.96","3","4","7","8"
"2008","middle vocational","Ostdeutschland, neue Bundeslaender","6.14","7","2517","6.06","6.22","3","5","8","9"
"2008","middle vocational","Westdeutschland, alte Bundeslaender","6.41","7","7256","6.36","6.46","3","5","8","9"
"2008","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.79","7","166","6.47","7.11","3","6","8","9"
"2008","vocational + Abi","Westdeutschland, alte Bundeslaender","6.72","7","933","6.59","6.85","4","5","8","9"
"2009","general elemantary","Ostdeutschland, neue Bundeslaender","5.98","6","266","5.67","6.29","3","4","8","10"
"2009","general elemantary","Westdeutschland, alte Bundeslaender","6.08","6","1544","5.96","6.2","3","4","8","9"
"2009","higher education","Ostdeutschland, neue Bundeslaender","6.29","7","1206","6.17","6.41","3","5","8","9"
"2009","higher education","Westdeutschland, alte Bundeslaender","6.89","7","2837","6.82","6.96","4","6","8","9"
"2009","higher vocational","Ostdeutschland, neue Bundeslaender","5.91","6","372","5.68","6.14","3","4","8","8"
"2009","higher vocational","Westdeutschland, alte Bundeslaender","6.34","7","965","6.21","6.47","3","5","8","9"
"2009","in school","Ostdeutschland, neue Bundeslaender","7.9","8","54","7.44","8.36","6","7","9","9"
"2009","in school","Westdeutschland, alte Bundeslaender","7.92","8","258","7.69","8.15","6","7","9","10"
"2009","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","inadequately","Westdeutschland, alte Bundeslaender","5.31","5","151","4.89","5.73","2","4","7","8"
"2009","middle vocational","Ostdeutschland, neue Bundeslaender","6.07","6","2403","5.98","6.16","3","5","8","9"
"2009","middle vocational","Westdeutschland, alte Bundeslaender","6.35","7","6693","6.3","6.4","3","5","8","9"
"2009","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.75","7","152","6.45","7.05","4","5","8","8"
"2009","vocational + Abi","Westdeutschland, alte Bundeslaender","6.62","7","849","6.48","6.76","3","5","8","9"
"2010","general elemantary","Ostdeutschland, neue Bundeslaender","6.18","6","333","5.92","6.44","3","5","8","9"
"2010","general elemantary","Westdeutschland, alte Bundeslaender","6.17","6","2132","6.07","6.27","3","5","8","9"
"2010","higher education","Ostdeutschland, neue Bundeslaender","6.27","7","1395","6.16","6.38","3","5","8","9"
"2010","higher education","Westdeutschland, alte Bundeslaender","6.98","7","3983","6.92","7.04","4","6","8","9"
"2010","higher vocational","Ostdeutschland, neue Bundeslaender","5.84","6","414","5.62","6.06","3","4","8","8"
"2010","higher vocational","Westdeutschland, alte Bundeslaender","6.39","7","1201","6.27","6.51","3","5","8","9"
"2010","in school","Ostdeutschland, neue Bundeslaender","8.21","8","47","7.72","8.7","7","8","9","10"
"2010","in school","Westdeutschland, alte Bundeslaender","8.14","8","369","7.98","8.3","6","7","9","10"
"2010","inadequately","Ostdeutschland, neue Bundeslaender","7.54","8","30","6.79","8.29","5","7","9","10"
"2010","inadequately","Westdeutschland, alte Bundeslaender","5.41","5","315","5.11","5.71","1","3","8","10"
"2010","middle vocational","Ostdeutschland, neue Bundeslaender","6.1","6","2941","6.02","6.18","3","5","8","9"
"2010","middle vocational","Westdeutschland, alte Bundeslaender","6.43","7","8837","6.38","6.48","3","5","8","9"
"2010","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.61","7","258","6.36","6.86","3","5","8","9"
"2010","vocational + Abi","Westdeutschland, alte Bundeslaender","6.76","7","1456","6.65","6.87","3","5","8","9"
"2011","general elemantary","Ostdeutschland, neue Bundeslaender","6.05","6","352","5.79","6.31","2","4","8","9"
"2011","general elemantary","Westdeutschland, alte Bundeslaender","6.07","6","2247","5.97","6.17","3","5","8","9"
"2011","higher education","Ostdeutschland, neue Bundeslaender","6.2","7","1469","6.09","6.31","3","5","8","9"
"2011","higher education","Westdeutschland, alte Bundeslaender","7.02","7","4298","6.96","7.08","4","6","8","9"
"2011","higher vocational","Ostdeutschland, neue Bundeslaender","6.09","6","430","5.89","6.29","3","5","8","9"
"2011","higher vocational","Westdeutschland, alte Bundeslaender","6.52","7","1272","6.4","6.64","3","5","8","9"
"2011","in school","Ostdeutschland, neue Bundeslaender","8.63","9","46","8.17","9.09","7","8","9","10"
"2011","in school","Westdeutschland, alte Bundeslaender","8.04","8","385","7.87","8.21","6","7","9","10"
"2011","inadequately","Ostdeutschland, neue Bundeslaender","6.29","5","38","5.42","7.16","3","5","8","9"
"2011","inadequately","Westdeutschland, alte Bundeslaender","5.67","5","318","5.39","5.95","2","4","8","10"
"2011","middle vocational","Ostdeutschland, neue Bundeslaender","6.16","6","3089","6.08","6.24","3","5","8","9"
"2011","middle vocational","Westdeutschland, alte Bundeslaender","6.43","7","9533","6.38","6.48","3","5","8","9"
"2011","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.94","8","279","6.69","7.19","4","5","9","9"
"2011","vocational + Abi","Westdeutschland, alte Bundeslaender","6.93","7","1566","6.83","7.03","4","6","8","9"
"2012","general elemantary","Ostdeutschland, neue Bundeslaender","6.13","6","356","5.88","6.38","3","5","8","9"
"2012","general elemantary","Westdeutschland, alte Bundeslaender","6.29","7","2417","6.2","6.38","3","5","8","9"
"2012","higher education","Ostdeutschland, neue Bundeslaender","6.37","7","1493","6.26","6.48","3","5","8","9"
"2012","higher education","Westdeutschland, alte Bundeslaender","7.13","8","4438","7.07","7.19","4","6","8","9"
"2012","higher vocational","Ostdeutschland, neue Bundeslaender","6.05","6","466","5.86","6.24","3","5","8","8"
"2012","higher vocational","Westdeutschland, alte Bundeslaender","6.62","7","1279","6.5","6.74","3","5","8","9"
"2012","in school","Ostdeutschland, neue Bundeslaender","8.38","8.46","52","7.92","8.84","6","8","9","10"
"2012","in school","Westdeutschland, alte Bundeslaender","8.06","8","400","7.9","8.22","6","7","9","10"
"2012","inadequately","Ostdeutschland, neue Bundeslaender","6.55","8","46","5.78","7.32","2","4","9","10"
"2012","inadequately","Westdeutschland, alte Bundeslaender","5.85","6","321","5.56","6.14","2","4","8","10"
"2012","middle vocational","Ostdeutschland, neue Bundeslaender","6.12","6","3198","6.04","6.2","3","5","8","9"
"2012","middle vocational","Westdeutschland, alte Bundeslaender","6.5","7","9754","6.46","6.54","3","5","8","9"
"2012","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.16","8","290","6.94","7.38","5","6","8","10"
"2012","vocational + Abi","Westdeutschland, alte Bundeslaender","6.9","7","1587","6.8","7","4","6","8","9"
"2013","general elemantary","Ostdeutschland, neue Bundeslaender","6.13","6","412","5.87","6.39","2","5","8","10"
"2013","general elemantary","Westdeutschland, alte Bundeslaender","6.33","7","3309","6.25","6.41","3","5","8","10"
"2013","higher education","Ostdeutschland, neue Bundeslaender","6.39","7","1556","6.29","6.49","3","5","8","9"
"2013","higher education","Westdeutschland, alte Bundeslaender","7.1","8","5315","7.05","7.15","4","6","8","9"
"2013","higher vocational","Ostdeutschland, neue Bundeslaender","6.13","7","437","5.93","6.33","3","5","8","8"
"2013","higher vocational","Westdeutschland, alte Bundeslaender","6.68","7","1296","6.57","6.79","3","5","8","9"
"2013","in school","Ostdeutschland, neue Bundeslaender","8.18","8","72","7.79","8.57","6","7","10","10"
"2013","in school","Westdeutschland, alte Bundeslaender","8.2","9","554","8.07","8.33","6","7","9","10"
"2013","inadequately","Ostdeutschland, neue Bundeslaender","6.94","6.86","64","6.3","7.58","4","5","10","10"
"2013","inadequately","Westdeutschland, alte Bundeslaender","5.85","6","569","5.63","6.07","2","4","8","10"
"2013","middle vocational","Ostdeutschland, neue Bundeslaender","6.15","7","3199","6.07","6.23","3","5","8","9"
"2013","middle vocational","Westdeutschland, alte Bundeslaender","6.52","7","11012","6.48","6.56","3","5","8","9"
"2013","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.19","7","319","6.97","7.41","5","6","8","9"
"2013","vocational + Abi","Westdeutschland, alte Bundeslaender","6.89","7","2054","6.8","6.98","4","6","8","9"
"2014","general elemantary","Ostdeutschland, neue Bundeslaender","6.34","7","382","6.09","6.59","3","5","8","10"
"2014","general elemantary","Westdeutschland, alte Bundeslaender","6.35","7","2740","6.26","6.44","3","5","8","9"
"2014","higher education","Ostdeutschland, neue Bundeslaender","6.53","7","1445","6.42","6.64","3","5","8","9"
"2014","higher education","Westdeutschland, alte Bundeslaender","7.04","7","4789","6.98","7.1","4","6","8","9"
"2014","higher vocational","Ostdeutschland, neue Bundeslaender","6.32","7","409","6.12","6.52","4","5","8","9"
"2014","higher vocational","Westdeutschland, alte Bundeslaender","6.54","7","1189","6.42","6.66","3","5","8","9"
"2014","in school","Ostdeutschland, neue Bundeslaender","8.27","9","54","7.74","8.8","6","8","10","10"
"2014","in school","Westdeutschland, alte Bundeslaender","8.05","8","395","7.87","8.23","6","7","9","10"
"2014","inadequately","Ostdeutschland, neue Bundeslaender","6.15","6","56","5.47","6.83","3","4","8","10"
"2014","inadequately","Westdeutschland, alte Bundeslaender","5.61","5","449","5.37","5.85","2","4","8","9"
"2014","middle vocational","Ostdeutschland, neue Bundeslaender","6.12","6","2868","6.04","6.2","3","5","8","9"
"2014","middle vocational","Westdeutschland, alte Bundeslaender","6.5","7","9728","6.46","6.54","3","5","8","9"
"2014","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.11","7","298","6.88","7.34","5","6","8","9"
"2014","vocational + Abi","Westdeutschland, alte Bundeslaender","6.99","7","1760","6.89","7.09","4","6","8","9"
"2015","general elemantary","Ostdeutschland, neue Bundeslaender","6.02","6","342","5.75","6.29","3","5","8","9"
"2015","general elemantary","Westdeutschland, alte Bundeslaender","6.34","7","2344","6.24","6.44","3","5","8","9"
"2015","higher education","Ostdeutschland, neue Bundeslaender","6.59","7","1372","6.48","6.7","3","5","8","9"
"2015","higher education","Westdeutschland, alte Bundeslaender","7.03","7","4512","6.97","7.09","4","6","8","9"
"2015","higher vocational","Ostdeutschland, neue Bundeslaender","6.25","7","398","6.05","6.45","3","5","8","8"
"2015","higher vocational","Westdeutschland, alte Bundeslaender","6.49","7","1133","6.37","6.61","3","5","8","9"
"2015","in school","Ostdeutschland, neue Bundeslaender","8.51","9","55","8.09","8.93","6","8","10","10"
"2015","in school","Westdeutschland, alte Bundeslaender","8.05","8","296","7.85","8.25","6","7","9","10"
"2015","inadequately","Ostdeutschland, neue Bundeslaender","6.32","6","48","5.68","6.96","4","5","8","9"
"2015","inadequately","Westdeutschland, alte Bundeslaender","5.5","5","364","5.23","5.77","2","4","8","9"
"2015","middle vocational","Ostdeutschland, neue Bundeslaender","6.05","6","2703","5.97","6.13","3","5","8","9"
"2015","middle vocational","Westdeutschland, alte Bundeslaender","6.51","7","8988","6.46","6.56","3","5","8","9"
"2015","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.12","7","275","6.88","7.36","4","7","9","9"
"2015","vocational + Abi","Westdeutschland, alte Bundeslaender","6.98","7","1682","6.88","7.08","4","6","8","9"
"2016","general elemantary","Ostdeutschland, neue Bundeslaender","6.07","6","473","5.83","6.31","3","4","8","10"
"2016","general elemantary","Westdeutschland, alte Bundeslaender","6.34","7","2943","6.25","6.43","3","5","8","9"
"2016","higher education","Ostdeutschland, neue Bundeslaender","6.59","7","1473","6.48","6.7","3","5","8","9"
"2016","higher education","Westdeutschland, alte Bundeslaender","7.02","7","5185","6.97","7.07","4","6","8","9"
"2016","higher vocational","Ostdeutschland, neue Bundeslaender","6.34","7","367","6.14","6.54","3","5","8","8"
"2016","higher vocational","Westdeutschland, alte Bundeslaender","6.54","7","1041","6.42","6.66","3","5","8","9"
"2016","in school","Ostdeutschland, neue Bundeslaender","8.33","9","46","7.84","8.82","6","7","10","10"
"2016","in school","Westdeutschland, alte Bundeslaender","8.37","9","313","8.17","8.57","6","8","10","10"
"2016","inadequately","Ostdeutschland, neue Bundeslaender","6.76","6","347","6.48","7.04","4","5","9","10"
"2016","inadequately","Westdeutschland, alte Bundeslaender","6.22","6.65","1672","6.09","6.35","2","5","8","10"
"2016","middle vocational","Ostdeutschland, neue Bundeslaender","6.1","7","2702","6.01","6.19","3","5","8","9"
"2016","middle vocational","Westdeutschland, alte Bundeslaender","6.5","7","9099","6.45","6.55","3","5","8","9"
"2016","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.13","7","294","6.88","7.38","4","6","9","9"
"2016","vocational + Abi","Westdeutschland, alte Bundeslaender","6.98","7","1837","6.88","7.08","4","6","8","9"
"2017","general elemantary","Ostdeutschland, neue Bundeslaender","6","6","521","5.77","6.23","3","4","8","10"
"2017","general elemantary","Westdeutschland, alte Bundeslaender","6.33","7","3313","6.25","6.41","3","5","8","9"
"2017","higher education","Ostdeutschland, neue Bundeslaender","6.55","7","1566","6.44","6.66","3","5","8","9"
"2017","higher education","Westdeutschland, alte Bundeslaender","7.09","7","5894","7.04","7.14","4","6","8","9"
"2017","higher vocational","Ostdeutschland, neue Bundeslaender","6.27","7","400","6.07","6.47","3","5","8","9"
"2017","higher vocational","Westdeutschland, alte Bundeslaender","6.47","7","1143","6.35","6.59","3","5","8","9"
"2017","in school","Ostdeutschland, neue Bundeslaender","7.88","8","71","7.55","8.21","5","7","9","10"
"2017","in school","Westdeutschland, alte Bundeslaender","7.99","8","351","7.8","8.18","5","7","9","10"
"2017","inadequately","Ostdeutschland, neue Bundeslaender","7","8","338","6.73","7.27","4","5","8","10"
"2017","inadequately","Westdeutschland, alte Bundeslaender","6.2","6","2262","6.09","6.31","3","4","8","10"
"2017","middle vocational","Ostdeutschland, neue Bundeslaender","6.11","7","2989","6.03","6.19","3","5","8","9"
"2017","middle vocational","Westdeutschland, alte Bundeslaender","6.43","7","9981","6.39","6.47","3","5","8","9"
"2017","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.04","7","341","6.82","7.26","4","6","8","9"
"2017","vocational + Abi","Westdeutschland, alte Bundeslaender","6.83","7","2006","6.74","6.92","4","6","8","9"
"2018","general elemantary","Ostdeutschland, neue Bundeslaender","6.13","6","520","5.9","6.36","2","4","8","10"
"2018","general elemantary","Westdeutschland, alte Bundeslaender","6.4","7","2998","6.31","6.49","3","5","8","9"
"2018","higher education","Ostdeutschland, neue Bundeslaender","6.61","7","1497","6.5","6.72","4","5","8","9"
"2018","higher education","Westdeutschland, alte Bundeslaender","6.93","7","5529","6.88","6.98","4","6","8","9"
"2018","higher vocational","Ostdeutschland, neue Bundeslaender","6.07","7","390","5.86","6.28","2","5","8","8"
"2018","higher vocational","Westdeutschland, alte Bundeslaender","6.43","7","1060","6.3","6.56","3","5","8","9"
"2018","in school","Ostdeutschland, neue Bundeslaender","8.17","8","59","7.76","8.58","6","8","9","10"
"2018","in school","Westdeutschland, alte Bundeslaender","8.09","8","293","7.88","8.3","6","7","10","10"
"2018","inadequately","Ostdeutschland, neue Bundeslaender","6.32","6","280","6.02","6.62","4","5","8","10"
"2018","inadequately","Westdeutschland, alte Bundeslaender","6.15","6","1822","6.03","6.27","3","5","8","10"
"2018","middle vocational","Ostdeutschland, neue Bundeslaender","6.11","7","2866","6.03","6.19","3","5","8","9"
"2018","middle vocational","Westdeutschland, alte Bundeslaender","6.41","7","9348","6.36","6.46","3","5","8","9"
"2018","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.06","7","332","6.85","7.27","4","6","8","9"
"2018","vocational + Abi","Westdeutschland, alte Bundeslaender","6.76","7","1877","6.66","6.86","4","5","8","9"
"2019","general elemantary","Ostdeutschland, neue Bundeslaender","6.34","7","467","6.11","6.57","3","5","8","9"
"2019","general elemantary","Westdeutschland, alte Bundeslaender","6.4","7","2705","6.31","6.49","3","5","8","9"
"2019","higher education","Ostdeutschland, neue Bundeslaender","6.68","7","1676","6.58","6.78","4","5","8","9"
"2019","higher education","Westdeutschland, alte Bundeslaender","7.14","8","5930","7.09","7.19","4","6","8","9"
"2019","higher vocational","Ostdeutschland, neue Bundeslaender","6.34","7","439","6.14","6.54","3","5","8","9"
"2019","higher vocational","Westdeutschland, alte Bundeslaender","6.62","7","1228","6.5","6.74","3","5","8","9"
"2019","in school","Ostdeutschland, neue Bundeslaender","8.1","8","53","7.65","8.55","6","7","9","10"
"2019","in school","Westdeutschland, alte Bundeslaender","8.15","8.48","280","7.96","8.34","6","8","10","10"
"2019","inadequately","Ostdeutschland, neue Bundeslaender","6.04","6","236","5.73","6.35","3","5","8","9"
"2019","inadequately","Westdeutschland, alte Bundeslaender","6.29","6","1649","6.16","6.42","3","5","8","10"
"2019","middle vocational","Ostdeutschland, neue Bundeslaender","6.17","7","2695","6.08","6.26","3","5","8","9"
"2019","middle vocational","Westdeutschland, alte Bundeslaender","6.5","7","9014","6.45","6.55","3","5","8","9"
"2019","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.93","7","332","6.72","7.14","4","6","8","9"
"2019","vocational + Abi","Westdeutschland, alte Bundeslaender","6.82","7","1921","6.73","6.91","3","6","8","9"
