"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","6.74","7","2275","3","5","9","10","10","6.64","6.84","0","10","7","8"
"1985","Urban Area","6.77","7","8757","3","5","9","10","10","6.72","6.82","0","10","7","8"
"1986","Rural Area","6.74","7","2180","3","5","8","10","10","6.64","6.84","0","10","7","8"
"1986","Urban Area","6.71","7","8436","3","5","9","10","10","6.66","6.76","0","10","7","7"
"1987","Rural Area","6.67","7","2155","3","5","8","10","10","6.57","6.77","0","10","7","7"
"1987","Urban Area","6.64","7","8340","3","5","8","10","10","6.59","6.69","0","10","7","7"
"1988","Rural Area","6.52","7","2020","3","5","8","10","10","6.41","6.63","0","10","7","7"
"1988","Urban Area","6.56","7","7981","3","5","8","9","10","6.51","6.61","0","10","7","7"
"1989","Rural Area","6.43","7","1917","3","5","8","10","10","6.32","6.54","0","10","7","7"
"1989","Urban Area","6.55","7","7765","3","5","8","10","10","6.5","6.6","0","10","7","7"
"1990","Rural Area","6.58","7","4730","3","5","8","10","10","6.51","6.65","0","10","7","7"
"1990","Urban Area","6.56","7","9120","3","5","8","9","10","6.51","6.61","0","10","7","7"
"1991","Rural Area","6.56","7","4638","3","5","8","9","10","6.49","6.63","0","10","7","7"
"1991","Urban Area","6.53","7","8914","3","5","8","9","10","6.48","6.58","0","10","7","7"
"1992","Rural Area","6.57","7","4420","3","5","8","9","10","6.5","6.64","0","10","7","7"
"1992","Urban Area","6.64","7","8804","3","5","8","9","10","6.59","6.69","0","10","7","7"
"1993","Rural Area","6.49","7","4386","3","5","8","9","10","6.42","6.56","0","10","7","7"
"1993","Urban Area","6.5","7","8759","3","5","8","9","10","6.45","6.55","0","10","7","7"
"1994","Rural Area","6.41","7","4304","3","5","8","9","10","6.34","6.48","0","10","7","7"
"1994","Urban Area","6.38","7","8606","3","5","8","9","10","6.33","6.43","0","10","7","7"
"1995","Rural Area","6.45","7","4458","3","5","8","9","10","6.39","6.51","0","10","7","7"
"1995","Urban Area","6.44","7","8857","3","5","8","9","10","6.39","6.49","0","10","7","7"
"1996","Rural Area","6.41","7","4431","3","5","8","9","10","6.35","6.47","0","10","7","7"
"1996","Urban Area","6.44","7","8679","3","5","8","9","10","6.39","6.49","0","10","7","7"
"1997","Rural Area","6.34","7","4356","3","5","8","9","10","6.28","6.4","0","10","7","7"
"1997","Urban Area","6.46","7","8525","3","5","8","9","10","6.41","6.51","0","10","7","7"
"1998","Rural Area","6.48","7","4870","3","5","8","9","10","6.42","6.54","0","10","7","7"
"1998","Urban Area","6.55","7","9404","3","5","8","9","10","6.5","6.6","0","10","7","7"
"1999","Rural Area","6.39","7","4718","3","5","8","9","10","6.33","6.45","0","10","7","7"
"1999","Urban Area","6.52","7","9010","3","5","8","9","10","6.47","6.57","0","10","7","7"
"2000","Rural Area","6.58","7","8295","3","5","8","9","10","6.53","6.63","0","10","7","7"
"2000","Urban Area","6.73","7","15929","3","5","8","10","10","6.69","6.77","0","10","7","7"
