"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","general elemantary","Rural Area","6.46","7","719","3","5","8","10","10","6.27","6.65","0","10","7","7"
"1985","general elemantary","Urban Area","6.48","7","2345","3","5","8","10","10","6.38","6.58","0","10","7","7"
"1985","higher education","Rural Area","7.22","8","117","4","6","9","10","10","6.83","7.61","0","10","7","8"
"1985","higher education","Urban Area","7.4","8","640","5","6","9","10","10","7.25","7.55","0","10","8","8"
"1985","higher vocational","Rural Area","6.77","7","129","3","5","9","10","10","6.32","7.22","0","10","7","8"
"1985","higher vocational","Urban Area","6.66","7","489","3","5","8","10","10","6.45","6.87","0","10","7","8"
"1985","in school","Rural Area","8.11","8","36","5","7","10","10","10","7.54","8.68","4","10","7","9"
"1985","in school","Urban Area","8.14","8","150","5","7","10","10","10","7.84","8.44","1","10","8","9"
"1985","inadequately","Rural Area","5.82","5","106","2","4","8","10","10","5.25","6.39","0","10","5","7"
"1985","inadequately","Urban Area","6.55","7","736","2","5","9","10","10","6.36","6.74","0","10","7","7"
"1985","middle vocational","Rural Area","6.86","7","1110","3","5","9","10","10","6.72","7","0","10","7","8"
"1985","middle vocational","Urban Area","6.8","7","4066","3","5","9","10","10","6.73","6.87","0","10","7","8"
"1985","vocational + Abi","Rural Area","7.16","8","42","4","5","9","10","10","6.41","7.91","0","10","6","8"
"1985","vocational + Abi","Urban Area","6.74","7","233","2","5","9","10","10","6.42","7.06","0","10","7","8"
"1986","general elemantary","Rural Area","6.54","7","683","3","5","8","10","10","6.35","6.73","0","10","7","8"
"1986","general elemantary","Urban Area","6.42","7","2230","3","5","8","10","10","6.32","6.52","0","10","7","7"
"1986","higher education","Rural Area","6.96","8","120","3","5","9","10","10","6.57","7.35","0","10","7","8"
"1986","higher education","Urban Area","7.26","8","630","4","6","9","10","10","7.1","7.42","0","10","8","8"
"1986","higher vocational","Rural Area","6.83","7","121","3","5","8","10","10","6.43","7.23","0","10","7","8"
"1986","higher vocational","Urban Area","6.67","7","461","3","5","8","10","10","6.46","6.88","0","10","7","8"
"1986","in school","Rural Area","","","","","","","","","","","","","",""
"1986","in school","Urban Area","8.13","8","165","6","7","9","10","10","7.87","8.39","2","10","8","9"
"1986","inadequately","Rural Area","5.68","5.49","105","0","4","8","10","10","5.11","6.25","0","10","6","8"
"1986","inadequately","Urban Area","6.29","7","682","2","5","8","10","10","6.09","6.49","0","10","6","7"
"1986","middle vocational","Rural Area","6.82","7","1065","4","5","8","10","10","6.68","6.96","0","10","7","8"
"1986","middle vocational","Urban Area","6.73","7","3939","3","5","9","10","10","6.65","6.81","0","10","7","7"
"1986","vocational + Abi","Rural Area","7.43","8","46","5","5","9","9","10","6.85","8.01","3","10","7","9"
"1986","vocational + Abi","Urban Area","6.84","7","232","4","5","9","10","10","6.54","7.14","0","10","7","8"
"1987","general elemantary","Rural Area","6.35","6.39","654","3","5","8","10","10","6.15","6.55","0","10","7","7"
"1987","general elemantary","Urban Area","6.38","7","2196","3","5","8","10","10","6.28","6.48","0","10","7","7"
"1987","higher education","Rural Area","7.07","8","120","3","6","9","10","10","6.67","7.47","0","10","7","8"
"1987","higher education","Urban Area","7.18","8","623","4","6","9","10","10","7.02","7.34","0","10","8","8"
"1987","higher vocational","Rural Area","7.16","7","116","5","6","8","10","10","6.79","7.53","0","10","7","8"
"1987","higher vocational","Urban Area","6.62","7","453","4","5","8","10","10","6.42","6.82","0","10","7","7"
"1987","in school","Rural Area","","","","","","","","","","","","","",""
"1987","in school","Urban Area","7.77","8","164","5","7","9","10","10","7.48","8.06","0","10","8","9"
"1987","inadequately","Rural Area","5.84","6","100","2","3","8","9","10","5.27","6.41","0","10","6","8"
"1987","inadequately","Urban Area","6.25","7","659","2","5","8","10","10","6.05","6.45","0","10","6","7"
"1987","middle vocational","Rural Area","6.76","7","1080","4","5","8","10","10","6.62","6.9","0","10","7","8"
"1987","middle vocational","Urban Area","6.66","7","3903","3","5","8","10","10","6.59","6.73","0","10","7","7"
"1987","vocational + Abi","Rural Area","6.93","8","42","4","5","9","9","10","6.2","7.66","0","10","6","8"
"1987","vocational + Abi","Urban Area","6.89","8","235","3","5","8","9","10","6.59","7.19","0","10","7","8"
"1988","general elemantary","Rural Area","6.3","7","600","3","5","8","10","10","6.1","6.5","0","10","7","7"
"1988","general elemantary","Urban Area","6.25","7","2136","3","5","8","9","10","6.14","6.36","0","10","7","7"
"1988","higher education","Rural Area","7.01","8","111","3","5","9","10","10","6.61","7.41","1","10","8","8"
"1988","higher education","Urban Area","7.07","8","590","4","6","9","9","10","6.9","7.24","0","10","7","8"
"1988","higher vocational","Rural Area","6.67","7","111","4","5","8","10","10","6.29","7.05","2","10","7","7"
"1988","higher vocational","Urban Area","6.65","7","430","4","5","8","9","10","6.44","6.86","0","10","7","7"
"1988","in school","Rural Area","","","","","","","","","","","","","",""
"1988","in school","Urban Area","8.04","8","134","5","7","10","10","10","7.73","8.35","2","10","8","9"
"1988","inadequately","Rural Area","5.4","5.89","93","0","2","8","10","10","4.78","6.02","0","10","6","8"
"1988","inadequately","Urban Area","6.21","6","604","3","5","8","10","10","6.01","6.41","0","10","6","7"
"1988","middle vocational","Rural Area","6.55","7","1022","3","5","8","10","10","6.4","6.7","0","10","7","7"
"1988","middle vocational","Urban Area","6.56","7","3725","3","5","8","9","10","6.48","6.64","0","10","7","7"
"1988","vocational + Abi","Rural Area","6.68","8","36","3","5","8","9","10","5.84","7.52","0","10","6","8"
"1988","vocational + Abi","Urban Area","6.89","7","235","4","6","8","9","10","6.62","7.16","0","10","7","8"
"1989","general elemantary","Rural Area","6.09","6","552","3","5","8","10","10","5.87","6.31","0","10","6","7"
"1989","general elemantary","Urban Area","6.27","7","2030","3","5","8","10","10","6.16","6.38","0","10","7","7"
"1989","higher education","Rural Area","6.69","7","108","3","5","8","9","10","6.28","7.1","2","10","7","8"
"1989","higher education","Urban Area","7.03","8","591","4","6","9","10","10","6.85","7.21","0","10","7","8"
"1989","higher vocational","Rural Area","6.48","7","108","3","5","8","9","10","6.05","6.91","1","10","7","8"
"1989","higher vocational","Urban Area","6.5","7","408","3","5","8","9","10","6.29","6.71","0","10","7","8"
"1989","in school","Rural Area","","","","","","","","","","","","","",""
"1989","in school","Urban Area","8.04","9","148","5","7","10","10","10","7.69","8.39","0","10","8","9"
"1989","inadequately","Rural Area","5.28","5","85","2","3","8","9","10","4.64","5.92","0","10","5","8"
"1989","inadequately","Urban Area","6.17","7","569","2","5","8","10","10","5.95","6.39","0","10","6","7"
"1989","middle vocational","Rural Area","6.54","7","978","3","5","8","10","10","6.39","6.69","0","10","7","7"
"1989","middle vocational","Urban Area","6.54","7","3648","3","5","8","10","10","6.46","6.62","0","10","7","7"
"1989","vocational + Abi","Rural Area","6.85","7","37","3","5","8","9","10","6.02","7.68","0","10","7","8"
"1989","vocational + Abi","Urban Area","7.03","7","251","5","6","8","9","10","6.78","7.28","1","10","7","8"
"1990","general elemantary","Rural Area","5.99","6","882","2","5","8","10","10","5.8","6.18","0","10","6","7"
"1990","general elemantary","Urban Area","6.14","6","2106","3","5","8","9","10","6.03","6.25","0","10","7","7"
