"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","Female","6.64","7","6223","3","5","9","10","6.57","6.71","7","7"
"1984","Male","7.01","8","5987","3","5","9","10","6.94","7.08","8","8"
"1985","Female","6.63","7","5605","3","5","9","10","6.56","6.7","7","7"
"1985","Male","6.92","7","5427","3","5","9","10","6.86","6.98","8","8"
"1986","Female","6.52","7","5361","3","5","8","10","6.45","6.59","7","7"
"1986","Male","6.93","7","5255","4","5","9","10","6.87","6.99","8","8"
"1987","Female","6.48","7","5298","3","5","8","10","6.41","6.55","7","7"
"1987","Male","6.84","7","5197","4","5","8","10","6.78","6.9","7","8"
"1988","Female","6.44","7","5059","3","5","8","10","6.37","6.51","7","7"
"1988","Male","6.68","7","4942","3","5","8","10","6.61","6.75","7","8"
"1989","Female","6.35","7","4911","3","5","8","10","6.28","6.42","7","7"
"1989","Male","6.72","7","4771","3","5","8","10","6.65","6.79","7","8"
"1990","Female","6.4","7","7148","3","5","8","10","6.34","6.46","7","7"
"1990","Male","6.76","7","6789","4","5","8","10","6.7","6.82","7","7"
"1991","Female","6.37","7","6995","3","5","8","9","6.31","6.43","7","7"
"1991","Male","6.73","7","6647","3","5","8","10","6.67","6.79","7","8"
"1992","Female","6.44","7","6878","3","5","8","9","6.38","6.5","7","7"
"1992","Male","6.82","7","6465","4","5","8","10","6.76","6.88","7","8"
"1993","Female","6.34","7","6765","3","5","8","9","6.28","6.4","7","7"
"1993","Male","6.65","7","6380","3","5","8","9","6.59","6.71","7","7"
"1994","Female","6.23","7","6682","3","5","8","9","6.17","6.29","7","7"
"1994","Male","6.57","7","6228","3","5","8","9","6.51","6.63","7","7"
"1995","Female","6.28","7","6904","3","5","8","9","6.23","6.33","7","7"
"1995","Male","6.62","7","6411","3","5","8","9","6.57","6.67","7","7"
"1996","Female","6.31","7","6802","3","5","8","9","6.26","6.36","7","7"
"1996","Male","6.56","7","6309","3","5","8","9","6.51","6.61","7","7"
"1997","Female","6.32","7","6663","3","5","8","9","6.27","6.37","7","7"
"1997","Male","6.54","7","6219","3","5","8","9","6.49","6.59","7","7"
"1998","Female","6.39","7","7383","3","5","8","9","6.34","6.44","7","7"
"1998","Male","6.68","7","6891","3","5","8","9","6.63","6.73","7","7"
"1999","Female","6.36","7","7097","3","5","8","9","6.31","6.41","7","7"
"1999","Male","6.62","7","6631","3","5","8","9","6.57","6.67","7","7"
"2000","Female","6.58","7","12585","3","5","8","10","6.54","6.62","7","7"
"2000","Male","6.8","7","11639","4","5","8","10","6.76","6.84","7","7"
"2001","Female","6.58","7","11438","3","5","8","9","6.54","6.62","7","7"
"2001","Male","6.8","7","10545","4","5","8","10","6.76","6.84","7","7"
"2002","Female","6.48","7","11954","3","5","8","9","6.44","6.52","7","7"
"2002","Male","6.7","7","11149","3","5","8","9","6.66","6.74","7","7"
"2003","Female","6.46","7","11545","3","5","8","9","6.42","6.5","7","7"
"2003","Male","6.7","7","10712","4","5","8","9","6.66","6.74","7","7"
"2004","Female","6.32","7","11261","3","5","8","9","6.28","6.36","7","7"
"2004","Male","6.56","7","10393","3","5","8","9","6.52","6.6","7","7"
"2005","Female","6.41","7","10830","3","5","8","9","6.37","6.45","7","7"
"2005","Male","6.57","7","9918","3","5","8","9","6.53","6.61","7","7"
"2006","Female","6.44","7","11526","3","5","8","9","6.4","6.48","7","7"
"2006","Male","6.56","7","10501","3","5","8","9","6.52","6.6","7","7"
"2007","Female","6.4","7","10781","3","5","8","9","6.36","6.44","7","7"
"2007","Male","6.55","7","9799","3","5","8","9","6.51","6.59","7","7"
"2008","Female","6.39","7","10164","3","5","8","9","6.35","6.43","7","7"
"2008","Male","6.53","7","9239","3","5","8","9","6.49","6.57","7","7"
"2009","Female","6.37","7","9461","3","5","8","9","6.33","6.41","7","7"
"2009","Male","6.45","7","8634","3","5","8","9","6.4","6.5","7","7"
"2010","Female","6.42","7","13092","3","5","8","9","6.38","6.46","7","7"
"2010","Male","6.56","7","10938","3","5","8","9","6.52","6.6","7","7"
"2011","Female","6.39","7","14211","3","5","8","9","6.35","6.43","7","7"
"2011","Male","6.61","7","11675","3","5","8","9","6.57","6.65","7","7"
"2012","Female","6.49","7","14495","3","5","8","9","6.45","6.53","7","7"
"2012","Male","6.68","7","12017","3","5","8","9","6.64","6.72","7","7"
"2013","Female","6.51","7","16697","3","5","8","9","6.48","6.54","7","7"
"2013","Male","6.7","7","14025","3","5","8","9","6.66","6.74","7","7"
"2014","Female","6.46","7","14709","3","5","8","9","6.42","6.5","7","7"
"2014","Male","6.73","7","12479","3","5","8","9","6.69","6.77","7","7"
"2015","Female","6.49","7","13634","3","5","8","9","6.45","6.53","7","7"
"2015","Male","6.7","7","11496","4","5","8","9","6.66","6.74","7","7"
"2016","Female","6.49","7","14847","3","5","8","9","6.45","6.53","7","7"
"2016","Male","6.73","7","13864","4","5","8","9","6.69","6.77","7","8"
"2017","Female","6.47","7","16497","3","5","8","9","6.43","6.51","7","7"
"2017","Male","6.69","7","15622","3","5","8","9","6.65","6.73","7","8"
"2018","Female","6.43","7","15579","3","5","8","9","6.39","6.47","7","7"
"2018","Male","6.67","7","14434","3","5","8","9","6.63","6.71","7","7"
"2019","Female","6.53","7","15030","3","5","8","9","6.49","6.57","7","7"
"2019","Male","6.77","7","14671","4","5","8","9","6.73","6.81","7","8"
