"plh0183","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"5 on Scale 1 to 10","1991","66 and older","no migration background","201","0.167147695691184","0.146627550786518","0.18766784059585","5"
"5 on Scale 1 to 10","1991","66 and older","direct migration background","16","","","","5"
"5 on Scale 1 to 10","1991","66 and older","indirect migration background","1","","","","5"
"5 on Scale 1 to 10","1991","35-65 y.","no migration background","617","0.127987321069915","0.11895914348394","0.13701549865589","5"
"5 on Scale 1 to 10","1991","35-65 y.","direct migration background","185","0.114846428170658","0.0992188414116817","0.130474014929634","5"
"6 on Scale 1 to 10","1991","16-34 y.","no migration background","306","0.0740040653365033","0.06576927294734","0.0822388577256666","6"
"6 on Scale 1 to 10","1991","16-34 y.","direct migration background","60","0.0563183026821402","0.0410694075462706","0.0715671978180098","6"
"6 on Scale 1 to 10","1991","35-65 y.","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1991","66 and older","no migration background","154","0.126678809985306","0.108385798082081","0.14497182188853","6"
"6 on Scale 1 to 10","1991","16-34 y.","indirect migration background","13","","","","6"
"6 on Scale 1 to 10","1991","35-65 y.","no migration background","516","0.0993996203030934","0.0913139943902075","0.107485246215979","6"
"6 on Scale 1 to 10","1991","35-65 y.","direct migration background","172","0.105246128958042","0.0902050594690661","0.120287198447019","6"
"6 on Scale 1 to 10","1991","66 and older","direct migration background","16","","","","6"
"6 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","6"
"7 on Scale 1 to 10","1991","16-34 y.","no migration background","637","0.166656609179755","0.154933478831691","0.178379739527819","7"
"7 on Scale 1 to 10","1991","16-34 y.","direct migration background","143","0.152082394662298","0.128329467855425","0.175835321469171","7"
"7 on Scale 1 to 10","1991","16-34 y.","indirect migration background","38","0.151697531719615","0.111892734432085","0.191502329007145","7"
"7 on Scale 1 to 10","1991","35-65 y.","no migration background","1023","0.190070173534678","0.179466999228697","0.200673347840658","7"
"7 on Scale 1 to 10","1991","35-65 y.","direct migration background","308","0.194893067761737","0.175477556190588","0.214308579332885","7"
"7 on Scale 1 to 10","1991","35-65 y.","indirect migration background","7","","","","7"
"7 on Scale 1 to 10","1991","66 and older","no migration background","195","0.156707244303399","0.136714152870618","0.176700335736181","7"
"7 on Scale 1 to 10","1991","66 and older","direct migration background","23","","","","7"
"7 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","7"
"8 on Scale 1 to 10","1991","16-34 y.","no migration background","1329","0.350306165128537","0.335299002508907","0.365313327748167","8"
"8 on Scale 1 to 10","1991","16-34 y.","direct migration background","275","0.348112133709287","0.316602245497153","0.37962202192142","8"
"8 on Scale 1 to 10","1991","16-34 y.","indirect migration background","101","0.322833555633768","0.27095261477568","0.374714496491856","8"
"8 on Scale 1 to 10","1991","35-65 y.","indirect migration background","8","","","","8"
"8 on Scale 1 to 10","1991","66 and older","indirect migration background","1","","","","8"
"8 on Scale 1 to 10","1991","35-65 y.","no migration background","1596","0.301153800916648","0.28875612735022","0.313551474483075","8"
"8 on Scale 1 to 10","1991","35-65 y.","direct migration background","452","0.274144750551325","0.252280286448117","0.296009214654534","8"
"8 on Scale 1 to 10","1991","66 and older","no migration background","280","0.22041021027471","0.197612293901637","0.243208126647782","8"
"8 on Scale 1 to 10","1991","66 and older","direct migration background","20","","","","8"
"9 on Scale 1 to 10","1991","16-34 y.","direct migration background","184","0.204431599005906","0.177756035130463","0.231107162881349","9"
"9 on Scale 1 to 10","1991","16-34 y.","indirect migration background","89","0.201092736743315","0.156617612384972","0.245567861101659","9"
"9 on Scale 1 to 10","1991","66 and older","no migration background","129","0.0821098726534847","0.0670111826285048","0.0972085626784647","9"
"9 on Scale 1 to 10","1991","16-34 y.","no migration background","891","0.229009593913282","0.21579141424398","0.242227773582583","9"
"9 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1991","35-65 y.","no migration background","736","0.13209134027437","0.122941165211128","0.141241515337612","9"
"9 on Scale 1 to 10","1991","35-65 y.","direct migration background","207","0.12941627189975","0.112964087277595","0.145868456521905","9"
"9 on Scale 1 to 10","1991","35-65 y.","indirect migration background","1","","","","9"
"9 on Scale 1 to 10","1991","66 and older","direct migration background","10","","","","9"
"0 Completely dissatisfied","1992","16-34 y.","no migration background","10","","","","0"
"0 Completely dissatisfied","1992","16-34 y.","direct migration background","5","","","","0"
"0 Completely dissatisfied","1992","16-34 y.","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","no migration background","32","0.0073181044267136","0.00500483996173569","0.0096313688916915","0"
"0 Completely dissatisfied","1992","35-65 y.","direct migration background","7","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1992","66 and older","no migration background","15","","","","0"
"0 Completely dissatisfied","1992","66 and older","direct migration background","2","","","","0"
"0 Completely dissatisfied","1992","66 and older","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1992","16-34 y.","direct migration background","1","","","","1"
"1 on Scale 1 to 10","1992","16-34 y.","no migration background","11","","","","1"
"1 on Scale 1 to 10","1992","16-34 y.","indirect migration background","2","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","no migration background","35","0.00670986403969715","0.00449413904871984","0.00892558903067446","1"
"1 on Scale 1 to 10","1992","35-65 y.","direct migration background","8","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1992","66 and older","no migration background","21","","","","1"
"1 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1992","66 and older","direct migration background","1","","","","1"
"10 Completely satisfied","1992","16-34 y.","indirect migration background","56","0.135070253981474","0.100148628004445","0.169991879958503","10"
"10 Completely satisfied","1992","16-34 y.","direct migration background","88","0.109087752960436","0.0879299519504625","0.130245553970409","10"
"10 Completely satisfied","1992","16-34 y.","no migration background","285","0.0783854072022656","0.0697575605021674","0.0870132539023638","10"
"10 Completely satisfied","1992","35-65 y.","no migration background","270","0.0550447859662982","0.0488548715955722","0.0612347003370243","10"
"10 Completely satisfied","1992","35-65 y.","direct migration background","105","0.0766897282805593","0.0634382351678683","0.0899412213932504","10"
"10 Completely satisfied","1992","35-65 y.","indirect migration background","","","","","10"
"10 Completely satisfied","1992","66 and older","no migration background","92","0.0656108292847687","0.0519230777249087","0.0792985808446286","10"
"10 Completely satisfied","1992","66 and older","direct migration background","12","","","","10"
"10 Completely satisfied","1992","66 and older","indirect migration background","","","","","10"
"2 on Scale 1 to 10","1992","16-34 y.","direct migration background","1","","","","2"
"2 on Scale 1 to 10","1992","16-34 y.","no migration background","30","0.00976690705848129","0.00661003206673443","0.0129237820502282","2"
"2 on Scale 1 to 10","1992","16-34 y.","indirect migration background","3","","","","2"
"2 on Scale 1 to 10","1992","35-65 y.","no migration background","75","0.0179017428984453","0.0143030394289264","0.0215004463679641","2"
"2 on Scale 1 to 10","1992","35-65 y.","direct migration background","18","","","","2"
"2 on Scale 1 to 10","1992","35-65 y.","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1992","66 and older","no migration background","34","0.0310389786637774","0.0214518773515607","0.0406260799759941","2"
"2 on Scale 1 to 10","1992","66 and older","direct migration background","4","","","","2"
"2 on Scale 1 to 10","1992","66 and older","indirect migration background","1","","","","2"
"3 on Scale 1 to 10","1992","16-34 y.","no migration background","40","0.0122824521510631","0.00874680379972726","0.0158181005023989","3"
"3 on Scale 1 to 10","1992","16-34 y.","direct migration background","16","","","","3"
"3 on Scale 1 to 10","1992","35-65 y.","direct migration background","57","0.0350674908894526","0.0259069061245647","0.0442280756543405","3"
"3 on Scale 1 to 10","1992","16-34 y.","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1992","35-65 y.","no migration background","189","0.0379001669160935","0.0327175206751251","0.0430828131570619","3"
"3 on Scale 1 to 10","1992","66 and older","no migration background","60","0.0522890508163186","0.0399828561583152","0.0645952454743219","3"
"3 on Scale 1 to 10","1992","35-65 y.","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1992","66 and older","direct migration background","9","","","","3"
"3 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1992","16-34 y.","no migration background","92","0.0251915073287243","0.0201611727910796","0.030221841866369","4"
"4 on Scale 1 to 10","1992","16-34 y.","direct migration background","26","","","","4"
"4 on Scale 1 to 10","1992","35-65 y.","no migration background","236","0.0483621035607249","0.042539604995998","0.0541846021254518","4"
"4 on Scale 1 to 10","1992","35-65 y.","direct migration background","77","0.0498971979261041","0.0390542902369108","0.0607401056152974","4"
"4 on Scale 1 to 10","1992","16-34 y.","indirect migration background","8","","","","4"
"4 on Scale 1 to 10","1992","35-65 y.","indirect migration background","2","","","","4"
"4 on Scale 1 to 10","1992","66 and older","direct migration background","8","","","","4"
"4 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1992","66 and older","no migration background","83","0.0715181561127262","0.0572727342645957","0.0857635779608567","4"
"5 on Scale 1 to 10","1992","16-34 y.","no migration background","275","0.0655204291959808","0.0575774502438595","0.0734634081481021","5"
"5 on Scale 1 to 10","1992","16-34 y.","direct migration background","70","0.0756095998922412","0.0576671703716009","0.0935520294128815","5"
"5 on Scale 1 to 10","1992","16-34 y.","indirect migration background","17","","","","5"
"5 on Scale 1 to 10","1992","35-65 y.","no migration background","654","0.130306858886319","0.121170196125796","0.139443521646842","5"
"5 on Scale 1 to 10","1992","35-65 y.","direct migration background","194","0.129940964505611","0.113196556957261","0.146685372053962","5"
"5 on Scale 1 to 10","1992","35-65 y.","indirect migration background","4","","","","5"
"5 on Scale 1 to 10","1992","66 and older","no migration background","207","0.177504045901371","0.156381246941291","0.198626844861451","5"
"5 on Scale 1 to 10","1992","66 and older","direct migration background","21","","","","5"
"5 on Scale 1 to 10","1992","66 and older","indirect migration background","1","","","","5"
"6 on Scale 1 to 10","1992","16-34 y.","direct migration background","72","0.0807225846207209","0.0622347566889824","0.0992104125524593","6"
"6 on Scale 1 to 10","1992","16-34 y.","no migration background","303","0.0800268395596554","0.0713168917880097","0.0887367873313011","6"
"6 on Scale 1 to 10","1992","35-65 y.","direct migration background","176","0.105068025656941","0.0897975459450317","0.120338505368851","6"
"6 on Scale 1 to 10","1992","16-34 y.","indirect migration background","22","","","","6"
"6 on Scale 1 to 10","1992","35-65 y.","no migration background","669","0.121870992895881","0.112992274720284","0.130749711071477","6"
"6 on Scale 1 to 10","1992","35-65 y.","indirect migration background","1","","","","6"
"6 on Scale 1 to 10","1992","66 and older","no migration background","173","0.142522310384194","0.123196696704679","0.161847924063708","6"
"6 on Scale 1 to 10","1992","66 and older","direct migration background","22","","","","6"
"6 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","6"
"7 on Scale 1 to 10","1992","16-34 y.","no migration background","678","0.178342817741395","0.166054758990336","0.190630876492454","7"
"7 on Scale 1 to 10","1992","16-34 y.","direct migration background","129","0.150538018449769","0.126268557157574","0.174807479741964","7"
"7 on Scale 1 to 10","1992","16-34 y.","indirect migration background","48","0.130813006604101","0.096361655794341","0.165264357413861","7"
"7 on Scale 1 to 10","1992","35-65 y.","no migration background","1002","0.185128089838168","0.174586605488437","0.195669574187899","7"
"7 on Scale 1 to 10","1992","35-65 y.","direct migration background","297","0.169370084233661","0.150691475790445","0.188048692676878","7"
"7 on Scale 1 to 10","1992","35-65 y.","indirect migration background","5","","","","7"
"7 on Scale 1 to 10","1992","66 and older","no migration background","206","0.150430437408679","0.130667668896583","0.170193205920775","7"
"7 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","7"
"7 on Scale 1 to 10","1992","66 and older","direct migration background","24","","","","7"
"8 on Scale 1 to 10","1992","16-34 y.","direct migration background","278","0.328946165030364","0.297059715764539","0.360832614296188","8"
"8 on Scale 1 to 10","1992","16-34 y.","no migration background","1212","0.325906690496116","0.310860838493476","0.340952542498755","8"
"8 on Scale 1 to 10","1992","16-34 y.","indirect migration background","111","0.305341843517376","0.258287153898845","0.352396533135906","8"
"8 on Scale 1 to 10","1992","35-65 y.","no migration background","1402","0.267189115143179","0.255179577956477","0.27919865232988","8"
"8 on Scale 1 to 10","1992","35-65 y.","direct migration background","432","0.282674212987696","0.260249664895969","0.305098761079424","8"
"8 on Scale 1 to 10","1992","35-65 y.","indirect migration background","9","","","","8"
"8 on Scale 1 to 10","1992","66 and older","indirect migration background","2","","","","8"
"8 on Scale 1 to 10","1992","66 and older","no migration background","257","0.205466550315782","0.1831304624338","0.227802638197763","8"
"8 on Scale 1 to 10","1992","66 and older","direct migration background","23","","","","8"
"9 on Scale 1 to 10","1992","16-34 y.","indirect migration background","99","0.273453799178827","0.227913300646887","0.318994297710768","9"
"9 on Scale 1 to 10","1992","16-34 y.","direct migration background","148","0.180308547001356","0.154217084341147","0.206400009661565","9"
"9 on Scale 1 to 10","1992","16-34 y.","no migration background","792","0.218454264831465","0.205190475913889","0.23171805374904","9"
"9 on Scale 1 to 10","1992","35-65 y.","no migration background","651","0.122268175428481","0.113377012412613","0.13115933844435","9"
"9 on Scale 1 to 10","1992","35-65 y.","direct migration background","178","0.126019376927453","0.109492456040177","0.142546297814728","9"
"9 on Scale 1 to 10","1992","35-65 y.","indirect migration background","5","","","","9"
"9 on Scale 1 to 10","1992","66 and older","no migration background","109","0.0705199118213125","0.0563666553131259","0.0846731683294992","9"
"9 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1992","66 and older","direct migration background","9","","","","9"
"0 Completely dissatisfied","1993","16-34 y.","no migration background","10","","","","0"
"0 Completely dissatisfied","1993","16-34 y.","direct migration background","5","","","","0"
"0 Completely dissatisfied","1993","16-34 y.","indirect migration background","2","","","","0"
"0 Completely dissatisfied","1993","35-65 y.","no migration background","47","0.012306750287371","0.00929475877309292","0.0153187418016492","0"
"0 Completely dissatisfied","1993","35-65 y.","direct migration background","11","","","","0"
"0 Completely dissatisfied","1993","35-65 y.","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1993","66 and older","no migration background","15","","","","0"
"0 Completely dissatisfied","1993","66 and older","direct migration background","1","","","","0"
"0 Completely dissatisfied","1993","66 and older","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1993","16-34 y.","no migration background","13","","","","1"
"1 on Scale 1 to 10","1993","16-34 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1993","35-65 y.","direct migration background","9","","","","1"
