"plh0183","year","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","33","0.0105811317670876","0.00756025700300568","0.0136020065311695","0"
"1 on Scale 1 to 10","1990","11","","","","1"
"10 Completely satisfied","1990","632","0.150163870186973","0.139616920177575","0.160710820196371","10"
"2 on Scale 1 to 10","1990","53","0.01275156078431","0.00943894195286031","0.0160641796157596","2"
"3 on Scale 1 to 10","1990","114","0.0279424753401821","0.0230766671265605","0.0328082835538037","3"
"4 on Scale 1 to 10","1990","95","0.0230058699803496","0.0185795595047282","0.027432180455971","4"
"5 on Scale 1 to 10","1990","514","0.121046318897577","0.111416117851535","0.130676519943619","5"
"6 on Scale 1 to 10","1990","306","0.0709468514770037","0.0633669526498226","0.0785267503041849","6"
"7 on Scale 1 to 10","1990","604","0.13571555220758","0.125603955869638","0.145827148545521","7"
"8 on Scale 1 to 10","1990","1249","0.272235036434609","0.259093560425802","0.285376512443417","8"
"9 on Scale 1 to 10","1990","796","0.172664535901215","0.16150569825144","0.183823373550989","9"
"0 Completely dissatisfied","1991","56","0.00571550332644488","0.00443659670592078","0.00699440994696898","0"
"1 on Scale 1 to 10","1991","54","0.00532349973822353","0.00408898633881058","0.00655801313763648","1"
"10 Completely satisfied","1991","1117","0.0796324408816524","0.0750395944342308","0.084225287329074","10"
"2 on Scale 1 to 10","1991","141","0.0118693983466316","0.0100321080215661","0.0137066886716971","2"
"3 on Scale 1 to 10","1991","288","0.0244860520341557","0.0218640538505953","0.0271080502177161","3"
"4 on Scale 1 to 10","1991","414","0.0339982307864958","0.0309237386931055","0.0370727228798861","4"
"5 on Scale 1 to 10","1991","1357","0.112456173388133","0.107096444586216","0.117815902190051","5"
"6 on Scale 1 to 10","1991","1237","0.0957340271849112","0.0907424531212773","0.100725601248545","6"
"7 on Scale 1 to 10","1991","2374","0.176667188821478","0.170196926006673","0.183137451636283","7"
"8 on Scale 1 to 10","1991","4062","0.300738182619305","0.292958346414245","0.308518018824365","8"
"9 on Scale 1 to 10","1991","2247","0.153379302872569","0.147265885014944","0.159492720730193","9"
"0 Completely dissatisfied","1992","72","0.00667712477850541","0.00528336684787324","0.00807088270913759","0"
"1 on Scale 1 to 10","1992","79","0.00776009000621858","0.00625836949738458","0.00926181051505257","1"
"10 Completely satisfied","1992","908","0.0674859994388267","0.0631927916412554","0.0717792072363981","10"
"2 on Scale 1 to 10","1992","166","0.017311064321489","0.0150789455222407","0.0195431831207373","2"
"3 on Scale 1 to 10","1992","372","0.0320515560877765","0.0290371756716378","0.0350659365039151","3"
"4 on Scale 1 to 10","1992","532","0.0460823284768137","0.0424941830071188","0.0496704739465085","4"
"5 on Scale 1 to 10","1992","1443","0.118195808620193","0.112670780350617","0.123720836889769","5"
"6 on Scale 1 to 10","1992","1438","0.110728879386985","0.105358624070472","0.116099134703497","6"
"7 on Scale 1 to 10","1992","2389","0.174642271023441","0.168144817473692","0.18113972457319","7"
"8 on Scale 1 to 10","1992","3726","0.275640317076425","0.267993232519081","0.283287401633768","8"
"9 on Scale 1 to 10","1992","1991","0.143424560783327","0.137426070494079","0.149423051072576","9"
"0 Completely dissatisfied","1993","93","0.00936488970417291","0.00770694507576842","0.0110228343325774","0"
"1 on Scale 1 to 10","1993","99","0.0104500051574049","0.0086995985126276","0.0122004118021823","1"
"10 Completely satisfied","1993","820","0.0612866384309875","0.0571579583617711","0.0654153185002039","10"
"2 on Scale 1 to 10","1993","216","0.0195682475881525","0.0171840267370367","0.0219524684392682","2"
"3 on Scale 1 to 10","1993","424","0.0345473964603512","0.0314037407867818","0.0376910521339206","3"
"4 on Scale 1 to 10","1993","589","0.0477289474658501","0.0440592264379569","0.0513986684937434","4"
"5 on Scale 1 to 10","1993","1717","0.13542790947383","0.129537892807427","0.141317926140233","5"
"6 on Scale 1 to 10","1993","1496","0.120911699668952","0.115299769690287","0.126523629647617","6"
"7 on Scale 1 to 10","1993","2335","0.176118440958222","0.169561569984335","0.182675311932108","7"
"8 on Scale 1 to 10","1993","3374","0.255003390364464","0.247500787544991","0.262505993183936","8"
"9 on Scale 1 to 10","1993","1802","0.129592434727613","0.123811301423481","0.135373568031745","9"
"0 Completely dissatisfied","1994","88","0.00915226503520156","0.00749840283864532","0.0108061272317578","0"
"1 on Scale 1 to 10","1994","70","0.00715082475729773","0.00568746444276379","0.00861418507183168","1"
"10 Completely satisfied","1994","745","0.058902616065869","0.0548136251967089","0.0629916069350292","10"
"2 on Scale 1 to 10","1994","198","0.019115411588486","0.0167372993490366","0.0214935238279354","2"
"3 on Scale 1 to 10","1994","392","0.0323119703713063","0.029240962205704","0.0353829785369086","3"
"4 on Scale 1 to 10","1994","589","0.0506119730927205","0.0468049976510297","0.0544189485344114","4"
"5 on Scale 1 to 10","1994","1601","0.132969577437747","0.127072662294467","0.138866492581026","5"
"6 on Scale 1 to 10","1994","1562","0.124078699487479","0.118353208623293","0.129804190351665","6"
"7 on Scale 1 to 10","1994","2370","0.17749872248697","0.170862858555375","0.184134586418566","7"
"8 on Scale 1 to 10","1994","3446","0.264617292555531","0.256956082266835","0.272278502844228","8"
"9 on Scale 1 to 10","1994","1675","0.123590647121391","0.117874835978703","0.12930645826408","9"
"0 Completely dissatisfied","1995","76","0.00870532742724924","0.00711813132264255","0.0102925235318559","0"
"1 on Scale 1 to 10","1995","87","0.0094055149260652","0.00775630519393637","0.011054724658194","1"
"10 Completely satisfied","1995","862","0.064086544038686","0.0599020985044828","0.0682709895728892","10"
"2 on Scale 1 to 10","1995","216","0.0186028982600869","0.016294294819569","0.0209115017006048","2"
"3 on Scale 1 to 10","1995","355","0.031196408909733","0.0282260644231938","0.0341667533962722","3"
"4 on Scale 1 to 10","1995","528","0.0470303826972014","0.043413241756517","0.0506475236378858","4"
"5 on Scale 1 to 10","1995","1661","0.13804170905605","0.132148050971682","0.143935367140418","5"
