"plh0183","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"8 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","8"
"9 on Scale 1 to 10","1990","1-pers.-HH","East Germany","41","0.124553369171858","0.0889260045285106","0.160180733815206","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","Single parent ","East Germany","34","0.186134557805367","0.130936827853173","0.241332287757561","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","East Germany","290","0.191995749986318","0.171868039135436","0.212123460837199","9"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","East Germany","150","0.173856944446288","0.147964573338709","0.199749315553867","9"
"9 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","East Germany","148","0.153657626023136","0.130701741860912","0.17661351018536","9"
"9 on Scale 1 to 10","1990","Single parent ","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","East Germany","73","0.228196366745239","0.182143091552075","0.274249641938403","9"
"0 Completely dissatisfied","1991","1-pers.-HH","East Germany","4","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","West Germany","5","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","East Germany","9","","","","0"
"0 Completely dissatisfied","1991","Single parent ","West Germany","1","","","","0"
"0 Completely dissatisfied","1991","Single parent ","East Germany","1","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","West Germany","5","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","East Germany","6","","","","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","West Germany","5","","","","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","East Germany","2","","","","0"
"0 Completely dissatisfied","1991","1-pers.-HH","West Germany","13","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","West Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","East Germany","","","","","0"
"1 on Scale 1 to 10","1991","1-pers.-HH","West Germany","12","","","","1"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","5","","","","1"
"1 on Scale 1 to 10","1991","Single parent ","West Germany","3","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","3","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","5","","","","1"
"1 on Scale 1 to 10","1991","1-pers.-HH","East Germany","4","","","","1"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","9","","","","1"
"1 on Scale 1 to 10","1991","Single parent ","East Germany","2","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","3","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","1","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","3","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","1","","","","1"
"10 Completely satisfied","1991","1-pers.-HH","West Germany","65","0.0631075383276155","0.0480292918220189","0.078185784833212","10"
"10 Completely satisfied","1991","1-pers.-HH","East Germany","31","0.105339573154931","0.0699460283900173","0.140733117919845","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","East Germany","25","","","","10"
"10 Completely satisfied","1991","(Married) couple without C. ","West Germany","246","0.103446934549414","0.0909244432025183","0.11596942589631","10"
"10 Completely satisfied","1991","(Married) couple without C. ","East Germany","106","0.11934590035406","0.0978528127977725","0.140838987910347","10"
"10 Completely satisfied","1991","Single parent ","West Germany","33","0.0565012604568049","0.0355381914954154","0.0774643294181943","10"
"10 Completely satisfied","1991","Single parent ","East Germany","18","","","","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","West Germany","172","0.0740238208802455","0.0627317467789952","0.0853158949814958","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","East Germany","75","0.0573736525059297","0.0449453165167219","0.0698019884951375","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","West Germany","146","0.0704058542495554","0.0590041195277753","0.0818075889713354","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","East Germany","49","0.0655387267102089","0.0485066612499588","0.082570792170459","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","West Germany","85","0.0769791417526616","0.0593875114925083","0.0945707720128148","10"
"2 on Scale 1 to 10","1991","1-pers.-HH","East Germany","8","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","4","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","4","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","1","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","West Germany","8","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","East Germany","4","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","13","","","","2"
"2 on Scale 1 to 10","1991","1-pers.-HH","West Germany","16","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","25","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","16","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","10","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","18","","","","2"
"3 on Scale 1 to 10","1991","Single parent ","East Germany","5","","","","3"
"3 on Scale 1 to 10","1991","1-pers.-HH","West Germany","34","0.0341242514933207","0.0228663473933189","0.0453821555933225","3"
"3 on Scale 1 to 10","1991","1-pers.-HH","East Germany","10","","","","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","57","0.0292744498382539","0.0223428013846766","0.0362060982918313","3"
"3 on Scale 1 to 10","1991","Single parent ","West Germany","8","","","","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","28","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","4","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","29","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","16","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","21","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","37","0.0205466285443834","0.0142242277476164","0.0268690293411503","3"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","22","","","","3"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","30","0.0341724017401997","0.0221281470129716","0.0462166564674279","4"
"4 on Scale 1 to 10","1991","Single parent ","West Germany","16","","","","4"
"4 on Scale 1 to 10","1991","Single parent ","East Germany","4","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","24","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","11","","","","4"
"4 on Scale 1 to 10","1991","1-pers.-HH","West Germany","43","0.0485006343560853","0.035179435607275","0.0618218331048957","4"
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","54","0.0223501852971727","0.015974596656178","0.0287257739381674","4"
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","41","0.0315522742257221","0.0222102632205312","0.040894285230913","4"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","63","0.0361909788119701","0.0278672961564602","0.0445146614674801","4"
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","16","","","","4"
"4 on Scale 1 to 10","1991","1-pers.-HH","East Germany","12","","","","4"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","73","0.0350801544921019","0.0275149565547538","0.04264535242945","4"
"5 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","16","","","","5"
"5 on Scale 1 to 10","1991","1-pers.-HH","East Germany","44","0.161983995389134","0.11950625762176","0.204461733156507","5"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","252","0.120014219094099","0.106651399455081","0.133377038733117","5"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","103","0.0706967428584495","0.0569984836108319","0.0843950021060671","5"
"5 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","80","0.0982269711996485","0.078585328985175","0.117868613414122","5"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","174","0.0830572272307834","0.0711544613002216","0.0949599931613452","5"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","209","0.114693151279833","0.100491609008059","0.128894693551606","5"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","76","0.0951361578478447","0.0749431001979096","0.11532921549778","5"
"5 on Scale 1 to 10","1991","Single parent ","West Germany","49","0.105008075167257","0.0771740484352898","0.132842101899225","5"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","99","0.112820886587657","0.0918463302499307","0.133795442925383","5"
"5 on Scale 1 to 10","1991","Single parent ","East Germany","26","","","","5"
"5 on Scale 1 to 10","1991","1-pers.-HH","West Germany","126","0.141527028105611","0.119912370831629","0.163141685379593","5"
"6 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","19","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","205","0.0976388435936569","0.0848364972322641","0.11044118995505","6"
"6 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","67","0.0785367540245173","0.0607830375088452","0.0962904705401894","6"
"6 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","113","0.083305313669706","0.068536838477717","0.0980737888616949","6"
"6 on Scale 1 to 10","1991","1-pers.-HH","East Germany","16","","","","6"
"6 on Scale 1 to 10","1991","Single parent ","East Germany","12","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","170","0.0967506735834588","0.0835756719425606","0.109925675224357","6"
"6 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","84","0.100708702194964","0.0799967345478379","0.12142066984209","6"
"6 on Scale 1 to 10","1991","1-pers.-HH","West Germany","108","0.110048991602055","0.0906427501595255","0.129455233044584","6"
"6 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","223","0.100011343268125","0.0876749821014895","0.112347704434761","6"
"6 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","73","0.0797439271637891","0.0617843738595664","0.0977034804680118","6"
"6 on Scale 1 to 10","1991","Single parent ","West Germany","48","0.113869518757913","0.0850286915127851","0.142710346003041","6"
"7 on Scale 1 to 10","1991","Single parent ","East Germany","29","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","365","0.17541283347937","0.159009314304017","0.191816352654724","7"
"7 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","260","0.191174034857774","0.170159056632952","0.212189013082597","7"
"7 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","330","0.173411226302365","0.156537802595794","0.190284650008936","7"
"7 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","156","0.189239602022091","0.162281461019276","0.216197743024906","7"
"7 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","152","0.175568202574469","0.150460088289004","0.200676316859934","7"
"7 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","146","0.172011033311063","0.146991292755861","0.197030773866265","7"
"7 on Scale 1 to 10","1991","Single parent ","West Germany","93","0.210113964581849","0.173125627282816","0.247102301880882","7"
"7 on Scale 1 to 10","1991","1-pers.-HH","West Germany","189","0.178359907214066","0.154621324995073","0.202098489433059","7"
"7 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","392","0.170538708544036","0.155073582134674","0.186003834953399","7"
"7 on Scale 1 to 10","1991","1-pers.-HH","East Germany","52","0.189288457357134","0.144124247803562","0.234452666910706","7"
"7 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","47","0.147382526918002","0.108603608831789","0.186161445004215","7"
"8 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","662","0.345843800807967","0.325328929759775","0.36635867185616","8"
"8 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","456","0.338717071726357","0.313424141413511","0.364010002039202","8"
"8 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","119","0.356545400858232","0.304147734052038","0.408943067664426","8"
"8 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","619","0.320510358033408","0.299711843825115","0.341308872241701","8"
"8 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","235","0.289040079149108","0.257841180946601","0.320238977351616","8"
"8 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","292","0.347732730116956","0.316302368561288","0.379163091672624","8"
"8 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","646","0.282909726304453","0.264389137792073","0.301430314816833","8"
"8 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","244","0.281935707845599","0.252105994361654","0.311765421329544","8"
"8 on Scale 1 to 10","1991","Single parent ","West Germany","127","0.269504389135398","0.229219065276922","0.309789712993874","8"
"8 on Scale 1 to 10","1991","1-pers.-HH","East Germany","61","0.189916083875669","0.144694575150642","0.235137592600696","8"
"8 on Scale 1 to 10","1991","Single parent ","East Germany","45","0.288246380446933","0.219754321212566","0.356738439681301","8"
"8 on Scale 1 to 10","1991","1-pers.-HH","West Germany","264","0.258273286763214","0.231132211348316","0.285414362178113","8"
"9 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","150","0.186163728304655","0.159374899993109","0.212952556616201","9"
"9 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","392","0.182147222597878","0.165500187078206","0.198794258117551","9"
"9 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","262","0.201360724694557","0.179929368045738","0.222792081343375","9"
"9 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","332","0.151861024934854","0.13586630905242","0.167855740817288","9"
"9 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","73","0.227596765352536","0.181729731122993","0.273463799582079","9"
"9 on Scale 1 to 10","1991","1-pers.-HH","East Germany","47","0.160590981034479","0.11826114747839","0.202920814590568","9"
"9 on Scale 1 to 10","1991","Single parent ","East Germany","22","","","","9"
"9 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","166","0.17922050471908","0.153908829129861","0.2045321803083","9"
"9 on Scale 1 to 10","1991","1-pers.-HH","West Germany","129","0.119617133410716","0.0994938968253918","0.13974036999604","9"
"9 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","344","0.13822081819002","0.124029306591653","0.152412329788387","9"
"9 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","118","0.133133753764744","0.110611465653577","0.155656041875911","9"
"9 on Scale 1 to 10","1991","Single parent ","West Germany","80","0.176813126393041","0.142174424940225","0.211451827845857","9"
"0 Completely dissatisfied","1992","1-pers.-HH","East Germany","3","","","","0"
"0 Completely dissatisfied","1992","(Married) couple without C. ","West Germany","12","","","","0"
"0 Completely dissatisfied","1992","(Married) couple without C. ","East Germany","13","","","","0"
"0 Completely dissatisfied","1992","Single parent ","West Germany","2","","","","0"
"0 Completely dissatisfied","1992","Single parent ","East Germany","1","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE 16 ","West Germany","8","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE 16 ","East Germany","1","","","","0"
"0 Completely dissatisfied","1992","Couple + C. GT 16 ","West Germany","11","","","","0"
"0 Completely dissatisfied","1992","Couple + C. GT 16 ","East Germany","2","","","","0"
"0 Completely dissatisfied","1992","1-pers.-HH","West Germany","10","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE and GT 16","West Germany","2","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE and GT 16","East Germany","","","","","0"
"1 on Scale 1 to 10","1992","(Married) couple without C. ","West Germany","16","","","","1"
"1 on Scale 1 to 10","1992","(Married) couple without C. ","East Germany","5","","","","1"
"1 on Scale 1 to 10","1992","Single parent ","West Germany","4","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE 16 ","West Germany","5","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE 16 ","East Germany","5","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. GT 16 ","West Germany","12","","","","1"
"1 on Scale 1 to 10","1992","1-pers.-HH","East Germany","2","","","","1"
"1 on Scale 1 to 10","1992","1-pers.-HH","West Germany","9","","","","1"
"1 on Scale 1 to 10","1992","Single parent ","East Germany","3","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE and GT 16","West Germany","9","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE and GT 16","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. GT 16 ","East Germany","4","","","","1"
