"plh0183","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"5 on Scale 1 to 10","1990","Rural Area","Female","158","0.111600086543553","0.0954376866299665","0.127762486457139","5"
"5 on Scale 1 to 10","1990","Urban Area","Male","82","0.1234563830787","0.0992763533195934","0.147636412837806","5"
"5 on Scale 1 to 10","1990","Urban Area","Female","106","0.135920771645169","0.112290859390374","0.159550683899964","5"
"5 on Scale 1 to 10","1990","Rural Area","Male","154","0.117858709527284","0.100613836510514","0.135103582544054","5"
"6 on Scale 1 to 10","1990","Rural Area","Male","92","0.0704141234040039","0.0567310161361954","0.0840972306718124","6"
"6 on Scale 1 to 10","1990","Rural Area","Female","102","0.0704412812641118","0.0573065447016812","0.0835760178265424","6"
"6 on Scale 1 to 10","1990","Urban Area","Female","54","0.0632520989556184","0.0464682622382391","0.0800359356729978","6"
"6 on Scale 1 to 10","1990","Urban Area","Male","52","0.0822544012976434","0.0620589287907837","0.102449873804503","6"
"7 on Scale 1 to 10","1990","Rural Area","Male","177","0.129874689137161","0.111895783783044","0.147853594491278","7"
"7 on Scale 1 to 10","1990","Urban Area","Female","114","0.138806294214423","0.114966779306036","0.16264580912281","7"
"7 on Scale 1 to 10","1990","Urban Area","Male","95","0.119864409772696","0.0959899689911087","0.143738850554284","7"
"7 on Scale 1 to 10","1990","Rural Area","Female","207","0.147273203736829","0.129083059133297","0.16546334834036","7"
"8 on Scale 1 to 10","1990","Rural Area","Female","398","0.261751175135711","0.239187230197826","0.284315120073597","8"
"8 on Scale 1 to 10","1990","Urban Area","Female","234","0.271317364601223","0.240658898974996","0.30197583022745","8"
"8 on Scale 1 to 10","1990","Rural Area","Male","374","0.272710694088053","0.24889217422647","0.296529213949635","8"
"8 on Scale 1 to 10","1990","Urban Area","Male","221","0.294890917686213","0.261373377133036","0.32840845823939","8"
"9 on Scale 1 to 10","1990","Rural Area","Male","260","0.182072726918814","0.161433668617166","0.202711785220462","9"
"9 on Scale 1 to 10","1990","Rural Area","Female","276","0.183184609041613","0.163329339999179","0.203039878084048","9"
"9 on Scale 1 to 10","1990","Urban Area","Female","117","0.139185613988288","0.115318805756353","0.163052422220224","9"
"9 on Scale 1 to 10","1990","Urban Area","Male","126","0.174088447172041","0.146216645890788","0.201960248453293","9"
"0 Completely dissatisfied","1991","Urban Area","Male","8","","","","0"
"0 Completely dissatisfied","1991","Urban Area","Female","28","","","","0"
"0 Completely dissatisfied","1991","Rural Area","Male","14","","","","0"
"0 Completely dissatisfied","1991","Rural Area","Female","6","","","","0"
"1 on Scale 1 to 10","1991","Urban Area","Male","13","","","","1"
"1 on Scale 1 to 10","1991","Urban Area","Female","24","","","","1"
"1 on Scale 1 to 10","1991","Rural Area","Male","10","","","","1"
"1 on Scale 1 to 10","1991","Rural Area","Female","7","","","","1"
"10 Completely satisfied","1991","Urban Area","Male","373","0.079761498662692","0.0716335165696978","0.0878894807556862","10"
"10 Completely satisfied","1991","Urban Area","Female","370","0.0812731135093302","0.0732174073178172","0.0893288197008431","10"
"10 Completely satisfied","1991","Rural Area","Male","181","0.0770936552255991","0.0660152788183477","0.0881720316328505","10"
"10 Completely satisfied","1991","Rural Area","Female","189","0.078564588369242","0.0676700755129038","0.0894591012255802","10"
"2 on Scale 1 to 10","1991","Rural Area","Male","21","","","","2"
"2 on Scale 1 to 10","1991","Rural Area","Female","32","0.0126210825647229","0.00810093955284358","0.0171412255766023","2"
"2 on Scale 1 to 10","1991","Urban Area","Male","42","0.0102474387182187","0.00722604816007822","0.0132688292763591","2"
"2 on Scale 1 to 10","1991","Urban Area","Female","45","0.0130093730555077","0.00966879476554628","0.0163499513454692","2"
"3 on Scale 1 to 10","1991","Urban Area","Male","92","0.0227981254861097","0.0183201923833614","0.0272760585888581","3"
"3 on Scale 1 to 10","1991","Urban Area","Female","101","0.0275608082113297","0.0227345099474714","0.0323871064751879","3"
"3 on Scale 1 to 10","1991","Rural Area","Male","39","0.0217652550264454","0.0157049929644564","0.0278255170884343","3"
"3 on Scale 1 to 10","1991","Rural Area","Female","55","0.0241398346974144","0.0179250957899203","0.0303545736049085","3"
"4 on Scale 1 to 10","1991","Urban Area","Male","122","0.0314403717684476","0.0262050557340995","0.0366756878027957","4"
"4 on Scale 1 to 10","1991","Rural Area","Female","61","0.0339812104947623","0.0266449599240103","0.0413174610655142","4"
"4 on Scale 1 to 10","1991","Urban Area","Female","135","0.0318802622338885","0.0267010651667752","0.0370594593010018","4"
"4 on Scale 1 to 10","1991","Rural Area","Male","94","0.0448466501973617","0.0362507861383615","0.0534425142563618","4"
"5 on Scale 1 to 10","1991","Rural Area","Male","196","0.0926614604088884","0.0806188057660214","0.104704115051755","5"
"5 on Scale 1 to 10","1991","Rural Area","Female","272","0.134611197244429","0.120791193014278","0.14843120147458","5"
"5 on Scale 1 to 10","1991","Urban Area","Male","422","0.109310092200077","0.0999489405319708","0.118671243868183","5"
"5 on Scale 1 to 10","1991","Urban Area","Female","456","0.113501883705849","0.104150467223406","0.122853300188291","5"
"6 on Scale 1 to 10","1991","Rural Area","Female","230","0.104596868550971","0.0922051770595033","0.116988560042438","6"
"6 on Scale 1 to 10","1991","Rural Area","Male","216","0.105053482910886","0.0923186939781485","0.117788271843623","6"
"6 on Scale 1 to 10","1991","Urban Area","Male","381","0.0902664344237359","0.0816692520624763","0.0988636167849955","6"
"6 on Scale 1 to 10","1991","Urban Area","Female","403","0.0931353553493712","0.0845676311142763","0.101703079584466","6"
"7 on Scale 1 to 10","1991","Rural Area","Female","418","0.179919819723719","0.164366266905696","0.195473372541742","7"
"7 on Scale 1 to 10","1991","Urban Area","Male","776","0.180334748127923","0.168800378711375","0.19186911754447","7"
"7 on Scale 1 to 10","1991","Rural Area","Male","387","0.169333165488618","0.153756573953233","0.184909757024004","7"
"7 on Scale 1 to 10","1991","Urban Area","Female","778","0.174971802064471","0.1637708384929","0.186172765636043","7"
"8 on Scale 1 to 10","1991","Rural Area","Male","679","0.311337692581971","0.292106465749998","0.330568919413945","8"
"8 on Scale 1 to 10","1991","Rural Area","Female","703","0.280152819184945","0.261969230486271","0.298336407883619","8"
"8 on Scale 1 to 10","1991","Urban Area","Female","1360","0.304080708972203","0.290519112159477","0.31764230578493","8"
"8 on Scale 1 to 10","1991","Urban Area","Male","1297","0.303188413766246","0.28939887094759","0.316977956584903","8"
"9 on Scale 1 to 10","1991","Rural Area","Female","370","0.141281456008698","0.127177857103203","0.155385054914193","9"
"9 on Scale 1 to 10","1991","Rural Area","Male","390","0.156052302978839","0.140979957512305","0.171124648445373","9"
"9 on Scale 1 to 10","1991","Urban Area","Female","720","0.14317102111238","0.132845509231526","0.153496532993235","9"
"9 on Scale 1 to 10","1991","Urban Area","Male","742","0.167591674183618","0.156386198098224","0.178797150269011","9"
"0 Completely dissatisfied","1992","Urban Area","Male","21","","","","0"
"0 Completely dissatisfied","1992","Urban Area","Female","30","0.00849154801680657","0.00578647743403514","0.011196618599578","0"
"0 Completely dissatisfied","1992","Rural Area","Male","6","","","","0"
"0 Completely dissatisfied","1992","Rural Area","Female","15","","","","0"
"1 on Scale 1 to 10","1992","Rural Area","Male","17","","","","1"
"1 on Scale 1 to 10","1992","Rural Area","Female","12","","","","1"
"1 on Scale 1 to 10","1992","Urban Area","Male","23","","","","1"
"1 on Scale 1 to 10","1992","Urban Area","Female","27","","","","1"
"10 Completely satisfied","1992","Urban Area","Female","352","0.0765520447976072","0.0687137504879699","0.0843903391072445","10"
"10 Completely satisfied","1992","Rural Area","Male","108","0.0506353071528421","0.0412735130424154","0.0599971012632688","10"
"10 Completely satisfied","1992","Rural Area","Female","132","0.0554428440991491","0.0460080865784124","0.0648776016198857","10"
"10 Completely satisfied","1992","Urban Area","Male","308","0.0706283602830833","0.0628901640290751","0.0783665565370914","10"
"2 on Scale 1 to 10","1992","Urban Area","Male","51","0.015023310386009","0.01134920789827","0.018697412873748","2"
"2 on Scale 1 to 10","1992","Rural Area","Male","22","","","","2"
"2 on Scale 1 to 10","1992","Rural Area","Female","30","0.0211938592868762","0.015255762973418","0.0271319556003344","2"
"2 on Scale 1 to 10","1992","Urban Area","Female","60","0.0198452744509854","0.0157336557748684","0.0239568931271024","2"
"3 on Scale 1 to 10","1992","Urban Area","Female","121","0.0313561547301877","0.0262183166009449","0.0364939928594305","3"
"3 on Scale 1 to 10","1992","Rural Area","Male","79","0.043677692755288","0.0349510376756511","0.0524043478349249","3"
"3 on Scale 1 to 10","1992","Rural Area","Female","59","0.033269709502776","0.0258758526353127","0.0406635663702393","3"
"3 on Scale 1 to 10","1992","Urban Area","Male","110","0.0270099825664758","0.0221136397805923","0.0319063253523593","3"
"4 on Scale 1 to 10","1992","Rural Area","Male","86","0.0483022156519985","0.0391474152795603","0.0574570160244367","4"
"4 on Scale 1 to 10","1992","Rural Area","Female","103","0.0554412659553847","0.04600663483109","0.0648758970796794","4"
"4 on Scale 1 to 10","1992","Urban Area","Female","180","0.0465439639429431","0.0403335724776828","0.0527543554082033","4"
"4 on Scale 1 to 10","1992","Urban Area","Male","159","0.0402954975126041","0.0343559618052658","0.0462350332199424","4"
"5 on Scale 1 to 10","1992","Rural Area","Male","245","0.126075354758612","0.111902154740654","0.140248554776569","5"
"5 on Scale 1 to 10","1992","Rural Area","Female","296","0.143769816118013","0.129304664275326","0.1582349679607","5"
"5 on Scale 1 to 10","1992","Urban Area","Male","416","0.103887850417281","0.0946723476641357","0.113103353170427","5"
"5 on Scale 1 to 10","1992","Urban Area","Female","476","0.117589284015368","0.108092944873981","0.127085623156754","5"
"6 on Scale 1 to 10","1992","Rural Area","Male","233","0.110083668901147","0.0967191952443476","0.123448142557947","6"
"6 on Scale 1 to 10","1992","Rural Area","Female","260","0.117450274510539","0.104176620853189","0.130723928167888","6"
"6 on Scale 1 to 10","1992","Urban Area","Male","454","0.111042553716353","0.101553111691294","0.120531995741412","6"
"6 on Scale 1 to 10","1992","Urban Area","Female","481","0.108220872658333","0.099062440688673","0.117379304627993","6"
"7 on Scale 1 to 10","1992","Urban Area","Female","785","0.171119005910127","0.160016214738025","0.182221797082229","7"
"7 on Scale 1 to 10","1992","Rural Area","Male","407","0.183165397122718","0.166649407446882","0.199681386798554","7"
"7 on Scale 1 to 10","1992","Rural Area","Female","412","0.17351746493413","0.157904610564496","0.189130319303765","7"
"7 on Scale 1 to 10","1992","Urban Area","Male","771","0.176349608823047","0.164838579104666","0.187860638541428","7"
"8 on Scale 1 to 10","1992","Rural Area","Male","585","0.268863004136582","0.249931691541317","0.287794316731847","8"
"8 on Scale 1 to 10","1992","Rural Area","Female","612","0.251019015838837","0.233142512329739","0.268895519347934","8"
"8 on Scale 1 to 10","1992","Urban Area","Female","1255","0.277033932705899","0.263840360538907","0.290227504872891","8"
"8 on Scale 1 to 10","1992","Urban Area","Male","1234","0.287473084154645","0.273803518924667","0.301142649384622","8"
"9 on Scale 1 to 10","1992","Rural Area","Male","319","0.142346480225043","0.127427294280098","0.157265666169988","9"
"9 on Scale 1 to 10","1992","Rural Area","Female","329","0.137312742457548","0.123122951953749","0.151502532961348","9"
"9 on Scale 1 to 10","1992","Urban Area","Female","653","0.134282775284499","0.124231176623085","0.144334373945913","9"
"9 on Scale 1 to 10","1992","Urban Area","Male","664","0.155723027927134","0.144771508898233","0.166674546956036","9"
"0 Completely dissatisfied","1993","Urban Area","Female","33","0.009903203136651","0.00697937045562114","0.0128270358176809","0"
"0 Completely dissatisfied","1993","Rural Area","Male","14","","","","0"
"0 Completely dissatisfied","1993","Rural Area","Female","15","","","","0"
"0 Completely dissatisfied","1993","Urban Area","Male","31","0.00968895691976869","0.00672864291142688","0.0126492709281105","0"
"1 on Scale 1 to 10","1993","Urban Area","Female","34","0.00983446155670688","0.00692069307188275","0.012748230041531","1"
"1 on Scale 1 to 10","1993","Rural Area","Female","14","","","","1"
"1 on Scale 1 to 10","1993","Urban Area","Male","29","","","","1"
"1 on Scale 1 to 10","1993","Rural Area","Male","22","","","","1"
"10 Completely satisfied","1993","Urban Area","Male","255","0.0566806293905675","0.0496925124303931","0.063668746350742","10"
"10 Completely satisfied","1993","Urban Area","Female","314","0.0677180843256901","0.0602989743894683","0.0751371942619119","10"
"10 Completely satisfied","1993","Rural Area","Male","126","0.0599925407098721","0.049840671532494","0.0701444098872503","10"
"10 Completely satisfied","1993","Rural Area","Female","125","0.0577448008244156","0.0481087061427209","0.0673808955061102","10"
"2 on Scale 1 to 10","1993","Urban Area","Female","70","0.019270293547502","0.0152110540567663","0.0233295330382377","2"
"2 on Scale 1 to 10","1993","Urban Area","Male","69","0.0200367409009959","0.0158019507469203","0.0242715310550714","2"
"2 on Scale 1 to 10","1993","Rural Area","Male","38","0.0211409519276405","0.0149912497450159","0.0272906541102651","2"
"2 on Scale 1 to 10","1993","Rural Area","Female","39","0.0177890512126447","0.0123284668422348","0.0232496355830547","2"
"3 on Scale 1 to 10","1993","Urban Area","Female","138","0.0359070689488975","0.0304132382515792","0.0414008996462159","3"
"3 on Scale 1 to 10","1993","Rural Area","Male","81","0.0381522462311209","0.0299629805895072","0.0463415118727346","3"
"3 on Scale 1 to 10","1993","Rural Area","Female","88","0.0394801294717589","0.0314355600384693","0.0475246989050485","3"
"3 on Scale 1 to 10","1993","Urban Area","Male","117","0.0291832884183302","0.0240964353626607","0.0342701414739997","3"
"4 on Scale 1 to 10","1993","Rural Area","Female","138","0.068789130855218","0.0583336436993442","0.0792446180110918","4"
"4 on Scale 1 to 10","1993","Rural Area","Male","101","0.0447201417964442","0.0358842857535085","0.0535559978393799","4"
"4 on Scale 1 to 10","1993","Urban Area","Female","177","0.0432718677917513","0.0372639644405012","0.0492797711430014","4"
"4 on Scale 1 to 10","1993","Urban Area","Male","173","0.0438344214802749","0.0376473141629005","0.0500215287976493","4"
"5 on Scale 1 to 10","1993","Rural Area","Male","269","0.127123577838924","0.112883211225972","0.141363944451876","5"
"5 on Scale 1 to 10","1993","Rural Area","Female","316","0.144803587759971","0.130266314975344","0.159340860544597","5"
"5 on Scale 1 to 10","1993","Urban Area","Male","528","0.124368205829928","0.114395135019612","0.134341276640245","5"
"5 on Scale 1 to 10","1993","Urban Area","Female","604","0.145071401703012","0.134672638930603","0.155470164475422","5"
"6 on Scale 1 to 10","1993","Rural Area","Male","270","0.143393030118041","0.128410451745289","0.158375608490794","6"
"6 on Scale 1 to 10","1993","Rural Area","Female","276","0.140521270832761","0.126164758630653","0.154877783034869","6"
"6 on Scale 1 to 10","1993","Urban Area","Female","489","0.109929822309699","0.100693571181844","0.119166073437554","6"
"6 on Scale 1 to 10","1993","Urban Area","Male","461","0.113461409630186","0.10387653654437","0.123046282716002","6"
"7 on Scale 1 to 10","1993","Urban Area","Female","772","0.173210797457236","0.16203674454938","0.184384850365092","7"
"7 on Scale 1 to 10","1993","Rural Area","Male","394","0.184950070912842","0.168352249277052","0.201547892548631","7"
"7 on Scale 1 to 10","1993","Rural Area","Female","386","0.160428894126113","0.145267805715071","0.175589982537155","7"
"7 on Scale 1 to 10","1993","Urban Area","Male","783","0.182759577631582","0.171079964721118","0.194439190542046","7"
"8 on Scale 1 to 10","1993","Rural Area","Male","509","0.227802470453614","0.209872682480156","0.245732258427073","8"
"8 on Scale 1 to 10","1993","Rural Area","Female","541","0.21800447127367","0.200947764675002","0.235061177872338","8"
"8 on Scale 1 to 10","1993","Urban Area","Male","1144","0.271648960264049","0.258206218599772","0.285091701928326","8"
"8 on Scale 1 to 10","1993","Urban Area","Female","1180","0.267020615822431","0.253957579900659","0.280083651744202","8"
"9 on Scale 1 to 10","1993","Rural Area","Male","278","0.132016650538699","0.117545542457049","0.146487758620349","9"
"9 on Scale 1 to 10","1993","Rural Area","Female","313","0.131481167597833","0.117521285848639","0.145441049347028","9"
"9 on Scale 1 to 10","1993","Urban Area","Female","595","0.118862383400423","0.109306520002357","0.128418246798489","9"
"9 on Scale 1 to 10","1993","Urban Area","Male","616","0.139062360473892","0.128605432830577","0.149519288117208","9"
"0 Completely dissatisfied","1994","Urban Area","Female","28","","","","0"
"0 Completely dissatisfied","1994","Rural Area","Male","19","","","","0"
"0 Completely dissatisfied","1994","Rural Area","Female","15","","","","0"
"0 Completely dissatisfied","1994","Urban Area","Male","26","","","","0"
"1 on Scale 1 to 10","1994","Urban Area","Female","30","0.00843962892426552","0.00572893601991605","0.011150321828615","1"
"1 on Scale 1 to 10","1994","Urban Area","Male","20","","","","1"
"1 on Scale 1 to 10","1994","Rural Area","Female","9","","","","1"
"1 on Scale 1 to 10","1994","Rural Area","Male","11","","","","1"
"10 Completely satisfied","1994","Urban Area","Female","305","0.0697506555113174","0.0622026380636891","0.0772986729589457","10"
"10 Completely satisfied","1994","Urban Area","Male","258","0.0586385863407124","0.0514478535828451","0.0658293190985797","10"
"10 Completely satisfied","1994","Rural Area","Male","93","0.0470015469467405","0.0378488297164046","0.0561542641770763","10"
"10 Completely satisfied","1994","Rural Area","Female","89","0.0453915884705275","0.0367050718307792","0.0540781051102758","10"
"2 on Scale 1 to 10","1994","Rural Area","Male","39","0.0181073603589453","0.0123409247611375","0.0238737959567531","2"
"2 on Scale 1 to 10","1994","Urban Area","Male","42","0.0127102600564687","0.00928177124519251","0.0161387488677449","2"
"2 on Scale 1 to 10","1994","Urban Area","Female","67","0.0202240537403559","0.0160528965721671","0.0243952109085447","2"
"2 on Scale 1 to 10","1994","Rural Area","Female","50","0.0313010850360601","0.0240346827165397","0.0385674873555806","2"
"3 on Scale 1 to 10","1994","Urban Area","Male","109","0.0273066268808259","0.0223186410286414","0.0322946127330105","3"
"3 on Scale 1 to 10","1994","Urban Area","Female","135","0.033355365899745","0.0280345854493662","0.0386761463501239","3"
"3 on Scale 1 to 10","1994","Rural Area","Male","58","0.0263184471639235","0.0193955724325381","0.033241321895309","3"
"3 on Scale 1 to 10","1994","Rural Area","Female","90","0.0462765906622851","0.037509868638714","0.0550433126858562","3"
"4 on Scale 1 to 10","1994","Urban Area","Female","203","0.0500148428670468","0.0435558184458346","0.056473867288259","4"
"4 on Scale 1 to 10","1994","Urban Area","Male","166","0.0452471845435181","0.0388859052956426","0.0516084637913935","4"
"4 on Scale 1 to 10","1994","Rural Area","Male","108","0.0643780736326177","0.0537643675831271","0.0749917796821082","4"
"4 on Scale 1 to 10","1994","Rural Area","Female","112","0.0507389896483918","0.0415808119490331","0.0598971673477505","4"
"5 on Scale 1 to 10","1994","Urban Area","Female","483","0.120632624240492","0.110981528479897","0.130283720001086","5"
"5 on Scale 1 to 10","1994","Rural Area","Female","335","0.159564105536146","0.144282631978958","0.174845579093333","5"
"5 on Scale 1 to 10","1994","Rural Area","Male","280","0.140224806432238","0.125208858583814","0.155240754280663","5"
"5 on Scale 1 to 10","1994","Urban Area","Male","503","0.130778274997848","0.120459306304212","0.141097243691485","5"
"6 on Scale 1 to 10","1994","Urban Area","Male","504","0.125846834102429","0.115695616883164","0.135998051321694","6"
"6 on Scale 1 to 10","1994","Urban Area","Female","519","0.124273832628481","0.114498465612523","0.13404919964444","6"
"6 on Scale 1 to 10","1994","Rural Area","Male","250","0.112431696423928","0.0987703612888286","0.126093031559027","6"
"6 on Scale 1 to 10","1994","Rural Area","Female","289","0.130668729602158","0.116604244989752","0.144733214214565","6"
"7 on Scale 1 to 10","1994","Urban Area","Male","734","0.180215627083326","0.168451783326382","0.19197947084027","7"
"7 on Scale 1 to 10","1994","Rural Area","Male","402","0.187531413991001","0.170650802505311","0.204412025476692","7"
"7 on Scale 1 to 10","1994","Urban Area","Female","825","0.172607360723111","0.16140925547996","0.183805465966261","7"
"7 on Scale 1 to 10","1994","Rural Area","Female","409","0.173635879036262","0.157828830080173","0.189442927992351","7"
"8 on Scale 1 to 10","1994","Urban Area","Female","1173","0.259942572287189","0.246945950541876","0.272939194032503","8"
"8 on Scale 1 to 10","1994","Rural Area","Male","543","0.268906381073515","0.249731400965871","0.28808136118116","8"
"8 on Scale 1 to 10","1994","Rural Area","Female","570","0.256314630507459","0.23809554164511","0.274533719369808","8"
"8 on Scale 1 to 10","1994","Urban Area","Male","1160","0.271640834429544","0.258027217398695","0.285254451460392","8"
"9 on Scale 1 to 10","1994","Urban Area","Male","579","0.131930504952338","0.121573049688688","0.142287960215989","9"
"9 on Scale 1 to 10","1994","Urban Area","Female","607","0.130912082794926","0.120917129142283","0.140907036447569","9"
"9 on Scale 1 to 10","1994","Rural Area","Male","251","0.117044423719375","0.103141931455951","0.1309469159828","9"
"9 on Scale 1 to 10","1994","Rural Area","Female","238","0.0947094955247183","0.0824904838097204","0.106928507239716","9"
"0 Completely dissatisfied","1995","Urban Area","Female","31","0.0117781503347734","0.00863436730334361","0.0149219333662033","0"
"0 Completely dissatisfied","1995","Rural Area","Male","15","","","","0"
"0 Completely dissatisfied","1995","Rural Area","Female","10","","","","0"
"0 Completely dissatisfied","1995","Urban Area","Male","20","","","","0"
"1 on Scale 1 to 10","1995","Rural Area","Male","15","","","","1"
"1 on Scale 1 to 10","1995","Rural Area","Female","22","","","","1"
"1 on Scale 1 to 10","1995","Urban Area","Female","26","","","","1"
"1 on Scale 1 to 10","1995","Urban Area","Male","24","","","","1"
"10 Completely satisfied","1995","Urban Area","Female","368","0.0775974123284576","0.0698014331834287","0.0853933914734864","10"
"10 Completely satisfied","1995","Urban Area","Male","285","0.064367582975812","0.0569493073012224","0.0717858586504017","10"
"10 Completely satisfied","1995","Rural Area","Male","100","0.0428368559452974","0.0342737221405487","0.0513999897500461","10"
"10 Completely satisfied","1995","Rural Area","Female","109","0.0526867395617501","0.043522580777783","0.0618508983457172","10"
"2 on Scale 1 to 10","1995","Urban Area","Female","78","0.0215300574954854","0.0173006149249248","0.025759500066046","2"
"2 on Scale 1 to 10","1995","Rural Area","Male","35","0.0169822494197754","0.0115182676699774","0.0224462311695734","2"
"2 on Scale 1 to 10","1995","Urban Area","Male","63","0.0162427115924065","0.0124215976751826","0.0200638255096304","2"
"2 on Scale 1 to 10","1995","Rural Area","Female","40","0.0183877874312629","0.0128767945629151","0.0238987802996106","2"
"3 on Scale 1 to 10","1995","Urban Area","Male","113","0.033098706983831","0.0276909978759618","0.0385064160917001","3"
"3 on Scale 1 to 10","1995","Urban Area","Female","108","0.0282535478995906","0.02342518648678","0.0330819093124012","3"
"3 on Scale 1 to 10","1995","Rural Area","Male","63","0.0308182227229017","0.0235095693152395","0.0381268761305639","3"
"3 on Scale 1 to 10","1995","Rural Area","Female","71","0.0342876583723806","0.0268233780784782","0.0417519386662829","3"
"4 on Scale 1 to 10","1995","Rural Area","Female","97","0.0559586358425955","0.0465305352722478","0.0653867364129432","4"
"4 on Scale 1 to 10","1995","Rural Area","Male","96","0.0536832556723793","0.0441515935761898","0.0632149177685688","4"
"4 on Scale 1 to 10","1995","Urban Area","Female","171","0.04168018466451","0.035856379406071","0.0475039899229489","4"
"4 on Scale 1 to 10","1995","Urban Area","Male","164","0.0456021516048991","0.0392958588182919","0.0519084443915064","4"
"5 on Scale 1 to 10","1995","Urban Area","Male","462","0.120278131891199","0.11044520594669","0.130111057835708","5"
"5 on Scale 1 to 10","1995","Urban Area","Female","572","0.141797214645623","0.1316320222535","0.151962407037746","5"
"5 on Scale 1 to 10","1995","Rural Area","Male","275","0.141634377409552","0.12688915086638","0.156379603952724","5"
"5 on Scale 1 to 10","1995","Rural Area","Female","352","0.163246571643686","0.148085988023114","0.178407155264258","5"
"6 on Scale 1 to 10","1995","Rural Area","Male","254","0.117110859500626","0.103512621933669","0.130709097067584","6"
"6 on Scale 1 to 10","1995","Urban Area","Female","487","0.106303447125159","0.097321809930253","0.115285084320065","6"
"6 on Scale 1 to 10","1995","Rural Area","Female","262","0.117221877332096","0.104026395521477","0.130417359142716","6"
"6 on Scale 1 to 10","1995","Urban Area","Male","441","0.10947078433925","0.10003256777531","0.11890900090319","6"
"7 on Scale 1 to 10","1995","Urban Area","Male","784","0.182862686707817","0.171177738098951","0.194547635316683","7"
"7 on Scale 1 to 10","1995","Rural Area","Male","436","0.197699115435582","0.18085679401963","0.214541436851533","7"
"7 on Scale 1 to 10","1995","Urban Area","Female","773","0.165425194454547","0.154597892347758","0.176252496561337","7"
"7 on Scale 1 to 10","1995","Rural Area","Female","438","0.181511899116291","0.165701098184128","0.197322700048453","7"
"8 on Scale 1 to 10","1995","Urban Area","Male","1196","0.277306564617578","0.263774194496665","0.290838934738492","8"
"8 on Scale 1 to 10","1995","Urban Area","Female","1296","0.269030086111176","0.256107870911377","0.281952301310974","8"
"8 on Scale 1 to 10","1995","Rural Area","Male","549","0.243828314300062","0.225669678162019","0.261986950438106","8"
"8 on Scale 1 to 10","1995","Rural Area","Female","587","0.231638868271827","0.214333392396553","0.2489443441471","8"
"9 on Scale 1 to 10","1995","Urban Area","Male","652","0.135427606240071","0.125084022840278","0.145771189639863","9"
"9 on Scale 1 to 10","1995","Urban Area","Female","614","0.125293910909054","0.115647120331388","0.13494070148672","9"
"9 on Scale 1 to 10","1995","Rural Area","Male","310","0.141410317245556","0.12667483567732","0.156145798813792","9"
"9 on Scale 1 to 10","1995","Rural Area","Female","295","0.1286422659651","0.114908639814636","0.142375892115564","9"
"0 Completely dissatisfied","1996","Rural Area","Male","18","","","","0"
"0 Completely dissatisfied","1996","Rural Area","Female","16","","","","0"
"0 Completely dissatisfied","1996","Urban Area","Female","26","","","","0"
"0 Completely dissatisfied","1996","Urban Area","Male","29","","","","0"
"1 on Scale 1 to 10","1996","Rural Area","Female","25","","","","1"
"1 on Scale 1 to 10","1996","Rural Area","Male","20","","","","1"
"1 on Scale 1 to 10","1996","Urban Area","Female","31","0.0101857092515611","0.00723690813610114","0.0131345103670211","1"
"1 on Scale 1 to 10","1996","Urban Area","Male","22","","","","1"
