"plh0183","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","16-34 y.","7","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","16","","","","0"
"0 Completely dissatisfied","1990","66 and older","10","","","","0"
"1 on Scale 1 to 10","1990","16-34 y.","4","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","4","","","","1"
"1 on Scale 1 to 10","1990","66 and older","3","","","","1"
"10 Completely satisfied","1990","66 and older","76","0.195050077834586","0.157378733267694","0.232721422401477","10"
"10 Completely satisfied","1990","16-34 y.","210","0.127289946846548","0.111394772047076","0.143185121646019","10"
"10 Completely satisfied","1990","35-65 y.","346","0.15234990342745","0.137641163698221","0.16705864315668","10"
"2 on Scale 1 to 10","1990","35-65 y.","34","0.0161434267082234","0.0109850883908071","0.0213017650256397","2"
"2 on Scale 1 to 10","1990","66 and older","5","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","14","","","","2"
"3 on Scale 1 to 10","1990","35-65 y.","60","0.0261212922431951","0.01959305651329","0.0326495279731002","3"
"3 on Scale 1 to 10","1990","16-34 y.","35","0.024828597471565","0.0174078126529777","0.0322493822901523","3"
"3 on Scale 1 to 10","1990","66 and older","19","","","","3"
"4 on Scale 1 to 10","1990","66 and older","11","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","34","0.0204691503512277","0.0137162205764442","0.0272220801260112","4"
"4 on Scale 1 to 10","1990","35-65 y.","50","0.0233101007160228","0.0171342543054958","0.0294859471265498","4"
"5 on Scale 1 to 10","1990","66 and older","73","0.171529566006421","0.135690091974837","0.207369040038005","5"
"5 on Scale 1 to 10","1990","35-65 y.","268","0.119591498605528","0.106310267574068","0.132872729636989","5"
"5 on Scale 1 to 10","1990","16-34 y.","173","0.100856099230523","0.0864946273864897","0.115217571074557","5"
"6 on Scale 1 to 10","1990","16-34 y.","97","0.0608009789973966","0.0494045872926425","0.0721973707021506","6"
"6 on Scale 1 to 10","1990","35-65 y.","183","0.0813335883996116","0.0701453954013748","0.0925217813978484","6"
"6 on Scale 1 to 10","1990","66 and older","26","","","","6"
"7 on Scale 1 to 10","1990","35-65 y.","285","0.127023141697902","0.113393361434909","0.140652921960895","7"
"7 on Scale 1 to 10","1990","16-34 y.","260","0.147237112346251","0.130338304889162","0.16413591980334","7"
"7 on Scale 1 to 10","1990","66 and older","59","0.137473440271437","0.104735657316865","0.170211223226008","7"
"8 on Scale 1 to 10","1990","35-65 y.","640","0.27227787225096","0.254058432089899","0.29049731241202","8"
"8 on Scale 1 to 10","1990","66 and older","98","0.207369417045852","0.168825007961621","0.245913826130082","8"
"8 on Scale 1 to 10","1990","16-34 y.","511","0.300761026614612","0.2788906199365","0.322631433292724","8"
"9 on Scale 1 to 10","1990","66 and older","45","0.110973933395339","0.081111763415098","0.140836103375581","9"
"9 on Scale 1 to 10","1990","35-65 y.","407","0.170687478644739","0.155288000402155","0.186086956887323","9"
"9 on Scale 1 to 10","1990","16-34 y.","344","0.202648618551901","0.183478271929945","0.221818965173856","9"
"0 Completely dissatisfied","1991","16-34 y.","13","","","","0"
"0 Completely dissatisfied","1991","35-65 y.","25","","","","0"
"0 Completely dissatisfied","1991","66 and older","18","","","","0"
"1 on Scale 1 to 10","1991","16-34 y.","10","","","","1"
"1 on Scale 1 to 10","1991","35-65 y.","29","","","","1"
"1 on Scale 1 to 10","1991","66 and older","15","","","","1"
"10 Completely satisfied","1991","66 and older","154","0.100211951239751","0.0844486718328297","0.115975230646671","10"
"10 Completely satisfied","1991","16-34 y.","470","0.0850650144204947","0.0773873508830432","0.0927426779579463","10"
"10 Completely satisfied","1991","35-65 y.","493","0.0690670149948365","0.0630757729586711","0.075058257031002","10"
"2 on Scale 1 to 10","1991","35-65 y.","70","0.0107863868939646","0.00834573775367947","0.0132270360342497","2"
"2 on Scale 1 to 10","1991","66 and older","36","0.0218672047544758","0.0141898386657143","0.0295445708432374","2"
"2 on Scale 1 to 10","1991","16-34 y.","35","0.00823628972697385","0.00574898850790906","0.0107235909460386","2"
"3 on Scale 1 to 10","1991","35-65 y.","172","0.0251255904884628","0.021427693697055","0.0288234872798705","3"
"3 on Scale 1 to 10","1991","16-34 y.","55","0.0106013225104549","0.00778278282137181","0.0134198621995379","3"
"3 on Scale 1 to 10","1991","66 and older","61","0.0487614752389261","0.0374557132679202","0.0600672372099321","3"
"4 on Scale 1 to 10","1991","66 and older","64","0.051323761093551","0.0397403904504713","0.0629071317366308","4"
"4 on Scale 1 to 10","1991","16-34 y.","90","0.0178318246013358","0.0141897462090907","0.021473902993581","4"
"4 on Scale 1 to 10","1991","35-65 y.","260","0.0384944537101687","0.0339487901461808","0.0430401172741567","4"
"5 on Scale 1 to 10","1991","66 and older","218","0.165065577627665","0.145577403773487","0.184553751481843","5"
"5 on Scale 1 to 10","1991","16-34 y.","333","0.0626173530673399","0.0559498338513867","0.0692848722832932","5"
"5 on Scale 1 to 10","1991","35-65 y.","806","0.126592749616229","0.118736140891004","0.134449358341454","5"
"6 on Scale 1 to 10","1991","16-34 y.","379","0.0716612978509924","0.0645630030613131","0.0787595926406717","6"
"6 on Scale 1 to 10","1991","35-65 y.","688","0.0999139055073052","0.092828294506971","0.106999516507639","6"
"6 on Scale 1 to 10","1991","66 and older","170","0.12886688731054","0.111278353641936","0.146455420979145","6"
"7 on Scale 1 to 10","1991","16-34 y.","818","0.165005162096536","0.15478990904463","0.175220415148442","7"
"7 on Scale 1 to 10","1991","35-65 y.","1338","0.190847689018368","0.181562710480093","0.200132667556643","7"
"7 on Scale 1 to 10","1991","66 and older","218","0.157274604545353","0.138163356649951","0.176385852440755","7"
"8 on Scale 1 to 10","1991","35-65 y.","2056","0.298045558346092","0.287238236071139","0.308852880621044","8"
"8 on Scale 1 to 10","1991","66 and older","301","0.216862443825073","0.195228888247724","0.238495999402423","8"
"8 on Scale 1 to 10","1991","16-34 y.","1705","0.349460224582634","0.336338398656094","0.362582050509173","8"
"9 on Scale 1 to 10","1991","66 and older","139","0.0803343819398679","0.0660657476229908","0.0946030162567451","9"
"9 on Scale 1 to 10","1991","16-34 y.","1164","0.226160882882285","0.214647775544281","0.237673990220289","9"
"9 on Scale 1 to 10","1991","35-65 y.","944","0.131437835111505","0.123454525650022","0.139421144572987","9"
"0 Completely dissatisfied","1992","16-34 y.","16","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","39","0.00684722026552461","0.00488576510490833","0.00880867542614089","0"
"0 Completely dissatisfied","1992","66 and older","17","","","","0"
"1 on Scale 1 to 10","1992","16-34 y.","14","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","43","0.00654087295700069","0.00462350236124988","0.0084582435527515","1"
"1 on Scale 1 to 10","1992","66 and older","22","","","","1"
"10 Completely satisfied","1992","66 and older","104","0.0674388707834478","0.0542836184918352","0.0805941230750604","10"
"10 Completely satisfied","1992","16-34 y.","429","0.0830947217390472","0.0753897049974551","0.0907997384806394","10"
"10 Completely satisfied","1992","35-65 y.","375","0.0577440779939965","0.0521958874560511","0.0632922685319418","10"
"2 on Scale 1 to 10","1992","16-34 y.","34","0.00899312087174298","0.00635789296330302","0.0116283487801829","2"
"2 on Scale 1 to 10","1992","35-65 y.","93","0.0175463224855671","0.0144233921330628","0.0206692528380714","2"
"2 on Scale 1 to 10","1992","66 and older","39","0.0318540580850592","0.0226419679125053","0.0410661482576132","2"
