"plh0183","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1991","indirect migration background","Urban Area","3","","","","3"
"3 on Scale 1 to 10","1991","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1991","no migration background","Rural Area","138","0.0392009055157061","0.0332791861602957","0.0451226248711165","4"
"4 on Scale 1 to 10","1991","direct migration background","Urban Area","76","0.0355876977277389","0.0278410397839016","0.0433343556715762","4"
"4 on Scale 1 to 10","1991","direct migration background","Rural Area","15","","","","4"
"4 on Scale 1 to 10","1991","indirect migration background","Urban Area","3","","","","4"
"4 on Scale 1 to 10","1991","no migration background","Urban Area","178","0.0314212163759047","0.0270781018901073","0.0357643308617021","4"
"4 on Scale 1 to 10","1991","indirect migration background","Rural Area","2","","","","4"
"5 on Scale 1 to 10","1991","no migration background","Urban Area","647","0.113265177002473","0.105375351628091","0.121155002376856","5"
"5 on Scale 1 to 10","1991","no migration background","Rural Area","416","0.114638402123439","0.104917448267405","0.124359355979474","5"
"5 on Scale 1 to 10","1991","direct migration background","Urban Area","219","0.102260065739911","0.0895905105250828","0.114929620954739","5"
"5 on Scale 1 to 10","1991","direct migration background","Rural Area","50","0.109431450629084","0.0788383954210889","0.14002450583708","5"
"5 on Scale 1 to 10","1991","indirect migration background","Urban Area","12","","","","5"
"5 on Scale 1 to 10","1991","indirect migration background","Rural Area","2","","","","5"
"6 on Scale 1 to 10","1991","direct migration background","Rural Area","38","0.0852221151362888","0.057859848026056","0.112584382246522","6"
"6 on Scale 1 to 10","1991","indirect migration background","Urban Area","11","","","","6"
"6 on Scale 1 to 10","1991","indirect migration background","Rural Area","2","","","","6"
"6 on Scale 1 to 10","1991","direct migration background","Urban Area","210","0.101615710330899","0.0889816028970215","0.114249817764777","6"
"6 on Scale 1 to 10","1991","no migration background","Urban Area","563","0.0912505028338513","0.0840814458900183","0.0984195597776843","6"
"6 on Scale 1 to 10","1991","no migration background","Rural Area","406","0.106242960743429","0.0968404616687589","0.115645459818099","6"
"7 on Scale 1 to 10","1991","direct migration background","Urban Area","405","0.178919891153265","0.162892783989214","0.194946998317317","7"
"7 on Scale 1 to 10","1991","no migration background","Urban Area","1112","0.177669431270747","0.168153487251296","0.187185375290198","7"
"7 on Scale 1 to 10","1991","no migration background","Rural Area","728","0.17384892660362","0.162285162551465","0.185412690655776","7"
"7 on Scale 1 to 10","1991","direct migration background","Rural Area","69","0.18758938746933","0.149332465777041","0.225846309161619","7"
"7 on Scale 1 to 10","1991","indirect migration background","Urban Area","37","0.152266984655527","0.111128650337734","0.19340531897332","7"
"7 on Scale 1 to 10","1991","indirect migration background","Rural Area","8","","","","7"
"8 on Scale 1 to 10","1991","no migration background","Urban Area","1929","0.307241570262647","0.295755983081526","0.318727157443769","8"
"8 on Scale 1 to 10","1991","no migration background","Rural Area","1254","0.294167547196202","0.280263806164196","0.308071288228207","8"
"8 on Scale 1 to 10","1991","direct migration background","Urban Area","633","0.274108797974575","0.255456587112503","0.292761008836647","8"
"8 on Scale 1 to 10","1991","direct migration background","Rural Area","113","0.312743473836736","0.267310448230139","0.358176499443333","8"
"8 on Scale 1 to 10","1991","indirect migration background","Rural Area","15","","","","8"
"8 on Scale 1 to 10","1991","indirect migration background","Urban Area","95","0.356869892522271","0.302014584703358","0.411725200341185","8"
"9 on Scale 1 to 10","1991","no migration background","Urban Area","1036","0.155813671374345","0.146784575953","0.164842766795691","9"
"9 on Scale 1 to 10","1991","indirect migration background","Urban Area","81","0.166521712399798","0.123864068905569","0.209179355894027","9"
"9 on Scale 1 to 10","1991","no migration background","Rural Area","695","0.150242524531287","0.139339991469334","0.16114505759324","9"
"9 on Scale 1 to 10","1991","direct migration background","Urban Area","345","0.146990461058774","0.132183887023378","0.16179703509417","9"
"9 on Scale 1 to 10","1991","direct migration background","Rural Area","56","0.121254936853179","0.0892660403128965","0.153243833393461","9"
"9 on Scale 1 to 10","1991","indirect migration background","Rural Area","9","","","","9"
"0 Completely dissatisfied","1992","no migration background","Urban Area","39","0.00749255507336933","0.00533995471092519","0.00964515543581347","0"
"0 Completely dissatisfied","1992","no migration background","Rural Area","18","","","","0"
"0 Completely dissatisfied","1992","direct migration background","Urban Area","11","","","","0"
"0 Completely dissatisfied","1992","direct migration background","Rural Area","3","","","","0"
"0 Completely dissatisfied","1992","indirect migration background","Urban Area","1","","","","0"
"0 Completely dissatisfied","1992","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1992","no migration background","Urban Area","39","0.00829250550673574","0.00602881925877528","0.0105561917546962","1"
"1 on Scale 1 to 10","1992","direct migration background","Urban Area","9","","","","1"
"1 on Scale 1 to 10","1992","direct migration background","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1992","no migration background","Rural Area","28","","","","1"
"1 on Scale 1 to 10","1992","indirect migration background","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1992","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1992","no migration background","Urban Area","436","0.0707525839196732","0.0643520178608489","0.0771531499784975","10"
"10 Completely satisfied","1992","no migration background","Rural Area","203","0.05058777227683","0.0437255297480575","0.0574500148056025","10"
"10 Completely satisfied","1992","direct migration background","Urban Area","176","0.088420203314552","0.0763435612603555","0.100496845368748","10"
"10 Completely satisfied","1992","direct migration background","Rural Area","29","","","","10"
"10 Completely satisfied","1992","indirect migration background","Urban Area","48","0.112947160911315","0.0794495807174397","0.146444741105191","10"
"10 Completely satisfied","1992","indirect migration background","Rural Area","8","","","","10"
"2 on Scale 1 to 10","1992","no migration background","Urban Area","89","0.0177583519322035","0.0144615561023447","0.0210551477620623","2"
"2 on Scale 1 to 10","1992","direct migration background","Urban Area","18","","","","2"
"2 on Scale 1 to 10","1992","no migration background","Rural Area","47","0.0174978257889228","0.0133922442732131","0.0216034073046324","2"
"2 on Scale 1 to 10","1992","direct migration background","Rural Area","5","","","","2"
"2 on Scale 1 to 10","1992","indirect migration background","Urban Area","4","","","","2"
"2 on Scale 1 to 10","1992","indirect migration background","Rural Area","","","","","2"
"3 on Scale 1 to 10","1992","no migration background","Rural Area","122","0.0384159034888565","0.0323977253743531","0.0444340816033598","3"
"3 on Scale 1 to 10","1992","no migration background","Urban Area","164","0.0295130368551517","0.025288458656267","0.0337376150540364","3"
"3 on Scale 1 to 10","1992","direct migration background","Urban Area","66","0.0309364605850385","0.0235712607752129","0.0383016603948641","3"
"3 on Scale 1 to 10","1992","direct migration background","Rural Area","16","","","","3"
"3 on Scale 1 to 10","1992","indirect migration background","Urban Area","1","","","","3"
"3 on Scale 1 to 10","1992","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1992","direct migration background","Urban Area","90","0.0483148958067155","0.0391935220129327","0.0574362696004982","4"
"4 on Scale 1 to 10","1992","direct migration background","Rural Area","21","","","","4"
"4 on Scale 1 to 10","1992","indirect migration background","Urban Area","9","","","","4"
"4 on Scale 1 to 10","1992","no migration background","Urban Area","240","0.0427211145052517","0.0376730827584851","0.0477691462520183","4"
"4 on Scale 1 to 10","1992","no migration background","Rural Area","167","0.050665586853666","0.0437983500099955","0.0575328236973364","4"
"4 on Scale 1 to 10","1992","indirect migration background","Rural Area","1","","","","4"
"5 on Scale 1 to 10","1992","no migration background","Rural Area","470","0.132536854119721","0.121919660910088","0.143154047329353","5"
"5 on Scale 1 to 10","1992","no migration background","Urban Area","656","0.112004136350711","0.104131792542168","0.119876480159255","5"
"5 on Scale 1 to 10","1992","direct migration background","Urban Area","218","0.10991346037025","0.0966084673493238","0.123218453391177","5"
"5 on Scale 1 to 10","1992","direct migration background","Rural Area","67","0.173844563300473","0.136423905336295","0.211265221264651","5"
"5 on Scale 1 to 10","1992","indirect migration background","Urban Area","18","","","","5"
"5 on Scale 1 to 10","1992","indirect migration background","Rural Area","4","","","","5"
"6 on Scale 1 to 10","1992","direct migration background","Urban Area","223","0.10536207791425","0.0923022062565196","0.11842194957198","6"
"6 on Scale 1 to 10","1992","no migration background","Urban Area","690","0.111547981981661","0.103689667613743","0.11940629634958","6"
"6 on Scale 1 to 10","1992","indirect migration background","Rural Area","1","","","","6"
"6 on Scale 1 to 10","1992","no migration background","Rural Area","445","0.114747389990077","0.104767611746494","0.124727168233661","6"
"6 on Scale 1 to 10","1992","direct migration background","Rural Area","47","0.113064304342094","0.0817956778699295","0.144332930814258","6"
"6 on Scale 1 to 10","1992","indirect migration background","Urban Area","22","","","","6"
"7 on Scale 1 to 10","1992","no migration background","Rural Area","755","0.18301058447717","0.170902869349777","0.195118299604563","7"
"7 on Scale 1 to 10","1992","direct migration background","Rural Area","56","0.117368122890058","0.0855873200772283","0.149148925702887","7"
"7 on Scale 1 to 10","1992","no migration background","Urban Area","1117","0.174256066620051","0.164787195624045","0.183724937616056","7"
"7 on Scale 1 to 10","1992","direct migration background","Urban Area","394","0.174106014959182","0.157975726531005","0.19023630338736","7"
"7 on Scale 1 to 10","1992","indirect migration background","Urban Area","45","0.136455121659311","0.100127379382485","0.172782863936137","7"
"7 on Scale 1 to 10","1992","indirect migration background","Rural Area","8","","","","7"
"8 on Scale 1 to 10","1992","no migration background","Rural Area","1078","0.258418685405289","0.244711218031295","0.272126152779283","8"
"8 on Scale 1 to 10","1992","no migration background","Urban Area","1754","0.281520287890873","0.270293806670487","0.292746769111258","8"
"8 on Scale 1 to 10","1992","direct migration background","Urban Area","631","0.283372782384497","0.264203810935905","0.302541753833089","8"
"8 on Scale 1 to 10","1992","indirect migration background","Rural Area","18","","","","8"
"8 on Scale 1 to 10","1992","indirect migration background","Urban Area","104","0.300676866454256","0.252149135383307","0.349204597525206","8"
"8 on Scale 1 to 10","1992","direct migration background","Rural Area","101","0.26565235373315","0.222040186593532","0.309264520872768","8"
"9 on Scale 1 to 10","1992","no migration background","Urban Area","941","0.144141379364319","0.135373856600472","0.152908902128166","9"
"9 on Scale 1 to 10","1992","no migration background","Rural Area","585","0.140429730138573","0.12955080222939","0.151308658047757","9"
"9 on Scale 1 to 10","1992","direct migration background","Urban Area","287","0.13656522517059","0.121958329597588","0.151172120743591","9"
"9 on Scale 1 to 10","1992","direct migration background","Rural Area","48","0.116890897752799","0.0851661989379555","0.148615596567642","9"
"9 on Scale 1 to 10","1992","indirect migration background","Urban Area","89","0.235508616019368","0.190604026712066","0.280413205326671","9"
"9 on Scale 1 to 10","1992","indirect migration background","Rural Area","15","","","","9"
"0 Completely dissatisfied","1993","no migration background","Rural Area","27","","","","0"
"0 Completely dissatisfied","1993","direct migration background","Urban Area","16","","","","0"
"0 Completely dissatisfied","1993","direct migration background","Rural Area","1","","","","0"
"0 Completely dissatisfied","1993","no migration background","Urban Area","45","0.00960631889894361","0.0071693399632397","0.0120432978346475","0"
"0 Completely dissatisfied","1993","indirect migration background","Urban Area","3","","","","0"
"0 Completely dissatisfied","1993","indirect migration background","Rural Area","1","","","","0"
"1 on Scale 1 to 10","1993","no migration background","Urban Area","50","0.00988368916060595","0.00741212441501274","0.0123552539061992","1"
"1 on Scale 1 to 10","1993","direct migration background","Urban Area","12","","","","1"
"1 on Scale 1 to 10","1993","direct migration background","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1993","no migration background","Rural Area","34","0.0133465975837177","0.00974000810465399","0.0169531870627815","1"
"1 on Scale 1 to 10","1993","indirect migration background","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1993","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1993","no migration background","Urban Area","371","0.059051758341979","0.0531623911933034","0.0649411254906546","10"
"10 Completely satisfied","1993","no migration background","Rural Area","204","0.0542954761917354","0.0471736941876217","0.061417258195849","10"
"10 Completely satisfied","1993","direct migration background","Rural Area","33","0.0998305722802883","0.0702304237733287","0.129430720787248","10"
"10 Completely satisfied","1993","direct migration background","Urban Area","151","0.0747308640644393","0.0633838258686199","0.0860779022602586","10"
"10 Completely satisfied","1993","indirect migration background","Urban Area","47","0.114536024561897","0.0831305005473676","0.145941548576426","10"
"10 Completely satisfied","1993","indirect migration background","Rural Area","14","","","","10"
"2 on Scale 1 to 10","1993","no migration background","Urban Area","99","0.0184917931597511","0.0151258573754489","0.0218577289440534","2"
"2 on Scale 1 to 10","1993","no migration background","Rural Area","64","0.0187771836242603","0.0145111117781261","0.0230432554703946","2"
"2 on Scale 1 to 10","1993","direct migration background","Urban Area","37","0.0288579736329876","0.0216340562992424","0.0360818909667328","2"
"2 on Scale 1 to 10","1993","direct migration background","Rural Area","12","","","","2"
"2 on Scale 1 to 10","1993","indirect migration background","Urban Area","3","","","","2"
"2 on Scale 1 to 10","1993","indirect migration background","Rural Area","1","","","","2"
"3 on Scale 1 to 10","1993","direct migration background","Urban Area","64","0.032257652488106","0.0246334446040621","0.0398818603721499","3"
"3 on Scale 1 to 10","1993","direct migration background","Rural Area","24","","","","3"
"3 on Scale 1 to 10","1993","no migration background","Urban Area","186","0.0329783847808101","0.0285166666898629","0.0374401028717572","3"
"3 on Scale 1 to 10","1993","no migration background","Rural Area","143","0.0376725573719598","0.0316883986200095","0.0436567161239102","3"
"3 on Scale 1 to 10","1993","indirect migration background","Urban Area","5","","","","3"
"3 on Scale 1 to 10","1993","indirect migration background","Rural Area","2","","","","3"
"4 on Scale 1 to 10","1993","no migration background","Rural Area","198","0.0548589635256601","0.0477024544161685","0.0620154726351518","4"
"4 on Scale 1 to 10","1993","direct migration background","Rural Area","38","0.0924745147867819","0.0638696153288671","0.121079414244697","4"
"4 on Scale 1 to 10","1993","indirect migration background","Rural Area","3","","","","4"
"4 on Scale 1 to 10","1993","indirect migration background","Urban Area","12","","","","4"
"4 on Scale 1 to 10","1993","no migration background","Urban Area","261","0.0441289645832258","0.038997623720177","0.0492603054462747","4"
"4 on Scale 1 to 10","1993","direct migration background","Urban Area","77","0.0439096020573436","0.0350680663352984","0.0527511377793889","4"
"5 on Scale 1 to 10","1993","no migration background","Urban Area","819","0.136112162450806","0.12754481279742","0.144679512104192","5"
"5 on Scale 1 to 10","1993","direct migration background","Urban Area","287","0.139756131753964","0.124793957594146","0.154718305913781","5"
"5 on Scale 1 to 10","1993","direct migration background","Rural Area","72","0.19778365827774","0.158452119734229","0.23711519682125","5"
"5 on Scale 1 to 10","1993","indirect migration background","Urban Area","26","","","","5"
"5 on Scale 1 to 10","1993","indirect migration background","Rural Area","8","","","","5"
"5 on Scale 1 to 10","1993","no migration background","Rural Area","505","0.131992564155979","0.121354427249388","0.142630701062569","5"
"6 on Scale 1 to 10","1993","no migration background","Urban Area","672","0.112671271787871","0.104771433257812","0.120571110317931","6"
"6 on Scale 1 to 10","1993","no migration background","Rural Area","497","0.145277697670334","0.134202764560712","0.156352630779956","6"
"6 on Scale 1 to 10","1993","direct migration background","Urban Area","251","0.109454456789137","0.0959821095071674","0.122926804071107","6"
"6 on Scale 1 to 10","1993","direct migration background","Rural Area","41","0.104735640809466","0.0744997425775325","0.134971539041399","6"
"6 on Scale 1 to 10","1993","indirect migration background","Urban Area","27","","","","6"
"6 on Scale 1 to 10","1993","indirect migration background","Rural Area","8","","","","6"
"7 on Scale 1 to 10","1993","no migration background","Urban Area","1117","0.178332688117491","0.168768836531193","0.187896539703788","7"
"7 on Scale 1 to 10","1993","indirect migration background","Rural Area","10","","","","7"
"7 on Scale 1 to 10","1993","no migration background","Rural Area","712","0.172640457920041","0.160762342278396","0.184518573561686","7"
"7 on Scale 1 to 10","1993","direct migration background","Urban Area","374","0.174994572464961","0.158598524904831","0.191390620025091","7"
"7 on Scale 1 to 10","1993","indirect migration background","Urban Area","64","0.176321120238258","0.138739052020256","0.213903188456259","7"
"7 on Scale 1 to 10","1993","direct migration background","Rural Area","58","0.165600107327348","0.128895768371549","0.202304446283148","7"
"8 on Scale 1 to 10","1993","no migration background","Urban Area","1681","0.27183070288881","0.260715055011223","0.282946350766397","8"
"8 on Scale 1 to 10","1993","no migration background","Rural Area","957","0.226306259938483","0.2131551640424","0.239457355834567","8"
"8 on Scale 1 to 10","1993","direct migration background","Urban Area","520","0.249250174363386","0.230583634055834","0.267916714670938","8"
"8 on Scale 1 to 10","1993","indirect migration background","Rural Area","12","","","","8"
"8 on Scale 1 to 10","1993","direct migration background","Rural Area","81","0.185080033919805","0.146732517282743","0.223427550556866","8"
"8 on Scale 1 to 10","1993","indirect migration background","Urban Area","123","0.295625526860542","0.250624511435706","0.340626542285378","8"
"9 on Scale 1 to 10","1993","no migration background","Rural Area","548","0.136489150285019","0.12569938285192","0.147278917718118","9"
"9 on Scale 1 to 10","1993","direct migration background","Urban Area","274","0.129696440005396","0.115198780862388","0.144194099148405","9"
"9 on Scale 1 to 10","1993","no migration background","Urban Area","853","0.126912265829706","0.118595583991961","0.135228947667452","9"
"9 on Scale 1 to 10","1993","indirect migration background","Urban Area","84","0.190257451081612","0.151550063559186","0.228964838604038","9"
"9 on Scale 1 to 10","1993","indirect migration background","Rural Area","11","","","","9"
"9 on Scale 1 to 10","1993","direct migration background","Rural Area","32","0.0695413810067909","0.0444242421119356","0.0946585199016462","9"
"0 Completely dissatisfied","1994","no migration background","Urban Area","38","0.00948342392791907","0.00704864297059455","0.0119182048852436","0"
"0 Completely dissatisfied","1994","no migration background","Rural Area","31","0.00859246331757651","0.00566675589561094","0.0115181707395421","0"
"0 Completely dissatisfied","1994","direct migration background","Urban Area","16","","","","0"
"0 Completely dissatisfied","1994","direct migration background","Rural Area","3","","","","0"
"0 Completely dissatisfied","1994","indirect migration background","Urban Area","","","","","0"
"0 Completely dissatisfied","1994","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1994","no migration background","Urban Area","40","0.00709855520789814","0.00498951677645651","0.00920759363933977","1"
"1 on Scale 1 to 10","1994","no migration background","Rural Area","19","","","","1"
"1 on Scale 1 to 10","1994","direct migration background","Urban Area","9","","","","1"
"1 on Scale 1 to 10","1994","direct migration background","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1994","indirect migration background","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1994","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1994","no migration background","Urban Area","366","0.0620826096636681","0.0560206405884696","0.0681445787388665","10"
"10 Completely satisfied","1994","no migration background","Rural Area","139","0.0439798323516789","0.0374799386580784","0.0504797260452794","10"
"10 Completely satisfied","1994","direct migration background","Urban Area","145","0.0727455101095525","0.0612854441396588","0.0842055760794461","10"
"10 Completely satisfied","1994","direct migration background","Rural Area","33","0.0623962615361862","0.0377508440696314","0.0870416790027411","10"
"10 Completely satisfied","1994","indirect migration background","Urban Area","52","0.0967528580046924","0.0683451218911055","0.125160594118279","10"
"10 Completely satisfied","1994","indirect migration background","Rural Area","10","","","","10"
"2 on Scale 1 to 10","1994","no migration background","Rural Area","78","0.0249083614946506","0.019968198954928","0.0298485240343731","2"
"2 on Scale 1 to 10","1994","direct migration background","Urban Area","25","","","","2"
"2 on Scale 1 to 10","1994","direct migration background","Rural Area","11","","","","2"
"2 on Scale 1 to 10","1994","indirect migration background","Urban Area","3","","","","2"
"2 on Scale 1 to 10","1994","indirect migration background","Rural Area","","","","","2"
"2 on Scale 1 to 10","1994","no migration background","Urban Area","81","0.0166624532427456","0.0134468147178596","0.0198780917676316","2"
"3 on Scale 1 to 10","1994","no migration background","Urban Area","170","0.0302513559210152","0.0259485827371817","0.0345541291048488","3"
"3 on Scale 1 to 10","1994","direct migration background","Rural Area","12","","","","3"
"3 on Scale 1 to 10","1994","no migration background","Rural Area","136","0.0378499746394543","0.0318007440967458","0.0438992051821628","3"
"3 on Scale 1 to 10","1994","direct migration background","Urban Area","68","0.0341205012983527","0.0261101101360265","0.0421308924606789","3"
"3 on Scale 1 to 10","1994","indirect migration background","Urban Area","6","","","","3"
"3 on Scale 1 to 10","1994","indirect migration background","Rural Area","","","","","3"
