"plh0183","year","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","Male","14","","","","0"
"0 Completely dissatisfied","1990","Female","19","","","","0"
"1 on Scale 1 to 10","1990","Female","7","","","","1"
"1 on Scale 1 to 10","1990","Male","4","","","","1"
"10 Completely satisfied","1990","Female","339","0.152438383070234","0.137799375995803","0.167077390144666","10"
"10 Completely satisfied","1990","Male","293","0.147603350338458","0.132399973884176","0.162806726792739","10"
"2 on Scale 1 to 10","1990","Female","29","","","","2"
"2 on Scale 1 to 10","1990","Male","24","","","","2"
"3 on Scale 1 to 10","1990","Female","63","0.0288743608446779","0.022054543965862","0.0356941777234937","3"
"3 on Scale 1 to 10","1990","Male","51","0.0268934105719127","0.0199595640835632","0.0338272570602623","3"
"4 on Scale 1 to 10","1990","Female","54","0.0251714333894812","0.018791782542817","0.0315510842361455","4"
"4 on Scale 1 to 10","1990","Male","41","0.0205679993782067","0.0144844891216438","0.0266515096347696","4"
"5 on Scale 1 to 10","1990","Male","243","0.120788362034925","0.106820487200637","0.134756236869213","5"
"5 on Scale 1 to 10","1990","Female","271","0.12127546229116","0.107980360711864","0.134570563870457","5"
"6 on Scale 1 to 10","1990","Male","147","0.0746114657826261","0.0633489369004074","0.0858739946648447","6"
"6 on Scale 1 to 10","1990","Female","159","0.0676915701499881","0.0574603857300191","0.077922754569957","6"
"7 on Scale 1 to 10","1990","Male","274","0.125151765060946","0.11096916278572","0.139334367336172","7"
"7 on Scale 1 to 10","1990","Female","330","0.145099377126956","0.130755405935645","0.159443348318268","7"
"8 on Scale 1 to 10","1990","Female","643","0.264056775045485","0.246103254347354","0.282010295743616","8"
"8 on Scale 1 to 10","1990","Male","606","0.281441667343274","0.262166582999613","0.300716751686936","8"
"9 on Scale 1 to 10","1990","Male","394","0.179603621906784","0.163150796579079","0.196056447234489","9"
"9 on Scale 1 to 10","1990","Female","402","0.166500537396426","0.151328661018918","0.181672413773933","9"
"0 Completely dissatisfied","1991","Male","22","","","","0"
"0 Completely dissatisfied","1991","Female","34","0.00759762916817547","0.00553545380708512","0.00965980452926582","0"
"1 on Scale 1 to 10","1991","Female","31","0.00747430348779396","0.00542880626289596","0.00951980071269196","1"
"1 on Scale 1 to 10","1991","Male","23","","","","1"
"10 Completely satisfied","1991","Female","561","0.0804328258575099","0.0739740376399379","0.0868916140750818","10"
"10 Completely satisfied","1991","Male","556","0.0787630564264683","0.0722326678691096","0.085293444983827","10"
"2 on Scale 1 to 10","1991","Male","63","0.0106679449749146","0.00817734778878614","0.0131585421610431","2"
"2 on Scale 1 to 10","1991","Female","78","0.0129754972907539","0.0102878725915534","0.0156631219899544","2"
"3 on Scale 1 to 10","1991","Female","157","0.0264236344204132","0.0226145207040817","0.0302327481367448","3"
"3 on Scale 1 to 10","1991","Male","131","0.0223814348086183","0.0187953483856644","0.0259675212315723","3"
"4 on Scale 1 to 10","1991","Male","217","0.0356301533358252","0.031136260349774","0.0401240463218763","4"
"4 on Scale 1 to 10","1991","Female","197","0.032495827238264","0.0282848502043059","0.0367068042722222","4"
"5 on Scale 1 to 10","1991","Female","734","0.120168269629685","0.112446135072978","0.127890404186392","5"
"5 on Scale 1 to 10","1991","Male","623","0.104079233800898","0.0966762139488372","0.111482253652959","5"
"6 on Scale 1 to 10","1991","Female","636","0.0965204488994831","0.0895073254916493","0.103533572307317","6"
"6 on Scale 1 to 10","1991","Male","601","0.0948798097339457","0.0877753329703631","0.101984286497528","6"
"7 on Scale 1 to 10","1991","Female","1204","0.17632618123747","0.167275553906771","0.18537680856817","7"
"7 on Scale 1 to 10","1991","Male","1170","0.177037593940987","0.167783906703229","0.186291281178745","7"
"8 on Scale 1 to 10","1991","Male","1985","0.30526518326859","0.294100658581338","0.316429707955842","8"
"8 on Scale 1 to 10","1991","Female","2077","0.296570471448742","0.285723290068274","0.307417652829211","8"
"9 on Scale 1 to 10","1991","Female","1102","0.143014911321709","0.134700721338067","0.151329101305351","9"
"9 on Scale 1 to 10","1991","Male","1145","0.164637186483022","0.155646484413503","0.173627888552542","9"
"0 Completely dissatisfied","1992","Male","27","","","","0"
"0 Completely dissatisfied","1992","Female","45","0.0081118592830707","0.00597071827199768","0.0102530002941437","0"
"1 on Scale 1 to 10","1992","Female","39","0.00744869616922063","0.00539625683594465","0.00950113550249661","1"
"1 on Scale 1 to 10","1992","Male","40","0.00809444764481722","0.00589471028264145","0.010294185006993","1"
