"plh0183","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"5 on Scale 1 to 10","1990","no migration background","Male","227","0.116693057845696","0.10271652180717","0.130669593884222","5"
"5 on Scale 1 to 10","1990","no migration background","Female","263","0.122423415782137","0.108837561531626","0.136009270032648","5"
"5 on Scale 1 to 10","1990","direct migration background","Male","15","","","","5"
"5 on Scale 1 to 10","1990","direct migration background","Female","8","","","","5"
"5 on Scale 1 to 10","1990","indirect migration background","Male","1","","","","5"
"5 on Scale 1 to 10","1990","indirect migration background","Female","","","","","5"
"6 on Scale 1 to 10","1990","no migration background","Male","147","0.0771205600262167","0.0655066411163649","0.0887344789360686","6"
"6 on Scale 1 to 10","1990","no migration background","Female","152","0.0670070245478924","0.0566434030045926","0.0773706460911922","6"
"6 on Scale 1 to 10","1990","direct migration background","Male","","","","","6"
"6 on Scale 1 to 10","1990","direct migration background","Female","7","","","","6"
"6 on Scale 1 to 10","1990","indirect migration background","Male","","","","","6"
"6 on Scale 1 to 10","1990","indirect migration background","Female","","","","","6"
"7 on Scale 1 to 10","1990","no migration background","Male","267","0.125318654447899","0.110905666932165","0.139731641963634","7"
"7 on Scale 1 to 10","1990","no migration background","Female","310","0.141843493890703","0.127382433117314","0.156304554664092","7"
"7 on Scale 1 to 10","1990","direct migration background","Male","7","","","","7"
"7 on Scale 1 to 10","1990","direct migration background","Female","20","","","","7"
"7 on Scale 1 to 10","1990","indirect migration background","Male","","","","","7"
"7 on Scale 1 to 10","1990","indirect migration background","Female","","","","","7"
"8 on Scale 1 to 10","1990","no migration background","Female","630","0.267668088357639","0.249316888306503","0.286019288408775","8"
"8 on Scale 1 to 10","1990","direct migration background","Female","13","","","","8"
"8 on Scale 1 to 10","1990","no migration background","Male","591","0.282060423518075","0.26247034210889","0.301650504927261","8"
"8 on Scale 1 to 10","1990","direct migration background","Male","15","","","","8"
"8 on Scale 1 to 10","1990","indirect migration background","Male","","","","","8"
"8 on Scale 1 to 10","1990","indirect migration background","Female","","","","","8"
"9 on Scale 1 to 10","1990","no migration background","Male","382","0.180757964056719","0.164005601970176","0.197510326143261","9"
"9 on Scale 1 to 10","1990","no migration background","Female","391","0.167386538551051","0.151912838653228","0.182860238448874","9"
"9 on Scale 1 to 10","1990","direct migration background","Male","12","","","","9"
"9 on Scale 1 to 10","1990","direct migration background","Female","11","","","","9"
"9 on Scale 1 to 10","1990","indirect migration background","Male","","","","","9"
"9 on Scale 1 to 10","1990","indirect migration background","Female","","","","","9"
"0 Completely dissatisfied","1991","no migration background","Male","20","","","","0"
"0 Completely dissatisfied","1991","no migration background","Female","25","","","","0"
"0 Completely dissatisfied","1991","direct migration background","Male","2","","","","0"
"0 Completely dissatisfied","1991","direct migration background","Female","9","","","","0"
"0 Completely dissatisfied","1991","indirect migration background","Male","","","","","0"
"0 Completely dissatisfied","1991","indirect migration background","Female","","","","","0"
"1 on Scale 1 to 10","1991","direct migration background","Male","5","","","","1"
"1 on Scale 1 to 10","1991","no migration background","Male","18","","","","1"
"1 on Scale 1 to 10","1991","no migration background","Female","27","","","","1"
"1 on Scale 1 to 10","1991","direct migration background","Female","4","","","","1"
"1 on Scale 1 to 10","1991","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1991","indirect migration background","Female","","","","","1"
"10 Completely satisfied","1991","no migration background","Male","390","0.0746805893927613","0.0674021948420657","0.0819589839434569","10"
"10 Completely satisfied","1991","no migration background","Female","417","0.0771064476196691","0.069992147929682","0.0842207473096563","10"
"10 Completely satisfied","1991","direct migration background","Female","120","0.103033463589019","0.0861265410364546","0.119940386141583","10"
"10 Completely satisfied","1991","direct migration background","Male","135","0.101921734736546","0.085818662442436","0.118024807030656","10"
"10 Completely satisfied","1991","indirect migration background","Male","31","0.179256793895712","0.12142772507714","0.237085862714285","10"
"10 Completely satisfied","1991","indirect migration background","Female","24","","","","10"
"2 on Scale 1 to 10","1991","no migration background","Male","50","0.0107021180536261","0.00785317152619457","0.0135510645810577","2"
"2 on Scale 1 to 10","1991","direct migration background","Male","13","","","","2"
"2 on Scale 1 to 10","1991","no migration background","Female","67","0.0127572087031652","0.00976424935381674","0.0157501680525137","2"
"2 on Scale 1 to 10","1991","direct migration background","Female","9","","","","2"
"2 on Scale 1 to 10","1991","indirect migration background","Male","","","","","2"
"2 on Scale 1 to 10","1991","indirect migration background","Female","2","","","","2"
"3 on Scale 1 to 10","1991","no migration background","Male","92","0.0214494365296636","0.0174381335210007","0.0254607395383264","3"
"3 on Scale 1 to 10","1991","no migration background","Female","122","0.0256482375066239","0.0214322661340718","0.0298642088791761","3"
"3 on Scale 1 to 10","1991","direct migration background","Male","39","0.0316550144229271","0.0223363309977771","0.040973697848077","3"
"3 on Scale 1 to 10","1991","direct migration background","Female","32","0.0313952380627375","0.0216970079776485","0.0410934681478264","3"
"3 on Scale 1 to 10","1991","indirect migration background","Male","","","","","3"
"3 on Scale 1 to 10","1991","indirect migration background","Female","3","","","","3"
"4 on Scale 1 to 10","1991","no migration background","Female","152","0.0328885803112567","0.0281322520342095","0.0376449085883039","4"
"4 on Scale 1 to 10","1991","direct migration background","Male","49","0.0410307598011897","0.0304729127942544","0.051588606808125","4"
"4 on Scale 1 to 10","1991","direct migration background","Female","42","0.0312633467328552","0.0215848503345533","0.040941843131157","4"
"4 on Scale 1 to 10","1991","indirect migration background","Male","2","","","","4"
"4 on Scale 1 to 10","1991","no migration background","Male","166","0.0350974723740981","0.0300022219698152","0.0401927227783811","4"
"4 on Scale 1 to 10","1991","indirect migration background","Female","3","","","","4"
"5 on Scale 1 to 10","1991","no migration background","Male","482","0.104093519068975","0.0956382180382031","0.112548820099747","5"
"5 on Scale 1 to 10","1991","no migration background","Female","592","0.12260529732181","0.113858216813433","0.131352377830187","5"
"5 on Scale 1 to 10","1991","direct migration background","Male","133","0.103302934926511","0.0871035900815637","0.119502279771458","5"
"5 on Scale 1 to 10","1991","direct migration background","Female","136","0.103873339468169","0.0869055979649712","0.120841080971366","5"
"5 on Scale 1 to 10","1991","indirect migration background","Male","8","","","","5"
"5 on Scale 1 to 10","1991","indirect migration background","Female","6","","","","5"
"6 on Scale 1 to 10","1991","direct migration background","Female","119","0.103033662116347","0.0861267251464834","0.119940599086211","6"
"6 on Scale 1 to 10","1991","indirect migration background","Male","6","","","","6"
"6 on Scale 1 to 10","1991","indirect migration background","Female","7","","","","6"
"6 on Scale 1 to 10","1991","direct migration background","Male","129","0.0939321101046787","0.0784044628910531","0.109459757318304","6"
"6 on Scale 1 to 10","1991","no migration background","Male","466","0.0955247175333083","0.0873862596152341","0.103663175451382","6"
"6 on Scale 1 to 10","1991","no migration background","Female","510","0.0965541610443853","0.0886774019929743","0.104430920095796","6"
"7 on Scale 1 to 10","1991","direct migration background","Male","254","0.188616277468373","0.167794347742679","0.209438207194067","7"
"7 on Scale 1 to 10","1991","no migration background","Male","897","0.175985784726301","0.165442109109159","0.186529460343444","7"
"7 on Scale 1 to 10","1991","no migration background","Female","958","0.176794383730166","0.166620204194451","0.18696856326588","7"
"7 on Scale 1 to 10","1991","direct migration background","Female","220","0.17215119216879","0.151156098128599","0.19314628620898","7"
"7 on Scale 1 to 10","1991","indirect migration background","Male","19","","","","7"
"7 on Scale 1 to 10","1991","indirect migration background","Female","26","","","","7"
"8 on Scale 1 to 10","1991","no migration background","Male","1550","0.30969188003669","0.296890043135054","0.322493716938326","8"
"8 on Scale 1 to 10","1991","no migration background","Female","1655","0.296074246912892","0.283899084981791","0.308249408843993","8"
"8 on Scale 1 to 10","1991","direct migration background","Male","388","0.271142687141817","0.24748139531667","0.294803978966963","8"
"8 on Scale 1 to 10","1991","direct migration background","Female","359","0.292898755968502","0.267589064134151","0.318208447802853","8"
"8 on Scale 1 to 10","1991","indirect migration background","Female","63","0.387493851134835","0.313825477129985","0.461162225139685","8"
"8 on Scale 1 to 10","1991","indirect migration background","Male","47","0.298744174488098","0.22973724519047","0.367751103785726","8"
"9 on Scale 1 to 10","1991","no migration background","Male","880","0.165888590914814","0.155589327175276","0.176187854654353","9"
"9 on Scale 1 to 10","1991","indirect migration background","Male","56","0.20135627010869","0.140896866225275","0.261815673992106","9"
"9 on Scale 1 to 10","1991","no migration background","Female","876","0.144375917503456","0.135002458573565","0.153749376433347","9"
"9 on Scale 1 to 10","1991","direct migration background","Male","209","0.151598998808525","0.132510709925961","0.17068728769109","9"
"9 on Scale 1 to 10","1991","direct migration background","Female","192","0.132108220988698","0.11327671717579","0.150939724801607","9"
"9 on Scale 1 to 10","1991","indirect migration background","Female","34","0.129913057189503","0.0790735681183145","0.180752546260691","9"
"0 Completely dissatisfied","1992","no migration background","Male","18","","","","0"
"0 Completely dissatisfied","1992","no migration background","Female","39","0.00860126030305888","0.00612357920682571","0.011078941399292","0"
"0 Completely dissatisfied","1992","direct migration background","Male","8","","","","0"
"0 Completely dissatisfied","1992","direct migration background","Female","6","","","","0"
"0 Completely dissatisfied","1992","indirect migration background","Male","1","","","","0"
"0 Completely dissatisfied","1992","indirect migration background","Female","","","","","0"
"1 on Scale 1 to 10","1992","no migration background","Male","36","0.00848424423950278","0.00590669067667018","0.0110617978023354","1"
"1 on Scale 1 to 10","1992","direct migration background","Male","3","","","","1"
"1 on Scale 1 to 10","1992","direct migration background","Female","7","","","","1"
"1 on Scale 1 to 10","1992","no migration background","Female","31","0.00761129561515945","0.00527939314926989","0.009943198081049","1"
"1 on Scale 1 to 10","1992","indirect migration background","Male","1","","","","1"
"1 on Scale 1 to 10","1992","indirect migration background","Female","1","","","","1"
"10 Completely satisfied","1992","no migration background","Male","293","0.0627402173942076","0.0559253986618776","0.0695550361265375","10"
"10 Completely satisfied","1992","no migration background","Female","354","0.0658680396232958","0.0592125246436349","0.0725235546029567","10"
"10 Completely satisfied","1992","direct migration background","Male","102","0.0737773996206954","0.0596216848898441","0.0879331143515468","10"
"10 Completely satisfied","1992","direct migration background","Female","103","0.101720065406374","0.0846740142049023","0.118766116607846","10"
"10 Completely satisfied","1992","indirect migration background","Male","24","","","","10"
"10 Completely satisfied","1992","indirect migration background","Female","32","0.121400587882332","0.0759100214058153","0.166891154358849","10"
"2 on Scale 1 to 10","1992","no migration background","Male","60","0.0146188173050575","0.0112458699756356","0.0179917646344793","2"
"2 on Scale 1 to 10","1992","direct migration background","Male","13","","","","2"
"2 on Scale 1 to 10","1992","no migration background","Female","79","0.0205727216629809","0.0167640621129025","0.0243813812130592","2"
"2 on Scale 1 to 10","1992","direct migration background","Female","10","","","","2"
"2 on Scale 1 to 10","1992","indirect migration background","Male","2","","","","2"
"2 on Scale 1 to 10","1992","indirect migration background","Female","2","","","","2"
"3 on Scale 1 to 10","1992","no migration background","Female","145","0.0329266403618804","0.0281387565749451","0.0377145241488157","3"
"3 on Scale 1 to 10","1992","no migration background","Male","144","0.0318459313119961","0.0269113475831752","0.036780515040817","3"
"3 on Scale 1 to 10","1992","direct migration background","Male","46","0.037882053352681","0.0275438907947649","0.0482202159105971","3"
"3 on Scale 1 to 10","1992","direct migration background","Female","36","0.027418403146037","0.0182096946269815","0.0366271116650925","3"
"3 on Scale 1 to 10","1992","indirect migration background","Male","","","","","3"
"3 on Scale 1 to 10","1992","indirect migration background","Female","1","","","","3"
"4 on Scale 1 to 10","1992","direct migration background","Male","56","0.0488391173554241","0.0371677070434145","0.0605105276674336","4"
"4 on Scale 1 to 10","1992","direct migration background","Female","55","0.0575266107992533","0.0443960411913334","0.0706571804071733","4"
"4 on Scale 1 to 10","1992","indirect migration background","Male","6","","","","4"
"4 on Scale 1 to 10","1992","no migration background","Male","185","0.0417220824093155","0.0361028106444134","0.0473413541742177","4"
"4 on Scale 1 to 10","1992","no migration background","Female","226","0.0484848992879491","0.0427218640909351","0.054247934484963","4"
"4 on Scale 1 to 10","1992","indirect migration background","Female","4","","","","4"
"5 on Scale 1 to 10","1992","no migration background","Female","613","0.126635681516809","0.117712577637283","0.135558785396334","5"
"5 on Scale 1 to 10","1992","no migration background","Male","523","0.109418866418614","0.100646148627745","0.118191584209484","5"
"5 on Scale 1 to 10","1992","direct migration background","Male","137","0.125439288292691","0.107503345273027","0.143375231312354","5"
"5 on Scale 1 to 10","1992","direct migration background","Female","148","0.118681961418206","0.100444125208919","0.136919797627493","5"
"5 on Scale 1 to 10","1992","indirect migration background","Male","8","","","","5"
"5 on Scale 1 to 10","1992","indirect migration background","Female","14","","","","5"
"6 on Scale 1 to 10","1992","direct migration background","Male","129","0.0948727698496114","0.0790041904742211","0.110741349225002","6"
"6 on Scale 1 to 10","1992","no migration background","Male","548","0.113690556626683","0.104769707538323","0.122611405715044","6"
"6 on Scale 1 to 10","1992","indirect migration background","Female","9","","","","6"
"6 on Scale 1 to 10","1992","no migration background","Female","597","0.111179499404728","0.102744995003053","0.119614003806404","6"
"6 on Scale 1 to 10","1992","direct migration background","Female","141","0.119204229440935","0.100931725403567","0.137476733478303","6"
"6 on Scale 1 to 10","1992","indirect migration background","Male","14","","","","6"
"7 on Scale 1 to 10","1992","no migration background","Female","963","0.172174439750285","0.162044801510464","0.182304077990105","7"
"7 on Scale 1 to 10","1992","direct migration background","Female","211","0.164390807990056","0.143490388962343","0.185291227017769","7"
"7 on Scale 1 to 10","1992","no migration background","Male","923","0.181507490381291","0.170675558041643","0.192339422720939","7"
"7 on Scale 1 to 10","1992","direct migration background","Male","239","0.16191959386361","0.141971335257258","0.181867852469963","7"
"7 on Scale 1 to 10","1992","indirect migration background","Male","23","","","","7"
"7 on Scale 1 to 10","1992","indirect migration background","Female","30","0.16479523150423","0.113119777734368","0.216470685274091","7"
"8 on Scale 1 to 10","1992","no migration background","Female","1492","0.268335900866158","0.256447171414168","0.280224630318147","8"
"8 on Scale 1 to 10","1992","no migration background","Male","1379","0.281267716679384","0.268632146973099","0.29390328638567","8"
"8 on Scale 1 to 10","1992","direct migration background","Male","393","0.282211671978597","0.257839281636578","0.306584062320616","8"
"8 on Scale 1 to 10","1992","indirect migration background","Female","57","0.294882689371786","0.231368490635111","0.358396888108462","8"
"8 on Scale 1 to 10","1992","indirect migration background","Male","65","0.329045109812093","0.26392614697097","0.394164072653216","8"
"8 on Scale 1 to 10","1992","direct migration background","Female","340","0.278359990359716","0.253085737153434","0.303634243565998","8"
"9 on Scale 1 to 10","1992","no migration background","Male","755","0.149497809300556","0.139476915939934","0.159518702661178","9"
"9 on Scale 1 to 10","1992","no migration background","Female","797","0.137609621607696","0.128366545434165","0.146852697781228","9"
"9 on Scale 1 to 10","1992","direct migration background","Male","184","0.156568080174049","0.136889712405811","0.176246447942286","9"
"9 on Scale 1 to 10","1992","direct migration background","Female","151","0.10787392812039","0.0903800544352619","0.125367801805518","9"
"9 on Scale 1 to 10","1992","indirect migration background","Male","56","0.258227316267627","0.197571897972008","0.318882734563245","9"
"9 on Scale 1 to 10","1992","indirect migration background","Female","48","0.22858026592006","0.170090452634231","0.28707007920589","9"
"0 Completely dissatisfied","1993","no migration background","Female","37","0.00849692447017363","0.00601433451639856","0.0109795144239487","0"
"0 Completely dissatisfied","1993","direct migration background","Male","8","","","","0"
"0 Completely dissatisfied","1993","direct migration background","Female","9","","","","0"
"0 Completely dissatisfied","1993","no migration background","Male","35","0.00995445095917826","0.00714367694470598","0.0127652249736505","0"
"0 Completely dissatisfied","1993","indirect migration background","Male","2","","","","0"
"0 Completely dissatisfied","1993","indirect migration background","Female","2","","","","0"
"1 on Scale 1 to 10","1993","no migration background","Male","42","0.0102782389613204","0.00742258486025382","0.0131338930623869","1"
"1 on Scale 1 to 10","1993","direct migration background","Male","9","","","","1"
"1 on Scale 1 to 10","1993","direct migration background","Female","5","","","","1"
"1 on Scale 1 to 10","1993","no migration background","Female","42","0.0116847182373871","0.00877812700357802","0.0145913094711961","1"
"1 on Scale 1 to 10","1993","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1993","indirect migration background","Female","1","","","","1"
"10 Completely satisfied","1993","no migration background","Male","258","0.0539078721409325","0.0475137269195121","0.060302017362353","10"
"10 Completely satisfied","1993","no migration background","Female","317","0.0608091277623395","0.0543453204663471","0.0672729350583319","10"
"10 Completely satisfied","1993","direct migration background","Female","90","0.0827403278824061","0.067001781135639","0.0984788746291732","10"
"10 Completely satisfied","1993","direct migration background","Male","94","0.0762170372515331","0.0616807294084544","0.0907533450946119","10"
"10 Completely satisfied","1993","indirect migration background","Male","29","","","","10"
"10 Completely satisfied","1993","indirect migration background","Female","32","0.144655270114419","0.0990969111604171","0.19021362906842","10"
"2 on Scale 1 to 10","1993","no migration background","Male","73","0.0183198907405071","0.014522929869089","0.0221168516119253","2"
"2 on Scale 1 to 10","1993","no migration background","Female","90","0.0188281655092053","0.0151519274916232","0.0225044035267874","2"
"2 on Scale 1 to 10","1993","direct migration background","Male","32","0.0344186371096217","0.0244316525550698","0.0444056216641735","2"
"2 on Scale 1 to 10","1993","direct migration background","Female","17","","","","2"
"2 on Scale 1 to 10","1993","indirect migration background","Male","2","","","","2"
"2 on Scale 1 to 10","1993","indirect migration background","Female","2","","","","2"
"3 on Scale 1 to 10","1993","direct migration background","Male","43","0.0370246717408111","0.0266804863650422","0.0473688571165799","3"
"3 on Scale 1 to 10","1993","direct migration background","Female","45","0.035706364981195","0.0251055969900737","0.0463071329723162","3"
"3 on Scale 1 to 10","1993","no migration background","Male","152","0.0315622960209945","0.0266122432892451","0.036512348752744","3"
"3 on Scale 1 to 10","1993","no migration background","Female","177","0.0372134698315383","0.0320937974819466","0.0423331421811301","3"
"3 on Scale 1 to 10","1993","indirect migration background","Male","3","","","","3"
"3 on Scale 1 to 10","1993","indirect migration background","Female","4","","","","3"
"4 on Scale 1 to 10","1993","no migration background","Female","247","0.05041566096415","0.0444976388151079","0.0563336831131921","4"
"4 on Scale 1 to 10","1993","direct migration background","Female","59","0.0615647681225945","0.0478329470539084","0.0752965891912806","4"
"4 on Scale 1 to 10","1993","indirect migration background","Female","9","","","","4"
"4 on Scale 1 to 10","1993","indirect migration background","Male","6","","","","4"
"4 on Scale 1 to 10","1993","no migration background","Male","212","0.0445834823006412","0.0387399822448038","0.0504269823564787","4"
"4 on Scale 1 to 10","1993","direct migration background","Male","56","0.0447482745054222","0.0334219195346752","0.0560746294761692","4"
"5 on Scale 1 to 10","1993","no migration background","Male","591","0.122778010436711","0.113486105949752","0.132069914923669","5"
"5 on Scale 1 to 10","1993","direct migration background","Male","192","0.150472357331549","0.130885704482265","0.170059010180833","5"
"5 on Scale 1 to 10","1993","direct migration background","Female","167","0.150560470045642","0.130129848718537","0.170991091372748","5"
"5 on Scale 1 to 10","1993","indirect migration background","Male","14","","","","5"
"5 on Scale 1 to 10","1993","indirect migration background","Female","20","","","","5"
"5 on Scale 1 to 10","1993","no migration background","Female","733","0.145797518563637","0.136252372853106","0.155342664274169","5"
"6 on Scale 1 to 10","1993","no migration background","Male","576","0.127070268205289","0.117640493810169","0.136500042600409","6"
"6 on Scale 1 to 10","1993","no migration background","Female","593","0.119806733486744","0.111023453714161","0.128590013259326","6"
"6 on Scale 1 to 10","1993","direct migration background","Male","137","0.0974506045598651","0.0812036911862201","0.11369751793351","6"
"6 on Scale 1 to 10","1993","direct migration background","Female","155","0.12036914869353","0.101779649899063","0.138958647487998","6"
"6 on Scale 1 to 10","1993","indirect migration background","Male","18","","","","6"
"6 on Scale 1 to 10","1993","indirect migration background","Female","17","","","","6"
"7 on Scale 1 to 10","1993","no migration background","Male","913","0.184534757386629","0.17355149135797","0.195518023415289","7"
"7 on Scale 1 to 10","1993","indirect migration background","Female","36","0.185891557365127","0.135506551659837","0.236276563070416","7"
"7 on Scale 1 to 10","1993","no migration background","Female","916","0.169073725437557","0.158935863116189","0.179211587758926","7"
"7 on Scale 1 to 10","1993","direct migration background","Male","226","0.177932428134822","0.156980479663629","0.198884376606014","7"
"7 on Scale 1 to 10","1993","indirect migration background","Male","38","0.168338845430199","0.120601587399664","0.216076103460733","7"
"7 on Scale 1 to 10","1993","direct migration background","Female","206","0.168295199343345","0.146921468915229","0.189668929771461","7"
"8 on Scale 1 to 10","1993","no migration background","Male","1255","0.260020425865049","0.247600949511527","0.272439902218571","8"
"8 on Scale 1 to 10","1993","no migration background","Female","1383","0.254243411025415","0.242465982297721","0.266020839753109","8"
"8 on Scale 1 to 10","1993","direct migration background","Male","324","0.240941303484406","0.217513238816626","0.264369368152185","8"
"8 on Scale 1 to 10","1993","indirect migration background","Female","61","0.251854119061519","0.19563318930451","0.308075048818528","8"
"8 on Scale 1 to 10","1993","direct migration background","Female","277","0.233550118419943","0.209379276043474","0.257720960796412","8"
"8 on Scale 1 to 10","1993","indirect migration background","Male","74","0.293757528245012","0.235645837956897","0.351869218533127","8"
"9 on Scale 1 to 10","1993","no migration background","Female","716","0.123630544711853","0.114727601782187","0.13253348764152","9"
"9 on Scale 1 to 10","1993","direct migration background","Male","159","0.124823825293378","0.10671711332625","0.142930537260506","9"
"9 on Scale 1 to 10","1993","no migration background","Male","685","0.136990306982748","0.127255161577762","0.146725452387735","9"
"9 on Scale 1 to 10","1993","indirect migration background","Male","50","0.216126629148038","0.163613344338639","0.268639913957436","9"
"9 on Scale 1 to 10","1993","indirect migration background","Female","45","0.146378260331315","0.100595563204438","0.192160957458191","9"
"9 on Scale 1 to 10","1993","direct migration background","Female","147","0.111889213170353","0.0938802984308881","0.129898127909818","9"
"0 Completely dissatisfied","1994","no migration background","Male","35","0.00901939200344069","0.00631884914935591","0.0117199348575255","0"
"0 Completely dissatisfied","1994","no migration background","Female","34","0.00935922263693658","0.0067426011303251","0.0119758441435481","0"
"0 Completely dissatisfied","1994","direct migration background","Male","10","","","","0"
"0 Completely dissatisfied","1994","direct migration background","Female","9","","","","0"
"0 Completely dissatisfied","1994","indirect migration background","Male","","","","","0"
"0 Completely dissatisfied","1994","indirect migration background","Female","","","","","0"
"1 on Scale 1 to 10","1994","no migration background","Male","27","","","","1"
"1 on Scale 1 to 10","1994","no migration background","Female","32","0.00658996899559719","0.00439125432973227","0.00878868366146211","1"
"1 on Scale 1 to 10","1994","direct migration background","Male","4","","","","1"
"1 on Scale 1 to 10","1994","direct migration background","Female","6","","","","1"
"1 on Scale 1 to 10","1994","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1994","indirect migration background","Female","1","","","","1"
"10 Completely satisfied","1994","no migration background","Male","223","0.051299011601766","0.0449974376219768","0.0576005855815552","10"
"10 Completely satisfied","1994","no migration background","Female","282","0.060800247752018","0.0543065125348467","0.0672939829691893","10"
"10 Completely satisfied","1994","direct migration background","Male","96","0.0736703790192693","0.0589206583581939","0.0884200996803447","10"
"10 Completely satisfied","1994","direct migration background","Female","82","0.0679943968178724","0.0533684905994583","0.0826203030362864","10"
"10 Completely satisfied","1994","indirect migration background","Male","32","0.101564358434512","0.063505605041248","0.139623111827776","10"
"10 Completely satisfied","1994","indirect migration background","Female","30","0.103851495885638","0.0653359604169729","0.142367031354303","10"
"2 on Scale 1 to 10","1994","no migration background","Female","94","0.0240690032329122","0.0199041325081956","0.0282338739576288","2"
"2 on Scale 1 to 10","1994","direct migration background","Male","15","","","","2"
"2 on Scale 1 to 10","1994","direct migration background","Female","21","","","","2"
"2 on Scale 1 to 10","1994","indirect migration background","Male","1","","","","2"
"2 on Scale 1 to 10","1994","indirect migration background","Female","2","","","","2"
"2 on Scale 1 to 10","1994","no migration background","Male","65","0.0141249541469368","0.0107541437539246","0.017495764539949","2"
"3 on Scale 1 to 10","1994","no migration background","Male","126","0.0267442556134307","0.0221357660424585","0.0313527451844029","3"
"3 on Scale 1 to 10","1994","direct migration background","Female","41","0.0328859537476203","0.0225244920407602","0.0432474154544804","3"
"3 on Scale 1 to 10","1994","no migration background","Female","180","0.0381469127833334","0.0329415981318508","0.0433522274348161","3"
"3 on Scale 1 to 10","1994","direct migration background","Male","39","0.0324147438920441","0.0224154234565433","0.0424140643275449","3"
"3 on Scale 1 to 10","1994","indirect migration background","Male","2","","","","3"
"3 on Scale 1 to 10","1994","indirect migration background","Female","4","","","","3"
"4 on Scale 1 to 10","1994","indirect migration background","Male","2","","","","4"
"4 on Scale 1 to 10","1994","no migration background","Male","215","0.048816267507793","0.0426610365092472","0.0549714985063389","4"
"4 on Scale 1 to 10","1994","no migration background","Female","245","0.0508722781296394","0.0449010200842203","0.0568435361750586","4"
"4 on Scale 1 to 10","1994","direct migration background","Male","57","0.0730230142044867","0.0583331114326054","0.087712916976368","4"
"4 on Scale 1 to 10","1994","indirect migration background","Female","8","","","","4"
"4 on Scale 1 to 10","1994","direct migration background","Female","62","0.0486061037167925","0.0361120736985664","0.0611001337350186","4"
"5 on Scale 1 to 10","1994","no migration background","Male","607","0.134615632561778","0.124866137246374","0.144365127877182","5"
"5 on Scale 1 to 10","1994","direct migration background","Male","156","0.135518423237228","0.116192884537889","0.154843961936567","5"
"5 on Scale 1 to 10","1994","direct migration background","Female","138","0.147577521673325","0.126970533913023","0.168184509433628","5"
"5 on Scale 1 to 10","1994","indirect migration background","Male","20","","","","5"
