"plh0183","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1991","Not Employed","Male","5","","","","0"
"0 Completely dissatisfied","1991","Not Employed","Female","12","","","","0"
"0 Completely dissatisfied","1991","Employed","Male","7","","","","0"
"0 Completely dissatisfied","1991","Employed","Female","8","","","","0"
"1 on Scale 1 to 10","1991","Not Employed","Male","7","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","Female","14","","","","1"
"1 on Scale 1 to 10","1991","Employed","Male","6","","","","1"
"1 on Scale 1 to 10","1991","Employed","Female","8","","","","1"
"10 Completely satisfied","1991","Not Employed","Female","175","0.0788917820126309","0.0674678947057848","0.0903156693194769","10"
"10 Completely satisfied","1991","Employed","Male","306","0.0758293211993823","0.0671284669884673","0.0845301754102972","10"
"10 Completely satisfied","1991","Employed","Female","209","0.0765325568186716","0.0661426177151194","0.0869224959222238","10"
"10 Completely satisfied","1991","Not Employed","Male","101","0.0847385162184639","0.067503541708278","0.10197349072865","10"
"2 on Scale 1 to 10","1991","Employed","Female","11","","","","2"
"2 on Scale 1 to 10","1991","Employed","Male","20","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","Male","21","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","Female","29","","","","2"
"3 on Scale 1 to 10","1991","Not Employed","Male","34","0.0393957824433872","0.0273566626934746","0.0514349021932998","3"
"3 on Scale 1 to 10","1991","Not Employed","Female","59","0.0338774282383959","0.0262106300755258","0.0415442264012659","3"
"3 on Scale 1 to 10","1991","Employed","Male","60","0.0157688252069597","0.0116741878637776","0.0198634625501418","3"
"3 on Scale 1 to 10","1991","Employed","Female","41","0.0174481714702122","0.0123309785457355","0.0225653643946889","3"
"4 on Scale 1 to 10","1991","Not Employed","Male","40","0.0409458639341687","0.0286820880519729","0.0532096398163646","4"
"4 on Scale 1 to 10","1991","Not Employed","Female","79","0.0439952179721965","0.0353041035439701","0.0526863324004229","4"
"4 on Scale 1 to 10","1991","Employed","Male","99","0.0315472619237057","0.0258022985223345","0.0372922253250769","4"
"4 on Scale 1 to 10","1991","Employed","Female","68","0.0261509448536466","0.0199140472723438","0.0323878424349494","4"
"5 on Scale 1 to 10","1991","Employed","Male","311","0.0964085603926624","0.0867076818367342","0.106109438948591","5"
"5 on Scale 1 to 10","1991","Employed","Female","255","0.100264034688336","0.088525626019481","0.112002443357191","5"
"5 on Scale 1 to 10","1991","Not Employed","Male","139","0.14571530552115","0.123880389652895","0.167550221389406","5"
"5 on Scale 1 to 10","1991","Not Employed","Female","248","0.137702056586528","0.123099073333786","0.152305039839269","5"
"6 on Scale 1 to 10","1991","Employed","Female","206","0.0808102839398039","0.070158680454725","0.0914618874248829","6"
