"plh0183","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1991","Not Employed","West Germany","17","","","","0"
"0 Completely dissatisfied","1991","Not Employed","East Germany","","","","","0"
"0 Completely dissatisfied","1991","Employed","West Germany","15","","","","0"
"0 Completely dissatisfied","1991","Employed","East Germany","","","","","0"
"1 on Scale 1 to 10","1991","Not Employed","West Germany","21","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","Employed","West Germany","14","","","","1"
"1 on Scale 1 to 10","1991","Employed","East Germany","","","","","1"
"10 Completely satisfied","1991","Not Employed","East Germany","","","","","10"
"10 Completely satisfied","1991","Employed","West Germany","515","0.076123244733129","0.0694523568644794","0.0827941326017786","10"
"10 Completely satisfied","1991","Employed","East Germany","","","","","10"
"10 Completely satisfied","1991","Not Employed","West Germany","276","0.0807528777687679","0.0712262292109388","0.090279526326597","10"
"2 on Scale 1 to 10","1991","Employed","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","Employed","West Germany","31","0.00676292020918487","0.00470128620609425","0.00882455421227549","2"
"2 on Scale 1 to 10","1991","Not Employed","West Germany","50","0.0170698549537896","0.0125406576165687","0.0215990522910106","2"
"2 on Scale 1 to 10","1991","Not Employed","East Germany","","","","","2"
"3 on Scale 1 to 10","1991","Not Employed","West Germany","93","0.0356339961325759","0.0291521575590441","0.0421158347061076","3"
"3 on Scale 1 to 10","1991","Not Employed","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","Employed","West Germany","101","0.0164707227993746","0.0132691163230765","0.0196723292756727","3"
"3 on Scale 1 to 10","1991","Employed","East Germany","","","","","3"
"4 on Scale 1 to 10","1991","Not Employed","West Germany","119","0.043024566723253","0.0359295463325383","0.0501195871139677","4"
"4 on Scale 1 to 10","1991","Not Employed","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","Employed","West Germany","167","0.0292918235770922","0.025050166803692","0.0335334803504924","4"
"4 on Scale 1 to 10","1991","Employed","East Germany","","","","","4"
"5 on Scale 1 to 10","1991","Employed","West Germany","566","0.0980199899024465","0.0905404693883507","0.105499510416542","5"
"5 on Scale 1 to 10","1991","Employed","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","Not Employed","West Germany","387","0.140252783720697","0.128110898174238","0.152394669267156","5"
"5 on Scale 1 to 10","1991","Not Employed","East Germany","","","","","5"
"6 on Scale 1 to 10","1991","Employed","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","Employed","West Germany","541","0.0902455446428358","0.0830379068252342","0.0974531824604374","6"
"6 on Scale 1 to 10","1991","Not Employed","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","Not Employed","West Germany","341","0.114574334119873","0.103437423736451","0.125711244503295","6"
"7 on Scale 1 to 10","1991","Employed","West Germany","1075","0.177081928594607","0.167479448932812","0.186684408256401","7"
"7 on Scale 1 to 10","1991","Employed","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","Not Employed","West Germany","560","0.174518814139893","0.161247323136334","0.187790305143452","7"
"7 on Scale 1 to 10","1991","Not Employed","East Germany","","","","","7"
"8 on Scale 1 to 10","1991","Employed","West Germany","1960","0.32649602057411","0.314700231345762","0.338291809802459","8"
"8 on Scale 1 to 10","1991","Employed","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","Not Employed","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","Not Employed","West Germany","850","0.268393975320814","0.25289974459745","0.283888206044178","8"
"9 on Scale 1 to 10","1991","Employed","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","Employed","West Germany","1086","0.174609018263834","0.165059506466662","0.184158530061007","9"
"9 on Scale 1 to 10","1991","Not Employed","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","Not Employed","West Germany","428","0.107369446982944","0.0965446132926845","0.118194280673204","9"
"0 Completely dissatisfied","1992","Not Employed","West Germany","29","","","","0"
"0 Completely dissatisfied","1992","Not Employed","East Germany","6","","","","0"
"0 Completely dissatisfied","1992","Employed","West Germany","21","","","","0"
"0 Completely dissatisfied","1992","Employed","East Germany","16","","","","0"
"1 on Scale 1 to 10","1992","Not Employed","East Germany","7","","","","1"
"1 on Scale 1 to 10","1992","Not Employed","West Germany","33","0.0142081121406262","0.0100573972121828","0.0183588270690695","1"
"1 on Scale 1 to 10","1992","Employed","West Germany","26","","","","1"
"1 on Scale 1 to 10","1992","Employed","East Germany","13","","","","1"
"10 Completely satisfied","1992","Not Employed","East Germany","64","0.0638576514086032","0.0488530168676035","0.0788622859496029","10"
"10 Completely satisfied","1992","Employed","West Germany","465","0.0696538744160049","0.0632398674020336","0.0760678814299762","10"
"10 Completely satisfied","1992","Employed","East Germany","115","0.0405403473766926","0.0333893753974517","0.0476913193559335","10"
"10 Completely satisfied","1992","Not Employed","West Germany","264","0.0768982759538304","0.0675540101981804","0.0862425417094805","10"
"2 on Scale 1 to 10","1992","Employed","East Germany","39","0.0173768067660042","0.0126389003693159","0.0221147131626925","2"
"2 on Scale 1 to 10","1992","Not Employed","West Germany","61","0.0262906425169085","0.0206791631457163","0.0319021218881006","2"
"2 on Scale 1 to 10","1992","Not Employed","East Germany","12","","","","2"
"2 on Scale 1 to 10","1992","Employed","West Germany","54","0.012074685678116","0.00932277401670406","0.0148265973395279","2"
"3 on Scale 1 to 10","1992","Not Employed","West Germany","101","0.0420988293260459","0.0350558330211506","0.0491418256309411","3"
"3 on Scale 1 to 10","1992","Not Employed","East Germany","54","0.0499548605199472","0.036585550300918","0.0633241707389764","3"
"3 on Scale 1 to 10","1992","Employed","West Germany","145","0.0253654905520046","0.0214038320187615","0.0293271490852476","3"
"3 on Scale 1 to 10","1992","Employed","East Germany","72","0.0247350145555821","0.0191034977243781","0.0303665313867862","3"
"4 on Scale 1 to 10","1992","Not Employed","West Germany","166","0.0623859180777121","0.0539035435374404","0.0708682926179838","4"
"4 on Scale 1 to 10","1992","Not Employed","East Germany","37","0.0444939591855737","0.0318403257345077","0.0571475926366396","4"
"4 on Scale 1 to 10","1992","Employed","East Germany","100","0.0327204257099625","0.0262699244195327","0.0391709270003923","4"
"4 on Scale 1 to 10","1992","Employed","West Germany","229","0.0397541727897422","0.0348313172761236","0.0446770283033608","4"
"5 on Scale 1 to 10","1992","Employed","West Germany","549","0.0929913703032702","0.0856738902400744","0.100308850366466","5"
"5 on Scale 1 to 10","1992","Employed","East Germany","344","0.119038330764213","0.107296659809567","0.130780001718858","5"
"5 on Scale 1 to 10","1992","Not Employed","East Germany","144","0.15368503242888","0.131552566591655","0.175817498266105","5"
"5 on Scale 1 to 10","1992","Not Employed","West Germany","406","0.150095939946978","0.137569388590036","0.162622491303921","5"
"6 on Scale 1 to 10","1992","Employed","East Germany","357","0.12242873518493","0.110543962932876","0.134313507436984","6"
"6 on Scale 1 to 10","1992","Not Employed","West Germany","367","0.122266246374405","0.110776861218643","0.133755631530166","6"
"6 on Scale 1 to 10","1992","Employed","West Germany","592","0.098439824019305","0.0909336731591199","0.10594597487949","6"
"6 on Scale 1 to 10","1992","Not Employed","East Germany","122","0.123108633240819","0.102945168636546","0.143272097845091","6"
"7 on Scale 1 to 10","1992","Employed","East Germany","610","0.208697903962356","0.193963309514213","0.223432498410499","7"
"7 on Scale 1 to 10","1992","Employed","West Germany","1067","0.176297835081622","0.16669624616971","0.185899423993535","7"
"7 on Scale 1 to 10","1992","Not Employed","West Germany","524","0.157018289234199","0.144258417883603","0.169778160584796","7"
"7 on Scale 1 to 10","1992","Not Employed","East Germany","188","0.173509017774707","0.150269447646607","0.196748587902808","7"
"8 on Scale 1 to 10","1992","Employed","West Germany","1863","0.306605293111595","0.294987741791466","0.318222844431724","8"
"8 on Scale 1 to 10","1992","Employed","East Germany","818","0.270237645897764","0.254135949350817","0.286339342444712","8"
"8 on Scale 1 to 10","1992","Not Employed","East Germany","245","0.220015725762266","0.194593253030231","0.245438198494301","8"
"8 on Scale 1 to 10","1992","Not Employed","West Germany","800","0.240942984758411","0.225944187279737","0.255941782237084","8"
"9 on Scale 1 to 10","1992","Employed","East Germany","438","0.15127846124998","0.13828636748336","0.164270555016599","9"
"9 on Scale 1 to 10","1992","Employed","West Germany","1040","0.171276752146844","0.161784079925095","0.180769424368592","9"
"9 on Scale 1 to 10","1992","Not Employed","East Germany","141","0.138498817707826","0.117300618109629","0.159697017306023","9"
"9 on Scale 1 to 10","1992","Not Employed","West Germany","372","0.0970018453273421","0.086621888948692","0.107381801705992","9"
"0 Completely dissatisfied","1993","Not Employed","West Germany","31","0.0118406036187189","0.00803286027323279","0.015648346964205","0"
"0 Completely dissatisfied","1993","Not Employed","East Germany","17","","","","0"
"0 Completely dissatisfied","1993","Employed","West Germany","35","0.00774099960804964","0.00553422153051046","0.00994777768558883","0"
"0 Completely dissatisfied","1993","Employed","East Germany","10","","","","0"
"1 on Scale 1 to 10","1993","Employed","West Germany","31","0.00712580328251179","0.00500787309118619","0.00924373347383738","1"
