"ple0015","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Schleswig-Holstein","Not Employed","14","","",""
"Yes","2009","Schleswig-Holstein","Employed","7","","",""
"Yes","2009","Hamburg","Not Employed","12","","",""
"Yes","2009","Hamburg","Employed","4","","",""
"Yes","2009","Lower Saxony","Not Employed","52","0.0811980772571582","0.0600367977091135","0.102359356805203"
"Yes","2009","Lower Saxony","Employed","18","","",""
"Yes","2009","Bremen","Not Employed","6","","",""
"Yes","2009","Bremen","Employed","","","",""
"Yes","2009","North Rhine-Westphalia","Not Employed","86","0.0657907532123121","0.052804358965845","0.0787771474587792"
"Yes","2009","North Rhine-Westphalia","Employed","46","0.0225026632551059","0.0163676617962853","0.0286376647139265"
"Yes","2009","Hesse","Not Employed","27","","",""
"Yes","2009","Hesse","Employed","15","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Not Employed","21","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Employed","15","","",""
"Yes","2009","Baden-Württemberg","Not Employed","46","0.0580348585151699","0.0411661516695718","0.0749035653607681"
"Yes","2009","Baden-Württemberg","Employed","31","0.0216870577825654","0.0140019888812962","0.0293721266838345"
"Yes","2009","Bavaria","Not Employed","65","0.0671553630376348","0.0509556085275818","0.0833551175476877"
"Yes","2009","Bavaria","Employed","33","0.022311963634825","0.0153136704394323","0.0293102568302176"
"Yes","2009","Berlin","Not Employed","18","","",""
"Yes","2009","Berlin","Employed","17","","",""
"Yes","2009","Brandenburg","Not Employed","20","","",""
"Yes","2009","Brandenburg","Employed","4","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Not Employed","13","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Employed","6","","",""
"Yes","2009","Saxony","Not Employed","36","0.0689468020214311","0.0473562092259975","0.0905373948168647"
"Yes","2009","Saxony","Employed","13","","",""
"Yes","2009","Saxony-Anhalt","Not Employed","21","","",""
"Yes","2009","Saxony-Anhalt","Employed","8","","",""
"Yes","2009","Thuringia","Not Employed","23","","",""
"Yes","2009","Thuringia","Employed","6","","",""
"No","2009","Schleswig-Holstein","Not Employed","204","0.946957663450558","0.917207014110672","0.976708312790445"
"No","2009","Schleswig-Holstein","Employed","291","0.96087830248243","0.938865111686922","0.982891493277939"
"No","2009","Hamburg","Not Employed","95","0.900000685229319","0.8431577973111","0.956843573147537"
"No","2009","Hamburg","Employed","160","0.987010733023588","0.96968149662361","1.00433996942357"
"No","2009","Lower Saxony","Not Employed","588","0.918801922742842","0.897640643194797","0.939963202290886"
"No","2009","Lower Saxony","Employed","989","0.987993330237635","0.981266326871655","0.994720333603615"
"No","2009","Bremen","Not Employed","47","0.872706903479718","0.782975019210001","0.962438787749436"
"No","2009","Bremen","Employed","67","1","1","1"
"No","2009","North Rhine-Westphalia","Not Employed","1314","0.934209246787688","0.921222852541221","0.947195641034155"
"No","2009","North Rhine-Westphalia","Employed","2199","0.977497336744894","0.971362335286074","0.983632338203715"
"No","2009","Hesse","Not Employed","393","0.945790381775586","0.924135337961675","0.967445425589498"
"No","2009","Hesse","Employed","791","0.983986107996041","0.975320011883614","0.992652204108469"
"No","2009","Rhineland-Palatinate,Saarland","Not Employed","377","0.958876790388157","0.939367949799445","0.978385630976869"
"No","2009","Rhineland-Palatinate,Saarland","Employed","614","0.971353785372892","0.958317762688604","0.98438980805718"
"No","2009","Baden-Württemberg","Not Employed","692","0.94196514148483","0.925096434639232","0.958833848330428"
"No","2009","Baden-Württemberg","Employed","1349","0.978312942217435","0.970627873316166","0.985998011118704"
"No","2009","Bavaria","Not Employed","852","0.932844636962365","0.916644882452312","0.949044391472418"
"No","2009","Bavaria","Employed","1678","0.977688036365175","0.970689743169782","0.984686329560568"
"No","2009","Berlin","Not Employed","229","0.943060179637757","0.914161542332907","0.971958816942608"
"No","2009","Berlin","Employed","422","0.953647489390905","0.933980114473683","0.973314864308127"
"No","2009","Brandenburg","Not Employed","334","0.934239499791809","0.908419387498884","0.960059612084733"
"No","2009","Brandenburg","Employed","437","0.994864710683744","0.988193674942638","1.00153574642485"
"No","2009","Mecklenburg-Western Pomerania","Not Employed","182","0.925501700785807","0.888647026705611","0.962356374866002"
"No","2009","Mecklenburg-Western Pomerania","Employed","275","0.972185140140338","0.952958302522285","0.991411977758391"
"No","2009","Saxony","Not Employed","493","0.931053197978569","0.909462605183135","0.952643790774003"
"No","2009","Saxony","Employed","832","0.986322021551241","0.978490609790383","0.9941534333121"
