"ple0015","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"No","2018","East Germany","Male","","","",""
"No","2018","East Germany","Female","","","",""
"Yes","2019","West Germany","Male","480","0.0486564596207929","0.0443651643112703","0.0529477549303155"
"Yes","2019","West Germany","Female","594","0.0701449316004717","0.0652734278466042","0.0750164353543393"
"Yes","2019","East Germany","Male","138","0.0499105441822438","0.0416336515031939","0.0581874368612937"
"Yes","2019","East Germany","Female","177","0.0651242421467281","0.0561792085988597","0.0740692756945966"
"No","2019","West Germany","Male","9176","0.951343540379207","0.947052245069684","0.95563483568873"
"No","2019","West Germany","Female","9964","0.929855068399528","0.924983564645661","0.934726572153396"
"No","2019","East Germany","Male","2521","0.950089455817756","0.941812563138706","0.958366348496806"
"No","2019","East Germany","Female","2746","0.934875757853272","0.925930724305403","0.94382079140114"
