"ple0015","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2018","direct migration background","Urban Area","","","","","2"
"No","2018","direct migration background","Rural Area","","","","","2"
"No","2018","indirect migration background","Urban Area","","","","","2"
"No","2018","indirect migration background","Rural Area","","","","","2"
"Yes","2018","direct migration background","Urban Area","","","","","1"
"Yes","2018","direct migration background","Rural Area","","","","","1"
"Yes","2018","indirect migration background","Urban Area","","","","","1"
"Yes","2018","no migration background","Urban Area","","","","","1"
"Yes","2018","indirect migration background","Rural Area","","","","","1"
"Yes","2018","no migration background","Rural Area","","","","","1"
"No","2019","no migration background","Urban Area","10790","0.931935690872363","0.927333575816773","0.936537805927954","2"
"No","2019","no migration background","Rural Area","7135","0.939868914407302","0.934512204994033","0.945225623820571","2"
"No","2019","direct migration background","Urban Area","2600","0.953961312878128","0.946049143918745","0.961873481837512","2"
"No","2019","direct migration background","Rural Area","958","0.967015925454601","0.955874045382302","0.9781578055269","2"
"No","2019","indirect migration background","Urban Area","1259","0.985546308804683","0.978997675725271","0.992094941884094","2"
"No","2019","indirect migration background","Rural Area","320","0.995031513403057","0.987422266991482","1.00264075981463","2"
"Yes","2019","direct migration background","Urban Area","95","0.0460386871218716","0.038126518162488","0.0539508560812553","1"
"Yes","2019","direct migration background","Rural Area","29","","","","1"
"Yes","2019","no migration background","Urban Area","715","0.0680643091276365","0.0634621940720457","0.0726664241832272","1"
"Yes","2019","indirect migration background","Urban Area","17","","","","1"
"Yes","2019","indirect migration background","Rural Area","8","","","","1"
"Yes","2019","no migration background","Rural Area","431","0.060131085592698","0.0547743761794287","0.0654877950059672","1"
