"ple0015","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2018","Urban Area","West Germany","","","",""
"Yes","2018","Urban Area","East Germany","","","",""
"Yes","2018","Rural Area","West Germany","","","",""
"Yes","2018","Rural Area","East Germany","","","",""
"No","2018","Urban Area","West Germany","","","",""
"No","2018","Urban Area","East Germany","","","",""
"No","2018","Rural Area","West Germany","","","",""
"No","2018","Rural Area","East Germany","","","",""
"Yes","2019","Urban Area","West Germany","744","0.0612001349986512","0.0572216556940364","0.0651786143032661"
"Yes","2019","Urban Area","East Germany","83","0.0424522236679145","0.0323562279831818","0.0525482193526472"
"Yes","2019","Rural Area","West Germany","270","0.0534707438608227","0.0474054656129434","0.0595360221087019"
"Yes","2019","Rural Area","East Germany","198","0.059858154031048","0.0521046752789691","0.067611632783127"
"No","2019","Urban Area","West Germany","13200","0.938799865001349","0.934821385696734","0.942778344305964"
"No","2019","Urban Area","East Germany","1449","0.957547776332085","0.947451780647353","0.967643772016818"
"No","2019","Rural Area","West Germany","5015","0.946529256139177","0.940463977891298","0.952594534387057"
"No","2019","Rural Area","East Germany","3398","0.940141845968952","0.932388367216873","0.947895324721031"
