"year","bula_h","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Baden-Württemberg","(0) in school","","","","","","","","","","","","","",""
"1990","Baden-Württemberg","(1a) inadequately completed","2.57","2","193","1","2","4","4","5","2.42","2.72","1","5","2","2"
"1990","Baden-Württemberg","(1b) general elementary school","2.65","3","455","1","2","3","4","5","2.55","2.75","1","5","2","3"
"1990","Baden-Württemberg","(1c) basic vocational qualification","2.67","3","605","2","2","3","4","5","2.59","2.75","1","5","2","3"
"1990","Baden-Württemberg","(2a) intermediate vocational","2.69","3","193","2","2","3","4","4","2.56","2.82","1","5","2","3"
"1990","Baden-Württemberg","(2b) intermediate general qualification","2.74","3","65","2","2","3","4","5","2.49","2.99","1","5","2","3"
"1990","Baden-Württemberg","(2c_gen) general maturity certificate","3.24","4","56","2","2","4","4","4","2.96","3.52","1","4","2","4"
"1990","Baden-Württemberg","(2c_voc) vocational maturity certificate","2.84","3","73","2","2","4","4","5","2.63","3.05","1","5","2","3"
"1990","Baden-Württemberg","(3a) lower tertiary education","2.9","3","38","2","2","4","4","4","2.63","3.17","2","4","2","3"
"1990","Baden-Württemberg","(3b) higher tertiary education","3.1","3","61","2","2","4","4","5","2.86","3.34","1","5","3","4"
"1990","Bavaria","(0) in school","","","","","","","","","","","","","",""
"1990","Bavaria","(1a) inadequately completed","2.96","3","68","2","2","4","4","5","2.68","3.24","1","5","2","3"
"1990","Bavaria","(1b) general elementary school","2.79","3","344","2","2","3","4","5","2.68","2.9","1","5","2","3"
"1990","Bavaria","(1c) basic vocational qualification","2.8","3","599","2","2","4","4","5","2.72","2.88","1","5","3","3"
"1990","Bavaria","(2a) intermediate vocational","2.92","3","225","2","2","4","4","4","2.8","3.04","1","5","3","3"
"1990","Bavaria","(2b) intermediate general qualification","2.82","3","60","2","2","3","4","4","2.6","3.04","1","4","3","3"
"1990","Bavaria","(2c_gen) general maturity certificate","3.15","3","42","2","2","4","5","5","2.79","3.51","2","5","2","4"
"1990","Bavaria","(2c_voc) vocational maturity certificate","3.08","3","68","2","2","4","4","4","2.84","3.32","1","5","3","3"
"1990","Bavaria","(3a) lower tertiary education","2.83","3","48","2","2","3","4","5","2.58","3.08","1","5","2","3"
"1990","Bavaria","(3b) higher tertiary education","2.91","3","87","2","2","4","4","5","2.72","3.1","1","5","3","3"
"1990","Berlin","(0) in school","","","","","","","","","","","","","",""
"1990","Berlin","(1a) inadequately completed","","","","","","","","","","","","","",""
"1990","Berlin","(1b) general elementary school","2.95","3","64","2","2","4","4","5","2.69","3.21","1","5","2","3"
"1990","Berlin","(1c) basic vocational qualification","2.81","3","92","2","2","3","4","5","2.61","3.01","1","5","3","3"
"1990","Berlin","(2a) intermediate vocational","2.88","3","45","2","2","4","4","5","2.56","3.2","1","5","2","3"
"1990","Berlin","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1990","Berlin","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1990","Berlin","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1990","Berlin","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","Berlin","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1990","Brandenburg","(0) in school","","","","","","","","","","","","","",""
"1990","Brandenburg","(1a) inadequately completed","","","","","","","","","","","","","",""
"1990","Brandenburg","(1b) general elementary school","","","","","","","","","","","","","",""
"1990","Brandenburg","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1990","Brandenburg","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1990","Brandenburg","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1990","Brandenburg","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1990","Brandenburg","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1990","Brandenburg","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","Brandenburg","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1990","Bremen","(0) in school","","","","","","","","","","","","","",""
"1990","Bremen","(1a) inadequately completed","","","","","","","","","","","","","",""
"1990","Bremen","(1b) general elementary school","","","","","","","","","","","","","",""
"1990","Bremen","(1c) basic vocational qualification","3.06","3","36","2","2","4","4","5","2.78","3.34","2","5","3","4"
"1990","Bremen","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1990","Bremen","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1990","Bremen","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1990","Bremen","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1990","Bremen","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","Bremen","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1990","Hamburg","(0) in school","","","","","","","","","","","","","",""
"1990","Hamburg","(1a) inadequately completed","","","","","","","","","","","","","",""
"1990","Hamburg","(1b) general elementary school","","","","","","","","","","","","","",""
"1990","Hamburg","(1c) basic vocational qualification","3.21","3","59","2","2","4","4","5","2.95","3.47","2","5","3","4"
"1990","Hamburg","(2a) intermediate vocational","2.99","3","31","2","2","4","4","5","2.62","3.36","1","5","2","4"
"1990","Hamburg","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1990","Hamburg","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1990","Hamburg","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1990","Hamburg","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","Hamburg","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1990","Hesse","(0) in school","","","","","","","","","","","","","",""
"1990","Hesse","(1a) inadequately completed","2.95","3","89","1","2","4","4","5","2.7","3.2","1","5","2","3"
"1990","Hesse","(1b) general elementary school","2.77","3","236","2","2","4","4","5","2.63","2.91","1","5","2","3"
"1990","Hesse","(1c) basic vocational qualification","2.94","3","289","2","2","4","4","5","2.82","3.06","1","5","3","3"
"1990","Hesse","(2a) intermediate vocational","2.72","3","133","2","2","3","4","4","2.56","2.88","1","4","2","3"
"1990","Hesse","(2b) intermediate general qualification","2.62","2","33","2","2","3","4","5","2.25","2.99","1","5","2","3"
"1990","Hesse","(2c_gen) general maturity certificate","3.27","3","38","2","3","4","4","5","2.96","3.58","2","5","3","4"
"1990","Hesse","(2c_voc) vocational maturity certificate","2.93","3","43","2","2","3","4","5","2.64","3.22","1","5","3","3"
"1990","Hesse","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","Hesse","(3b) higher tertiary education","2.86","3","54","2","2","3","4","5","2.62","3.1","1","5","3","3"
"1990","Lower Saxony","(0) in school","","","","","","","","","","","","","",""
"1990","Lower Saxony","(1a) inadequately completed","2.79","2.45","44","2","2","4","4","5","2.4","3.18","1","5","2","3"
"1990","Lower Saxony","(1b) general elementary school","2.8","3","206","1","2","4","4","5","2.66","2.94","1","5","3","3"
"1990","Lower Saxony","(1c) basic vocational qualification","2.79","3","345","2","2","3","4","5","2.69","2.89","1","5","3","3"
"1990","Lower Saxony","(2a) intermediate vocational","2.93","3","163","2","2","4","4","5","2.79","3.07","1","5","3","3"
"1990","Lower Saxony","(2b) intermediate general qualification","2.75","3","44","2","2","3","4","5","2.45","3.05","1","5","2","3"
"1990","Lower Saxony","(2c_gen) general maturity certificate","3.06","3","35","2","2","4","4","5","2.71","3.41","1","5","3","4"
"1990","Lower Saxony","(2c_voc) vocational maturity certificate","3.01","3","39","2","2","4","4","4","2.72","3.3","1","5","2","3"
"1990","Lower Saxony","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","Lower Saxony","(3b) higher tertiary education","3.14","3","57","2","3","4","4","4","2.91","3.37","1","4","3","4"
"1990","Mecklenburg-Western Pomerania","(0) in school","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","(1b) general elementary school","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1990","North Rhine-Westphalia","(0) in school","3.13","3","58","2","3","4","4","5","2.85","3.41","1","5","3","3"
"1990","North Rhine-Westphalia","(1a) inadequately completed","2.95","3","206","2","2","4","5","5","2.78","3.12","1","5","2","3"
"1990","North Rhine-Westphalia","(1b) general elementary school","2.71","3","532","1","2","4","4","5","2.61","2.81","1","5","2","3"
"1990","North Rhine-Westphalia","(1c) basic vocational qualification","2.7","3","830","2","2","3","4","5","2.64","2.76","1","5","2","3"
"1990","North Rhine-Westphalia","(2a) intermediate vocational","2.69","3","339","2","2","3","4","5","2.6","2.78","1","5","2","3"
"1990","North Rhine-Westphalia","(2b) intermediate general qualification","2.81","3","96","2","2","4","4","5","2.61","3.01","1","5","3","3"
"1990","North Rhine-Westphalia","(2c_gen) general maturity certificate","2.89","3","120","2","2","3","4","5","2.72","3.06","1","5","2","3"
"1990","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","2.77","3","124","2","2","3","4","4","2.61","2.93","1","5","3","3"
"1990","North Rhine-Westphalia","(3a) lower tertiary education","2.84","3","61","2","2","4","4","4","2.63","3.05","2","4","2","3"
"1990","North Rhine-Westphalia","(3b) higher tertiary education","2.93","3","137","2","2","4","4","5","2.77","3.09","1","5","3","3"
"1990","Rhineland-Palatinate,Saarland","(0) in school","","","","","","","","","","","","","",""
"1990","Rhineland-Palatinate,Saarland","(1a) inadequately completed","2.28","2","37","1","2","2","5","5","2.01","2.55","1","5","2","2"
"1990","Rhineland-Palatinate,Saarland","(1b) general elementary school","2.46","2","192","1","2","3","4","4","2.33","2.59","1","5","2","3"
"1990","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","2.67","2","255","1","2","3","4","5","2.54","2.8","1","5","2","3"
"1990","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","2.71","2","64","2","2","4","4","5","2.46","2.96","1","5","2","3"
"1990","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1990","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1990","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1990","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1990","Saxony","(0) in school","","","","","","","","","","","","","",""
"1990","Saxony","(1a) inadequately completed","","","","","","","","","","","","","",""
"1990","Saxony","(1b) general elementary school","","","","","","","","","","","","","",""
"1990","Saxony","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1990","Saxony","(2a) intermediate vocational","","","","","","","","","","","","","",""
