"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","East Germany","Female","","","","","","","","","","","","","",""
"1990","East Germany","Male","","","","","","","","","","","","","",""
"1990","West Germany","Female","2.72","3","4800","2","2","3","4","5","2.69","2.75","1","5","3","3"
"1990","West Germany","Male","2.88","3","4675","2","2","4","4","5","2.85","2.91","1","5","3","3"
"1991","East Germany","Female","","","","","","","","","","","","","",""
"1991","East Germany","Male","","","","","","","","","","","","","",""
"1991","West Germany","Female","","","","","","","","","","","","","",""
"1991","West Germany","Male","","","","","","","","","","","","","",""
"1992","East Germany","Female","","","","","","","","","","","","","",""
"1992","East Germany","Male","","","","","","","","","","","","","",""
"1992","West Germany","Female","","","","","","","","","","","","","",""
"1992","West Germany","Male","","","","","","","","","","","","","",""
"1993","East Germany","Female","","","","","","","","","","","","","",""
"1993","East Germany","Male","","","","","","","","","","","","","",""
"1993","West Germany","Female","","","","","","","","","","","","","",""
"1993","West Germany","Male","","","","","","","","","","","","","",""
"1994","East Germany","Female","","","","","","","","","","","","","",""
"1994","East Germany","Male","","","","","","","","","","","","","",""
"1994","West Germany","Female","","","","","","","","","","","","","",""
"1994","West Germany","Male","","","","","","","","","","","","","",""
"1995","East Germany","Female","2.61","2","1938","2","2","3","4","5","2.57","2.65","1","5","2","3"
"1995","East Germany","Male","2.7","3","1746","2","2","3","4","5","2.66","2.74","1","5","3","3"
"1995","West Germany","Female","2.69","3","4954","2","2","3","4","5","2.66","2.72","1","5","2","2"
"1995","West Germany","Male","2.84","3","4656","2","2","4","4","5","2.81","2.87","1","5","3","3"
"1996","East Germany","Female","","","","","","","","","","","","","",""
"1996","East Germany","Male","","","","","","","","","","","","","",""
"1996","West Germany","Female","","","","","","","","","","","","","",""
"1996","West Germany","Male","","","","","","","","","","","","","",""
"1997","East Germany","Female","","","","","","","","","","","","","",""
"1997","East Germany","Male","","","","","","","","","","","","","",""
"1997","West Germany","Female","","","","","","","","","","","","","",""
"1997","West Germany","Male","","","","","","","","","","","","","",""
"1998","East Germany","Female","2.61","2.88","2004","2","2","3","4","5","2.57","2.65","1","5","2","3"
"1998","East Germany","Male","2.71","3","1872","2","2","3","4","5","2.67","2.75","1","5","3","3"
"1998","West Germany","Female","2.64","2","5354","2","2","3","4","5","2.61","2.67","1","5","2","2"
"1998","West Germany","Male","2.77","3","5012","2","2","4","4","5","2.74","2.8","1","5","3","3"
"1999","East Germany","Female","","","","","","","","","","","","","",""
"1999","East Germany","Male","","","","","","","","","","","","","",""
"1999","West Germany","Female","","","","","","","","","","","","","",""
"1999","West Germany","Male","","","","","","","","","","","","","",""
"2000","East Germany","Female","","","","","","","","","","","","","",""
"2000","East Germany","Male","","","","","","","","","","","","","",""
"2000","West Germany","Female","","","","","","","","","","","","","",""
"2000","West Germany","Male","","","","","","","","","","","","","",""
"2001","East Germany","Female","","","","","","","","","","","","","",""
"2001","East Germany","Male","","","","","","","","","","","","","",""
"2001","West Germany","Female","","","","","","","","","","","","","",""
"2001","West Germany","Male","","","","","","","","","","","","","",""
"2002","East Germany","Female","","","","","","","","","","","","","",""
"2002","East Germany","Male","","","","","","","","","","","","","",""
"2002","West Germany","Female","","","","","","","","","","","","","",""
"2002","West Germany","Male","","","","","","","","","","","","","",""
"2003","East Germany","Female","2.63","3","2765","2","2","3","4","5","2.6","2.66","1","5","2","3"
"2003","East Germany","Male","2.77","3","2581","2","2","3","4","5","2.74","2.8","1","5","3","3"
"2003","West Germany","Female","2.69","3","8732","2","2","3","4","5","2.67","2.71","1","5","2","3"
"2003","West Germany","Male","2.8","3","8088","2","2","4","4","5","2.78","2.82","1","5","3","3"
"2004","East Germany","Female","","","","","","","","","","","","","",""
"2004","East Germany","Male","","","","","","","","","","","","","",""
"2004","West Germany","Female","","","","","","","","","","","","","",""
"2004","West Germany","Male","","","","","","","","","","","","","",""
"2005","East Germany","Female","","","","","","","","","","","","","",""
"2005","East Germany","Male","","","","","","","","","","","","","",""
"2005","West Germany","Female","","","","","","","","","","","","","",""
"2005","West Germany","Male","","","","","","","","","","","","","",""
"2006","East Germany","Female","","","","","","","","","","","","","",""
"2006","East Germany","Male","","","","","","","","","","","","","",""
"2006","West Germany","Female","","","","","","","","","","","","","",""
"2006","West Germany","Male","","","","","","","","","","","","","",""
