"plh0187","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Employed","(Married) couple without C. ","280","0.0927934943769041","0.0833077613513511","0.102279227402457","4"
"Often","2007","Employed","1-pers.-HH","210","0.140790482501737","0.123564325530647","0.158016639472828","4"
"Often","2007","Employed","Couple + C. GT 16 ","219","0.0866046123334133","0.075638684380982","0.0975705402858445","4"
"Often","2007","Employed","Couple + C. LE 16 ","240","0.0876002852055882","0.0773862278919976","0.0978143425191788","4"
"Often","2007","Employed","Couple + C. LE and GT 16","87","0.0979943400171135","0.0794464444399287","0.116542235594298","4"
"Often","2007","Employed","Single parent ","121","0.170003426589759","0.142450611831103","0.197556241348415","4"
"Often","2007","Not Employed","(Married) couple without C. ","319","0.0897566281910312","0.0806397925468955","0.0988734638351669","4"
"Often","2007","Not Employed","1-pers.-HH","273","0.162286796016197","0.14421450827576","0.180359083756635","4"
"Often","2007","Not Employed","Couple + C. GT 16 ","102","0.112456859653679","0.0929148624701977","0.13199885683716","4"
"Often","2007","Not Employed","Couple + C. LE 16 ","85","0.140094979040726","0.113183709282185","0.167006248799266","4"
"Often","2007","Not Employed","Couple + C. LE and GT 16","41","0.125745624795869","0.0912551428247998","0.160236106766938","4"
"Often","2007","Not Employed","Single parent ","69","0.183774771164812","0.144782687965443","0.222766854364181","4"
"Rarely","2007","Employed","1-pers.-HH","485","0.29705076383394","0.27441842009381","0.319683107574069","2"
"Rarely","2007","Employed","Couple + C. LE 16 ","1044","0.342539710406307","0.325394485500486","0.359684935312129","2"
"Rarely","2007","Employed","Couple + C. LE and GT 16","319","0.317961949925545","0.28890959156342","0.347014308287669","2"
"Rarely","2007","Employed","Couple + C. GT 16 ","938","0.336912274436986","0.31848380014134","0.355340748732632","2"
"Rarely","2007","Employed","(Married) couple without C. ","1309","0.352744254891623","0.337122601909385","0.36836590787386","2"
"Rarely","2007","Employed","Single parent ","196","0.268866618269557","0.236345480283811","0.301387756255302","2"
"Rarely","2007","Not Employed","(Married) couple without C. ","1273","0.328046111377702","0.31307102690028","0.343021195855123","2"
