"plh0187","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","in school","Male","48","0.259344791503803","0.191855108301782","0.326834474705824"
"Very rare","2007","in school","Female","29","","",""
"Very rare","2007","inadequately","Male","20","","",""
"Very rare","2007","inadequately","Female","18","","",""
"Very rare","2007","general elemantary","Male","191","0.248920582244845","0.216681519916618","0.281159644573073"
"Very rare","2007","general elemantary","Female","228","0.152991687159527","0.134948132413753","0.171035241905301"
"Very rare","2007","middle vocational","Male","1343","0.250848795451938","0.238713448746033","0.262984142157844"
"Very rare","2007","middle vocational","Female","934","0.160313727405365","0.150566686101063","0.170060768709667"
"Very rare","2007","vocational + Abi","Male","131","0.246779835791635","0.207719050624218","0.285840620959051"
"Very rare","2007","vocational + Abi","Female","125","0.186868029224968","0.158073513246183","0.215662545203753"
"Very rare","2007","higher vocational","Male","242","0.2655091369393","0.2366260999124","0.294392173966199"
"Very rare","2007","higher vocational","Female","109","0.180151120133561","0.150306657603588","0.209995582663533"
"Very rare","2007","higher education","Male","695","0.269178149198968","0.251470323724358","0.286885974673579"
"Very rare","2007","higher education","Female","359","0.176286174995148","0.159509975927807","0.193062374062488"
"Rarely","2007","in school","Male","63","0.405625938433912","0.330015219502209","0.481236657365616"
"Rarely","2007","in school","Female","45","0.227804936550201","0.166362751568167","0.289247121532236"
"Rarely","2007","inadequately","Male","20","","",""
"Rarely","2007","inadequately","Female","28","","",""
"Rarely","2007","general elemantary","Male","240","0.314174428197483","0.279564450365403","0.348784406029563"
"Rarely","2007","general elemantary","Female","391","0.229290171716013","0.208219299336142","0.250361044095884"
"Rarely","2007","middle vocational","Male","1751","0.350212901912909","0.336858850304411","0.363566953521408"
"Rarely","2007","middle vocational","Female","1663","0.283398064183742","0.27142607400037","0.295370054367113"
"Rarely","2007","vocational + Abi","Male","181","0.379909076306628","0.335935408989902","0.423882743623353"
"Rarely","2007","vocational + Abi","Female","216","0.287690506622675","0.254251074524577","0.321129938720772"
"Rarely","2007","higher vocational","Male","336","0.382155479925098","0.350374332858801","0.413936626991396"
"Rarely","2007","higher vocational","Female","199","0.308947808963579","0.273065832352389","0.344829785574769"
"Rarely","2007","higher education","Male","937","0.362887683925958","0.343690669800277","0.382084698051639"
"Rarely","2007","higher education","Female","672","0.322992715394354","0.302405893815714","0.343579536972993"
"Sometimes","2007","in school","Male","41","0.265238439270244","0.197258303188192","0.333218575352295"
"Sometimes","2007","in school","Female","70","0.345158004918784","0.275511582590798","0.41480442724677"
"Sometimes","2007","inadequately","Male","27","","",""
"Sometimes","2007","inadequately","Female","50","0.368425923795077","0.287944474931608","0.448907372658547"
"Sometimes","2007","general elemantary","Male","190","0.319759478947243","0.284985688674695","0.35453326921979"
"Sometimes","2007","general elemantary","Female","550","0.3804914516237","0.356155941631382","0.404826961616018"
"Sometimes","2007","middle vocational","Male","1328","0.285736845334064","0.273090248196394","0.298383442471735"
"Sometimes","2007","middle vocational","Female","1919","0.370705275432107","0.357873984486166","0.383536566378048"
"Sometimes","2007","vocational + Abi","Male","111","0.255040187885306","0.215549391069597","0.294530984701015"
"Sometimes","2007","vocational + Abi","Female","234","0.351484915263381","0.31621737683864","0.386752453688122"
"Sometimes","2007","higher vocational","Male","235","0.267424986355746","0.238475759819031","0.296374212892461"
"Sometimes","2007","higher vocational","Female","236","0.363111053174264","0.32576626801654","0.400455838331989"
"Sometimes","2007","higher education","Male","601","0.256248755216672","0.23881928025792","0.273678230175425"
"Sometimes","2007","higher education","Female","689","0.358228958312172","0.337120006454662","0.379337910169683"
"Often","2007","in school","Male","7","","",""
"Often","2007","in school","Female","23","","",""
"Often","2007","inadequately","Male","10","","",""
"Often","2007","inadequately","Female","31","0.234709241352804","0.163998257952984","0.305420224752624"
"Often","2007","general elemantary","Male","57","0.100385109549491","0.077978712188046","0.122791506910936"
"Often","2007","general elemantary","Female","266","0.175349426325549","0.156289048477955","0.194409804173142"
"Often","2007","middle vocational","Male","358","0.0860109760634374","0.0781620748008242","0.0938598773260506"
"Often","2007","middle vocational","Female","686","0.133173921895856","0.124147731235337","0.142200112556375"
"Often","2007","vocational + Abi","Male","33","0.0807023655969486","0.056025137898541","0.105379593295356"
"Often","2007","vocational + Abi","Female","99","0.133235208332771","0.108132423994333","0.158337992671209"
"Often","2007","higher vocational","Male","69","0.067249056354172","0.0508682276625954","0.0836298850457486"
"Often","2007","higher vocational","Female","73","0.110467835790697","0.0861246661380459","0.134811005443349"
"Often","2007","higher education","Male","147","0.0941732226825631","0.0825124893562728","0.105833956008854"
"Often","2007","higher education","Female","206","0.118817271791478","0.104572055685158","0.133062487897798"
"Very often","2007","in school","Male","3","","",""
"Very often","2007","in school","Female","12","","",""
"Very often","2007","inadequately","Male","3","","",""
"Very often","2007","inadequately","Female","11","","",""
"Very often","2007","general elemantary","Male","13","","",""
"Very often","2007","general elemantary","Female","94","0.0618772631752115","0.0498008009406301","0.0739537254097929"
"Very often","2007","middle vocational","Male","122","0.0271904812376506","0.0226376265385995","0.0317433359367017"
"Very often","2007","middle vocational","Female","241","0.0524090110829299","0.0464887294438016","0.0583292927220582"
"Very often","2007","vocational + Abi","Male","12","","",""
"Very often","2007","vocational + Abi","Female","30","0.0407213405562049","0.0261215983846552","0.0553210827277545"
"Very often","2007","higher vocational","Male","16","","",""
"Very often","2007","higher vocational","Female","20","","",""
"Very often","2007","higher education","Male","30","0.0175121889758381","0.0122752999268849","0.0227490780247914"
"Very often","2007","higher education","Female","56","0.0236748795068486","0.0169816242699683","0.0303681347437289"
"Very rare","2008","in school","Male","54","0.31786844237626","0.247871123063367","0.387865761689153"
"Very rare","2008","in school","Female","23","","",""
"Very rare","2008","inadequately","Male","20","","",""
"Very rare","2008","inadequately","Female","12","","",""
"Very rare","2008","general elemantary","Male","161","0.219614156204144","0.187389498050868","0.251838814357421"
"Very rare","2008","general elemantary","Female","198","0.146999896799821","0.128411165021165","0.165588628578477"
"Very rare","2008","middle vocational","Male","1236","0.256568836952982","0.243961598649506","0.269176075256458"
"Very rare","2008","middle vocational","Female","860","0.160188716712637","0.15016166290943","0.170215770515845"
"Very rare","2008","vocational + Abi","Male","121","0.244577144226949","0.204459835429584","0.284694453024314"
"Very rare","2008","vocational + Abi","Female","109","0.161183433660389","0.133088446021631","0.189278421299146"
"Very rare","2008","higher vocational","Male","208","0.249605663793137","0.220162733118322","0.279048594467951"
"Very rare","2008","higher vocational","Female","94","0.178630021859747","0.147643296813429","0.209616746906065"
"Very rare","2008","higher education","Male","677","0.270286199059583","0.252124527858437","0.288447870260729"
"Very rare","2008","higher education","Female","383","0.191518072180373","0.173843266085831","0.209192878274914"
"Rarely","2008","in school","Male","63","0.366980861537521","0.294528297645506","0.439433425429535"
"Rarely","2008","in school","Female","58","0.324381385848365","0.256554588371153","0.392208183325577"
"Rarely","2008","inadequately","Male","20","","",""
