"plh0187","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Full Time","lower secondary degree","490","0.239271388432826","0.220037041326474","0.258505735539178"
"Very rare","2007","Full Time","secondary school degree","620","0.2160055150934","0.200694445835334","0.231316584351466"
"Very rare","2007","Full Time","college entrance qualification","668","0.236383590347338","0.220250139532807","0.252517041161869"
"Very rare","2007","Full Time","Other degree","91","0.217689689680309","0.173432552801281","0.261946826559337"
"Very rare","2007","Full Time","no degree/no degree yet","17","","",""
"Very rare","2007","Part Time","lower secondary degree","256","0.201007218080313","0.178501042568312","0.223513393592314"
"Very rare","2007","Part Time","secondary school degree","310","0.174944580303959","0.156369446117753","0.193519714490165"
"Very rare","2007","Part Time","college entrance qualification","275","0.203896793297955","0.182639966579371","0.22515362001654"
"Very rare","2007","Part Time","Other degree","55","0.185448382480676","0.138653756101414","0.232243008859937"
"Very rare","2007","Part Time","no degree/no degree yet","8","","",""
"Very rare","2007","Not Working","lower secondary degree","830","0.203349390180371","0.190615796449496","0.216082983911246"
"Very rare","2007","Not Working","secondary school degree","312","0.189183006314625","0.170404443615192","0.207961569014058"
"Very rare","2007","Not Working","college entrance qualification","339","0.224754784663292","0.202858047664135","0.246651521662448"
"Very rare","2007","Not Working","Other degree","77","0.136106309446425","0.105204294318252","0.167008324574598"
"Very rare","2007","Not Working","no degree/no degree yet","95","0.225928432218533","0.186263185885977","0.26559367855109"
"Rarely","2007","Full Time","lower secondary degree","681","0.34692717587863","0.325467796612975","0.368386555144286"
"Rarely","2007","Full Time","secondary school degree","1032","0.350250815672292","0.33250160490978","0.368000026434804"
"Rarely","2007","Full Time","college entrance qualification","994","0.358762732202158","0.34054920663761","0.376976257766707"
"Rarely","2007","Full Time","Other degree","109","0.333897141931239","0.283320282658614","0.384474001203864"
"Rarely","2007","Full Time","no degree/no degree yet","9","","",""
"Rarely","2007","Part Time","lower secondary degree","354","0.259932458211612","0.235300985305618","0.284563931117606"
"Rarely","2007","Part Time","secondary school degree","503","0.294740709791172","0.272449449502945","0.317031970079399"
"Rarely","2007","Part Time","college entrance qualification","476","0.320707788913184","0.296081916839271","0.345333660987097"
"Rarely","2007","Part Time","Other degree","86","0.303154197865825","0.247815964390835","0.358492431340816"
"Rarely","2007","Part Time","no degree/no degree yet","30","0.360586979084948","0.262997640450232","0.458176317719663"
"Rarely","2007","Not Working","lower secondary degree","1166","0.294569295111314","0.28014759292097","0.308990997301658"
"Rarely","2007","Not Working","secondary school degree","554","0.291688156466486","0.269894428999282","0.313481883933689"
"Rarely","2007","Not Working","college entrance qualification","457","0.339051285903207","0.314218699182818","0.363883872623596"
"Rarely","2007","Not Working","Other degree","119","0.223570951705193","0.18602387793001","0.261118025480376"
"Rarely","2007","Not Working","no degree/no degree yet","122","0.266684002092014","0.224739193659274","0.308628810524754"
"Sometimes","2007","Full Time","lower secondary degree","524","0.293174137924059","0.272651355869567","0.313696919978552"
"Sometimes","2007","Full Time","secondary school degree","838","0.311381950700668","0.29415325042682","0.328610650974516"
"Sometimes","2007","Full Time","college entrance qualification","751","0.283443380335577","0.266329858380042","0.300556902291113"
"Sometimes","2007","Full Time","Other degree","102","0.332676534494844","0.282145971126429","0.383207097863258"
"Sometimes","2007","Full Time","no degree/no degree yet","7","","",""
"Sometimes","2007","Part Time","lower secondary degree","404","0.354738748272991","0.327870054437966","0.381607442108016"
"Sometimes","2007","Part Time","secondary school degree","548","0.349874257550672","0.326556067965087","0.373192447136256"
"Sometimes","2007","Part Time","college entrance qualification","432","0.336094587127105","0.311172040818718","0.361017133435492"
"Sometimes","2007","Part Time","Other degree","93","0.376414244005123","0.318082323947098","0.434746164063148"
"Sometimes","2007","Part Time","no degree/no degree yet","33","0.399879363758053","0.300318101630382","0.499440625885724"
"Sometimes","2007","Not Working","lower secondary degree","1202","0.33382921664418","0.318909843767215","0.348748589521145"
"Sometimes","2007","Not Working","secondary school degree","555","0.350201243218226","0.327329032372723","0.373073454063729"
"Sometimes","2007","Not Working","college entrance qualification","427","0.306726445211514","0.282536587729105","0.330916302693924"
"Sometimes","2007","Not Working","Other degree","172","0.411965949063151","0.367610250970982","0.456321647155319"
"Sometimes","2007","Not Working","no degree/no degree yet","144","0.312374762146928","0.268415739626233","0.356333784667622"
"Often","2007","Full Time","lower secondary degree","155","0.0983212175371601","0.0848976875273161","0.111744747547004"
"Often","2007","Full Time","secondary school degree","213","0.0851752122720609","0.0747893592718595","0.0955610652722623"
"Often","2007","Full Time","college entrance qualification","207","0.100583158530799","0.0891616327832897","0.112004684278308"
"Often","2007","Full Time","Other degree","24","","",""
"Often","2007","Full Time","no degree/no degree yet","4","","",""
"Often","2007","Part Time","lower secondary degree","142","0.124215491731728","0.105692507471322","0.142738475992135"
"Often","2007","Part Time","secondary school degree","199","0.138140710563439","0.121270551442396","0.155010869684482"
"Often","2007","Part Time","college entrance qualification","158","0.116636897925699","0.0997014707534603","0.133572325097938"
"Often","2007","Part Time","Other degree","26","","",""
"Often","2007","Part Time","no degree/no degree yet","15","","",""
"Often","2007","Not Working","lower secondary degree","475","0.128128295225806","0.117554170677028","0.138702419774584"
"Often","2007","Not Working","secondary school degree","173","0.112917113494272","0.0977423528196667","0.128091874168878"
"Often","2007","Not Working","college entrance qualification","133","0.100139946754016","0.0843929932036188","0.115886900304414"
"Often","2007","Not Working","Other degree","76","0.179967121975752","0.145346908701836","0.214587335249668"
"Often","2007","Not Working","no degree/no degree yet","46","0.130856669892687","0.0988693549521592","0.162843984833214"
"Very often","2007","Full Time","lower secondary degree","40","0.0223060802273242","0.0156482874139436","0.0289638730407047"
"Very often","2007","Full Time","secondary school degree","72","0.037186506261579","0.0301463812630187","0.0442266312601393"
"Very often","2007","Full Time","college entrance qualification","44","0.0208271385841274","0.015404315098516","0.0262499620697387"
"Very often","2007","Full Time","Other degree","8","","",""
"Very often","2007","Full Time","no degree/no degree yet","2","","",""
"Very often","2007","Part Time","lower secondary degree","62","0.0601060837033555","0.0467578721206277","0.0734542952860832"
"Very often","2007","Part Time","secondary school degree","47","0.0422997417907583","0.0324590911693612","0.0521403924121554"
"Very often","2007","Part Time","college entrance qualification","39","0.0226639327360567","0.0148116098904456","0.0305162555816678"
"Very often","2007","Part Time","Other degree","5","","",""
"Very often","2007","Part Time","no degree/no degree yet","7","","",""
"Very often","2007","Not Working","lower secondary degree","165","0.0401238028383286","0.0339150515832691","0.0463325540933881"
"Very often","2007","Not Working","secondary school degree","77","0.0560104805063911","0.0449854931113026","0.0670354679014796"
"Very often","2007","Not Working","college entrance qualification","40","0.0293275374679709","0.0204767984358762","0.0381782765000657"
"Very often","2007","Not Working","Other degree","29","","",""
"Very often","2007","Not Working","no degree/no degree yet","20","","",""
"Very rare","2008","Full Time","lower secondary degree","458","0.250221619377721","0.23000876381298","0.270434474942462"
"Very rare","2008","Full Time","secondary school degree","622","0.22972400393831","0.21390680261155","0.245541205265071"
"Very rare","2008","Full Time","college entrance qualification","626","0.235307058106435","0.218615544269558","0.251998571943311"
"Very rare","2008","Full Time","Other degree","61","0.182773494857755","0.139039888298482","0.226507101417029"
"Very rare","2008","Full Time","no degree/no degree yet","10","","",""
