"plh0187","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Often","2007","college entrance qualification","West Germany","381","0.102509190394508","0.0934040461254866","0.11161433466353"
"Often","2007","college entrance qualification","East Germany","117","0.114416299002535","0.0962310766814951","0.132601521323575"
"Often","2007","lower secondary degree","West Germany","633","0.120876397656975","0.112324001609905","0.129428793704046"
"Often","2007","lower secondary degree","East Germany","139","0.109114576383792","0.0925746307616111","0.125654522005974"
"Often","2007","no degree/no degree yet","West Germany","55","0.134671677246497","0.103339233867002","0.166004120625993"
"Often","2007","no degree/no degree yet","East Germany","10","","",""
"Often","2007","Other degree","West Germany","118","0.133439751942875","0.112509661364157","0.154369842521592"
"Often","2007","Other degree","East Germany","8","","",""
"Often","2007","secondary school degree","West Germany","362","0.101756759991975","0.0922106331558291","0.111302886828121"
"Often","2007","secondary school degree","East Germany","223","0.116233606613685","0.102840807677886","0.129626405549483"
"Rarely","2007","college entrance qualification","West Germany","1485","0.342241564819815","0.32799894065378","0.35648418898585"
"Rarely","2007","college entrance qualification","East Germany","442","0.353229623800973","0.325923284715727","0.380535962886219"
"Rarely","2007","lower secondary degree","West Germany","1742","0.301231246494886","0.289194507939182","0.313267985050589"
"Rarely","2007","lower secondary degree","East Germany","459","0.314059279844292","0.289436852018114","0.33868170767047"
"Rarely","2007","no degree/no degree yet","West Germany","127","0.276189064738622","0.235151509583812","0.317226619893432"
"Rarely","2007","no degree/no degree yet","East Germany","34","0.327842760375137","0.237186517181859","0.418499003568415"
"Rarely","2007","Other degree","West Germany","297","0.278563151499996","0.250970711458289","0.306155591541703"
"Rarely","2007","Other degree","East Germany","17","","",""
"Rarely","2007","secondary school degree","West Germany","1313","0.312446285907292","0.297811391746146","0.327081180068438"
"Rarely","2007","secondary school degree","East Germany","776","0.3367644082519","0.317015924566304","0.356512891937497"
"Sometimes","2007","college entrance qualification","West Germany","1254","0.302597187992055","0.288807173718326","0.316387202265784"
"Sometimes","2007","college entrance qualification","East Germany","356","0.303511524256252","0.277244890421255","0.329778158091249"
"Sometimes","2007","lower secondary degree","West Germany","1700","0.325055317520818","0.312766649629514","0.337343985412123"
"Sometimes","2007","lower secondary degree","East Germany","430","0.33204782692477","0.307064241188266","0.357031412661274"
"Sometimes","2007","no degree/no degree yet","West Germany","152","0.316962355704909","0.274256066920656","0.359668644489162"
"Sometimes","2007","no degree/no degree yet","East Germany","32","0.299756727959334","0.211278091560719","0.38823536435795"
"Sometimes","2007","Other degree","West Germany","346","0.37870349458441","0.348847728097324","0.408559261071496"
"Sometimes","2007","Other degree","East Germany","21","","",""
"Sometimes","2007","secondary school degree","West Germany","1188","0.329317203564227","0.314477870614389","0.344156536514064"
"Sometimes","2007","secondary school degree","East Germany","753","0.33840891881928","0.318636833684698","0.358181003953862"
"Very often","2007","college entrance qualification","West Germany","91","0.0230940412154494","0.018585180990992","0.0276029014399069"
"Very often","2007","college entrance qualification","East Germany","32","0.0258564551514229","0.0167896176939948","0.034923292608851"
"Very often","2007","lower secondary degree","West Germany","209","0.0369454081801455","0.0319966325108438","0.0418941838494472"
"Very often","2007","lower secondary degree","East Germany","58","0.0481349941358758","0.0367796602796556","0.059490327992096"
"Very often","2007","no degree/no degree yet","West Germany","23","","",""
"Very often","2007","no degree/no degree yet","East Germany","6","","",""
"Very often","2007","Other degree","West Germany","40","0.0350332725007271","0.0237164204931819","0.0463501245082722"
"Very often","2007","Other degree","East Germany","2","","",""
"Very often","2007","secondary school degree","West Germany","137","0.0467727876308605","0.0401055884513819","0.053439986810339"
"Very often","2007","secondary school degree","East Germany","59","0.0372519463223428","0.029338465403593","0.0451654272410927"
"Very rare","2007","college entrance qualification","West Germany","1052","0.229558015578173","0.216933735351536","0.24218229580481"
"Very rare","2007","college entrance qualification","East Germany","230","0.202986097788817","0.180007371324797","0.225964824252838"
"Very rare","2007","lower secondary degree","West Germany","1297","0.215891630147175","0.205097242076198","0.226686018218153"
"Very rare","2007","lower secondary degree","East Germany","279","0.19664332271127","0.175558227269486","0.217728418153055"
"Very rare","2007","no degree/no degree yet","West Germany","99","0.211607628676542","0.174118742573547","0.249096514779538"
"Very rare","2007","no degree/no degree yet","East Germany","21","","",""
"Very rare","2007","Other degree","West Germany","213","0.174260329471992","0.150912315004055","0.19760834393993"
"Very rare","2007","Other degree","East Germany","10","","",""
"Very rare","2007","secondary school degree","West Germany","853","0.209706962905646","0.196852643426101","0.222561282385191"
"Very rare","2007","secondary school degree","East Germany","389","0.171341119992793","0.155595656633025","0.18708658335256"
"Often","2008","college entrance qualification","West Germany","342","0.105861455035711","0.0963544349218358","0.115368475149587"
"Often","2008","college entrance qualification","East Germany","98","0.111277829794198","0.0928605107943178","0.129695148794078"
"Often","2008","lower secondary degree","West Germany","603","0.124977392156047","0.115987482661237","0.133967301650856"
"Often","2008","lower secondary degree","East Germany","137","0.116747428972728","0.0991762508785224","0.134318607066934"
"Often","2008","no degree/no degree yet","West Germany","56","0.115870405454971","0.0861989700339871","0.145541840875955"
"Often","2008","no degree/no degree yet","East Germany","13","","",""
"Often","2008","Other degree","West Germany","102","0.112027507260542","0.09132953710544","0.132725477415645"
"Often","2008","Other degree","East Germany","7","","",""
"Often","2008","secondary school degree","West Germany","375","0.111984068000532","0.10174671158901","0.122221424412054"
"Often","2008","secondary school degree","East Germany","181","0.109694057832479","0.0963376509150877","0.12305046474987"
"Rarely","2008","college entrance qualification","West Germany","1444","0.352219182433155","0.337458935649764","0.366979429216547"
"Rarely","2008","college entrance qualification","East Germany","422","0.370263322590594","0.341983679705828","0.39854296547536"
"Rarely","2008","lower secondary degree","West Germany","1693","0.311590178038954","0.298999608902353","0.324180747175556"
"Rarely","2008","lower secondary degree","East Germany","442","0.330285359030624","0.304550350246637","0.35602036781461"
"Rarely","2008","no degree/no degree yet","West Germany","139","0.284804971642415","0.242966062188229","0.3266438810966"
"Rarely","2008","no degree/no degree yet","East Germany","32","0.344212507659895","0.252009965920058","0.436415049399731"
"Rarely","2008","Other degree","West Germany","284","0.287345311632042","0.257648672954914","0.31704195030917"
"Rarely","2008","Other degree","East Germany","16","","",""
"Rarely","2008","secondary school degree","West Germany","1256","0.338856312526092","0.323490517244588","0.354222107807597"
"Rarely","2008","secondary school degree","East Germany","790","0.351331958529782","0.330928746918155","0.37173517014141"
"Sometimes","2008","college entrance qualification","West Germany","1132","0.28765843668668","0.273670431804618","0.301646441568743"
"Sometimes","2008","college entrance qualification","East Germany","363","0.310393609431519","0.283298175912789","0.337489042950248"
"Sometimes","2008","lower secondary degree","West Germany","1586","0.31602184792764","0.303382937897709","0.328660757957572"
"Sometimes","2008","lower secondary degree","East Germany","411","0.335539258090102","0.309702316929034","0.36137619925117"
"Sometimes","2008","no degree/no degree yet","West Germany","137","0.338576360336804","0.294706878793001","0.382445841880608"
"Sometimes","2008","no degree/no degree yet","East Germany","32","0.357590835512731","0.264577105846725","0.450604565178737"
"Sometimes","2008","Other degree","West Germany","300","0.375579757449406","0.34379965892844","0.407359855970371"
"Sometimes","2008","Other degree","East Germany","19","","",""
