"plh0187","year","migback","n","percent","lower_confidence","upper_confidence"
"Often","2007","direct migration background","266","0.141411819609481","0.126600226637062","0.1562234125819"
"Often","2007","indirect migration background","105","0.162199915439563","0.136396002298536","0.18800382858059"
"Often","2007","no migration background","1738","0.107160040538328","0.102596353101162","0.111723727975494"
"Rarely","2007","direct migration background","651","0.293776407062299","0.274414593699353","0.313138220425246"
"Rarely","2007","indirect migration background","234","0.28551035326938","0.253894932922709","0.31712577361605"
"Rarely","2007","no migration background","5955","0.319711067725607","0.312830279581841","0.326591855869372"
"Sometimes","2007","direct migration background","683","0.336972670696946","0.316880377088253","0.357064964305638"
"Sometimes","2007","indirect migration background","241","0.334944539323431","0.301907171208543","0.367981907438318"
"Sometimes","2007","no migration background","5454","0.323001171614621","0.316101814012502","0.32990052921674"
"Very often","2007","direct migration background","91","0.042739640461999","0.0341416505613959","0.051337630362602"
"Very often","2007","indirect migration background","36","0.0443562050946224","0.0299445030984523","0.0587679070907925"
"Very often","2007","no migration background","559","0.036764573558672","0.0339880993851015","0.0395410477322425"
"Very rare","2007","direct migration background","435","0.185099462169275","0.168590440348001","0.201608483990549"
"Very rare","2007","indirect migration background","168","0.172988986873004","0.146512830723871","0.199465143022138"
"Very rare","2007","no migration background","3941","0.213363146562773","0.207318658887466","0.219407634238079"
"Often","2008","direct migration background","245","0.130468755233503","0.115343717858018","0.145593792608989"
"Often","2008","indirect migration background","85","0.137009996033535","0.112754037004613","0.161265955062456"
"Often","2008","no migration background","1638","0.111249331289302","0.10647917533674","0.116019487241863"
"Rarely","2008","direct migration background","617","0.29854623264004","0.277996511889461","0.31909595339062"
"Rarely","2008","indirect migration background","229","0.270741106966087","0.239396891222916","0.302085322709259"
"Rarely","2008","no migration background","5850","0.339207723489309","0.332025494488352","0.346389952490266"
"Sometimes","2008","direct migration background","602","0.34285937241702","0.321544252856236","0.364174491977804"
"Sometimes","2008","indirect migration background","250","0.323986766821795","0.290974094928875","0.356999438714715"
"Sometimes","2008","no migration background","5031","0.3069588715033","0.299961845271792","0.313955897734807"
"Very often","2008","direct migration background","85","0.0473276331596183","0.0377924337869791","0.0568628325322575"
"Very often","2008","indirect migration background","32","0.0449549996368483","0.0303386017179205","0.059571397555776"
"Very often","2008","no migration background","470","0.0313266669479399","0.0286840168128284","0.0339693170830514"
"Very rare","2008","direct migration background","356","0.180798006549818","0.163516049554734","0.198079963544903"
"Very rare","2008","indirect migration background","176","0.223307130541735","0.193929592631152","0.252684668452318"
"Very rare","2008","no migration background","3703","0.21125740677015","0.205064885282897","0.217449928257402"
"Often","2009","direct migration background","207","0.128459110398009","0.112358170205491","0.144560050590528"
"Often","2009","indirect migration background","76","0.125728749028211","0.101427115570004","0.150030382486417"
"Often","2009","no migration background","1527","0.104693763967734","0.099897583566352","0.109489944369115"
"Rarely","2009","direct migration background","501","0.29616457761652","0.274194731496379","0.318134423736662"
"Rarely","2009","indirect migration background","226","0.323010981443102","0.288734634836811","0.357287328049392"
"Rarely","2009","no migration background","5573","0.344383418965527","0.33693960725219","0.351827230678864"
"Sometimes","2009","direct migration background","574","0.348072780419257","0.325150412109405","0.370995148729109"
"Sometimes","2009","indirect migration background","243","0.329508289764505","0.295055455973593","0.363961123555417"
"Sometimes","2009","no migration background","4713","0.311318448129089","0.304064725387475","0.318572170870702"
"Very often","2009","direct migration background","84","0.056976961206864","0.0458228314848423","0.0681310909288858"
"Very often","2009","indirect migration background","25","","",""
"Very often","2009","no migration background","459","0.0328856950094357","0.030091918159481","0.0356794718593904"
"Very rare","2009","direct migration background","293","0.170326570359349","0.152237356640632","0.188415784078067"
"Very rare","2009","indirect migration background","145","0.188620049924623","0.159945201314816","0.217294898534429"
"Very rare","2009","no migration background","3381","0.206718673928215","0.200374825921167","0.213062521935263"
"Often","2010","direct migration background","198","0.140504558370745","0.122751990487695","0.158257126253794"
"Often","2010","indirect migration background","69","0.129311196809563","0.103653660530637","0.154968733088489"
"Often","2010","no migration background","1456","0.10691531799473","0.101895782613987","0.111934853375473"
"Rarely","2010","direct migration background","468","0.318599161326937","0.29479692121108","0.342401401442795"
"Rarely","2010","indirect migration background","205","0.288795458769189","0.254141101642033","0.323449815896346"
"Rarely","2010","no migration background","5166","0.343840108938789","0.336124319963659","0.351555897913919"
"Sometimes","2010","direct migration background","453","0.306478509761186","0.282926706695062","0.33003031282731"
"Sometimes","2010","indirect migration background","200","0.311088290203239","0.275689450943043","0.346487129463435"
"Sometimes","2010","no migration background","4428","0.315235360661249","0.307688169331282","0.322782551991216"
"Very often","2010","direct migration background","59","0.0460617769818116","0.0353533752527092","0.0567701787109141"
"Very often","2010","indirect migration background","28","","",""
"Very often","2010","no migration background","386","0.0299523281362574","0.0271834167015799","0.0327212395709349"
"Very rare","2010","direct migration background","294","0.18835599355932","0.168381917417412","0.208330069701228"
"Very rare","2010","indirect migration background","155","0.213498087645192","0.182164343538211","0.244831831752173"
"Very rare","2010","no migration background","3122","0.204056884268974","0.197510313387345","0.210603455150604"
"Often","2011","direct migration background","223","0.119293728521827","0.105137658286759","0.133449798756896"
"Often","2011","indirect migration background","100","0.130461316230894","0.1070339659281","0.153888666533688"
"Often","2011","no migration background","1825","0.109207206317761","0.104644295732476","0.113770116903046"
"Rarely","2011","direct migration background","626","0.302525153255465","0.282463654380123","0.322586652130807"
"Rarely","2011","indirect migration background","257","0.299441113703535","0.267583306650254","0.331298920756817"
"Rarely","2011","no migration background","6091","0.332235058052544","0.32534437144207","0.339125744663017"
"Sometimes","2011","direct migration background","670","0.326729663742477","0.30624601211981","0.347213315365143"
"Sometimes","2011","indirect migration background","257","0.347133085285872","0.31402011234842","0.380246058223325"
"Sometimes","2011","no migration background","5776","0.326085295879787","0.319227318690696","0.332943273068878"
"Very often","2011","direct migration background","71","0.0331796886180336","0.0253575160342281","0.0410018612018391"
"Very often","2011","indirect migration background","35","0.0235249326531023","0.0129826995797037","0.0340671657265009"
"Very often","2011","no migration background","491","0.0302065704663231","0.0277026629091094","0.0327104780235369"
"Very rare","2011","direct migration background","424","0.218271765862197","0.200231412587012","0.236312119137382"
"Very rare","2011","indirect migration background","145","0.199439552126596","0.171646224315078","0.227232879938114"
"Very rare","2011","no migration background","3766","0.202265869283585","0.196389374544789","0.208142364022381"
"Often","2012","direct migration background","225","0.114683782928428","0.100522959649184","0.128844606207672"
"Often","2012","indirect migration background","80","0.0937880702855672","0.0735482049801754","0.114027935590959"
"Often","2012","no migration background","1606","0.0982108426396048","0.0938374672782353","0.102584218000974"
"Rarely","2012","direct migration background","627","0.304951531884845","0.284491267415811","0.325411796353878"
"Rarely","2012","indirect migration background","287","0.389644442117404","0.355787742138138","0.423501142096669"
"Rarely","2012","no migration background","6428","0.354838775391694","0.347807498588793","0.361870052194596"
