"plh0187","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Often","2007","Full Time","direct migration background","54","0.0973225544023908","0.0754124990995051","0.119232609705277"
"Often","2007","Full Time","indirect migration background","41","0.17188028601837","0.131051095962552","0.212709476074187"
"Often","2007","Full Time","no migration background","530","0.0915224529242119","0.0846844879309537","0.09836041791747"
"Often","2007","Not Working","direct migration background","147","0.18862942712217","0.162781774756212","0.214477079488128"
"Often","2007","Not Working","indirect migration background","40","0.191878333856868","0.14109824626031","0.242658421453425"
"Often","2007","Not Working","no migration background","736","0.111944449901807","0.10448761895297","0.119401280850643"
"Often","2007","Part Time","direct migration background","65","0.119036362257015","0.0917988780811358","0.146273846432895"
"Often","2007","Part Time","indirect migration background","24","","",""
"Often","2007","Part Time","no migration background","472","0.126438054545933","0.116071241301995","0.13680486778987"
"Rarely","2007","Full Time","direct migration background","239","0.330462478730477","0.295691335767021","0.365233621693933"
"Rarely","2007","Full Time","indirect migration background","101","0.295472088437832","0.246095793132255","0.344848383743409"
"Rarely","2007","Full Time","no migration background","2535","0.355216908034569","0.343867856098859","0.366565959970279"
"Rarely","2007","Not Working","direct migration background","236","0.253767202955306","0.225015626138738","0.282518779771873"
"Rarely","2007","Not Working","indirect migration background","66","0.280740112071389","0.222792271573185","0.338687952569594"
"Rarely","2007","Not Working","no migration background","2165","0.30014131118434","0.289302016714131","0.310980605654548"
"Rarely","2007","Part Time","direct migration background","176","0.313558300633618","0.274536333737551","0.352580267529686"
"Rarely","2007","Part Time","indirect migration background","67","0.27774121524484","0.219218641969663","0.336263788520016"
"Rarely","2007","Part Time","no migration background","1255","0.292831528756675","0.27863670903518","0.307026348478171"
"Sometimes","2007","Full Time","direct migration background","204","0.303987455042821","0.269985272624661","0.337989637460982"
"Sometimes","2007","Full Time","indirect migration background","102","0.350240013901239","0.298613769704643","0.401866258097834"
"Sometimes","2007","Full Time","no migration background","1970","0.294673769009076","0.28386262368798","0.305484914330171"
"Sometimes","2007","Not Working","direct migration background","293","0.341463970386203","0.310133351893147","0.37279458887926"
"Sometimes","2007","Not Working","indirect migration background","67","0.283306587015171","0.225198424343737","0.341414749686606"
"Sometimes","2007","Not Working","no migration background","2189","0.338366718121598","0.327176580210799","0.349556856032398"
"Sometimes","2007","Part Time","direct migration background","186","0.370057942724094","0.329447909621653","0.410667975826535"
"Sometimes","2007","Part Time","indirect migration background","72","0.363672671782995","0.300815844925694","0.426529498640295"
"Sometimes","2007","Part Time","no migration background","1295","0.344926824692135","0.330099325394378","0.359754323989893"
"Very often","2007","Full Time","direct migration background","19","","",""
"Very often","2007","Full Time","indirect migration background","11","","",""
"Very often","2007","Full Time","no migration background","142","0.0271098087949283","0.0232585643223306","0.0309610532675259"
"Very often","2007","Not Working","direct migration background","58","0.066351591973687","0.0499069618706548","0.0827962220767192"
"Very often","2007","Not Working","indirect migration background","11","","",""
"Very often","2007","Not Working","no migration background","274","0.0409626226089427","0.0362750868717912","0.0456501583460943"
"Very often","2007","Part Time","direct migration background","14","","",""
"Very often","2007","Part Time","indirect migration background","14","","",""
"Very often","2007","Part Time","no migration background","143","0.0462531805989314","0.0397015881826304","0.0528047730152325"
"Very rare","2007","Full Time","direct migration background","187","0.237185934061695","0.205742914927915","0.268628953195475"
"Very rare","2007","Full Time","indirect migration background","73","0.16121701281696","0.121420830602523","0.201013195031397"
"Very rare","2007","Full Time","no migration background","1654","0.231477061237215","0.221475026793657","0.241479095680773"
"Very rare","2007","Not Working","direct migration background","146","0.149787807562634","0.126209715923137","0.173365899202131"
"Very rare","2007","Not Working","indirect migration background","47","0.195191217410352","0.144079721607444","0.24630271321326"
"Very rare","2007","Not Working","no migration background","1504","0.208584898183312","0.19897593464873","0.218193861717894"
"Very rare","2007","Part Time","direct migration background","102","0.178455008156922","0.146249643369705","0.210660372944138"
"Very rare","2007","Part Time","indirect migration background","48","0.166971667587009","0.118240354863344","0.215702980310673"
"Very rare","2007","Part Time","no migration background","783","0.189550411406325","0.177324397434204","0.201776425378447"
"Often","2008","Full Time","direct migration background","53","0.102109491666615","0.0784841466900828","0.125734836643147"
"Often","2008","Full Time","indirect migration background","39","0.123306121587314","0.0884091927767328","0.158203050397896"
"Often","2008","Full Time","no migration background","512","0.0918817965541079","0.0848676181026525","0.0988959750055632"
"Often","2008","Not Working","direct migration background","123","0.156276613587218","0.131051182512439","0.181502044661996"
"Often","2008","Not Working","indirect migration background","21","","",""
"Often","2008","Not Working","no migration background","730","0.126476372369824","0.118373491652637","0.134579253087011"
"Often","2008","Part Time","direct migration background","69","0.124491073054795","0.0948950377157703","0.154087108393819"
"Often","2008","Part Time","indirect migration background","25","","",""
"Often","2008","Part Time","no migration background","396","0.118367615883502","0.107976891296586","0.128758340470417"
"Rarely","2008","Full Time","direct migration background","233","0.357315684268587","0.319925440032102","0.394705928505072"
"Rarely","2008","Full Time","indirect migration background","102","0.302190884103916","0.253451515314315","0.350930252893518"
"Rarely","2008","Full Time","no migration background","2477","0.372901830553611","0.361159456650433","0.38464420445679"
"Rarely","2008","Not Working","direct migration background","232","0.273299868548137","0.242340728560788","0.304259008535487"
"Rarely","2008","Not Working","indirect migration background","69","0.276171482313021","0.215264065800521","0.337078898825522"
"Rarely","2008","Not Working","no migration background","2103","0.313864841696013","0.302551951055666","0.325177732336361"
"Rarely","2008","Part Time","direct migration background","152","0.265519992234001","0.225931155063852","0.305108829404151"
"Rarely","2008","Part Time","indirect migration background","58","0.218640515437045","0.164513404473896","0.272767626400193"
"Rarely","2008","Part Time","no migration background","1270","0.324676911493968","0.309615449909247","0.339738373078689"
"Sometimes","2008","Full Time","direct migration background","191","0.302602370729321","0.266758920468092","0.338445820990549"
"Sometimes","2008","Full Time","indirect migration background","97","0.267374513789763","0.220398959124726","0.3143500684548"
"Sometimes","2008","Full Time","no migration background","1815","0.278348939116338","0.267465922471448","0.289231955761228"
"Sometimes","2008","Not Working","direct migration background","260","0.359096416170549","0.325769629415793","0.392423202925304"
"Sometimes","2008","Not Working","indirect migration background","64","0.342334622295467","0.277696189217424","0.406973055373511"
"Sometimes","2008","Not Working","no migration background","2035","0.32531096224093","0.313890107886074","0.336731816595786"
"Sometimes","2008","Part Time","direct migration background","151","0.367181859111574","0.32396887965288","0.410394838570267"
"Sometimes","2008","Part Time","indirect migration background","89","0.392637928917653","0.32868741474253","0.456588443092776"
"Sometimes","2008","Part Time","no migration background","1181","0.325219941389012","0.310151951509432","0.340287931268592"
"Very often","2008","Full Time","direct migration background","22","","",""
"Very often","2008","Full Time","indirect migration background","10","","",""
"Very often","2008","Full Time","no migration background","120","0.0192178391083904","0.0158841166822553","0.0225515615345256"
"Very often","2008","Not Working","direct migration background","53","0.0643039822721623","0.0472636569294957","0.0813443076148289"
"Very often","2008","Not Working","indirect migration background","10","","",""
"Very often","2008","Not Working","no migration background","241","0.0394045511080509","0.034661684922512","0.0441474172935899"
"Very often","2008","Part Time","direct migration background","10","","",""
"Very often","2008","Part Time","indirect migration background","12","","",""
"Very often","2008","Part Time","no migration background","109","0.0384745890990073","0.0322879754605864","0.0446612027374282"
"Very rare","2008","Full Time","direct migration background","132","0.195280995147377","0.164350595590991","0.226211394703763"
"Very rare","2008","Full Time","indirect migration background","93","0.261137106574008","0.214515511979967","0.307758701168049"
"Very rare","2008","Full Time","no migration background","1591","0.237649594667552","0.227313969810944","0.247985219524161"
"Very rare","2008","Not Working","direct migration background","128","0.147023119421934","0.12242210567425","0.171624133169618"
"Very rare","2008","Not Working","indirect migration background","43","0.186266328954054","0.133230270652098","0.23930238725601"
"Very rare","2008","Not Working","no migration background","1355","0.194943272585182","0.185285771066269","0.204600774104094"
"Very rare","2008","Part Time","direct migration background","96","0.216975258703547","0.180024190947322","0.253926326459772"
"Very rare","2008","Part Time","indirect migration background","40","0.199579177484712","0.147238313753924","0.2519200412155"
"Very rare","2008","Part Time","no migration background","757","0.193260942134511","0.180560343126782","0.205961541142241"
"Often","2009","Full Time","direct migration background","49","0.104580213627306","0.0785277821686999","0.130632645085912"
"Often","2009","Full Time","indirect migration background","26","","",""
"Often","2009","Full Time","no migration background","519","0.0896126157066452","0.0824711913584509","0.0967540400548395"
"Often","2009","Not Working","direct migration background","100","0.157293186660448","0.129908586008211","0.184677787312685"
"Often","2009","Not Working","indirect migration background","22","","",""
"Often","2009","Not Working","no migration background","598","0.106981156384397","0.0991301084060316","0.114832204362762"
"Often","2009","Part Time","direct migration background","58","0.114981309493524","0.0855078116032444","0.144454807383804"
"Often","2009","Part Time","indirect migration background","28","","",""
"Often","2009","Part Time","no migration background","410","0.127332300091494","0.116372992351616","0.138291607831372"
"Rarely","2009","Full Time","direct migration background","172","0.318939955635328","0.279261265933523","0.358618645337132"
"Rarely","2009","Full Time","indirect migration background","98","0.348276435407509","0.295241627322795","0.401311243492222"
"Rarely","2009","Full Time","no migration background","2292","0.35952405283158","0.347526227497756","0.371521878165405"
"Rarely","2009","Not Working","direct migration background","185","0.256674925013065","0.223820466224121","0.28952938380201"
"Rarely","2009","Not Working","indirect migration background","64","0.369672396066113","0.301745948777759","0.437598843354466"
"Rarely","2009","Not Working","no migration background","2047","0.336764969735637","0.32476055865586","0.348769380815414"
"Rarely","2009","Part Time","direct migration background","144","0.325611091398779","0.282315204678089","0.368906978119469"
"Rarely","2009","Part Time","indirect migration background","64","0.249847492029971","0.191433196524661","0.308261787535281"
"Rarely","2009","Part Time","no migration background","1234","0.330955977915975","0.315485567275833","0.346426388556117"
"Sometimes","2009","Full Time","direct migration background","173","0.327008584743475","0.287069832242369","0.36694733724458"
"Sometimes","2009","Full Time","indirect migration background","108","0.328487175884711","0.276205005358551","0.380769346410871"
"Sometimes","2009","Full Time","no migration background","1763","0.304447942004283","0.292942362739856","0.31595352126871"
"Sometimes","2009","Not Working","direct migration background","246","0.360292302121819","0.324181969911275","0.396402634332363"
"Sometimes","2009","Not Working","indirect migration background","59","0.304214191847144","0.239473886356682","0.368954497337605"
